Departure_2011,Ticket_class_description,Departure,Destination,Paid_fare,Supplier_name,Directorate
March,Economy,UK,UK,126.15,FLYBE BRITISH EUROPEAN,ISA
April,Economy,UK,UK,86.03,EASYJET,ISA
March,Economy,UK,Non EEA,305.66,LUFTHANSA GERMAN AIRLINES,Policy & Strategy
March,Business Class,UK,Non EEA,2302.99,EMIRATES,Private Office
March,Economy,UK,UK,131.35,BRITISH AIRWAYS,Strategic Director Border
March,Economy,UK,Non EEA,498.33,LUFTHANSA GERMAN AIRLINES,Policy & Strategy
March,Economy,EEA,UK,336.9,AIR MALTA,Strategic Director Border
March,Economy,EEA,UK,336.9,AIR MALTA,Strategic Director Border
March,Economy,UK,UK,202.6,BMI,Immigration Group
March,Economy,EEA,UK,336.9,AIR MALTA,Strategic Director Border
March,Economy,UK,UK,38.5,BRITISH AIRWAYS,Strategic Director Border
March,Economy,UK,UK,276.62,BRITISH AIRWAYS,Strategic Director Border
March,Economy,UK,UK,265.63,FLYBE BRITISH EUROPEAN,Strategic Director Border
March,Economy,EEA,UK,336.9,AIR MALTA,Strategic Director Border
March,Business Class,UK,UK,250.43,BRITISH AIRWAYS,Strategic Director Border
March,Economy,UK,UK,300.51,FLYBE BRITISH EUROPEAN,Immigration Group
April,Business Class,UK,Non EEA,1766.02,EMIRATES,OSCT
March,Economy,UK,UK,180.94,FLYBE BRITISH EUROPEAN,Strategic Director Border
March,Economy,UK,UK,25.98,FLYBE BRITISH EUROPEAN,Strategic Director Border
March,Economy,UK,UK,87.93,BRITISH AIRWAYS,Strategy & Reform Directorate
March,Economy,UK,UK,126.62,BRITISH AIRWAYS,Strategic Director Border
March,Economy,UK,Non EEA,446.57,ETIHAD AIRWAYS,OSCT
March,Economy,UK,UK,278.63,BRITISH AIRWAYS,Strategic Director Border
March,Economy,UK,Non EEA,582.07,ETIHAD AIRWAYS,International Group
March,Economy,UK,UK,278.63,BRITISH AIRWAYS,Strategic Director Border
March,Economy,UK,UK,307.73,EASYJET,Strategic Director Border
March,Economy,UK,EEA,344.17,AIR MALTA,International Group
March,Economy,EEA,UK,5,AIR MALTA,Strategic Director Border
March,Economy,UK,UK,272.55,BRITISH AIRWAYS,Strategic Director Border
March,Economy,UK,UK,215.55,BRITISH AIRWAYS,Science & Research Group
March,Economy,UK,UK,179.23,FLYBE BRITISH EUROPEAN,Strategic Director Border
March,Economy,UK,UK,220,EASTERN AIRWAYS,Immigration Group
March,Economy,UK,UK,122.82,FLYBE BRITISH EUROPEAN,Finance & Commercial Group
March,Economy,UK,Non EEA,305.66,LUFTHANSA GERMAN AIRLINES,Policy & Strategy
March,Economy,UK,UK,170.62,BRITISH AIRWAYS,Resource Management Group
March,Business Class,UK,Non EEA,2302.99,EMIRATES,Private Office
March,Economy,UK,UK,101.7,FLYBE BRITISH EUROPEAN,Strategic Director Border
March,Economy,UK,UK,127.93,BRITISH AIRWAYS,Strategy & Reform Directorate
April,Economy,UK,UK,121.82,FLYBE BRITISH EUROPEAN,Immigration Group
March,Economy,UK,UK,56.1,BMI,Strategy & Reform Directorate
March,Economy,UK,UK,142.03,EASYJET,OSCT
March,Economy,UK,UK,192.23,FLYBE BRITISH EUROPEAN,Strategic Director Border
March,Economy,UK,UK,291.01,FLYBE BRITISH EUROPEAN,Immigration Group
March,Economy,EEA,UK,336.9,AIR MALTA,Strategic Director Border
March,Economy,UK,EEA,99.03,EASYJET,Immigration Group
March,Economy,UK,UK,191.23,FLYBE BRITISH EUROPEAN,Strategic Director Border
March,Business Class,UK,Non EEA,2609.1,BMI,OSCT
March,Economy,UK,UK,193.99,EASYJET,Strategic Director Border
March,Economy,UK,EEA,60.86,AER LINGUS,Strategic Director Border
March,Business Class,UK,UK,169.55,BRITISH AIRWAYS,Science & Research Group
March,Economy,UK,UK,78.74,EASYJET,Strategic Director Border
March,Economy,UK,UK,204.01,FLYBE BRITISH EUROPEAN,HMIC
March,Business Class,UK,UK,219.35,BRITISH AIRWAYS,Policy & Strategy
March,Economy,UK,UK,122.69,BRITISH AIRWAYS,Immigration Group
March,Business Class,UK,EEA,396.1,BRITISH AIRWAYS,OSCT
March,Economy,UK,Non EEA,749.81,BRITISH AIRWAYS,Strategic Director Border
March,Economy,UK,EEA,263.77,BRITISH AIRWAYS,International Group
March,Business Class,UK,Non EEA,678.47,TURKISH AIRLINES,Policy & Strategy
March,Economy,UK,UK,104.69,BRITISH AIRWAYS,Strategy & Reform Directorate
March,Economy,UK,UK,178.43,BRITISH AIRWAYS,Strategic Director Border
March,Economy,UK,UK,307.73,EASYJET,Strategic Director Border
March,Economy,UK,UK,193.99,EASYJET,Strategic Director Border
March,Economy,EEA,UK,336.9,AIR MALTA,Strategic Director Border
March,Economy,UK,Non EEA,269.87,TURKISH AIRLINES,Policy & Strategy
March,Economy,UK,EEA,60,AIR MALTA,International Group
March,Economy,UK,UK,203.43,BRITISH AIRWAYS,Immigration Group
March,Economy,UK,UK,216.43,BRITISH AIRWAYS,Strategic Director Border
March,Business Class,UK,UK,295.54,BRITISH AIRWAYS,Policy & Strategy
March,Business Class,UK,UK,182.35,BRITISH AIRWAYS,Strategic Director Border
March,Business Class,UK,Non EEA,1762.09,EMIRATES,OSCT
March,Economy,UK,UK,48.85,BRITISH AIRWAYS,Strategy & Reform Directorate
March,Economy,UK,Non EEA,469.33,LUFTHANSA GERMAN AIRLINES,Policy & Strategy
March,Economy,UK,UK,199.53,FLYBE BRITISH EUROPEAN,Criminal & Detention Group
March,Economy,EEA,UK,342.2,AIR MALTA,Strategic Director Border
March,Economy,UK,Non EEA,273.27,TURKISH AIRLINES,Policy & Strategy
March,Economy,UK,UK,127.49,BRITISH AIRWAYS,Strategy & Reform Directorate
March,Economy,UK,UK,160.01,FLYBE BRITISH EUROPEAN,Strategic Director Border
March,Economy,UK,UK,89.7,FLYBE BRITISH EUROPEAN,Strategic Director Border
March,Economy,UK,UK,25.98,FLYBE BRITISH EUROPEAN,HMIC
March,Economy,UK,Non EEA,469.33,LUFTHANSA GERMAN AIRLINES,Policy & Strategy
March,Economy,UK,UK,95.03,EASYJET,HMIC
March,Economy,UK,UK,221.62,BRITISH AIRWAYS,Immigration Group
March,Economy,UK,UK,178.43,BRITISH AIRWAYS,Strategic Director Border
March,Economy,UK,UK,97.04,FLYBE BRITISH EUROPEAN,Group HR
March,Economy,UK,UK,95.03,EASYJET,HMIC
March,Economy,UK,UK,235.6,BMI,Strategic Director Border
April,Economy,UK,UK,140.2,FLYBE BRITISH EUROPEAN,Immigration Group
March,Economy,EEA,UK,342.2,AIR MALTA,Strategic Director Border
March,Business Class,UK,UK,223.35,BRITISH AIRWAYS,Criminal & Detention Group
March,Economy,UK,UK,50.5,BRITISH AIRWAYS,Strategic Director Border
March,Economy,UK,UK,157.35,BRITISH AIRWAYS,HROD
March,Business Class,UK,UK,182.35,BRITISH AIRWAYS,Strategic Director Border
March,Economy,UK,UK,278.63,BRITISH AIRWAYS,Science & Research Group
March,Economy,UK,UK,162.43,BRITISH AIRWAYS,HROD
March,Business Class,UK,UK,167.35,BRITISH AIRWAYS,Strategy & Reform Directorate
March,Business Class,UK,UK,193.35,BRITISH AIRWAYS,Criminal & Detention Group
March,Economy,UK,UK,166.43,BRITISH AIRWAYS,Immigration Group
March,Economy,UK,UK,12.99,FLYBE BRITISH EUROPEAN,Strategic Director Border
March,Economy,UK,UK,12.99,FLYBE BRITISH EUROPEAN,Strategic Director Border
March,Economy,UK,EEA,211.27,BRITISH AIRWAYS,Immigration Group
March,Economy,UK,UK,169.01,FLYBE BRITISH EUROPEAN,Strategic Director Border
March,Economy,UK,UK,169.01,FLYBE BRITISH EUROPEAN,Strategic Director Border
March,Economy,UK,UK,60,BRITISH AIRWAYS,HMIC
March,Economy,UK,UK,154.54,BRITISH AIRWAYS,Resource Management Group
March,Economy,UK,Non EEA,382.47,CONTINENTAL AIRLINES,International Group
March,Economy,UK,UK,25.98,FLYBE BRITISH EUROPEAN,Strategic Director Border
March,Economy,UK,UK,59.9,BMI BABY,Resource Management Group
March,Economy,UK,UK,103.2,FLYBE BRITISH EUROPEAN,OSCT
March,Business Class,UK,EEA,550.67,BRITISH AIRWAYS,International Directorate
March,Economy,UK,EEA,183.07,BRITISH AIRWAYS,SIG
March,Economy,UK,UK,94.69,BRITISH AIRWAYS,Immigration Group
March,Economy,UK,UK,128.54,BRITISH AIRWAYS,Strategy & Reform Directorate
March,Economy,UK,UK,164.5,EASTERN AIRWAYS,Strategic Director Border
March,Economy,UK,UK,112.51,FLYBE BRITISH EUROPEAN,Immigration Group
March,Economy,UK,Non EEA,446.57,ETIHAD AIRWAYS,International Group
March,Business Class,UK,UK,105.69,BRITISH AIRWAYS,Strategy & Reform Directorate
March,Economy,UK,UK,69.5,BRITISH AIRWAYS,HROD
March,Economy,UK,EEA,60.86,AER LINGUS,Strategic Director Border
March,Economy,UK,EEA,178.07,BRITISH AIRWAYS,Strategic Director Border
March,Economy,UK,UK,169.01,FLYBE BRITISH EUROPEAN,Strategic Director Border
March,Economy,UK,UK,65.03,EASYJET,Strategic Director Border
March,Economy,UK,UK,90.03,EASYJET,Science & Research Group
March,Economy,UK,UK,90.5,BRITISH AIRWAYS,HROD
March,Economy,UK,UK,86.5,FLYBE BRITISH EUROPEAN,Strategic Director Border
March,Economy,UK,UK,38.97,FLYBE BRITISH EUROPEAN,Strategic Director Border
March,Economy,EEA,UK,342.2,AIR MALTA,Strategic Director Border
March,Economy,UK,UK,157.35,BRITISH AIRWAYS,HROD
March,Economy,UK,UK,138.54,BRITISH AIRWAYS,OSCT
March,Economy,UK,UK,104.7,FLYBE BRITISH EUROPEAN,Strategic Director Border
April,Economy,UK,UK,87.82,FLYBE BRITISH EUROPEAN,Finance & Commercial Group
March,Economy,UK,EEA,86.71,AEROSVIT AIRLINES,Policy & Strategy
March,Economy,UK,UK,221.62,BRITISH AIRWAYS,Immigration Group
June,Economy,UK,UK,92.89,BRITISH AIRWAYS,Immigration Group
May,Economy,UK,EEA,235.84,KLM-ROYAL DUTCH AIRLINES,Strategy & Reform Directorate
March,Economy,UK,UK,190.43,BRITISH AIRWAYS,Strategic Director Border
March,Economy,UK,UK,25.98,FLYBE BRITISH EUROPEAN,Strategic Director Border
March,Business Class,UK,Non EEA,3929.77,BRITISH AIRWAYS,Immigration Group
March,Business Class,UK,Non EEA,3929.77,BRITISH AIRWAYS,Immigration Group
March,Economy,UK,UK,190.43,BRITISH AIRWAYS,Strategic Director Border
March,Economy,UK,UK,231.9,EASTERN AIRWAYS,OSCT
April,Economy,UK,UK,12,BRITISH AIRWAYS,HMIC
March,Economy,UK,UK,25.98,FLYBE BRITISH EUROPEAN,Strategic Director Border
March,Economy,UK,UK,96.03,EASYJET,OSCT
March,Economy,UK,UK,251.93,BRITISH AIRWAYS,Strategic Director Border
March,Economy,UK,UK,177.93,BRITISH AIRWAYS,Criminal & Detention Group
March,Economy,UK,UK,101.03,EASYJET,Finance & Commercial Group
March,Business Class,UK,UK,208.35,BRITISH AIRWAYS,Finance & Commercial Group
March,Economy,UK,EEA,168.37,OLYMPIC AIR,Strategic Director Border
March,Economy,EEA,UK,139.4,SAS SCANDINAVIAN AIRLINES,Immigration Group
March,Economy,UK,UK,286.35,BRITISH AIRWAYS,Criminal & Detention Group
March,Economy,UK,UK,174,BMI,Strategic Director Border
March,Economy,EEA,UK,186.1,BRITISH AIRWAYS,Policy & Strategy
March,Economy,UK,EEA,380.27,BRITISH AIRWAYS,Immigration Group
March,Economy,UK,UK,90.69,BRITISH AIRWAYS,Strategic Director Border
March,Economy,UK,UK,143.54,BRITISH AIRWAYS,Immigration Group
March,Business Class,UK,UK,120.5,BRITISH AIRWAYS,Criminal & Detention Group
April,Economy,UK,EEA,167.5,BRITISH AIRWAYS,UKBA
March,Economy,UK,UK,331.9,EASTERN AIRWAYS,OSCT
March,Economy,UK,UK,192.21,FLYBE BRITISH EUROPEAN,Strategic Director Border
March,Economy,UK,UK,190.43,BRITISH AIRWAYS,Strategic Director Border
March,Economy,UK,UK,207.21,FLYBE BRITISH EUROPEAN,Strategic Director Border
March,Economy,EEA,UK,336.9,AIR MALTA,Strategic Director Border
March,Business Class,UK,UK,247.35,BRITISH AIRWAYS,Immigration Group
March,Economy,UK,UK,51.85,BRITISH AIRWAYS,Immigration Group
March,Business Class,UK,UK,226.43,BRITISH AIRWAYS,HROD
March,Economy,UK,UK,216.43,BRITISH AIRWAYS,Criminal & Detention Group
March,Economy,UK,UK,183.26,AIR FRANCE,Immigration Group
March,Economy,UK,UK,69.5,BRITISH AIRWAYS,HROD
March,Economy,UK,UK,121.35,BRITISH AIRWAYS,Immigration Group
March,Economy,UK,UK,113.5,BRITISH AIRWAYS,OSCT
March,Business Class,UK,UK,210.55,BRITISH AIRWAYS,Science & Research Group
March,Economy,UK,UK,190.55,BRITISH AIRWAYS,Science & Research Group
March,Economy,UK,UK,169.54,BRITISH AIRWAYS,Immigration Group
March,Economy,UK,UK,148.51,FLYBE BRITISH EUROPEAN,Immigration Group
July,Business Class,Non EEA,Non EEA,1046,AIR NIGERIA,Strategy & Reform Directorate
April,Economy,UK,EEA,90.28,EASYJET,Strategic Director Border
April,Economy,UK,Non EEA,717.66,DELTA AIR LINES,Science & Research Group
April,Economy,UK,EEA,90.28,EASYJET,Strategic Director Border
April,Economy,UK,Non EEA,772.73,IBERIA,Science & Research Group
July,Business Class,UK,Non EEA,2112,AIR FRANCE,Strategy & Reform Directorate
April,Economy,UK,Non EEA,75,EMIRATES,Immigration Group
April,Economy,UK,Non EEA,686.12,EMIRATES,Immigration Group
July,Premium Economy,UK,Non EEA,1254.83,VIRGIN ATLANTIC,Strategy & Reform Directorate
May,Economy,EEA,UK,71.1,BRITISH AIRWAYS,Strategy & Reform Directorate
April,Economy,UK,UK,96.51,FLYBE BRITISH EUROPEAN,Immigration Group
April,Economy,UK,UK,145.99,BRITISH AIRWAYS,Strategic Director Border
March,Economy,UK,EEA,176.27,KLM-ROYAL DUTCH AIRLINES,Immigration Group
March,Business Class,UK,UK,167.35,BRITISH AIRWAYS,HROD
May,Economy,UK,UK,60,BRITISH AIRWAYS,Strategic Director Border
July,Premium Economy,UK,Non EEA,1254.83,VIRGIN ATLANTIC,Strategy & Reform Directorate
March,Economy,UK,EEA,278.27,KLM-ROYAL DUTCH AIRLINES,Immigration Group
March,Economy,UK,Non EEA,135,ETIHAD AIRWAYS,International Group
March,Economy,UK,Non EEA,407.97,ETIHAD AIRWAYS,International Group
March,Economy,UK,UK,168.43,BRITISH AIRWAYS,Crime & Policing Group
April,Economy,UK,UK,103.3,BRITISH AIRWAYS,OSCT
April,Economy,UK,EEA,90.28,EASYJET,Strategic Director Border
April,Economy,UK,UK,113.5,BRITISH AIRWAYS,OSCT
April,Economy,UK,UK,82.54,BRITISH AIRWAYS,Finance & Commercial Group
March,Economy,UK,EEA,272.87,AUSTRIAN AIRLINES,Crime & Policing Group
March,Economy,UK,EEA,272.87,AUSTRIAN AIRLINES,Crime & Policing Group
May,Economy,UK,UK,48.34,AIR FRANCE,Immigration Group
April,Economy,UK,EEA,198,BRITISH AIRWAYS,Science & Research Group
March,Economy,UK,EEA,245.1,BRITISH AIRWAYS,SIG
March,Economy,UK,UK,25.98,FLYBE BRITISH EUROPEAN,Strategic Director Border
March,Economy,UK,UK,118.54,FLYBE BRITISH EUROPEAN,Immigration Group
March,Economy,UK,EEA,13,BRITISH AIRWAYS,Strategic Director Border
March,Economy,UK,UK,274.9,BMI,Strategic Director Border
March,Economy,UK,UK,109.03,EASYJET,Science & Research Group
March,Economy,UK,UK,60,BRITISH AIRWAYS,Strategy & Reform Directorate
March,Economy,UK,UK,235.62,BRITISH AIRWAYS,Strategic Director Border
April,Economy,UK,UK,96.51,FLYBE BRITISH EUROPEAN,Immigration Group
March,Economy,UK,EEA,506.17,BRITISH AIRWAYS,Strategic Director Border
March,Economy,UK,UK,75.03,EASYJET,Finance & Commercial Group
March,Economy,UK,UK,178.35,BRITISH AIRWAYS,Policy & Strategy
March,Economy,UK,UK,25,BRITISH AIRWAYS,Strategy & Reform Directorate
April,Economy,UK,Non EEA,708.57,BRITISH AIRWAYS,Strategic Director Border
July,Business Class,Non EEA,Non EEA,1046,AIR NIGERIA,Strategy & Reform Directorate
March,Economy,UK,EEA,198.41,BRITISH AIRWAYS,Immigration Group
March,Economy,UK,EEA,278.27,KLM-ROYAL DUTCH AIRLINES,Immigration Group
March,Economy,UK,UK,122.88,MANX2,Immigration Group
July,Business Class,Non EEA,Non EEA,1046,AIR NIGERIA,Strategy & Reform Directorate
April,Economy,UK,Non EEA,1030.87,EMIRATES,Immigration Group
March,Economy,UK,EEA,413.24,BRUSSELS AIRLINES,Immigration Group
March,Economy,UK,UK,44.51,FLYBE BRITISH EUROPEAN,OSCT
March,Economy,UK,UK,194.49,BRITISH AIRWAYS,Strategy & Reform Directorate
March,Economy,UK,UK,88.03,EASYJET,Science & Research Group
April,Economy,Non EEA,Non EEA,279,SAFI AIRWAYS,Immigration Group
April,Economy,UK,EEA,278.63,KLM-ROYAL DUTCH AIRLINES,International Group
March,Economy,UK,Non EEA,164.37,TURKISH AIRLINES,International Group
July,Business Class,UK,Non EEA,2065.63,AIR FRANCE,Strategy & Reform Directorate
July,Business Class,UK,Non EEA,2065.63,KLM-ROYAL DUTCH AIRLINES,Strategy & Reform Directorate
March,Economy,UK,UK,32.5,FLYBE BRITISH EUROPEAN,Immigration Group
March,Economy,UK,EEA,448.96,BMI,Crime & Policing Group
March,Economy,UK,UK,169.01,FLYBE BRITISH EUROPEAN,Finance & Commercial Group
March,Economy,UK,UK,253.43,BRITISH AIRWAYS,Immigration Group
March,Economy,UK,EEA,95.47,EASYJET,Policy & Strategy
March,Economy,UK,UK,218.99,FLYBE BRITISH EUROPEAN,Criminal & Detention Group
March,Economy,UK,UK,274.9,BMI,Strategic Director Border
March,Economy,UK,UK,133.54,BRITISH AIRWAYS,Strategic Director Border
March,Economy,UK,UK,100.03,EASYJET,OSCT
March,Economy,UK,Non EEA,334.63,LUFTHANSA GERMAN AIRLINES,International Directorate
April,Economy,UK,UK,96.51,FLYBE BRITISH EUROPEAN,Immigration Group
April,Economy,UK,EEA,282.21,BRITISH AIRWAYS,Strategic Director Border
March,Economy,UK,EEA,368.27,BRITISH AIRWAYS,International Group
March,Economy,UK,UK,93.5,BRITISH AIRWAYS,Immigration Group
March,Economy,UK,UK,122.88,MANX2,Immigration Group
March,Economy,UK,UK,122.88,MANX2,Immigration Group
March,Business Class,UK,UK,238.35,BRITISH AIRWAYS,HROD
March,Economy,UK,Non EEA,291.79,FINNAIR,Strategic Director Border
April,Economy,UK,UK,86.98,FLYBE BRITISH EUROPEAN,Criminal & Detention Group
March,Business Class,UK,UK,117.85,BRITISH AIRWAYS,HROD
March,Economy,UK,UK,254.23,FLYBE BRITISH EUROPEAN,Immigration Group
March,Economy,UK,EEA,426.17,BRITISH AIRWAYS,Resource Management Group
March,Economy,UK,UK,224.23,FLYBE BRITISH EUROPEAN,Strategic Director Border
April,Business Class,UK,Non EEA,4895.43,QANTAS AIRWAYS,Policy & Strategy
March,Economy,UK,EEA,60,BRITISH AIRWAYS,Strategic Director Border
March,Business Class,UK,UK,223.35,BRITISH AIRWAYS,Criminal & Detention Group
March,Economy,UK,UK,216.23,FLYBE BRITISH EUROPEAN,HROD
March,Economy,UK,UK,202.34,FLYBE BRITISH EUROPEAN,Criminal & Detention Group
March,Economy,UK,EEA,351.87,AUSTRIAN AIRLINES,Crime & Policing Group
March,Economy,UK,EEA,473.27,BRITISH AIRWAYS,UKBA
March,Economy,UK,UK,122.51,FLYBE BRITISH EUROPEAN,Immigration Group
April,Economy,UK,EEA,293.21,BRITISH AIRWAYS,Strategic Director Border
March,Business Class,UK,UK,117.85,BRITISH AIRWAYS,HROD
March,Business Class,UK,UK,243.35,BRITISH AIRWAYS,Strategy & Reform Directorate
March,Economy,UK,UK,39,BMI,OSCT
April,Economy,UK,UK,86.98,FLYBE BRITISH EUROPEAN,Criminal & Detention Group
March,Economy,UK,UK,248.94,FLYBE BRITISH EUROPEAN,Immigration Group
April,Economy,UK,UK,112.51,FLYBE BRITISH EUROPEAN,Immigration Group
April,Economy,UK,UK,128.95,BRITISH AIRWAYS,HMIC
April,Economy,UK,UK,86.98,FLYBE BRITISH EUROPEAN,Criminal & Detention Group
March,Economy,UK,EEA,325.73,KLM-ROYAL DUTCH AIRLINES,International Group
April,Economy,UK,EEA,232.24,BRUSSELS AIRLINES,Immigration Group
March,Economy,UK,UK,39,FLYBE BRITISH EUROPEAN,Immigration Group
April,Economy,Non EEA,UK,399.8,BRITISH AIRWAYS,Immigration Group
March,Economy,UK,EEA,368.27,BRITISH AIRWAYS,International Group
March,Economy,UK,UK,93.03,EASYJET,HROD
March,Economy,UK,EEA,473.27,BRITISH AIRWAYS,OSCT
March,Economy,UK,UK,122.88,MANX2,Immigration Group
March,Economy,UK,UK,60,BRITISH AIRWAYS,Criminal & Detention Group
April,Economy,UK,UK,221.99,BRITISH AIRWAYS,Strategic Director Border
March,Economy,UK,Non EEA,1558.37,VIRGIN ATLANTIC,Strategic Director Border
March,Economy,UK,EEA,46,BRITISH AIRWAYS,Strategic Director Border
March,Business Class,UK,EEA,697.77,BRITISH AIRWAYS,OSCT
March,Business Class,UK,UK,163.8,BRITISH AIRWAYS,Strategy & Reform Directorate
March,Economy,Non EEA,Non EEA,286,FLYDUBAI,Immigration Group
May,Economy,UK,Non EEA,586.33,BRITISH AIRWAYS,Science & Research Group
March,Economy,UK,UK,208.23,FLYBE BRITISH EUROPEAN,Criminal & Detention Group
March,Economy,Non EEA,Non EEA,416.3,DELTA AIR LINES,Science & Research Group
March,Economy,UK,UK,149.54,BRITISH AIRWAYS,Strategy & Reform Directorate
March,Economy,UK,UK,152.43,BRITISH AIRWAYS,Strategic Director Border
March,Business Class,UK,UK,243.35,BRITISH AIRWAYS,Strategic Director Border
March,Economy,UK,UK,205.54,BRITISH AIRWAYS,Immigration Group
March,Business Class,UK,UK,182.35,BRITISH AIRWAYS,Criminal & Detention Group
March,Economy,UK,UK,97.51,FLYBE BRITISH EUROPEAN,Immigration Group
March,Economy,UK,UK,278.62,BRITISH AIRWAYS,Immigration Group
April,Economy,UK,UK,116.35,BRITISH AIRWAYS,HROD
April,Economy,UK,UK,101.7,FLYBE BRITISH EUROPEAN,Strategic Director Border
March,Economy,UK,EEA,428.17,BRITISH AIRWAYS,Strategic Director Border
March,Economy,UK,EEA,296.67,BRITISH AIRWAYS,Strategic Director Border
March,Economy,UK,UK,25.98,FLYBE BRITISH EUROPEAN,Strategic Director Border
March,Economy,UK,UK,149.54,BRITISH AIRWAYS,Immigration Group
April,Economy,UK,EEA,232.2,BRITISH AIRWAYS,UKBA
April,Economy,UK,UK,212.5,EASTERN AIRWAYS,HMIC
March,Economy,UK,UK,25.98,FLYBE BRITISH EUROPEAN,Immigration Group
April,Economy,UK,EEA,259.05,BRUSSELS AIRLINES,UKBA
March,Economy,UK,Non EEA,1558.37,VIRGIN ATLANTIC,Strategic Director Border
March,Economy,UK,UK,215.9,BMI,Strategic Director Border
March,Economy,UK,UK,167.99,BRITISH AIRWAYS,Strategic Director Border
May,Economy,UK,UK,99.94,BRITISH AIRWAYS,Immigration Group
April,Economy,UK,UK,103.3,BRITISH AIRWAYS,OSCT
March,Economy,UK,UK,169.54,BRITISH AIRWAYS,HROD
March,Economy,UK,Non EEA,1558.37,VIRGIN ATLANTIC,Strategic Director Border
March,Economy,UK,Non EEA,1558.37,VIRGIN ATLANTIC,Strategic Director Border
March,Economy,Non EEA,Non EEA,143,FLYDUBAI,Immigration Group
March,Economy,EEA,UK,40,AIR MALTA,International Group
March,Business Class,UK,UK,105.69,BRITISH AIRWAYS,Strategy & Reform Directorate
March,Business Class,UK,UK,223.35,BRITISH AIRWAYS,Finance & Commercial Group
March,Economy,UK,UK,232.35,BRITISH AIRWAYS,HROD
March,Economy,UK,EEA,162.77,EASYJET,Resource Management Group
March,Business Class,UK,UK,172.35,BRITISH AIRWAYS,Strategic Director Border
April,Economy,UK,UK,86.98,FLYBE BRITISH EUROPEAN,Criminal & Detention Group
March,Economy,UK,EEA,60,BRITISH AIRWAYS,Strategic Director Border
April,Economy,UK,UK,79.52,EASYJET,Immigration Group
April,Economy,UK,UK,59.5,BRITISH AIRWAYS,HROD
April,Economy,UK,UK,135.38,FLYBE BRITISH EUROPEAN,Strategic Director Border
