Reference Number,Title of Agreement,Department Responsible,Description of Goods and/or Services,Supplier,Total Contract Value,Non-recoverable VAT,Start Date,End Date,End Date (including extension),Review Date,Award Method,SME?
5000004161,Provision of public realm design,Corporate Services,Public Realm design,Robin Lee Architecture LLP,"£134,365.00",,12/11/2012,31/03/2014,,04/07/2013,ITT,
5000004060,Greater London Enterprise,Corporate Services,"Tripartite Agreement relates to the 'Barnet WorkFinder' project,  as part of the  'London Councils boroughs ESF Programme. (Renaisi have been contracted by London Councils to deliver WorkFinder)",GLE & London Councils,"£410,000.00",,23/12/2011,31/12/2014,,05/04/2014,ITT,
5000004057,Young Entrepreneurs In Barnet,Corporate Services,Provision of training,Barnet & Southgate College,"£32,920.00",,04/09/2012,31/03/2014,,04/07/2013,ITT,
5000003965,Employement Support to NEET graduates upto the age of 24,Corporate Services,Provision of training,Middlesex University,"£34,960.00",,23/07/2012,31/03/2014,,04/07/2013,ITT,
5000003919,Enterprise Support to NEET 16-24 yrs old,Corporate Services,Provision of training,Barnet & Southgate College,"£29,953.00",,04/09/2012,31/03/2014,,04/07/2013,ITT,
5000001933,Annual Subs & Training,Corporate Services,Annual Subs & Training,District Surveyors Association,"£10,150.00",,01/04/2012,31/03/2016,,05/07/2015,ITT,
5000001591,Stonegrove Legal Advice,Corporate Services,Legal advice on PDA and CPO,Nabbarro,"£152,036.00",,20/01/2003,31/03/2018,,04/07/2017,ITT,
5000001582,West Hendon Legal Advice,Corporate Services,"Legal Advice on Planning, CPO ",Paul McDermott,"£21,200.00",,04/04/2012,31/03/2014,,04/07/2013,ITT,
5000000733,Dollis Valley Cd Support ,Corporate Services,Specialist advice and support during the  competitive dialogue process of selecting a development partner,CBRE,"£25,000.00",,01/01/2010,30/04/2014,,03/08/2013,ITT,
5000000732,Brent Cross/Cricklewood Valuation Advice,Corporate Services,Advice for  Principal Development Negotiations- Brent Cross ,CBRE,"£125,000.00",,31/07/2007,30/06/2027,,03/10/2026,ITT,
5000004948,BXC Planning Consultant,Corporate Services,Provision of planning consultancy BXC,AECOM,"£110,000.00",,20/05/2013,31/03/2014,,04/07/2013,ITT,
5000005354,Consultant Brief HRA project,Corporate Services,Provision of HRA consultancy advice,Savills,"£60,000.00",,01/08/2013,31/07/2014,,03/11/2013,ITT,
5000005552,Cricklewood Shop Fronts and Building Improvements ,Corporate Services,Cricklewood Bdg & Shopfront improvements,R & B Decorators & Refurbishment,"£360,000.00",,01/11/2013,31/03/2015,,04/07/2014,ITT,
5000005854,Development Regulatory Services,Corporate Services,Development Regulatory Services,Capita (BDRS) Ltd [Re],"£10,000,000.00",,01/10/2013,30/04/2014,,03/08/2013,ITT,
5000005488,Bentley Consultancy Service (EPR),Corporate Services,Bentley Consultancy Service (EPR),Bentley Systems UK Ltd,"£80,000.00",,16/07/2013,31/03/2016,,05/07/2015,ITT,
5000005656,App connections Sterling Corner (EPR),Corporate Services,Decant machine/appliance re-plumbing service,M A Wash-Vac Services,"£15,000.00",,22/04/2013,22/04/2014,,26/07/2013,ITT,
5000005657,Prof Serv for Dollis Valley  (EPR),Corporate Services,ITA services from Solon on Dollis Valley,Solon Community Networks,"£29,205.00",,25/02/2013,31/01/2016,,06/05/2015,ITT,
5000004137,Affinity Water,Corporate Services,Water Supply,Affinity Water,"£5,645,000.00",,01/04/2013,31/03/2014,,04/07/2013,ITT,
5000006050,PEP Services for SGSR,Corporate Services,PEP Services for SGSR,Priority Estates Project Ltd,"£80,000.00",,07/11/2013,31/03/2015,,04/07/2014,ITT,
5000004438,North Finchley OLF Project,Corporate Services,North Finchley OLF Project,Retail Revival Ltd,"£64,000.00",,01/09/2012,31/03/2014,,04/07/2013,ITT,
5000006074,Legal services for West Hendon Regeneration,Street Scene,Legal Services for West Hendon Regen,Ashfords LLP,"£100,000.00",,13/11/2011,31/03/2015,,04/07/2014,ITT,
5000006167,North London Waste Plan (LBB Camden),Street Scene,North London Waste Plan,London Borough of Camden,"£68,000.00",,13/11/2013,31/03/2018,,04/07/2017,ITT,
5000006304,Amwell - 29a Golders Way NW11,Corporate Services,WID 29a Golders Way NW11,Amwell Construction Ltd,"£24,000.00",,13/01/2014,12/01/2015,,17/04/2014,ITT,
5000006354,London Highways Alliance Contract,Street Scene,LoHAC,CONWAY AECOM,"£100,000,000.00",,01/10/2013,31/03/2021,,04/07/2020,ITT,
5000006383,Platforms Internship Project,Corporate Services,Platforms Internship Company,London Apprenticeship Company,"£165,000.00",,12/02/2014,31/03/2016,,05/07/2015,ITT,
5000006438,Highway Consultancy Services,Street Scene,Highways Consultancy Service,Halcrow Group Ltd,"£10,000.00",,14/02/2014,31/03/2015,,04/07/2014,ITT,
5000006171,Colindale Energy Masterplan,Corporate Services,Consultancy for energy masterplan ,Ramboll,"£39,882.00",,01/03/2014,30/09/2014,,03/01/2014,ITT,
Non,Provision of play areas,Street Scene,supply and install play areas,SMP (playgrounds) Ltd,"£500,000.00",,10/11/2012,09/11/2016,,13/02/2016,ITT,
5000000719,Bio degradable caddy liners  (EPR),Street Scene,Supply of biodegradable liners,Cromwell Polythene Ltd,"£26,343.00",,01/07/2013,31/03/2015,,04/07/2014,ITT,
5000004331,Parking Control Serv  (EPR),Street Scene,Parking Control Serv  (EPR),Civica UK Limited,"£21,500.00",,30/11/2012,31/03/2016,,05/07/2015,ITT,
5000004426,Consult --IT Telecoms   (EPR),Street Scene,Consult --IT Telecoms   (EPR),RA Information Systems,"£11,000.00",,03/01/2013,31/03/2016,,05/07/2015,ITT,
5000005264,Supply & Dist. Waste Recycling Bins,Street Scene,Supply & Distribution of West Recycling Bins,SSI Schaefer,"£3,251,840.00",,01/04/2012,31/03/2015,,04/07/2014,ITT,
5000005180,Spec Educ Needs Transport F/Work (EPR),Street Scene,Spec Educ Needs Transport F/Work (EPR),Rasmi Services,"£31,956.24",,04/06/2013,31/03/2014,,04/07/2013,ITT,
5000005179,Spec Educ Needs Transport F/Work  (EPR),Street Scene,Spec Educ Needs Transport F/Work  (EPR),The Impact Group Plc,"£96,820.00",,04/06/2013,31/03/2014,,04/07/2013,ITT,
5000005178,Spec Edu Needs Transport F/Work  (EPR),Street Scene,Spec Edu Needs Transport F/Work  (EPR),Welcome Cars Limited,"£259,052.60",,04/06/2013,31/03/2014,,04/07/2013,ITT,
5000005175,Spec Educ Needs Transport F/Work (EPR),Street Scene,Spec Educ Needs Transport F/Work (EPR),Cheetah Minicabs,"£136,060.60",,03/06/2013,31/03/2014,,04/07/2013,ITT,
5000005174,Spec Educ Needs Transport F/Work (EPR),Street Scene,Spec Educ Needs Transport F/Work (EPR),IHS Corporation Ltd,"£67,320.00",,03/06/2013,31/03/2014,,04/07/2013,ITT,
5000005148,Spec Educational Needs Trans F/Wk (EPR),Street Scene,Spec Educational Needs Trans F/Wk (EPR),Brent Couriers,"£650,000.00",,15/04/2013,31/03/2014,,04/07/2013,ITT,
5000005147,Spec Educational Needs Trans F/Wk (EPR),Street Scene,Spec Educational Needs Trans F/Wk (EPR),Metro Cars,"£550,000.00",,15/04/2013,31/03/2014,,04/07/2013,ITT,
5000005146,Spec Educational Needs Trans F/Wk (EPR),Street Scene,Spec Educational Needs Trans F/Wk (EPR),Star Cars Ltd,"£850,000.00",,15/04/2013,31/03/2014,,04/07/2013,ITT,
5000005145,Spec Educational Needs Trans F/Wk (EPR),Street Scene,Spec Educational Needs Trans F/Wk (EPR),Cavendish Radio Cars,"£17,672.00",,15/04/2013,31/03/2014,,04/07/2013,ITT,
5000005144,Spec Educational Needs Trans F/Wk (EPR),Street Scene,Spec Educational Needs Trans F/Wk (EPR),Chequers Transport,"£92,662.80",,15/04/2013,31/03/2014,,04/07/2013,ITT,
5000005093,London Councils Reg Debt (EPR),Street Scene,London Councils Reg Debt (EPR),London Councils,"£230,000.00",,20/05/2013,31/03/2014,,04/07/2013,ITT,
5000005092,London Councils Tec Charges (EPR),Street Scene,London Councils Tec Charges (EPR),London Councils,"£300,000.00",,20/05/2013,31/03/2014,,04/07/2013,ITT,
5000005051,Water Services (EPR),Street Scene,Water Services (EPR),Affinity Water,"£10,141.44",,09/05/2013,31/03/2014,,04/07/2013,ITT,
5000005027,Refurbishment of Metal Containers (EPR),Street Scene,Refurbishment of Metal Containers ,UK Container,"£12,000.00",,08/05/2013,13/04/2015,,17/07/2014,ITT,
5000004955,Stray Dog SLA (EPR),Street Scene,Stray Dog SLA,London Borough of Islington,"£45,000.00",,01/04/2012,31/03/2015,,04/07/2014,ITT,
5000004954,Hazardous Waste Disposal (EPR),Street Scene,Hazardous Waste Disposal,City of London,"£19,000.00",,30/04/2013,31/03/2016,,05/07/2015,ITT,
5000004923,Route optimisation software  (EPR),Street Scene,Route optimisation software  (EPR),Webaspx Ltd,"£50,715.00",,01/04/2013,01/04/2018,,05/07/2017,ITT,
5000004551,Refuse Sacks,Street Scene,Wheelie Bins,SSI Schaefer,"£98,000.00",,22/02/2013,31/03/2014,,04/07/2013,ITT,
5000005115,Copthall Playing Fields Drainage,Street Scene,Provision of drainage to Copthall Playing Field,Hugh Pearl Land Drainage,"£420,635.00",,27/09/2013,26/09/2014,,30/12/2013,ITT,
5000004899,Invasive Weeds,Street Scene,Invasive Weeds,Iris Gardening Services,"£120,000.00",,01/08/2013,03/03/2016,,07/06/2015,ITT,
5000004945,Highways Sign Shop Alloys,Street Scene,Supply of Sign Shop Alloys,ASD Metals,"£100,000.00",,01/09/2013,31/08/2016,,05/12/2015,ITT,
5000004946,Highways Sign Shop Vinyls,Street Scene,Supply of Sign Shop Vinyls,Rennick UK Ltd,"£150,000.00",,23/08/2013,22/08/2016,,26/11/2015,ITT,
5000004951,Highways Pedestrian Guardrails,Street Scene,Supply of pedestrian guardrails,Fabrikat,"£15,000.00",,01/09/2013,31/08/2015,,04/12/2014,ITT,
5000005061,Highways Paving Materials and Kerbs,Street Scene,Supply of paving materials and kerbs,Aggregate Industries,"£45,000.00",,01/09/2013,31/08/2015,,04/12/2014,ITT,
5000004610,Supply of Transport Diesel,Street Scene,Supply of transport diesel,Harvest Energy Ltd,"£4,883,760.00",,01/10/2013,30/09/2015,,03/01/2015,ITT,
5000004944,Barnet CCTV Service,Adults & Communities,Barnet CCTV Service,OCS Ltd,"£10,000,000.00",,31/05/2014,30/05/2019,,02/09/2018,ITT,
5000005198,Doorstepping campaign,Street Scene,Waste project doorstepping campaign delivery,Enventure Ltd,"£150,000.00",,10/10/2013,09/10/2014,,12/01/2014,ITT,
5000005280,Fabrication and Bespoke metal contract,Street Scene,Fabrication and Bespoke metal contract,RM Countryside Services Ltd,"£80,000.00",,01/01/2014,31/12/2015,,05/04/2015,ITT,
5000005296,Parking Service Debit/Credit Card Ticket Machines,Street Scene,Parking Service Debit/Credit Card Ticket Machines,Parkeon Limited,"£201,000.00",,01/09/2013,31/03/2014,,04/07/2013,ITT,
5000005299,Clear plastic sacks,Street Scene,Provision of clear plastic sacks for waste/recycling,Cromwell Polythene Limited,"£53,361.00",,01/07/2013,31/03/2015,,04/07/2014,ITT,
5000005893,Supply and maintenance of radio equipment,Street Scene,Provision of radio system for waste fleet,Radiocoms Systems Ltd,"£51,961.00",,01/09/2013,31/05/2015,,03/09/2014,ITT,
5000000693,PFI Street Lighting,Street Scene,Provision and maintenance of borough street lighting,Barnet Lighting Services,"£62,500,000.00",,01/09/2004,29/04/2031,,02/08/2030,ITT,
5000003633,Parking Control Services (E&D),Street Scene,Parking Control Services,NSL Ltd,"£22,200,000.00",,11/07/2012,31/03/2016,,05/07/2015,ITT,
5000000696,Directorate Vehicle Fleet,Street Scene,Directorate Vehicle Fleet,Go Plant Ltd ,"£35,000,000.00",,04/10/2008,03/10/2018,,06/01/2018,ITT,
5000000695,Public Tree Management,Street Scene,Maintenance of Borough owned trees,City Suburban Tree Surgeons Ltd,"£3,000,000.00",,01/04/2009,31/03/2014,,04/07/2013,ITT,
5000005931,Gas Fuel Oil Contract,Street Scene,Gas Fuel Oil Contract,Birlem Ltd,"£688,224.00",,01/10/2013,30/09/2015,,03/01/2015,ITT,
5000005934,P&D Maintenance and transaction charges,Street Scene,P&D Maint and Transaction charges,Parkeon Limited,"£54,000.00",,01/10/2013,31/03/2014,,04/07/2013,ITT,
5000005923,Disposal of Green waste from parks,Street Scene,Disposal of Green Waste from parks,London Waste Ltd,"£30,000.00",,30/09/2013,31/03/2014,,04/07/2013,ITT,
5000005903,Parking Civica Migration Extension,Street Scene,Parking Civica Migration Extension,Civica Ltd,"£352,138.00",,01/10/2013,31/03/2014,,04/07/2013,ITT,
5000001590,Refurbished Bin Spares,Street Scene,Refurbished bin spares,Storm,"£42,762.80",,01/04/2012,31/03/2015,,04/07/2014,ITT,
5000005494,Countryside Management Ops (EPR),Street Scene,"Supply of rural management, rural verges, hedge management and ditch/culvert maintenance",Bush Wheeler Services Limited,"£63,500.00",,01/07/2013,30/06/2014,,03/10/2013,ITT,
5000005497,Countryside Contracts (EPR),Street Scene,Supply of access bridleway/rural path maintenance,Countryside Contracts,"£22,000.00",,01/07/2013,30/06/2014,,03/10/2013,ITT,
5000005722,CPZ permit & Vis Voucher refunds (EPR),Street Scene,Provision of CPZ permits & visitor vouchers,Civica UK Limited,"£87,550.00",,29/08/2013,31/03/2014,,04/07/2013,ITT,
5000005928,P&D Credit & Debit Card Machine (EPR),Street Scene,Supply of P&D Credit/Debit card machines,Parkeon Limited,"£147,000.00",,04/10/2013,31/03/2014,,04/07/2013,ITT,
5000005730,Reusable bags Recycling bags,Street Scene,Supp & Del of reusable recycling bags,Weir & Carmichael Ltd,"£57,140.00",,01/08/2013,31/07/2015,,03/11/2014,ITT,
5000003606,Kier M G Recycling CIC (EPR),Street Scene,Kier MG Recycling,Kier MG,"£2,507,022.20",,04/10/2013,31/03/2014,,04/07/2013,ITT,
5000005326,SEN Trans Framework (EPR),Street Scene,SEN Transport Framework,B & L Coaches,"£100,000.00",,15/04/2013,31/03/2014,,04/07/2013,ITT,
5000005176,Spec Educational Needs Trans F/Wk (EPR),Street Scene,SEN Transport Framework,AMAC Express Services,"£45,000.00",,15/04/2013,31/03/2014,,04/07/2013,ITT,
5000006438,Highway Consultancy Services,Street Scene,Traffic Signal Commissioning,Halcrow Group Ltd,"£10,000.00",,14/02/2014,31/03/2015,,04/07/2014,ITT,
5000006438,Highway Consultancy Services,Street Scene,Outdoor Gym Equipment,Halcrow Group Ltd,"£10,000.00",,14/02/2014,31/03/2015,,04/07/2014,ITT,
5000006362,Tools & Plant Equip  (EPR),Street Scene,Tools & Plant equip,Colas,"£30,000.00",,28/06/2013,01/07/2015,,04/10/2014,ITT,
5000006595,Specialist Park Furniture,Street Scene,Specialist Park Furniture,Taylormade Castings,"£25,000.00",,08/03/2014,08/03/2017,,11/06/2016,ITT,
5000006093,WLA IFA (Greater London Fostering LTD),Children's Services,West London Alliance (WLA) Independent Fostering Agreement,Greater London Fostering LTD,"£25,000-£173,000",,01/04/2014,14/07/2017,,17/10/2016,Framework,
5000006082,WLA IFA (Brighter Futures Foster Care),Children's Services,West London Alliance (WLA) Independent Fostering Agreement,Brighter Futures Foster Care,"£25,000-£173,000",,01/04/2014,14/07/2017,,17/10/2016,Framework,
5000006099,WLA IFA (Sunbeam Fostering Agency ),Children's Services,West London Alliance (WLA) Independent Fostering Agreement,Sunbeam Fostering Agency ,"£25,000-£173,000",,01/04/2014,14/07/2017,,17/10/2016,Framework,
5000006083,WLA IFA (By the Bridge),Children's Services,West London Alliance (WLA) Independent Fostering Agreement,By the Bridge,"£25,000-£173,000",,01/04/2014,14/07/2017,,17/10/2016,Framework,
5000006084,WLA IFA (Capstone Foster Care),Children's Services,West London Alliance (WLA) Independent Fostering Agreement,Capstone Foster Care (South East) Ltd,"£25,000-£173,000",,01/04/2014,14/07/2017,,17/10/2016,Framework,
5000006086,WLA IFA (Children First FosteringAgency),Children's Services,West London Alliance (WLA) Independent Fostering Agreement,Children First Fostering Agency Ltd.,"£25,000-£173,000",,01/04/2014,14/07/2017,,17/10/2016,Framework,
5000006087,WLA IFA (Chrysalis Care),Children's Services,West London Alliance (WLA) Independent Fostering Agreement,Chrysalis Care,"£25,000-£173,000",,01/04/2014,14/07/2017,,17/10/2016,Framework,
5000006090,WLA IFA (Fostering Options),Children's Services,West London Alliance (WLA) Independent Fostering Agreement,Fostering Options,"£25,000-£173,000",,01/04/2014,14/07/2017,,17/10/2016,Framework,
5000006091,WLA IFA (Fostering Solutions),Children's Services,West London Alliance (WLA) Independent Fostering Agreement,Fostering Solutions,"£25,000-£173,000",,01/04/2014,14/07/2017,,17/10/2016,Framework,
5000006092,WLA IFA (Futures for Children),Children's Services,West London Alliance (WLA) Independent Fostering Agreement,Futures for Children,"£25,000-£173,000",,01/04/2014,14/07/2017,,17/10/2016,Framework,
5000006095,WLA IFA (Hillcrest Care Ltd / Orange Gr),Children's Services,West London Alliance (WLA) Independent Fostering Agreement,Hillcrest Care Ltd trading as Orange Grove Fostercare,"£25,000-£173,000",,01/04/2014,14/07/2017,,17/10/2016,Framework,
5000006096,WLA IFA (Integrated Services Programme),Children's Services,West London Alliance (WLA) Independent Fostering Agreement,Integrated Services Programme (ISP),"£25,000-£173,000",,01/04/2014,14/07/2017,,17/10/2016,Framework,
5000006097,WLA IFA (Next Step Fostering),Children's Services,West London Alliance (WLA) Independent Fostering Agreement,Next Step Fostering,"£25,000-£173,000",,01/04/2014,14/07/2017,,17/10/2016,Framework,
5000006098,WLA IFA (Nexus Fostering),Children's Services,West London Alliance (WLA) Independent Fostering Agreement,Nexus Fostering,"£25,000-£173,000",,01/04/2014,14/07/2017,,17/10/2016,Framework,
5000006100,WLA IFA (The National Fostering Agency Ltd),Children's Services,West London Alliance (WLA) Independent Fostering Agreement,The National Fostering Agency Ltd,"£25,000-£173,000",,01/04/2014,14/07/2017,,17/10/2016,Framework,
5000006101,WLA IFA (Time for Children Limited),Children's Services,West London Alliance (WLA) Independent Fostering Agreement,Time for Children Limited,"£25,000-£173,000",,01/04/2014,14/07/2017,,17/10/2016,Framework,
5000006102,WLA IFA (Bridging Gaps Fostering Agency),Children's Services,West London Alliance (WLA) Independent Fostering Agreement,Bridging Gaps Fostering Agency,"£25,000-£173,000",,01/04/2014,14/07/2017,,17/10/2016,Framework,
5000006103,WLA IFA (Cornerways Fostering Services),Children's Services,West London Alliance (WLA) Independent Fostering Agreement,Cornerways Fostering Services Ltd,"£25,000-£173,000",,01/04/2014,14/07/2017,,17/10/2016,Framework,
5000006104,WLA IFA (Ethelbert Childrens Services),Children's Services,West London Alliance (WLA) Independent Fostering Agreement,Ethelbert Childrens Services,"£25,000-£173,000",,01/04/2014,14/07/2017,,17/10/2016,Framework,
5000006105,WLA IFA (familyplacement.com),Children's Services,West London Alliance (WLA) Independent Fostering Agreement,familyplacement.com,"£25,000-£173,000",,01/04/2014,14/07/2017,,17/10/2016,Framework,
5000006106,WLA IFA (FosterCare UK Ltd ),Children's Services,West London Alliance (WLA) Independent Fostering Agreement,FosterCare UK Ltd ,"£25,000-£173,000",,01/04/2014,14/07/2017,,17/10/2016,Framework,
5000006108,WLA IFA (Kites Childrens Services),Children's Services,West London Alliance (WLA) Independent Fostering Agreement,Kites Childrens Services,"£25,000-£173,000",,01/04/2014,14/07/2017,,17/10/2016,Framework,
5000006109,WLA IFA (Outlook Fostering Services Ltd),Children's Services,West London Alliance (WLA) Independent Fostering Agreement,Outlook Fostering Services Limited,"£25,000-£173,000",,01/04/2014,14/07/2017,,17/10/2016,Framework,
5000006110,WLA IFA (Pride Fostering Agency Limited),Children's Services,West London Alliance (WLA) Independent Fostering Agreement,Pride Fostering Agency Limited,"£25,000-£173,000",,01/04/2014,14/07/2017,,17/10/2016,Framework,
5000006111,WLA IFA (Safehouses Ltd),Children's Services,West London Alliance (WLA) Independent Fostering Agreement,Safehouses Ltd,"£25,000-£173,000",,01/04/2014,14/07/2017,,17/10/2016,Framework,
5000006112,WLA IFA (St Christopher's Fellowship),Children's Services,West London Alliance (WLA) Independent Fostering Agreement,St Christopher's Fellowship,"£25,000-£173,000",,01/04/2014,14/07/2017,,17/10/2016,Framework,
5000006113,WLA IFA (The Fostering Foundation),Children's Services,West London Alliance (WLA) Independent Fostering Agreement,The Fostering Foundation,"£25,000-£173,000",,01/04/2014,14/07/2017,,17/10/2016,Framework,
5000006114,WLA IFA (UK Fostering Ltd),Children's Services,West London Alliance (WLA) Independent Fostering Agreement,UK Fostering Ltd,"£25,000-£173,000",,01/04/2014,14/07/2017,,17/10/2016,Framework,
5000006115,WLA IFA (RAINBOW FOSTERING SERVICES LTD.),Children's Services,West London Alliance (WLA) Independent Fostering Agreement,Rainbow Fostering Services Ltd,"£25,000-£173,000",,01/04/2014,14/07/2017,,17/10/2016,Framework,
