Property Reference,Account Holder 1,Account Holder 2,Liability Start Date,Property Name 1,Property Name 2,Property Address 1,Property Address 2,Property Address 3,Property Address 4,Post Code,Billing Address 1,Billing Address 2,Billing Address 3,Billing Address 4, Charged Amount ,Rateable Value,Property Description,Charity Relief,Discretionary,Rural Relief,Discretionary ,Mandatory,Small Business Rate Relief,Exemption,Empty Relief
14264599181827,COMMERCIAL CONTRACT ENGINEERS   ,LTD FAO MRS W EWBANK            ,01.04.2005               ,EAGLE TECHNOLOGY PARK           ,                                ,VAUX BREWERIES                     ,QUEENSWAY                          ,ROCHDALE                        ,LANCASHIRE                      ,OL11 1TQ,EAGLE TECHNOLOGY PARK              ,VAUX BREWERIES                     ,QUEENSWAY                       ,ROCHDALE LANCASHIRE             ," �57,155.00 ",115000,VEHICLE REPAIR WORKSHOP AND PREMISES                        ,      ,0,      ,0,0,      ,      ,      
14264599184647,VICTOR EUROPE LIMTED            ,                                ,01.04.2005               ,EAGLE TECHNOLOGY PARK VICTOR    ,HOUSE                           ,QUEENSWAY                          ,ROCHDALE                           ,LANCASHIRE                      ,                                ,OL11 1TQ,VICTOR HOUSE                       ,EAGLE TECHNOLOGY PARK              ,QUEENSWAY                       ,ROCHDALE                        ," �15,158.50 ",30500,WAREHOUSE AND PREMISES                                      ,      ,0,      ,0,0,      ,      ,      
14264691986843,OUR KIDS CHARITY                ,                                ,13.10.2015               ,                                ,                                ,ARROW MILL                         ,QUEENSWAY                          ,ROCHDALE                        ,                                ,OL11 2PX,C/O PHILLIP CORN                   ,76 BURY NEW ROAD                   ,PRESTWICH                       ,MANCHESTER                      , �-   ,179000,Factory and Premises                                        ,Y     ,20,      ,0,0,      ,      ,      
14264691986844,ARROW MILL MANAGEMENT LTD       ,                                ,14.10.2015               ,                                ,                                ,PT 4TH FLR ARROW MILL              ,QUEENSWAY                          ,ROCHDALE                        ,                                ,OL11 2PX,C/O AMCO MANAGEMENT                ,76-80 BURY NEW ROAD                ,PRESTWICH                       ,MANCHESTER                      ," �25,347.00 ",51000,Offices and Premises                                        ,      ,0,      ,0,0,      ,      ,      
142647X3328701     ,WREXHAM SIGNS LTD               ,                                ,01.04.2005               ,WREXHAM SIGNS GABLE             ,                                ,326 QUEENSWAY                      ,ROCHDALE                           ,LANCASHIRE                      ,                                ,OL11 2NU,HARWARDEN ROAD                     ,CAERGWRLE                          ,FLINTSHIRE                      ,                                , �162.14 ,335,ADVERTISING RIGHT                                           ,      ,0,      ,0,0,      ,      ,      
14264800010089,SARTEX QUILTS & TEXTILES LTD    ,                                ,01.04.2005               ,CASTLE MILL                     ,                                ,QUEENSWAY                          ,ROCHDALE                           ,LANCASHIRE                      ,                                ,OL11 2NY,CASTLE MILL                        ,QUEENSWAY                          ,ROCHDALE LANCASHIRE             ,                                ," �80,017.00 ",161000,FACTORY AND PREMISES                                        ,      ,0,      ,0,0,      ,      ,      
142648002000XB     ,COWM TOP PROPERTIES LIMITED     ,                                ,01.02.2016               ,BRAKE BROTHERS                  ,                                ,QUEENSWAY                          ,ROCHDALE                           ,LANCS                           ,                                ,OL11 2RG,ALLIANCE HOUSE                     ,WESTPOINT ENTERPRISE PARK          ,CLARENCE AVENUE                 ,TRAFFORD PARK                   , �-   ,0,PROPERTY UNDER RECONSTRUCTION                               ,      ,0,      ,0,0,      ,Y     ,Y     
14264891919446,BARNFIELD CENTRIC LTD           ,                                ,01.02.2013               ,                                ,                                ,UNIT 2B CROWN BUSINESS PARK        ,COWM TOP LANE                      ,ROCHDALE                        ,                                ,OL11 2PU,8 KENYON ROAD                      ,LOMESHAYE INDUSTRIAL ESTATE        ,NELSON                          ,                                ," �7,249.39 ",22000,OFFICES AND PREMISES                                        ,      ,0,      ,0,0,      ,      ,Y     
14264891961870,RSW INTERNATIONAL LIMITED       ,                                ,01.09.2014               ,UNIT 2A COWM TOP BUSINESS PARK  ,                                ,QUEENSWAY                          ,ROCHDALE                           ,LANCASHIRE                      ,                                ,OL11 2PU,UNIT 4 COWM TOP BUSINESS PARK      ,QUEENSWAY                          ,ROCHDALE                        ,                                ," �23,607.50 ",47500,WAREHOUSE AND PREMISES                                      ,      ,0,      ,0,0,      ,      ,      
14264892095218,RSW INTERNATIONAL LTD           ,                                ,01.05.2010               ,UNIT 2D                         ,                                ,COWM TOP BUSINESS PARK QUEENSWAY   ,ROCHDALE                           ,                                ,                                ,OL11 2PU,UNIT 4 COWM TOP BUSINESS PARK      ,QUEENSWAY                          ,ROCHDALE LANCASHIRE             ,                                ," �7,502.00 ",15500,OFFICES AND PREMISES                                        ,      ,0,      ,0,0,      ,      ,      
