ORGANISATION NAME,EFFECTIVE DATE,SERVICE,SUPPLIER NAME,PAID DATE,NET AMOUNT (£),PURPOSE,TRANSACTION NO.
ROCHDALE BOROUGH COUNCIL,27/06/2016,NEIGHBOURHOODS AND ENVIRONMENT,GTR MANCH WEST MENTAL HEALTH NHS FOUNDATION TRUST,27/06/2016,3864.00,CONTRACTED SERVICES,V001014161
ROCHDALE BOROUGH COUNCIL,27/06/2016,NEIGHBOURHOODS AND ENVIRONMENT,GTR MANCH WEST MENTAL HEALTH NHS FOUNDATION TRUST,27/06/2016,3864.00,CONTRACTED SERVICES,V001014162
ROCHDALE BOROUGH COUNCIL,03/06/2016,EARLY HELP AND SCHOOLS,NORNIR LIMITED,03/06/2016,750.00,IT SUPPORT,V001014163
ROCHDALE BOROUGH COUNCIL,10/06/2016,CHILDREN’S SOCIAL CARE,INTRAQUEST COMMUNITY CIC,10/06/2016,510.00,CONSULTANT FEES,V001014167
ROCHDALE BOROUGH COUNCIL,03/06/2016,ECONOMY DIRECTORATE,SOUTHERN ELECTRIC GAS LTD,03/06/2016,1172.35,ELECTRICITY,V001014171
ROCHDALE BOROUGH COUNCIL,03/06/2016,ECONOMY DIRECTORATE,SOUTHERN ELECTRIC GAS LTD,03/06/2016,1120.29,ELECTRICITY,V001014172
ROCHDALE BOROUGH COUNCIL,08/06/2016,NEIGHBOURHOODS AND ENVIRONMENT,SSI SCHAEFER LIMITED,08/06/2016,12407.40,PURCHASE OF OTHER EQUIPMENT,V001014177
ROCHDALE BOROUGH COUNCIL,07/06/2016,NEIGHBOURHOODS AND ENVIRONMENT,OLDHAM MOTOR COMPANY,07/06/2016,1388.90,TRANSACTIONS-EXPENDITURE,V001014182
ROCHDALE BOROUGH COUNCIL,28/06/2016,FINANCE SERVICES,CAPITA BUSINESS SERVICES LIMITED,28/06/2016,4784.00,SOFTWARE,V001014183
ROCHDALE BOROUGH COUNCIL,02/06/2016,FINANCE SERVICES,GTM ELECTRICAL SERVICES LIMITED,02/06/2016,2947.18,ELECTION MATERIALS,V001014188
ROCHDALE BOROUGH COUNCIL,21/06/2016,NEIGHBOURHOODS AND ENVIRONMENT,AEBI SCHMIDT UK LIMITED,21/06/2016,965.05,VEHICLE MAINTENANCE,V001014204
ROCHDALE BOROUGH COUNCIL,22/06/2016,NEIGHBOURHOODS AND ENVIRONMENT,CARDIFF UNIVERSITY,22/06/2016,500.00,OTHER MEDICAL EXPENSES,V001014205
ROCHDALE BOROUGH COUNCIL,22/06/2016,NEIGHBOURHOODS AND ENVIRONMENT,CARDIFF UNIVERSITY,22/06/2016,500.00,OTHER MEDICAL EXPENSES,V001014206
ROCHDALE BOROUGH COUNCIL,22/06/2016,NEIGHBOURHOODS AND ENVIRONMENT,CARDIFF UNIVERSITY,22/06/2016,500.00,OTHER MEDICAL EXPENSES,V001014207
ROCHDALE BOROUGH COUNCIL,22/06/2016,NEIGHBOURHOODS AND ENVIRONMENT,CARDIFF UNIVERSITY,22/06/2016,500.00,OTHER MEDICAL EXPENSES,V001014208
ROCHDALE BOROUGH COUNCIL,22/06/2016,NEIGHBOURHOODS AND ENVIRONMENT,CARDIFF UNIVERSITY,22/06/2016,500.00,OTHER MEDICAL EXPENSES,V001014209
ROCHDALE BOROUGH COUNCIL,22/06/2016,NEIGHBOURHOODS AND ENVIRONMENT,CARDIFF UNIVERSITY,22/06/2016,500.00,OTHER MEDICAL EXPENSES,V001014210
ROCHDALE BOROUGH COUNCIL,22/06/2016,NEIGHBOURHOODS AND ENVIRONMENT,CARDIFF UNIVERSITY,22/06/2016,500.00,OTHER MEDICAL EXPENSES,V001014211
ROCHDALE BOROUGH COUNCIL,22/06/2016,NEIGHBOURHOODS AND ENVIRONMENT,CARDIFF UNIVERSITY,22/06/2016,500.00,OTHER MEDICAL EXPENSES,V001014212
ROCHDALE BOROUGH COUNCIL,22/06/2016,NEIGHBOURHOODS AND ENVIRONMENT,CARDIFF UNIVERSITY,22/06/2016,500.00,OTHER MEDICAL EXPENSES,V001014213
ROCHDALE BOROUGH COUNCIL,22/06/2016,NEIGHBOURHOODS AND ENVIRONMENT,CARDIFF UNIVERSITY,22/06/2016,500.00,OTHER MEDICAL EXPENSES,V001014217
ROCHDALE BOROUGH COUNCIL,02/06/2016,EARLY HELP AND SCHOOLS,INSPIREDSPACES ROCHDALE LTD,02/06/2016,100373.66,IMPROVEMENTS-MODERNISATION,V001014218
ROCHDALE BOROUGH COUNCIL,22/06/2016,NEIGHBOURHOODS AND ENVIRONMENT,CARDIFF UNIVERSITY,22/06/2016,500.00,OTHER MEDICAL EXPENSES,V001014219
ROCHDALE BOROUGH COUNCIL,22/06/2016,NEIGHBOURHOODS AND ENVIRONMENT,CARDIFF UNIVERSITY,22/06/2016,500.00,OTHER MEDICAL EXPENSES,V001014220
ROCHDALE BOROUGH COUNCIL,09/06/2016,PUBLIC HEALTH,OSBORNE RICHARDSON,09/06/2016,752.25,ACTIVITIES,V001014223
ROCHDALE BOROUGH COUNCIL,22/06/2016,NEIGHBOURHOODS AND ENVIRONMENT,CARDIFF UNIVERSITY,22/06/2016,500.00,OTHER MEDICAL EXPENSES,V001014224
ROCHDALE BOROUGH COUNCIL,20/06/2016,NEIGHBOURHOODS AND ENVIRONMENT,FORENSICS LTD,20/06/2016,1095.00,TOXICOLOGY PAYMENTS,V001014226
ROCHDALE BOROUGH COUNCIL,03/06/2016,PUBLIC HEALTH,ASHWORTH STREET SURGERY,03/06/2016,863.74,PH LCS PAYMENTS,V001014233
ROCHDALE BOROUGH COUNCIL,03/06/2016,PUBLIC HEALTH,WELLFIELD HEALTH CENTRE,03/06/2016,1713.44,PH LCS PAYMENTS,V001014234
ROCHDALE BOROUGH COUNCIL,03/06/2016,PUBLIC HEALTH,CASTLETON HEALTH CENTRE,03/06/2016,1478.06,PH LCS PAYMENTS,V001014236
ROCHDALE BOROUGH COUNCIL,03/06/2016,PUBLIC HEALTH,ARGYLE STREET MEDICAL CENTRE,03/06/2016,682.00,PH LCS PAYMENTS,V001014248
ROCHDALE BOROUGH COUNCIL,03/06/2016,PUBLIC HEALTH,DR M B TAYLOR,03/06/2016,1273.05,PH LCS PAYMENTS,V001014257
ROCHDALE BOROUGH COUNCIL,03/06/2016,PUBLIC HEALTH,BOOTS THE CHEMIST,03/06/2016,694.60,PH LCS PAYMENTS,V001014271
ROCHDALE BOROUGH COUNCIL,02/06/2016,EARLY HELP AND SCHOOLS,E MARLAND CHILDRENS RESPITE CARE LIMITED,02/06/2016,512.00,RESIDENTIAL RESPITE - CHILDRENS SERVICES,V001014343
ROCHDALE BOROUGH COUNCIL,02/06/2016,EARLY HELP AND SCHOOLS,E MARLAND CHILDRENS RESPITE CARE LIMITED,02/06/2016,512.00,RESIDENTIAL RESPITE - CHILDRENS SERVICES,V001014355
ROCHDALE BOROUGH COUNCIL,02/06/2016,EARLY HELP AND SCHOOLS,E MARLAND CHILDRENS RESPITE CARE LIMITED,02/06/2016,512.00,RESIDENTIAL RESPITE - CHILDRENS SERVICES,V001014369
ROCHDALE BOROUGH COUNCIL,02/06/2016,PHYSICAL DIS & OLDER PEOPLE,K P DODD CONSTRUCTION LIMITED,02/06/2016,675.00,IMPROVEMENTS-EXTENSIONS & ALTERATIONS,V001014385
ROCHDALE BOROUGH COUNCIL,09/06/2016,PHYSICAL DIS & OLDER PEOPLE,MICK TAYLOR LIMITED,09/06/2016,2600.00,TRANSACTIONS-EXPENDITURE,V001014386
ROCHDALE BOROUGH COUNCIL,09/06/2016,PHYSICAL DIS & OLDER PEOPLE,MICK TAYLOR LIMITED,09/06/2016,3400.00,TRANSACTIONS-EXPENDITURE,V001014386
ROCHDALE BOROUGH COUNCIL,02/06/2016,PHYSICAL DIS & OLDER PEOPLE,TERRY GROUP LTD,02/06/2016,7669.00,IMPROVEMENTS-EXTENSIONS & ALTERATIONS,V001014387
ROCHDALE BOROUGH COUNCIL,30/06/2016,EARLY HELP AND SCHOOLS,POSITIVE STEPS,30/06/2016,94500.00,EXTERNALLY MANAGED FUNDS,V001014396
ROCHDALE BOROUGH COUNCIL,10/06/2016,EARLY HELP AND SCHOOLS,LONSDALE EDUCATIONAL CONSULTING LTD,10/06/2016,1350.00,CURRICULUM DEVELOPMENT,V001014397
ROCHDALE BOROUGH COUNCIL,09/06/2016,EARLY HELP AND SCHOOLS,TIMOTHY JAMES CONSULTANCY LTD,09/06/2016,1530.00,CONSULTANT FEES,V001014398
ROCHDALE BOROUGH COUNCIL,02/06/2016,EARLY HELP AND SCHOOLS,TIMOTHY JAMES CONSULTANCY LTD,02/06/2016,1530.00,CONSULTANT FEES,V001014399
ROCHDALE BOROUGH COUNCIL,02/06/2016,EARLY HELP AND SCHOOLS,INSPIREDSPACES ROCHDALE LTD,02/06/2016,-84456.05,IMPROVEMENTS-MODERNISATION,V001014404
ROCHDALE BOROUGH COUNCIL,08/06/2016,CHILDREN’S SOCIAL CARE,PERPETUAL FOSTERING LTD,08/06/2016,1796.05,FOSTER PARENTS BASIC ALLOWANCE,V001014410
ROCHDALE BOROUGH COUNCIL,08/06/2016,CHILDREN’S SOCIAL CARE,PERPETUAL FOSTERING LTD,08/06/2016,1778.03,FOSTER PARENTS BASIC ALLOWANCE,V001014411
ROCHDALE BOROUGH COUNCIL,07/06/2016,CHILDREN’S SOCIAL CARE,SWIIS FOSTER CARE LIMITED,07/06/2016,874.02,FOSTER PARENTS BASIC ALLOWANCE,V001014412
ROCHDALE BOROUGH COUNCIL,07/06/2016,CHILDREN’S SOCIAL CARE,SWIIS FOSTER CARE LIMITED,07/06/2016,721.98,FOSTER PARENTS BASIC ALLOWANCE,V001014413
ROCHDALE BOROUGH COUNCIL,07/06/2016,CHILDREN’S SOCIAL CARE,SWIIS FOSTER CARE LIMITED,07/06/2016,803.25,FOSTER PARENTS BASIC ALLOWANCE,V001014414
ROCHDALE BOROUGH COUNCIL,07/06/2016,CHILDREN’S SOCIAL CARE,SWIIS FOSTER CARE LIMITED,07/06/2016,803.25,FOSTER PARENTS BASIC ALLOWANCE,V001014415
ROCHDALE BOROUGH COUNCIL,07/06/2016,CHILDREN’S SOCIAL CARE,SWIIS FOSTER CARE LIMITED,07/06/2016,730.03,FOSTER PARENTS BASIC ALLOWANCE,V001014416
ROCHDALE BOROUGH COUNCIL,10/06/2016,PROPERTY AND HIGHWAYS,VALE PARK DEMOLITION,10/06/2016,1390.52,IMPROVEMENTS-MODERNISATION,V001014419
ROCHDALE BOROUGH COUNCIL,03/06/2016,PROPERTY AND HIGHWAYS,BUCHANAN COMPUTING LTD,03/06/2016,500.00,TRAINING,V001014429
ROCHDALE BOROUGH COUNCIL,09/06/2016,CHILDREN’S SOCIAL CARE,FOSTER CARES LTD,09/06/2016,830.00,FOSTER PARENTS BASIC ALLOWANCE,V001014432
ROCHDALE BOROUGH COUNCIL,08/06/2016,CHILDREN’S SOCIAL CARE,FOSTER CARES LTD,08/06/2016,830.00,FOSTER PARENTS BASIC ALLOWANCE,V001014433
ROCHDALE BOROUGH COUNCIL,03/06/2016,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,03/06/2016,525.16,FOSTER PARENTS BASIC ALLOWANCE,V001014434
ROCHDALE BOROUGH COUNCIL,03/06/2016,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,03/06/2016,681.22,FOSTER PARENTS BASIC ALLOWANCE,V001014434
ROCHDALE BOROUGH COUNCIL,03/06/2016,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,03/06/2016,560.00,FOSTER PARENTS BASIC ALLOWANCE,V001014436
ROCHDALE BOROUGH COUNCIL,03/06/2016,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,03/06/2016,560.00,FOSTER PARENTS BASIC ALLOWANCE,V001014436
ROCHDALE BOROUGH COUNCIL,03/06/2016,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,03/06/2016,572.40,FOSTER PARENTS BASIC ALLOWANCE,V001014437
ROCHDALE BOROUGH COUNCIL,03/06/2016,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,03/06/2016,699.76,FOSTER PARENTS BASIC ALLOWANCE,V001014438
ROCHDALE BOROUGH COUNCIL,03/06/2016,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,03/06/2016,827.64,PROFESSIONAL FEES,V001014444
ROCHDALE BOROUGH COUNCIL,03/06/2016,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,03/06/2016,608.62,FOSTER PARENTS BASIC ALLOWANCE,V001014445
ROCHDALE BOROUGH COUNCIL,03/06/2016,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,03/06/2016,572.40,FOSTER PARENTS BASIC ALLOWANCE,V001014446
ROCHDALE BOROUGH COUNCIL,03/06/2016,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,03/06/2016,572.40,FOSTER PARENTS BASIC ALLOWANCE,V001014449
ROCHDALE BOROUGH COUNCIL,03/06/2016,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,03/06/2016,613.32,FOSTER PARENTS BASIC ALLOWANCE,V001014451
ROCHDALE BOROUGH COUNCIL,03/06/2016,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,03/06/2016,608.62,FOSTER PARENTS BASIC ALLOWANCE,V001014452
ROCHDALE BOROUGH COUNCIL,03/06/2016,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,03/06/2016,560.00,FOSTER PARENTS BASIC ALLOWANCE,V001014454
ROCHDALE BOROUGH COUNCIL,03/06/2016,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,03/06/2016,560.00,FOSTER PARENTS BASIC ALLOWANCE,V001014454
ROCHDALE BOROUGH COUNCIL,03/06/2016,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,03/06/2016,560.00,FOSTER PARENTS BASIC ALLOWANCE,V001014454
ROCHDALE BOROUGH COUNCIL,03/06/2016,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,03/06/2016,572.40,FOSTER PARENTS BASIC ALLOWANCE,V001014463
ROCHDALE BOROUGH COUNCIL,03/06/2016,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,03/06/2016,587.66,FOSTER PARENTS BASIC ALLOWANCE,V001014469
ROCHDALE BOROUGH COUNCIL,03/06/2016,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,03/06/2016,680.96,SUBSIDISED ADOPTERS PMTS,V001014475
ROCHDALE BOROUGH COUNCIL,03/06/2016,LEARNING DIS & MENTAL HEALTH,REDACTED - PERSONAL DATA,03/06/2016,827.64,CONTRACTS,V001014476
ROCHDALE BOROUGH COUNCIL,03/06/2016,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,03/06/2016,560.00,FOSTER PARENTS BASIC ALLOWANCE,V001014482
ROCHDALE BOROUGH COUNCIL,03/06/2016,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,03/06/2016,560.00,FOSTER PARENTS BASIC ALLOWANCE,V001014482
ROCHDALE BOROUGH COUNCIL,03/06/2016,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,03/06/2016,560.00,FOSTER PARENTS BASIC ALLOWANCE,V001014482
ROCHDALE BOROUGH COUNCIL,03/06/2016,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,03/06/2016,627.96,FOSTER PARENTS BASIC ALLOWANCE,V001014485
ROCHDALE BOROUGH COUNCIL,03/06/2016,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,03/06/2016,1017.42,FOSTER PARENTS BASIC ALLOWANCE,V001014485
ROCHDALE BOROUGH COUNCIL,03/06/2016,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,03/06/2016,537.12,SUBSIDISED ADOPTERS PMTS,V001014487
ROCHDALE BOROUGH COUNCIL,03/06/2016,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,03/06/2016,560.00,FOSTER PARENTS BASIC ALLOWANCE,V001014490
ROCHDALE BOROUGH COUNCIL,03/06/2016,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,03/06/2016,560.00,FOSTER PARENTS BASIC ALLOWANCE,V001014490
ROCHDALE BOROUGH COUNCIL,03/06/2016,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,03/06/2016,699.76,FOSTER PARENTS BASIC ALLOWANCE,V001014493
ROCHDALE BOROUGH COUNCIL,03/06/2016,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,03/06/2016,990.60,SUBSIDISED ADOPTERS PMTS,V001014496
ROCHDALE BOROUGH COUNCIL,03/06/2016,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,03/06/2016,560.00,FOSTER PARENTS BASIC ALLOWANCE,V001014498
ROCHDALE BOROUGH COUNCIL,03/06/2016,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,03/06/2016,560.00,FOSTER PARENTS BASIC ALLOWANCE,V001014498
ROCHDALE BOROUGH COUNCIL,03/06/2016,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,03/06/2016,560.00,FOSTER PARENTS BASIC ALLOWANCE,V001014498
ROCHDALE BOROUGH COUNCIL,03/06/2016,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,03/06/2016,699.76,FOSTER PARENTS BASIC ALLOWANCE,V001014501
ROCHDALE BOROUGH COUNCIL,03/06/2016,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,03/06/2016,827.64,PROFESSIONAL FEES,V001014504
ROCHDALE BOROUGH COUNCIL,03/06/2016,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,03/06/2016,914.96,FOSTER PARENTS BASIC ALLOWANCE,V001014510
ROCHDALE BOROUGH COUNCIL,03/06/2016,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,03/06/2016,681.22,FOSTER PARENTS BASIC ALLOWANCE,V001014526
ROCHDALE BOROUGH COUNCIL,03/06/2016,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,03/06/2016,681.22,FOSTER PARENTS BASIC ALLOWANCE,V001014533
ROCHDALE BOROUGH COUNCIL,03/06/2016,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,03/06/2016,827.64,PROFESSIONAL FEES,V001014537
ROCHDALE BOROUGH COUNCIL,03/06/2016,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,03/06/2016,827.64,PROFESSIONAL FEES,V001014539
ROCHDALE BOROUGH COUNCIL,03/06/2016,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,03/06/2016,681.22,FOSTER PARENTS BASIC ALLOWANCE,V001014543
ROCHDALE BOROUGH COUNCIL,03/06/2016,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,03/06/2016,914.96,FOSTER PARENTS BASIC ALLOWANCE,V001014545
ROCHDALE BOROUGH COUNCIL,03/06/2016,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,03/06/2016,724.70,SUBSIDISED ADOPTERS PMTS,V001014548
ROCHDALE BOROUGH COUNCIL,03/06/2016,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,03/06/2016,724.70,SUBSIDISED ADOPTERS PMTS,V001014548
ROCHDALE BOROUGH COUNCIL,03/06/2016,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,03/06/2016,668.00,FOSTER PARENTS BASIC ALLOWANCE,V001014549
ROCHDALE BOROUGH COUNCIL,03/06/2016,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,03/06/2016,668.00,FOSTER PARENTS BASIC ALLOWANCE,V001014549
ROCHDALE BOROUGH COUNCIL,03/06/2016,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,03/06/2016,500.00,FOSTER PARENTS BASIC ALLOWANCE,V001014557
ROCHDALE BOROUGH COUNCIL,03/06/2016,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,03/06/2016,500.00,FOSTER PARENTS BASIC ALLOWANCE,V001014557
ROCHDALE BOROUGH COUNCIL,03/06/2016,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,03/06/2016,-912.17,FOSTER PARENTS BASIC ALLOWANCE,V001014558
ROCHDALE BOROUGH COUNCIL,03/06/2016,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,03/06/2016,780.07,FOSTER PARENTS BASIC ALLOWANCE,V001014558
ROCHDALE BOROUGH COUNCIL,03/06/2016,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,03/06/2016,560.00,FOSTER PARENTS BASIC ALLOWANCE,V001014560
ROCHDALE BOROUGH COUNCIL,03/06/2016,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,03/06/2016,560.00,FOSTER PARENTS BASIC ALLOWANCE,V001014560
ROCHDALE BOROUGH COUNCIL,03/06/2016,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,03/06/2016,827.64,PROFESSIONAL FEES,V001014561
ROCHDALE BOROUGH COUNCIL,03/06/2016,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,03/06/2016,572.40,FOSTER PARENTS BASIC ALLOWANCE,V001014562
ROCHDALE BOROUGH COUNCIL,03/06/2016,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,03/06/2016,608.62,FOSTER PARENTS BASIC ALLOWANCE,V001014564
ROCHDALE BOROUGH COUNCIL,03/06/2016,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,03/06/2016,560.00,FOSTER PARENTS BASIC ALLOWANCE,V001014569
ROCHDALE BOROUGH COUNCIL,03/06/2016,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,03/06/2016,560.00,FOSTER PARENTS BASIC ALLOWANCE,V001014569
ROCHDALE BOROUGH COUNCIL,03/06/2016,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,03/06/2016,681.22,FOSTER PARENTS BASIC ALLOWANCE,V001014571
ROCHDALE BOROUGH COUNCIL,03/06/2016,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,03/06/2016,560.00,FOSTER PARENTS BASIC ALLOWANCE,V001014574
ROCHDALE BOROUGH COUNCIL,03/06/2016,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,03/06/2016,560.00,FOSTER PARENTS BASIC ALLOWANCE,V001014574
ROCHDALE BOROUGH COUNCIL,03/06/2016,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,03/06/2016,560.00,FOSTER PARENTS BASIC ALLOWANCE,V001014574
ROCHDALE BOROUGH COUNCIL,03/06/2016,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,03/06/2016,560.00,FOSTER PARENTS BASIC ALLOWANCE,V001014574
ROCHDALE BOROUGH COUNCIL,03/06/2016,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,03/06/2016,608.62,FOSTER PARENTS BASIC ALLOWANCE,V001014576
ROCHDALE BOROUGH COUNCIL,03/06/2016,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,03/06/2016,500.00,SUBSIDISED ADOPTERS PMTS,V001014585
ROCHDALE BOROUGH COUNCIL,03/06/2016,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,03/06/2016,500.00,SUBSIDISED ADOPTERS PMTS,V001014585
ROCHDALE BOROUGH COUNCIL,03/06/2016,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,03/06/2016,532.14,FOSTER PARENTS BASIC ALLOWANCE,V001014586
ROCHDALE BOROUGH COUNCIL,03/06/2016,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,03/06/2016,560.00,FOSTER PARENTS BASIC ALLOWANCE,V001014590
ROCHDALE BOROUGH COUNCIL,03/06/2016,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,03/06/2016,560.00,FOSTER PARENTS BASIC ALLOWANCE,V001014590
ROCHDALE BOROUGH COUNCIL,03/06/2016,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,03/06/2016,572.40,FOSTER PARENTS BASIC ALLOWANCE,V001014591
ROCHDALE BOROUGH COUNCIL,03/06/2016,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,03/06/2016,827.64,PROFESSIONAL FEES,V001014596
ROCHDALE BOROUGH COUNCIL,02/06/2016,CHILDREN’S SOCIAL CARE,E MARLAND CHILDRENS RESPITE CARE LIMITED,02/06/2016,1792.00,DISABILITY PLACEMENTS,V001014598
ROCHDALE BOROUGH COUNCIL,03/06/2016,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,03/06/2016,572.40,FOSTER PARENTS BASIC ALLOWANCE,V001014601
ROCHDALE BOROUGH COUNCIL,03/06/2016,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,03/06/2016,572.40,FOSTER PARENTS BASIC ALLOWANCE,V001014602
ROCHDALE BOROUGH COUNCIL,03/06/2016,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,03/06/2016,572.40,FOSTER PARENTS BASIC ALLOWANCE,V001014603
ROCHDALE BOROUGH COUNCIL,03/06/2016,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,03/06/2016,560.00,FOSTER PARENTS BASIC ALLOWANCE,V001014604
ROCHDALE BOROUGH COUNCIL,03/06/2016,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,03/06/2016,560.00,FOSTER PARENTS BASIC ALLOWANCE,V001014604
ROCHDALE BOROUGH COUNCIL,02/06/2016,CHILDREN’S SOCIAL CARE,E MARLAND CHILDRENS RESPITE CARE LIMITED,02/06/2016,1792.00,DISABILITY PLACEMENTS,V001014605
ROCHDALE BOROUGH COUNCIL,03/06/2016,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,03/06/2016,608.62,FOSTER PARENTS BASIC ALLOWANCE,V001014607
ROCHDALE BOROUGH COUNCIL,03/06/2016,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,03/06/2016,761.02,FOSTER PARENTS BASIC ALLOWANCE,V001014621
ROCHDALE BOROUGH COUNCIL,03/06/2016,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,03/06/2016,641.86,FOSTER PARENTS BASIC ALLOWANCE,V001014623
ROCHDALE BOROUGH COUNCIL,03/06/2016,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,03/06/2016,772.29,FOSTER PARENTS BASIC ALLOWANCE,V001014630
ROCHDALE BOROUGH COUNCIL,03/06/2016,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,03/06/2016,604.96,FOSTER PARENTS BASIC ALLOWANCE,V001014633
ROCHDALE BOROUGH COUNCIL,03/06/2016,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,03/06/2016,608.62,FOSTER PARENTS BASIC ALLOWANCE,V001014633
ROCHDALE BOROUGH COUNCIL,03/06/2016,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,03/06/2016,574.29,FOSTER PARENTS BASIC ALLOWANCE,V001014636
ROCHDALE BOROUGH COUNCIL,03/06/2016,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,03/06/2016,-500.00,FOSTER PARENTS BASIC ALLOWANCE,V001014649
ROCHDALE BOROUGH COUNCIL,03/06/2016,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,03/06/2016,546.11,FOSTER PARENTS BASIC ALLOWANCE,V001014649
