Ratepayer Name,Property Address,PROPREF,RV
,"8 Central Street, Halifax, HX1 1HU",64524704,6900
Redwoods Ifa Ltd,"10 Central Street, Halifax, HX1 1HU",64524707,6100
Pearson Brothers (Engravers) Ltd,"Chapel Lane, Salterhebble, Halifax, HX3 0QN",64532700,7900
Buzzsolomoto Ltd,"Unit 3, Princess Court Business Cntr, Chapeltown, Halifax              HX1 5SR",64538713,11500
,"6 Church Lane, Southowram, Halifax, HX3 9TD",64568006,1175
Kidzville Play Uk Ltd,"10 Church Street, Greetland, Halifax, HX4 8EG",64576010,4900
,"4 Cinderhills Lane, Halifax, HX3 9DQ",64580701,2225
,"4 Clare Road, Halifax, HX1 2HX",64584004,5400
Angel Care (Uk) Ltd,"Offices 1 & 2, 35 Clare Road, Halifax, HX1 2JP",64584035,10000
,"22 Clare Road, Halifax, HX1 2HX",64584706,3600
,"5 Clare Road, Halifax, HX1 2HX",64584740,8000
,"Room 4 2nd Floor, 3 Clare Road, Halifax, HX1 2HX",64584746,5600
Stephen Conway (Bookbinders) Ltd,"5 Clare Road, Halifax, HX1 2HX",64584749,5200
,"Car Spaces Rear Of, 38 Clare Road, Halifax, HX1 2HX",64584764,1000
Bousfield Waite & Co,"Part 2ND Floor, 38 Clare Road, Halifax, HX1 2HX",64584766,2375
,"10-12 Clare Road, Halifax, HX1 2JR",64584782,8800
HX2 Maintenance Services Ltd,"30 Clare Road, Halifax, HX1 2HX",64584783,5800
Halifax Chiropractic Centre Ltd,"Ground Floor, 20 Clare Road, Halifax, HX1 2HX",64584789,8800
Sporting Memorabilia (Yorkshire) Ltd,"Part 1ST Floor, 5 Clare Road, Halifax, HX1 2HX",64584794,5600
Ripon Property Restoration  Ltd,"Part 1ST Floor, 3 Clare Road, Halifax, HX1 2HX",64584796,5700
Bpr Property Management Ltd,"Part Ground Floor, 3 Clare Road, Halifax, HX1 2HX",64584797,3750
Bradford Property Restoration Ltd,"Part First Floor, 3 Clare Road, Halifax, HX1 2HX",64584798,5300
Pbb Properties Ltd,"Part Ground Floor, 3 Clare Road, Halifax, HX1 2HX",64584799,4350
Albanyview Limited,"Part Ground Floor & Basement, 3 Clare Road, Halifax, HX1 2HX",64584800,5800
Exquisite Look Ltd,"Ground Flr, 32 Clare Road, Halifax, HX1 2HX",64584801,6300
Westgrove Project Management Ltd,"Part 1ST Floor, 3/5 Clare Road, Halifax, HX1 2HX",64584803,5600
,"16 Clare Street, Halifax, HX1 2LF",64588016,6700
,"Adj 16 Clare Street, Halifax, HX1 2LF",64588701,1825
,"20 Claremount Road, Halifax, HX3 6JQ",64592020,9800
,"136 Claremount Road, Halifax, HX3 6JQ",64592136,2950
,"143 Claremount Road, Halifax, HX3 6JQ",64592143,3500
,"291 Claremount Road, Halifax, HX3 6AW",64592291,3700
,"299 Claremount Road, Halifax, HX3 6AW",64592299,3550
,"303 Claremount Road, Halifax, HX3 6AW",64592303,3700
,"Claremount Road, Halifax, HX3 6AW",64592700,2250
,"277 Claremount Road, Halifax, HX3 6AP",64592703,11250
C N C Services Ltd,"Clay House Mills, Clay House Lane, Greetland, Halifax             HX4 8AW",64596702,9500
Calderdale Engineering Services Ltd,"Thrum Hall Works, Clay Pits Lane, Halifax, HX1 4QS",64600700,8600
E Feather Ltd,"Clevedon Place, Lee Mount, Halifax, HX3 5QA",64604701,4250
P A Y Broadbent Ltd,"Clevedon Place, Lee Mount, Halifax, HX3 5QA",64604706,7400
,"22 Clough Lane, Mixenden, Halifax, HX2 8SN",64612022,2650
,"44 Clough Lane, Mixenden, Halifax, HX2 8SW",64612046,2275
,"1 Club Houses, Ovenden, Halifax, HX2 8AY",64624001,1800
,"Unit 14D, Calderdale Business Park, Club Lane, Halifax              HX2 8AX",64628721,1550
,"Unit 14A, Calderdale Business Park, Club Lane, Halifax              HX2 8AX",64628731,4950
Crest Hygiene Services Ltd,"Unit 14E, Calderdale Business Park, Club Lane, Halifax              HX2 8AX",64628754,7600
Infinity Office Supplies Ltd,"Unit 6D, Calderdale Business Park, Club Lane, Halifax              HX2 8AX",64628763,2325
Rs Electrical (Calderdale) Ltd,"Unit 6C, Calderdale Business Park, Club Lane, Halifax              HX2 8AX",64628772,2325
Harrison Property Solutions Ltd,"Unit 6B, Calderdale Business Park, Club Lane, Halifax              HX2 8AX",64628774,2375
Advanced Service Solutions Ltd,"Unit 14C, Calderdale Business Park, Club Lane, Halifax              HX2 8AX",64628780,1025
Ck Solars & Roofing Ltd,"Unit 14F, Calderdale Business Park, Club Lane, Halifax              HX2 8AX",64628802,4500
W K Services (Northern) Ltd,"Unit 4C, Calderdale Business Park, Club Lane, Halifax              HX2 8AX",64628803,2800
Eclipse Affinity Management Ltd,"Unit 16G, Calderdale Business Park, Club Lane, Halifax              HX2 8AX",64628809,6100
Quantum Lane Ltd,"Unit 13A, Calderdale Business Park, Club Lane, Halifax              HX2 8AX",64628814,1750
,"Unit 6K, Calderdale Business Park, Club Lane, Ovenden",64628825,1650
Focus Validation Services Ltd,"Unit 16, Calderdale Business Park, Club Lane, Halifax              HX2 8AX",64628834,1200
Guardian Security Services (Ne) Ltd,"Unit 16C, Calderdale Business Park, Club Lane, Halifax              HX2 8AX",64628836,1525
Friendly Private Hire Ltd,"Unit 10H, Calderdale Business Park, Club Lane, Halifax              HX2 8AX",64628845,1450
The Eyebag Company Ltd,"Unit 5, Calderdale Business Park, Club Lane, Halifax              HX2 8AX",64628851,6100
,"Unit 4D, Calderdale Business Park, Club Lane, Halifax              HX2 8AX",64628853,9100
Subsidium Recruitment Ltd,"Unit 18A, Calderdale Business Park, Club Lane, Halifax              HX2 8AX",64628859,1300
,"1 Co-Operative Buildings, Wheatley Road, Wheatley, Halifax             HX3 5LP",64632001,4850
,"Coal Lane, Ogden, Halifax, HX2 9PG",64640700,5400
,"The Delvers, Wainstalls, Halifax, HX2 7UA",64648701,3600
,"2 Coleridge Street, Halifax, HX1 2JF",64652002,7700
Fairway International Travel Ltd,"4 Coleridge Street, Halifax, HX1 2JF",64652004,7000
Salgan Ltd,"6 Coleridge Street, Halifax, HX1 2JF",64652006,6700
,"Caravan Site (No 1), Plane Trees Farm, Northowram, Halifax             HX3 7SA",64656703,1000
,"Lower Field Bottom Farm, Coley Road, Northowram, Halifax             HX3 7SA",64656706,1975
,"Garage, Lowerfield Bottom Farm, Coley Road, Halifax              HX3 7SA",64656708,3400
,"13 Commercial Street, Halifax, HX1 1HJ",64660013,10750
,"14 Commercial Street, Halifax, HX1 1TA",64660014,8500
,"16 Commercial Street, Halifax, HX1 1TA",64660016,9100
,"18 Commercial Street, Halifax, HX1 1TA",64660018,10000
,"49 Commercial Street, Halifax, HX1 1BE",64660049,6000
,"53 Commercial Street, Halifax, HX1 1BE",64660053,7700
,"55 Commercial Street, Halifax, HX1 1BE",64660055,7500
,"65 Commercial Street, Halifax, HX1 1BE",64660065,8500
,"68 Commercial Street, Halifax, HX1 2JE",64660068,3050
,"70 Commercial Street, Halifax, HX1 2JE",64660070,6500
,"72 Commercial Street, Halifax, HX1 2JE",64660072,3050
,"1/9 Silver Street, Halifax, HX1 1HS",64660736,8700
,"51 Commercial Street, Halifax, HX1 1BE",64660740,7200
,"59 Commercial Street, Halifax, HX1 1BE",64660748,9300
West Central Football Club,"1ST & 2ND Floor, 8 Commercial Street, Halifax, HX1 1TA",64660750,2800
,"2/4 Conway Street, Halifax, HX1 4DT",64662002,1475
,"3 Common Lane, Southowram, Halifax, HX3 9PA",64664003,3450
,"1 Copley Hall Street, Copley, Halifax, HX3 0UD",64676001,3300
,"Old Rishworthians Rufc, Copley Lane, Halifax, HX3 0UG",64680701,7300
,"60 Copley Lane, Copley, Halifax, HX3 0RD",64680703,3900
,"1A Copley Street, Halifax, HX3 0LD",64684701,1700
,"45 Cote Hill, Burnley Road, Halifax, HX2 7LZ",64692702,3100
,"45 Cote Hill, Burnley Road, Halifax, HX2 7LZ",64692703,2650
,"Peacock Wine Bar, 46 Cote Hill, Burnley Road, Halifax              HX2 7LZ",64692704,4750
,"46 Cote Hill, Burnley Road, Halifax, HX2 7LZ",64692705,2550
,"Ovenden Rugby League F C, Cousin Lane, Halifax, HX2 8AD",64696707,4800
,"4 Cow Green, Halifax, HX1 1JF",64700004,4700
,"10 Cow Green, Halifax, HX1 1JF",64700010,4650
Thai Corner 2 Ltd,"18 Cow Green, Halifax, HX1 1HX",64700018,5200
K D T Accountancy & Taxation Services Ltd,"20 Cow Green, Halifax, HX1 1HX",64700020,5700
,"22 Cow Green, Halifax, HX1 1HX",64700022,5100
Greenfield Trading Uk Ltd,"Ground Floor, 6/8 Cow Green, Halifax, HX1 1JF",64700703,6800
,"Meadow View Stables, Cow Hill Gate Lane, Bradshaw, Halifax              HX2 9PB",64704701,4600
,"Prospect Inn, 1 Cow Royd Place, Halifax, HX3 6JR",64708700,3700
,"Greystones, Wheatley, Halifax, HX2 8TX",64712700,2900
,"Adj 23 Rake Bank, Crag Lane, Wheatley, Halifax              HX2 8UA",64712701,5400
,"2 Cross Hills, Halifax, HX1 1XQ",64716002,3150
,"6 Cross Hills, Halifax, HX1 1XQ",64716006,1500
,"The Orange Tree, 5 Cross Street, Halifax, HX1 1XB",64728700,2600
,"7 Cross Street West, Halifax, HX2 0HA",64732007,3950
,"9 Cross Street West, Halifax, HX2 0HA",64732009,3950
,"43 Crossley Hill, Halifax, HX3 0PL",64744043,8900
,"Crossley Hill, Halifax, HX3 0PL",64744700,3450
,"Garage 6, Crossley Hill, Halifax, HX3 0PL",64744702,2500
,"14 Crossley Street, Halifax, HX1 1UG",64748716,2900
,"30 Crown Street, Halifax, HX1 1TT",64756030,6500
,"32 Crown Street, Halifax, HX1 1TT",64756032,7500
,"43 Crown Street, Halifax, HX1 1JB",64756043,4300
,"52 Crown Street, Halifax, HX1 1JB",64756052,6700
Redwoods Estate Agency,"55 Crown Street, Halifax, HX1 1JB",64756055,6700
The Gun Dog Ltd,"Sportsman Hotel, 50 Crown Street, Halifax, HX1 1JB",64756709,5000
,"1st,2nd & 3rd Floors, 31/33 Crown Street, Halifax, HX1 1TT",64756722,9000
Viney Becks Ltd,"53 Crown Street, Halifax, HX1 1JB",64756740,6900
,"Damask Street, Halifax, HX1 5SZ",64774700,2400
Pension Compensation (Uk) Ltd,"Office Suite D 262, Dean Clough Mills, Halifax, HX3 5AX",64778779,1675
Allied Ventura Ltd,"Office Suites D117 / D119, Dean Clough Mills, Halifax, HX3 5AX",64778780,6200
,"Office Suite D144, Dean Clough Mills, Halifax, HX3 5AX",64778782,1350
Origin Print Solutions Ltd,"Office Suite E 244, Dean Clough Mills, Halifax, HX3 5AX",64778787,8600
Distributor Corporation Uk Ltd,"Office Suite G442, G Mill, Dean Clough, Halifax, HX3 5AX",64778793,7600
Hydroserve Ltd,"Office Suite E 002, Dean Clough, Halifax, HX3 5AX",64778804,1575
,"Office Suite D222/224, Dean Clough Mills, Halifax, HX3 5AX",64778812,5000
R.T.C Insulation Ltd,"Holroyds Mill, Ground Floor West, Dean Clough Office Park, Halifax              HX3 6UN",64778821,2275
Devise Ltd,"Office Suite E223, Dean Clough Mills, Halifax, HX3 5AX",64778823,5900
Cubic State Ltd,"Office Suite E341, Dean Clough Office Park, Halifax, HX3 5AX",64778827,2750
,"Unit D1/A, Dean Clough Mills, Halifax, HX3 5AX",64784742,6700
,"Unit D31, D Mill, Dean Clough Industrial Park, Halifax              HX3 5AX",64784745,2850
Sub-Lime Business Solutions Ltd,"Office Suite D005, Dean Clough Mills, Halifax, HX3 5AX",64784749,7400
Benton Industrial Service Ltd,"Unit DY/2, Dean Clough Mills, Halifax, HX3 5AX",64784752,6600
,"Unit GY/1, G Mill Yard, Dean Clough Industrial Park, Halifax              HX3 5AX",64784780,3750
,"Unit H3/C, H Block, Dean Clough Industrial Park, Halifax              HX3 5EX",64784785,4500
,"Unit T2, Dean Clough Industrial Park, Halifax, HX3 5WL",64784802,5100
Annapurna Indian Dance Company Ltd,"Unit T2A, Dean Clough Mills, Halifax, HX3 5AX",64784824,1425
Print Out Colour Printers Ltd,"Unit GY/6, Dean Clough Office Park, Halifax, HX3 5AX",64784835,1925
Priestley & Taffs Ltd,"Office Suite E 107, Dean Clough Mills, Halifax, HX3 5AX",64784848,8100
Reel Solutions (Film) Llp,"Office Suite E 132, Dean Clough Mills, Halifax, HX3 5AX",64784863,2600
,"Unit B1A, Dean Clough Industrial Park, Halifax, HX3 5AX",64784885,3500
Pod Space Ltd,"Office Suite D137, Dean Clough Mills, Halifax, HX3 5AX",64784888,6700
Matter Communications Ltd,"Office Suite D143, Dean Clough Mills, Halifax, HX3 5AX",64784889,4250
Richard Fowler Associates Ltd,"Office Suite D151, Dean Clough Mills, Halifax, HX3 5AX",64784890,7800
Primex Wireless Ltd,"Unit G420, Dean Clough Mills, Halifax, HX3 5AX",64784899,7400
Select Computer Systems Ltd,"Office Suite D210, Dean Clough Office Park, Halifax, HX3 5AX",64788721,6100
Robus Group Ltd,"Office Suite D 248, Dean Clough Office Park, Halifax, HX3 5AX",64788735,1050
Export Partners Ltd,"Office Suite D254, Dean Clough Office Park, Halifax, HX3 5AX",64788736,1500
Uhuru Consultancy Ltd,"Office Suite D170, Dean Clough Office Park, Halifax, HX3 5AX",64788761,1275
Tri-Coastal Design Uk Ltd,"Office Suite D218, Dean Clough Office Park, Halifax, HX3 5AX",64788797,3550
Fidelis Resourcing Ltd,"Office Suite D 252, Dean Clough Mills, Halifax, HX3 5AX",64788798,2100
,"Unit BR3, Dean Clough Mills, Halifax, HX3 5AX",64788804,3600
Calderdale Excellence Partnership Ltd,"Office Suite E 121, Dean Clough Mills, Halifax, HX3 5AX",64788809,6700
Halifax Party Nights Ltd,"Office Suite E 129, Dean Clough Mills, Halifax, HX3 5AX",64788810,5300
Replicar Ltd,"Office Suite D 23, Dean Clough Mills, Halifax, HX3 5AX",64788812,2500
,"Office Suite D203, Dean Clough, Halifax, HX3 5AX",64788820,2175
Grey & Co,"Office Suite D 47, Dean Clough Mills, Halifax, HX3 5AX",64788835,2350
Northforge Ltd,"Office Suite D105, Dean Clough Mills, Halifax, HX3 5AX",64788840,3400
Isdm Solutions Ltd,"Office Suite G 437, Dean Clough Mills, Halifax, HX3 5AX",64788848,11000
,"Office Suites D242 & D244, Dean Clough Mills, Halifax, HX3 5AX",64788855,2550
,"Broad Fold Park, Dean House Lane, Luddenden, Halifax              HX2 6TP",64792701,2550
,"10 Denholmegate Road, Hipperholme, Halifax, HX3 8JQ",64812010,4850
Kendalls Ices Ltd,"Denholmegate Road, Hipperholme, Halifax, HX3 8JQ",64812700,7700
,"Denholmegate Road, Hipperholme, Halifax, HX3 8JR",64812704,2250
Headlands Garage Ltd,"Headlands Garage, Denholmegate Road, Hipperholme, Halifax             HX3 8JX",64812710,11000
,"12 Holme Buildings, Denholmegate Road, Hipperholme, Halifax              HX3 8LJ",64812712,2000
,"14 Holme Buildings, Denholmegate Road, Hipperholme, Halifax              HX3 6LJ",64812713,2000
Geco U.K Ltd,"Unit 3, Dominion Industrial Park, Denholmegate Road, Hipperholme         HX3 8JG",64812722,9800
,"Unit 1 Co-Op Shopping Parade, Denholmegate Road, Hipperholme, Halifax             HX3 8LT",64812733,11250
Interiors By Dalesman Ltd,"Part Units 4/5, Dominion Industrial Park, Denholmegate Road, Hipperholme         HX3 8JG",64812737,5800
,"5 Co-Op Shopping Parade, Denholmegate Road, Hipperholme, Halifax             HX3 8LT",64812738,7100
,"6 Denholmegate Road, Hipperholme, Halifax, HX3 8JQ",64812740,4650
,"6A Denholmegate Road, Hipperholme, Halifax, HX3 8JQ",64812741,3450
Cafe Bardolino Ltd,"Dominion House, Denholmegate Road, Hipperholme, Halifax              HX3 8JQ",64812747,11250
2K Technologies Ltd,"Ground Floor Ridings Court, Denholmegate Road, Hipperholme, Halifax              HX3 8JG",64812748,4750
J V Models Ltd,"1ST Floor Ryders Court, Denholmegate Road, Hipperholme, Halifax              HX3 8JQ",64812749,3650
,"10A Denholmegate Road, Hipperholme, Halifax, HX3 8JQ",64812750,4000
,"27 Lees Buildings, Denholmegate Road, Hipperholme, Halifax              HX3 8EW",64812751,2650
,"440 Gibbet Street, Highroadwell, Halifax, HX2 0AU",64820700,7200
Funhouse (Halifax) Ltd,"Ground Floor, 5 Dispensary Walk, Halifax, HX1 1QR",64824005,4700
,"Unit 5 Causey Hall, Dispensary Walk, Halifax, HX1 1QL",64824709,2000
,"6 Dodge Holme Drive, Mixenden, Halifax, HX2 8PE",64832006,4050
,"10 Dodge Holme Drive, Mixenden, Halifax, HX2 8PE",64832010,1900
,"6a Dodge Holme Drive, Mixenden, Halifax, HX2 8PE",64832700,2600
,"2 Dodge Holme Drive, Mixenden, Halifax, HX2 8PE",64832701,2450
,"Dog Lane Mills, Stainland, Halifax, HX4 9PZ",64836701,6100
,"Lower New Yard, Dog Lane, Stainland, Halifax             HX4 9QD",64836704,3300
Dryclough Lane Garage Ltd,"Dryclough Lane Garage, Dryclough Lane, Halifax, HX3 0LD",64840708,10250
,"Dundas Street, Halifax, HX1 3PQ",64848700,2400
Cockroft Timber Ltd,"Unit A, Dundas Street, Halifax, HX1 3PQ",64848702,7800
,"Dundas Street, Halifax, HX1 3PQ",64848705,3400
,"Devon Works, Dunkirk Lane, Halifax, HX1 3TA",64852705,3800
,"Devon Works, Dunkirk Lane, Halifax, HX1 3TA",64852707,3200
,"Devon Works, Dunkirk Lane, Halifax, HX1 3TA",64852708,6000
Village Car Repairs & Servicing Ltd,"Railway Buildings, Dyson Road, Halifax, HX1 4RL",64864700,830
,"Dyson Road, Halifax, HX1 4RJ",64864701,4500
,"Dyson Road, Halifax, HX1 4RJ",64864702,3050
,"Unit 1 Brian Royd Mills, Brian Royd Lane, Greetland, Halifax              HX4 8PE",64873704,2075
D K Financial Ltd,"Office 6 Second Floor, Brian Royd Mills, Brian Royd Lane, Greetland            HX4 8PE",64873706,1200
,"Office 3/4 Second Floor, Brian Royd Mills, Brian Royd Lane, Greetland            HX4 8PE",64873710,5200
Bright Leaf Recruitment Ltd,"Office 1 2ND Floor, Brian Royd Mills, Brian Royd Lane, Greetland            HX4 8PE",64873715,4400
Gba Care Ltd,"Office 2 2ND Floor, Brian Royd Mills, Brian Royd Lane, Greetland            HX4 8PE",64873716,3750
Eye Design Communication Ltd,"Office Suite D 138, Dean Clough Mills, Halifax, HX3 5AX",64885702,2800
,"Unit B R 2, Dean Clough Mills, Halifax, HX3 5AX",64885706,4600
,"Unit BMG/W2, Dean Clough Mills, Halifax, HX3 5AX",64885721,5400
T T Environmental Ltd,"Heights Lodge North, Castle Carr Road, Wainstalls, Halifax              HX2 7TR",64888701,1025
Designs & Concepts Ltd,"Butts Green Farm, Butts Green, Luddendenfoot, Halifax              HX2 6BZ",64889701,1000
,"2 Church Hill, Luddenden, Halifax, HX2 6PZ",64893002,1200
G Lumb & Son,"Livery Stables Turbury Equ., Far Turbury Farm, Clegg Lane, Greetland",64899701,5600
,"Adj Brookhouse Grange, Brookhouse, Ogden, Halifax              HX2 8XN",64901701,650
,"Magson House Farm, Danny Lane, Luddendenfoot, Halifax              HX2 6DD",64902701,3250
,"Unit 1, Spring Hall Works, Coventry Street, Halifax              HX2 0BX",64903701,4050
,"Unit 2, Spring Hall Works, Coventry Street, Halifax              HX2 0BX",64903702,4600
,"Unit 3, Spring Hall Works, Coventry Street, Halifax              HX2 0BX",64903703,3500
,"Unit 4, Spring Hall Works, Coventry Street, Halifax              HX2 0BX",64903704,4350
,"Unit 5, Spring Hall Works, Coventry Street, Halifax              HX2 0BX",64903705,3600
Woodland Tiles Ltd,"11 Edwards Road, Halifax, HX2 7DG",65008011,5600
A.R.P. Security Services Ltd,"31 Edwards Road, Halifax, HX2 7DG",65008031,3700
Merlin Precision Engineering Ltd,"Eldon Street, Range Lane, Halifax, HX3 6DW",65012700,7200
,"54 Eldroth Road, Halifax, HX1 3BA",65016701,3550
,"Unit 1, Fairlea Mill, Ellen Holme Lane, Luddendenfoot       HX2 6EP",65020703,2700
,"Unit 2, Fairlea Mill, Ellen Holme Lane, Luddendenfoot       HX2 6EP",65020704,1825
,"Unit 3, Fairlea Mill, Ellen Holme Lane, Luddendenfoot       HX2 6EP",65020705,1975
