Property Address,PROPREF,DATE_START,RV as at March 2014
"20 Bull Green, Halifax, HX1 5AB",64436020,16/04/2012,5900
"23 Bull Green, Halifax, HX1 2RZ",64436023,05/04/2013,5300
"28 Bull Green, Halifax, HX1 5AB",64436028,21/06/2008,6700
"30 Bull Green, Halifax, HX1 5AB",64436030,12/12/2013,6900
"32 Bull Green, Halifax, HX1 5AB",64436032,15/01/2011,7800
"4 Bull Green, Halifax, HX1 5AB",64436720,01/04/2007,960
"34 Bull Green, Halifax, HX1 5AB",64436807,01/04/2010,10750
"Burnley Hill Farm, Burnley Hill, Shelf, Halifax             HX3 7LJ",64440700,01/04/2007,1650
"King Cross Garage, Burnley Road, Halifax, HX2 7JG",64444700,01/04/2009,3600
"King Cross Garage, Burnley Road, Halifax, HX2 7JG",64444701,01/04/2007,5900
"The Conservatory Village, Burnley Road, Halifax, HX2 7LW",64444702,01/04/2008,3800
"The Allan Fold, Halifax, HX1 3SU",64444703,01/11/2010,4000
"London House, Burnley Road, Luddendenfoot, Halifax             HX2 6AA",64448708,01/04/2007,2850
"Room 2, Council Offices, Burnley Road, Luddendenfoot       HX2 6AA",64448716,11/09/2013,1800
"Unit R6, Tenterfields Business Park, Burnley Road, Luddendenfoot       HX2 6EQ",64448725,23/07/2007,2900
"Unit R5, Tenterfields Business Park, Burnley Road, Luddendenfoot       HX2 6EQ",64448726,15/06/2009,2850
"Units B8 & B10, Tenterfields Business Park, Luddendenfoot, Halifax             HX2 6EQ",64448737,01/04/2007,5700
"Unit B2, Tenterfields Business Park, Burnley Road, Luddendenfoot       HX2 6EQ",64448740,01/07/2013,6200
"Unit B4, Tenterfields Business Park, Luddendenfoot, Halifax             HX2 6EQ",64448741,09/11/2013,3750
"Unit C1, Tenterfields Business Park, Burnley Road, Luddendenfoot        HX2 6EQ",64448746,01/04/2007,1475
"Unit B1, Tenterfields Business Park, Luddendenfoot, Halifax             HX2 6EQ",64448752,20/02/2012,5600
"Weavers Arms, Burnley Road, Luddendenfoot, Halifax             HX2 6AH",64448758,21/06/2011,3600
"Unit G6, Tenterfields Business Park, Luddendenfoot, Halifax             HX2 6EQ",64448767,30/11/2013,5900
"Unit C2, Tenterfields Business Park, Luddendenfoot, Halifax             HX2 6EQ",64448773,01/04/2007,1525
"Unit W1, Tenterfields Business Park, Luddendenfoot, Halifax             HX2 6EQ",64448774,01/07/2010,4650
"Unit G6a, Tenterfields Business Park, Luddendenfoot, Halifax             HX2 6EQ",64448779,01/04/2007,3600
"Unit B9, Tenterfields Business Park, Burnley Road, Luddendenfoot       HX2 6EJ",64448784,01/04/2013,1125
"Unit R8, Tenterfields Business Park, Luddendenfoot, Halifax             HX2 6EQ",64448785,01/04/2007,2850
"Unit G5, Tenterfields Business Park, Burnley Road, Luddendenfoot       HX2 6EQ",64448790,01/11/2012,3400
"Unit W7, Tenterfields Business Park, Burnley Road, Luddendenfoot       HX2 6EQ",64448791,11/04/2011,980
"Unit G4, Tenterfield Business Park, Luddendenfoot, Halifax              HX2 6EQ",64448800,01/04/2013,2750
"Storage Land, At Upperfoot Garage, Burnley Road, Luddendenfoot        HX2 6HL",64448801,01/03/2009,3300
"Unit G3, Tenterfields Business Park, Burnley Road, Luddendenfoot        HX2 6EQ",64448813,21/06/2013,3100
"Unit G3 A, Tenterfields Business Park, Burnley Road, Luddendenfoot        HX2 6EQ",64448816,01/12/2013,4150
"Unit G1 Tenterfields Bsn Pk, Burnley Road, Luddendenfoot, Halifax              HX2 6EJ",64448821,01/06/2012,4600
"Unit G2 Tenterfields Bsn Pk, Burnley Road, Luddendenfoot, Halifax              HX2 6EJ",64448822,01/04/2013,4750
"Unit R3, Tenterfields Business Park, Burnley Road, Luddendenfoot        HX2 6EJ",64448823,02/02/2014,6200
"Unit C6, Tenterfields Business Park, Burnley Road, Luddendenfoot        HX2 6EJ",64448826,01/04/2010,6400
"Unit R1, Tenterfields Business Park, Burnley Road, Luddendenfoot        HX2 6EJ",64448827,01/11/2012,6000
"Unit R2, Tenterfields Business Park, Burnley Road, Luddendenfoot        HX2 6EJ",64448828,19/11/2010,6300
"Unit W4, Tenterfields Business Park, Burnley Road, Luddendenfoot        HX2 6EJ",64448831,27/08/2013,5000
"Warley Springs Garage, Burnley Road, Halifax, HX2 7NB",64452703,01/04/2007,5700
"Shoulder Of Mutton, Cain Lane, Southowram, Halifax             HX3 9SB",64464702,01/04/2007,7700
"Pack Horse Inn, Cain Lane, Southowram, Halifax             HX3 9SA",64464703,09/05/2011,4150
"Luddendenfoot Bowling Club, Tillotson Holme, Luddendenfoot, Halifax              HX2 6AF",64476700,01/04/2007,2900
"Office 3, Church Of St John Evangelist, Calder Street, West Vale            HX4 8AQ",64480711,01/04/2012,3600
"Office 4, Church Of St John Evangelist, Calder Street, West Vale            HX4 8AQ",64480712,31/08/2011,1425
"Office 5, Church Of St John Evangelist, Calder Street, West Vale            HX4 8AQ",64480713,16/08/2013,1375
"6 Carlton Place, Halifax, HX1 2SB",64484006,10/01/2012,6000
"4 Carlton Place, Halifax, HX1 2SB",64484702,01/04/2007,8500
"5 Carlton Place, Halifax, HX1 2SB",64484704,23/07/2013,9300
"First Floor, 5 Carlton Place, Halifax, HX1 2SB",64484705,01/02/2011,8100
"3 Carlton Street, Halifax, HX1 2AL",64488003,14/07/2010,7700
"7 Carlton Street, Halifax, HX1 2AL",64488007,01/04/2011,5900
"18 Carlton Street, Halifax, HX1 2AL",64488018,01/04/2010,8000
"20 Carlton Street, Halifax, HX1 2AL",64488020,04/01/2013,3050
"16 Carlton Street, Halifax, HX1 2AL",64488700,01/04/2007,6000
"12 Carlton Street, Halifax, HX1 2AL",64488711,01/04/2010,6400
"First & Second Floor, 8 Carlton Street, Halifax, HX1 2AL",64488713,21/03/2011,6000
"24 Carr House Lane, Shelf, Halifax, HX3 7RB",64496024,01/04/2007,730
"9 Carr House Road, Shelf, Halifax, HX3 7QY",64500009,29/03/2013,3700
"12 Carr House Road, Shelf, Halifax, HX3 7QY",64500012,01/07/2010,4600
"14 Carr House Road, Shelf, Halifax, HX3 7QY",64500014,01/04/2011,4950
"16 Carr House Road, Shelf, Halifax, HX3 7QY",64500016,31/07/2007,4300
"18 Carr House Road, Shelf, Halifax, HX3 7QY",64500018,01/04/2009,4750
"20 Carr House Road, Shelf, Halifax, HX3 7QY",64500020,15/05/2012,4350
"22/24 Carr House Road, Shelf, Halifax, HX3 7QY",64500024,19/09/2008,6300
"54 Carr House Road, Shelf, Halifax, HX3 7RJ",64500055,01/10/2013,4450
"63 Carr House Road, Shelf, Halifax, HX3 7RJ",64500063,01/04/2007,2550
"Carr Wood House, Carr House Road, Shelf, Halifax             HX3 7RJ",64500701,01/04/2007,6200
"1/3 Carr House Road, Shelf, Halifax, HX3 7QY",64500706,01/04/2007,10500
"55 Carr House Road, Shelf, Halifax, HX3 7RJ",64500707,19/04/2011,3800
"66b Carr House Road, Shelf, Halifax, HX3 7RJ",64500708,06/02/2008,5200
"Manchester House, 68 Carr House Road, Shelf, Halifax             HX3 7RJ",64500709,17/02/2014,6400
"Causeway Foot Inn, 13 Causeway Foot, Halifax, HX2 8XX",64516700,01/04/2007,4800
"Coal Lane End Farm, Causeway Foot, Halifax, HX2 8YB",64516704,09/12/2013,6900
"The Livery, Coal Lane End Farm, Causeway Foot, Halifax              HX2 8YB",64516705,05/11/2013,3800
"3 Central Street, Halifax, HX1 1HU",64524003,01/04/2007,5900
"8 Central Street, Halifax, HX1 1HU",64524704,01/04/2007,6900
"10 Central Street, Halifax, HX1 1HU",64524707,01/04/2009,6100
"Chapel Lane, Salterhebble, Halifax, HX3 0QN",64532700,01/04/2007,7900
"Unit 3, Princess Court Business Cntr, Chapeltown, Halifax              HX1 5SR",64538713,26/05/2012,11500
"6 Church Lane, Southowram, Halifax, HX3 9TD",64568006,01/04/2007,1175
"Unit A, Church Street Garage, Church Street, Halifax             HX1 1QY",64572708,27/07/2013,5800
"10 Church Street, Greetland, Halifax, HX4 8EG",64576010,01/07/2009,4900
"4 Cinderhills Lane, Halifax, HX3 9DQ",64580701,14/04/2013,2225
"4 Clare Road, Halifax, HX1 2HX",64584004,01/04/2007,5400
"Offices 1 & 2, 35 Clare Road, Halifax, HX1 2JP",64584035,01/04/2011,10000
"22 Clare Road, Halifax, HX1 2HX",64584706,01/04/2007,3600
"5 Clare Road, Halifax, HX1 2HX",64584740,02/12/2012,8000
"1st Floor, 5 Clare Road, Halifax, HX1 2HX",64584741,01/01/2013,8600
"Room 4 2nd Floor, 3 Clare Road, Halifax, HX1 2HX",64584746,01/11/2012,5600
"5 Clare Road, Halifax, HX1 2HX",64584749,01/04/2007,5200
"Car Spaces Rear Of, 38 Clare Road, Halifax, HX1 2HX",64584764,01/04/2007,1000
"Part 2ND Floor, 38 Clare Road, Halifax, HX1 2HX",64584766,01/04/2007,2375
"19 Clare Road, Halifax, HX1 2HX",64584776,01/09/2012,7500
"10-12 Clare Road, Halifax, HX1 2JR",64584782,01/06/2013,8800
"30 Clare Road, Halifax, HX1 2HX",64584783,09/02/2013,5800
"Ground Floor, 20 Clare Road, Halifax, HX1 2HX",64584789,25/06/2012,8800
"16 Clare Street, Halifax, HX1 2LF",64588016,01/04/2007,6700
"Adj 16 Clare Street, Halifax, HX1 2LF",64588701,01/04/2010,1825
"20 Claremount Road, Halifax, HX3 6JQ",64592020,01/04/2007,9800
"136 Claremount Road, Halifax, HX3 6JQ",64592136,01/04/2008,2600
"143 Claremount Road, Halifax, HX3 6JQ",64592143,01/04/2011,3500
"291 Claremount Road, Halifax, HX3 6AW",64592291,26/04/2008,3700
"295 Claremount Road, Halifax, HX3 6AW",64592295,01/04/2013,3700
"299 Claremount Road, Halifax, HX3 6AW",64592299,01/04/2007,3550
"Claremount Road, Halifax, HX3 6AW",64592700,01/04/2007,2250
"277 Claremount Road, Halifax, HX3 6AP",64592703,01/04/2007,11250
"Clay House Mills, Clay House Lane, Greetland, Halifax             HX4 8AW",64596702,01/04/2007,9500
"Thrum Hall Works, Clay Pits Lane, Halifax, HX1 4QS",64600700,01/04/2010,8600
"Clevedon Place, Lee Mount, Halifax, HX3 5QA",64604701,01/04/2007,4250
"Clevedon Place, Lee Mount, Halifax, HX3 5QA",64604706,07/04/2011,7400
"44 Clough Lane, Mixenden, Halifax, HX2 8SW",64612046,01/02/2010,2275
"Sure Start Childrens Centre, Mobile Building 2, Clough Lane, Mixenden             HX2 8SH",64612708,01/04/2007,5200
"28 Clough Lane, Mixenden, Halifax, HX2 8SN",64612712,06/01/2009,2375
"1 Club Houses, Ovenden, Halifax, HX2 8AY",64624001,19/01/2013,1800
"The Gatehouse, Unit 22, Calderdale Business Park, Club Lane, Halifax              HX2 8AX",64628716,01/04/2010,1625
"Unit 10, Calderdale Business Park, Club Lane, Ovenden             HX2 8AX",64628717,01/09/2010,7700
"Unit 14D, Calderdale Business Park, Club Lane, Halifax              HX2 8AX",64628721,01/07/2009,1550
"Unit 14A, Calderdale Business Park, Club Lane, Halifax              HX2 8AX",64628731,01/01/2008,4950
"Unit 14E, Calderdale Business Park, Club Lane, Halifax              HX2 8AX",64628754,01/04/2007,7600
"Unit 6D, Calderdale Business Park, Club Lane, Halifax              HX2 8AX",64628763,01/09/2011,2325
"Unit 6F, Calderdale Business Park, Club Lane, Halifax              HX2 8AX",64628765,05/04/2011,2425
"Unit 6G, Calderdale Business Park, Club Lane, Halifax              HX2 8DB",64628766,21/02/2011,1950
"Unit 6C, Calderdale Business Park, Club Lane, Halifax              HX2 8AX",64628772,01/09/2010,2325
"Unit 6B, Calderdale Business Park, Club Lane, Halifax              HX2 8AX",64628774,11/11/2013,2375
"Unit 14C, Calderdale Business Park, Club Lane, Halifax              HX2 8AX",64628780,01/01/2011,1025
"Unit 8H, Calderdale Business Park, Club Lane, Halifax              HX2 8AX",64628798,01/09/2011,2750
"Unit 14F, Calderdale Business Park, Club Lane, Halifax              HX2 8AX",64628802,01/04/2007,4500
"Unit 4C, Calderdale Business Park, Club Lane, Halifax              HX2 8AX",64628803,01/03/2011,2800
"Unit 16G, Calderdale Business Park, Club Lane, Halifax              HX2 8AX",64628809,06/08/2012,6100
"Unit 7A, Calderdale Business Park, Club Lane, Halifax              HX2 8AX",64628810,01/01/2013,1450
"Unit 13A, Calderdale Business Park, Club Lane, Halifax              HX2 8AX",64628814,30/01/2012,1750
"Unit 6K, Calderdale Business Park, Club Lane, Ovenden",64628825,01/05/2010,1650
"Unit 16A, Calderdale Business Park, Club Lane, Halifax              HX2 8AX",64628833,07/01/2013,1175
"Unit 16, Calderdale Business Park, Club Lane, Halifax              HX2 8AX",64628834,29/10/2012,1200
"Unit 16B, Calderdale Business Park, Club Lane, Halifax              HX2 8AX",64628835,01/09/2011,1750
"Unit 10H, Calderdale Business Park, Club Lane, Halifax              HX2 8AX",64628845,10/09/2012,1450
"Unit 5, Calderdale Business Park, Club Lane, Halifax              HX2 8AX",64628851,08/10/2012,6100
"Unit 2, Calderdale Business Park, Club Lane, Halifax              HX2 8AX",64628855,02/05/2013,7900
"1 Co-Operative Buildings, Wheatley Road, Wheatley, Halifax             HX3 5LP",64632001,01/04/2007,4850
"Coal Lane, Ogden, Halifax, HX2 9PG",64640700,01/04/2008,5400
"The Delvers, Wainstalls, Halifax, HX2 7UA",64648701,01/02/2008,3600
"2 Coleridge Street, Halifax, HX1 2JF",64652002,04/11/2013,7700
"4 Coleridge Street, Halifax, HX1 2JF",64652004,01/04/2007,7000
"6 Coleridge Street, Halifax, HX1 2JF",64652006,01/04/2007,6700
"Caravan Site (No 1), Plane Trees Farm, Northowram, Halifax             HX3 7SA",64656703,01/04/2010,1000
"Lower Field Bottom Farm, Coley Road, Northowram, Halifax             HX3 7SA",64656706,01/04/2010,1975
"Garage, Lowerfield Bottom Farm, Coley Road, Halifax              HX3 7SA",64656708,01/04/2007,3400
"13 Commercial Street, Halifax, HX1 1HJ",64660013,01/05/2012,10750
"14 Commercial Street, Halifax, HX1 1TA",64660014,12/08/2012,8500
"16 Commercial Street, Halifax, HX1 1TA",64660016,01/04/2007,9100
"18 Commercial Street, Halifax, HX1 1TA",64660018,07/11/2013,10000
"49 Commercial Street, Halifax, HX1 1BE",64660049,01/04/2007,6000
"53 Commercial Street, Halifax, HX1 1BE",64660053,01/04/2007,7700
"55 Commercial Street, Halifax, HX1 1BE",64660055,29/07/2007,7500
"65 Commercial Street, Halifax, HX1 1BE",64660065,01/04/2007,8500
"68 Commercial Street, Halifax, HX1 2JE",64660068,01/04/2007,3050
"72 Commercial Street, Halifax, HX1 2JE",64660072,01/04/2007,3050
"1/9 Silver Street, Halifax, HX1 1HS",64660736,15/04/2008,8700
"51 Commercial Street, Halifax, HX1 1BE",64660740,11/09/2009,7200
"59 Commercial Street, Halifax, HX1 1BE",64660748,20/12/2013,9300
"1ST & 2ND Floor, 8 Commercial Street, Halifax, HX1 1TA",64660750,07/06/2013,2800
"2/4 Conway Street, Halifax, HX1 4DT",64662002,06/04/2011,1475
"3 Common Lane, Southowram, Halifax, HX3 9PA",64664003,01/04/2007,3450
"Cooper House, Cooper Lane, Shelf, Halifax              HX3 7RJ",64672702,01/07/2010,3300
"1 Copley Hall Street, Copley, Halifax, HX3 0UD",64676001,12/08/2008,3300
"Old Rishworthians Rufc, Copley Lane, Halifax, HX3 0UG",64680701,01/04/2007,7300
"60 Copley Lane, Copley, Halifax, HX3 0RD",64680703,05/10/2012,3900
"1A Copley Street, Halifax, HX3 0LD",64684701,03/08/2013,1700
"45 Cote Hill, Burnley Road, Halifax, HX2 7LZ",64692702,17/06/2011,3100
"45 Cote Hill, Burnley Road, Halifax, HX2 7LZ",64692703,17/06/2011,2650
"46 Cote Hill, Burnley Road, Halifax, HX2 7LZ",64692705,01/09/2012,2550
"4 Cow Green, Halifax, HX1 1JF",64700004,01/04/2007,4700
"10 Cow Green, Halifax, HX1 1JF",64700010,01/04/2007,4650
"18 Cow Green, Halifax, HX1 1HX",64700018,25/11/2010,5200
"20 Cow Green, Halifax, HX1 1HX",64700020,01/04/2007,5700
"22 Cow Green, Halifax, HX1 1HX",64700022,17/08/2012,5100
"Ground Floor, 6/8 Cow Green, Halifax, HX1 1JF",64700703,01/04/2012,6800
"Prospect Inn, 1 Cow Royd Place, Halifax, HX3 6JR",64708700,01/08/2013,3700
"Greystones, Wheatley, Halifax, HX2 8TX",64712700,01/04/2007,2900
"Adj 23 Rake Bank, Crag Lane, Wheatley, Halifax              HX2 8UA",64712701,01/04/2008,5400
"2 Cross Hills, Halifax, HX1 1XQ",64716002,01/08/2012,3150
"4 Cross Hills, Halifax, HX1 1XQ",64716004,21/10/2013,2350
"6 Cross Hills, Halifax, HX1 1XQ",64716006,01/11/2010,1500
"7 Cross Street West, Halifax, HX2 0HA",64732007,26/09/2010,3950
"9 Cross Street West, Halifax, HX2 0HA",64732009,01/04/2007,3950
"43 Crossley Hill, Halifax, HX3 0PL",64744043,01/04/2007,8900
"Garage 6, Crossley Hill, Halifax, HX3 0PL",64744702,01/04/2007,2500
"14 Crossley Street, Halifax, HX1 1UG",64748716,07/06/2011,2900
"30 Crown Street, Halifax, HX1 1TT",64756030,01/04/2007,6500
"32 Crown Street, Halifax, HX1 1TT",64756032,01/04/2007,7500
"43 Crown Street, Halifax, HX1 1JB",64756043,01/10/2013,4300
"45 Crown Street, Halifax, HX1 1JB",64756045,10/06/2013,6000
"52 Crown Street, Halifax, HX1 1JB",64756052,01/04/2011,6700
"55 Crown Street, Halifax, HX1 1JB",64756055,26/01/2008,6700
"Sportsman Hotel, 50 Crown Street, Halifax, HX1 1JB",64756709,29/01/2013,5000
"1st,2nd & 3rd Floors, 31/33 Crown Street, Halifax, HX1 1TT",64756722,01/04/2007,9000
"53 Crown Street, Halifax, HX1 1JB",64756740,01/04/2009,6900
"First Floor, 41A Crown Street, Halifax, HX1 1JB",64756744,18/12/2013,9100
"13/15 Daisy Street, Halifax, HX1 2TL",64764700,01/04/2007,1900
"Damask Street, Halifax, HX1 5SZ",64774700,01/04/2007,2400
"Office Suites D117 / D119, Dean Clough Mills, Halifax, HX3 5AX",64778780,01/04/2007,6200
"Office Suite D144, Dean Clough Mills, Halifax, HX3 5AX",64778782,05/03/2012,1350
"Office Suite E 244, Dean Clough Mills, Halifax, HX3 5AX",64778787,01/04/2007,8600
"Office Suite G 444, Dean Clough Mills, Halifax, HX3 5AX",64778796,29/10/2012,4100
"Office Suite E 002, Dean Clough, Halifax, HX3 5AX",64778804,28/01/2012,1575
"Office Suite D226, Dean Clough Mills, Halifax, HX3 5AX",64778813,01/08/2012,2500
"Holroyds Mill, Ground Floor West, Dean Clough Office Park, Halifax              HX3 6UN",64778821,14/01/2011,2850
"Office Suite E223, Dean Clough Mills, Halifax, HX3 5AX",64778823,07/10/2013,5900
"Office Suite E341, Dean Clough Office Park, Halifax, HX3 5AX",64778827,09/11/2013,2750
"Unit D1/A, Dean Clough Mills, Halifax, HX3 5AX",64784742,01/04/2007,6700
"Unit D31, D Mill, Dean Clough Industrial Park, Halifax              HX3 5AX",64784745,01/04/2007,2850
"Office Suite D005, Dean Clough Mills, Halifax, HX3 5AX",64784749,22/04/2013,7400
"Unit H3/C, H Block, Dean Clough Industrial Park, Halifax              HX3 5EX",64784785,01/04/2007,4500
"Unit T2, Dean Clough Industrial Park, Halifax, HX3 5WL",64784802,01/04/2009,5100
"Unit T2A, Dean Clough Mills, Halifax, HX3 5AX",64784824,01/04/2008,1425
"Office Suite L G 44, Dean Clough Mills, Halifax, HX3 5AX",64784832,01/04/2011,1700
"Unit GY/6, Dean Clough Office Park, Halifax, HX3 5AX",64784835,01/07/2011,1925
"Unit K3 Dean Clough, Halifax, HX3 5AX",64784840,21/12/2013,10000
"Office Suite E 132, Dean Clough Mills, Halifax, HX3 5AX",64784863,01/08/2011,2600
"Unit B1A, Dean Clough Industrial Park, Halifax, HX3 5AX",64784885,01/04/2009,3500
"Office Suite D143, Dean Clough Mills, Halifax, HX3 5AX",64784889,11/05/2009,4250
"Unit G420, Dean Clough Mills, Halifax, HX3 5AX",64784899,01/04/2010,7400
"Office Suite D238, Dean Clough Office Park, Halifax, HX3 5AX",64788705,01/04/2007,2275
"Office Suite D210, Dean Clough Office Park, Halifax, HX3 5AX",64788721,01/04/2007,6100
"Office Suite D 248, Dean Clough Office Park, Halifax, HX3 5AX",64788735,13/01/2014,1050
"Office Suite D254, Dean Clough Office Park, Halifax, HX3 5AX",64788736,01/09/2008,1500
"Office Suite D170, Dean Clough Office Park, Halifax, HX3 5AX",64788761,01/08/2012,1275
"Office Suite D 252, Dean Clough Mills, Halifax, HX3 5AX",64788798,04/04/2011,2100
"Unit BR3, Dean Clough Mills, Halifax, HX3 5AX",64788804,01/09/2012,3600
"Office Suite E 121, Dean Clough Mills, Halifax, HX3 5AX",64788809,01/09/2011,6700
"Office Suite D 23, Dean Clough Mills, Halifax, HX3 5AX",64788812,10/01/2014,2500
