Year,Ward code,Borough,Ward,Candidate rank,Name/Elected,Party,Votes,Elected
2010,00AGGU,Camden,St. Pancras And Somers Town,3,"Khatoon, Samata",Lab,"2,614",Elected
2010,00AGGU,Camden,St. Pancras And Somers Town,4,"Shaheed, Abdus",Lib Dem,"1,024",
2010,00AGGU,Camden,St. Pancras And Somers Town,5,"Hoefling, Dave",Lib Dem,"1,011",
2010,00AGGU,Camden,St. Pancras And Somers Town,6,"Carver, Frederic H.",Lib Dem,927,
2010,00AGGU,Camden,St. Pancras And Somers Town,7,"Bennett, Natalie L.",Green,738,
2010,00AGGU,Camden,St. Pancras And Somers Town,8,"Lester, Adam",Cons,721,
2010,00AGGU,Camden,St. Pancras And Somers Town,9,"Rice, Brian",Cons,701,
2010,00AGGU,Camden,St. Pancras And Somers Town,10,"Prince, Patsy",Cons,688,
2010,00AGGU,Camden,St. Pancras And Somers Town,11,"Mitford, Matty",Green,467,
2010,00AGGU,Camden,St. Pancras And Somers Town,12,"Symons, Cathryn J.",Green,422,
2010,00AGGW,Camden,Swiss Cottage,1,"Williams, Donovan W. StJ.",Cons,"2,179",Elected
2010,00AGGW,Camden,Swiss Cottage,2,"Freeman, Roger",Cons,"2,161",Elected
2010,00AGGW,Camden,Swiss Cottage,3,"Marshall, Andrew",Cons,"2,145",Elected
2010,00AGGW,Camden,Swiss Cottage,4,"Horton, Nick",Lib Dem,"1,586",
2010,00AGGW,Camden,Swiss Cottage,5,"Bligh, Katharine",Lab,"1,488",
2010,00AGGW,Camden,Swiss Cottage,6,"Koutsoumbos, Tony",Lib Dem,"1,411",
2010,00AGGW,Camden,Swiss Cottage,7,"Cubbin, Flo",Lib Dem,"1,389",
2010,00AGGW,Camden,Swiss Cottage,8,"Baston, Lewis",Lab,"1,196",
2010,00AGGW,Camden,Swiss Cottage,9,"Purcell, Kathryn",Lab,"1,139",
2010,00AGGW,Camden,Swiss Cottage,10,"Cottle, Stephen C.",Green,384,
2010,00AGGW,Camden,Swiss Cottage,11,"Watkins, Morgan",Green,367,
2010,00AGGW,Camden,Swiss Cottage,12,"Wheatley, Alan",Green,273,
2010,00AGGW,Camden,Swiss Cottage,13,"Nielsen, Magnus",UKIP,139,
2010,00AGGX,Camden,West Hampstead,1,"Bryant, John W.",Lib Dem,"2,061",Elected
2010,00AGGX,Camden,West Hampstead,2,"Moffitt, Keith",Lib Dem,"2,014",Elected
2010,00AGGX,Camden,West Hampstead,3,"Risso-Gill, Gillian",Lib Dem,"1,688",Elected
2010,00AGGX,Camden,West Hampstead,4,"Berridge, Virginia S.",Lab,"1,611",
2010,00AGGX,Camden,West Hampstead,5,"Ratner, Paul",Cons,"1,521",
2010,00AGGX,Camden,West Hampstead,6,"Church, Paul",Cons,"1,445",
2010,00AGGX,Camden,West Hampstead,7,"Thomas, Carol",Lab,"1,292",
2010,00AGGX,Camden,West Hampstead,8,"Telyatnikov, Boris",Cons,"1,276",
2010,00AGGX,Camden,West Hampstead,9,"Seaman, Miles",Lab,"1,258",
2010,00AGGX,Camden,West Hampstead,10,"Davidson, Tobias G.",Green,499,
2010,00AGGX,Camden,West Hampstead,11,"Graham, Roderick",Green,417,
2010,00AGGX,Camden,West Hampstead,12,"Taylor, Stuart T.",Green,355,
2010,00AHGE,Croydon,Addiscombe,1,"Fitizsimons, Sean",Lab,"2,839",Elected
2010,00AHGE,Croydon,Addiscombe,2,"Watson, Mark",Lab,"2,683",Elected
2010,00AHGE,Croydon,Addiscombe,3,"Hay-Justice, Patricia",Lab,"2,497",Elected
2010,00AHGE,Croydon,Addiscombe,4,"Garcia, Maria",Cons,"2,445",
2010,00AHGE,Croydon,Addiscombe,5,"Price, Andrew R.",Cons,"2,171",
2010,00AHGE,Croydon,Addiscombe,6,"King, Robert",Cons,"2,076",
2010,00AHGE,Croydon,Addiscombe,7,"Adams, Chris",Lib Dem,"1,569",
2010,00AHGE,Croydon,Addiscombe,8,"Howard-Jones, Tomas",Lib Dem,"1,400",
2010,00AHGE,Croydon,Addiscombe,9,"Sorensen, Ejnar",Lib Dem,"1,195",
2010,00AHGE,Croydon,Addiscombe,10,"Hague, Tracey J.",Green,432,
2010,00AHGE,Croydon,Addiscombe,11,"Petro, David G.",Green,353,
2010,00AHGE,Croydon,Addiscombe,12,"Post, Martyn",Green,352,
2010,00AHGE,Croydon,Addiscombe,13,"Staveley, Peter",UKIP,296,
2010,00AHGF,Croydon,Ashburton,1,"Arram, Edwin S.",Cons,"3,175",Elected
2010,00AHGF,Croydon,Ashburton,2,"Slipper, Avril E.M.",Cons,"2,974",Elected
2010,00AHGF,Croydon,Ashburton,3,"Kellett, Adam",Cons,"2,866",Elected
2010,00AHGF,Croydon,Ashburton,4,"Justice, Mark",Lab,"2,234",
2010,00AHGF,Croydon,Ashburton,5,"Goulder, Madelaine R.",Lab,"2,206",
2010,00AHGF,Croydon,Ashburton,6,"Barzinji, Shorish",Lab,"1,979",
2010,00AHGF,Croydon,Ashburton,7,"Ladanyi, Peter S.",Lib Dem,"1,290",
2010,00AHGF,Croydon,Ashburton,8,"Golberg, Bernice C.",Green,647,
2010,00AHGF,Croydon,Ashburton,9,"Aina, David M.",UKIP,557,
2010,00AHGF,Croydon,Ashburton,10,"Martin, Tony L.",BNP,419,
2010,00AHGF,Croydon,Ashburton,11,"Fernandes-Bonnar, Tim",Green,407,
2010,00AHGF,Croydon,Ashburton,12,"Petro, Sergio M.",Green,385,
2010,00AHGG,Croydon,Bensham Manor,1,"Gray, Donna",Lab,"3,872",Elected
2010,00AHGG,Croydon,Bensham Manor,2,"Butler, Alison",Lab,"3,781",Elected
2010,00AHGG,Croydon,Bensham Manor,3,"Rajendran, Nanoo",Lab,"3,480",Elected
2010,00AHGG,Croydon,Bensham Manor,4,"Sohoye, Greta",Cons,"1,314",
2010,00AHGG,Croydon,Bensham Manor,5,"Khan, Shasha",Green,"1,194",
2010,00AHGG,Croydon,Bensham Manor,6,"Roberts, Emerson E.",Lib Dem,"1,142",
2010,00AHGG,Croydon,Bensham Manor,7,"Talukdar, Abdul M.",Cons,982,
2010,00AHGG,Croydon,Bensham Manor,8,"Walji, Kazim",Cons,950,
2010,00AHGG,Croydon,Bensham Manor,9,"Small, Jade M.E.",Green,791,
2010,00AHGG,Croydon,Bensham Manor,10,"Sciberras, Christopher A.",Green,603,
2010,00AHGH,Croydon,Broad Green,1,"Collins, Stuart",Lab,"3,707",Elected
2010,00AHGH,Croydon,Broad Green,2,"Selvanayagam, Suppiah P.",Lab,"3,451",Elected
2010,00AHGH,Croydon,Broad Green,3,"Shahul-Hameed, Manju",Lab,"3,056",Elected
2010,00AHGH,Croydon,Broad Green,4,"Alleyne, Lance A.",Cons,"1,661",
2010,00AHGH,Croydon,Broad Green,5,"Emmanuel, Fabion",Cons,"1,521",
2010,00AHGH,Croydon,Broad Green,6,"Davis, Sarah M.K.",Cons,"1,390",
2010,00AHGH,Croydon,Broad Green,7,"Curran, Simon P.",Lib Dem,"1,169",
2010,00AHGH,Croydon,Broad Green,8,"Choda, Kiran D. K. C.",Green,378,
2010,00AHGH,Croydon,Broad Green,9,"Samuel, Rebecca A.",Green,366,
2010,00AHGH,Croydon,Broad Green,10,"Patel, Jay",Green,355,
2010,00AHGH,Croydon,Broad Green,11,"Latham, Peter A. G.",CPB,116,
2010,00AHGJ,Croydon,Coulsdon East,1,"Wright, Christopher",Cons,"3,609",Elected
2010,00AHGJ,Croydon,Coulsdon East,2,"Cromie, Justin W.",Cons,"3,431",Elected
2010,00AHGJ,Croydon,Coulsdon East,3,"Lenton, Theresa R.",Cons,"3,347",Elected
2010,00AHGJ,Croydon,Coulsdon East,4,"Atkins, Ian R.",Lib Dem,"2,164",
2010,00AHGJ,Croydon,Coulsdon East,5,"George, Ken",Lib Dem,"1,851",
2010,00AHGJ,Croydon,Coulsdon East,6,"Blake, Andy",Lib Dem,"1,735",
2010,00AHGJ,Croydon,Coulsdon East,7,"Dennis, Adrian S.",Lab,775,
2010,00AHGJ,Croydon,Coulsdon East,8,"O`Donnell, Moira",Lab,696,
2010,00AHGJ,Croydon,Coulsdon East,9,"Goonetilleke, Rae F.E.",Lab,649,
2010,00AHGJ,Croydon,Coulsdon East,10,"Simpson, George A.",UKIP,460,
2010,00AHGJ,Croydon,Coulsdon East,11,"Bullimore, Ernest J.",Green,349,
2010,00AHGJ,Croydon,Coulsdon East,12,"Mccammon, Marie P.",BNP,312,
2010,00AHGJ,Croydon,Coulsdon East,13,"Ginn, Jay",Green,267,
2010,00AHGJ,Croydon,Coulsdon East,14,"Walsh, Brendan M.",Green,184,
2010,00AHGK,Croydon,Coulsdon West,1,"Osland, David J.",Cons,"3,656",Elected
2010,00AHGK,Croydon,Coulsdon West,2,"Parker, Ian J.",Cons,"3,473",Elected
2010,00AHGK,Croydon,Coulsdon West,3,"Bains, Jeet",Cons,"3,421",Elected
2010,00AHGK,Croydon,Coulsdon West,4,"Bristow, Avril S.",Lib Dem,"1,608",
2010,00AHGK,Croydon,Coulsdon West,5,"Callen, Jean A.",Lib Dem,"1,465",
2010,00AHGK,Croydon,Coulsdon West,6,"King, Charles",Lab,"1,268",
2010,00AHGK,Croydon,Coulsdon West,7,"Glaister, Brian R.",Lib Dem,"1,255",
2010,00AHGK,Croydon,Coulsdon West,8,"Rowland, Ronald E.",Lab,"1,107",
2010,00AHGK,Croydon,Coulsdon West,9,"Ward, Sarah L.",Lab,"1,073",
2010,00AHGK,Croydon,Coulsdon West,10,"Parsons, Jo",UKIP,492,
2010,00AHGK,Croydon,Coulsdon West,11,"Denley, Mark E.",Green,380,
2010,00AHGK,Croydon,Coulsdon West,12,"Parsons, Sue",Green,326,
2010,00AHGK,Croydon,Coulsdon West,13,"Smith, Nick",Green,308,
2010,00AHGL,Croydon,Croham,1,"Gatland, Maria R.",Cons,"3,389",Elected
2010,00AHGL,Croydon,Croham,2,"Neal, Michael A.",Cons,"3,070",Elected
2010,00AHGL,Croydon,Croham,3,"Perry, Jason S.",Cons,"2,804",Elected
2010,00AHGL,Croydon,Croham,4,"Allen, Natalie",Lab,"1,806",
2010,00AHGL,Croydon,Croham,5,"Jefkins, John M.",Lib Dem,"1,795",
2010,00AHGL,Croydon,Croham,6,"Camden, Martin J.A.",Lib Dem,"1,778",
2010,00AHGL,Croydon,Croham,7,"Rix, Simon",Lib Dem,"1,758",
2010,00AHGL,Croydon,Croham,8,"Angus, Richard",Lab,"1,512",
2010,00AHGL,Croydon,Croham,9,"Bonner, Adam",Lab,"1,343",
2010,00AHGL,Croydon,Croham,10,"Harris, Stephen",Green,538,
2010,00AHGL,Croydon,Croham,11,"Passmore, Muriel L.",Green,507,
2010,00AHGL,Croydon,Croham,12,"Bailey, John",UKIP,444,
2010,00AHGL,Croydon,Croham,13,"Richards, Marc",Green,433,
2010,00AHGL,Croydon,Croham,14,"Samuel, Mark R.L.",PCF,218,
2010,00AHGM,Croydon,Fairfield,1,"Fitze, David",Cons,"2,751",Elected
2010,00AHGM,Croydon,Fairfield,2,"Mohan, Vidhyacharan R.",Cons,"2,589",Elected
2010,00AHGM,Croydon,Fairfield,3,"Winborn, Susan",Cons,"2,555",Elected
2010,00AHGM,Croydon,Fairfield,4,"Elliott, Rob",Lab,"1,882",
2010,00AHGM,Croydon,Fairfield,5,"O`Donnell, Dominic",Lab,"1,806",
2010,00AHGM,Croydon,Fairfield,6,"Horah, Peter",Lab,"1,749",
2010,00AHGM,Croydon,Fairfield,7,"Barron, Philip H.",Lib Dem,"1,344",
2010,00AHGM,Croydon,Fairfield,8,"Menezes, Maria L.",Lib Dem,"1,170",
2010,00AHGM,Croydon,Fairfield,9,"Mohiuddin, Arif",Lib Dem,894,
2010,00AHGM,Croydon,Fairfield,10,"Sutton, Esther M.",Green,441,
2010,00AHGM,Croydon,Fairfield,11,"Audibert, Justin G.A.",Green,420,
2010,00AHGM,Croydon,Fairfield,12,"Norman, Audrey",UKIP,372,
2010,00AHGM,Croydon,Fairfield,13,"Wedge, Patrick",Green,312,
2010,00AHGM,Croydon,Fairfield,14,"Cartwright, John S.",MRL,181,
2010,00AHGN,Croydon,Fieldway,1,"Hall, Simon",Lab,"1,812",Elected
2010,00AHGN,Croydon,Fieldway,2,"Bonner, Carole",Lab,"1,776",Elected
2010,00AHGN,Croydon,Fieldway,3,"Laville, Jayne K.",Cons,"1,085",
2010,00AHGN,Croydon,Fieldway,4,"Pearson, Maria P.",Cons,924,
2010,00AHGN,Croydon,Fieldway,5,"Clarke, John J.",BNP,583,
2010,00AHGN,Croydon,Fieldway,6,"Dering, Stephen",Lib Dem,453,
2010,00AHGN,Croydon,Fieldway,7,"Savage, Rowena L.",BNP,400,
2010,00AHGN,Croydon,Fieldway,8,"Gale, Eileen D.",Green,114,
2010,00AHGN,Croydon,Fieldway,9,"Holloway, Mick",Green,101,
2010,00AHGP,Croydon,Heathfield,1,"Mead, Margaret V.",Cons,"3,963",Elected
2010,00AHGP,Croydon,Heathfield,2,"Cummings, Jason J.",Cons,"3,912",Elected
2010,00AHGP,Croydon,Heathfield,3,"Pollard, Helen S.",Cons,"3,672",Elected
2010,00AHGP,Croydon,Heathfield,4,"Barnett, Roger",Lib Dem,"1,582",
2010,00AHGP,Croydon,Heathfield,5,"Sherlock, Angie",Lab,"1,550",
2010,00AHGP,Croydon,Heathfield,6,"Shahul-Hameed, Raffi",Lab,"1,196",
2010,00AHGP,Croydon,Heathfield,7,"Yusoof, Femi",Lab,"1,071",
2010,00AHGP,Croydon,Heathfield,8,"Brunton, Emily J.",Green,538,
2010,00AHGP,Croydon,Heathfield,9,"Clarke, Dave",BNP,518,
2010,00AHGP,Croydon,Heathfield,10,"Sciberras, Matteo J.",Green,397,
2010,00AHGP,Croydon,Heathfield,11,"Watson, Tim",Green,392,
2010,00AHGP,Croydon,Heathfield,12,"Taylor, Edward",Ind,374,
2010,00AHGQ,Croydon,Kenley,1,"Buttinger, Janice A.",Cons,"4,170",Elected
2010,00AHGQ,Croydon,Kenley,2,"O`Connell, Stephen J.",Cons,"3,980",Elected
2010,00AHGQ,Croydon,Kenley,3,"Hollands, Steven L.V.",Cons,"3,914",Elected
2010,00AHGQ,Croydon,Kenley,4,"Catto, Angela M.",Lib Dem,"1,699",
2010,00AHGQ,Croydon,Kenley,5,"Knight, James P.",Lib Dem,"1,510",
2010,00AHGQ,Croydon,Kenley,6,"Jefkins, Heather J.",Lib Dem,"1,289",
2010,00AHGQ,Croydon,Kenley,7,"Doughty, Laura",Lab,"1,230",
2010,00AHGQ,Croydon,Kenley,8,"Kennedy, Ann",Lab,"1,053",
2010,00AHGQ,Croydon,Kenley,9,"Kabir, Mistaun",Lab,924,
2010,00AHGQ,Croydon,Kenley,10,"Dixon, Ian E.",Green,582,
2010,00AHGQ,Croydon,Kenley,11,"Dixon-King, Anneka",Green,512,
2010,00AHGQ,Croydon,Kenley,12,"Voûte, Tom",Green,365,
2010,00AHGR,Croydon,New Addington,1,"Pearson, Tony",Cons,"1,399",Elected
2010,00AHGR,Croydon,New Addington,2,"Ayres, George",Lab,"1,390",Elected
2010,00AHGR,Croydon,New Addington,3,"Hughes, Robert D.",Cons,"1,310",
2010,00AHGR,Croydon,New Addington,4,"Campbell, Amanda",Lab,"1,306",
2010,00AHGR,Croydon,New Addington,5,"Le May, Cliff",BNP,691,
2010,00AHGR,Croydon,New Addington,6,"Offer, Stephanie C.E.H.",Lib Dem,566,
2010,00AHGR,Croydon,New Addington,7,"Treanor, Donna M.",BNP,496,
2010,00AHGR,Croydon,New Addington,8,"Clugston, Jim",Green,317,
2010,00AHGR,Croydon,New Addington,9,"Cousins, Martin",Green,174,
2010,00AHGS,Croydon,Norbury,1,"Chowdhury, Sherwan",Lab,"3,666",Elected
2010,00AHGS,Croydon,Norbury,2,"Khan, Shafi",Lab,"3,586",Elected
2010,00AHGS,Croydon,Norbury,3,"Mansell, Maggie",Lab,"3,551",Elected
2010,00AHGS,Croydon,Norbury,4,"Mogul, Mike",Cons,"2,315",
2010,00AHGS,Croydon,Norbury,5,"Ross Gower, Walter S.L.",Cons,"2,061",
2010,00AHGS,Croydon,Norbury,6,"Quintyn, Sherman A.",Cons,"1,974",
2010,00AHGS,Croydon,Norbury,7,"Aselford, Rosemary G.",Lib Dem,"1,480",
2010,00AHGS,Croydon,Norbury,8,"De Zoysa, Elizabeth A.",Green,558,
2010,00AHGS,Croydon,Norbury,9,"Holland, Simon R.",Green,459,
2010,00AHGS,Croydon,Norbury,10,"Szczelkun, Stefan",Green,259,
2010,00AHGT,Croydon,Purley,1,"Bass, Graham J.",Cons,"3,573",Elected
2010,00AHGT,Croydon,Purley,2,"Speakman, Donald S.",Cons,"3,328",Elected
2010,00AHGT,Croydon,Purley,3,"Quadir, Badsha",Cons,"3,074",Elected
2010,00AHGT,Croydon,Purley,4,"Burnett, Gordon E.",Lib Dem,"1,495",
2010,00AHGT,Croydon,Purley,5,"Burnett, Margaret L.",Lib Dem,"1,495",
2010,00AHGT,Croydon,Purley,6,"Alexander, Philip A.",Lab,"1,488",
2010,00AHGT,Croydon,Purley,7,"Abdey, Olive J.",Lib Dem,"1,462",
2010,00AHGT,Croydon,Purley,8,"Coombs, Abigail",Lab,"1,170",
2010,00AHGT,Croydon,Purley,9,"Khan, Qaiyum",Lab,"1,126",
2010,00AHGT,Croydon,Purley,10,"Garner, Kathleen",UKIP,506,
2010,00AHGT,Croydon,Purley,11,"Martin, Anne",Green,466,
2010,00AHGT,Croydon,Purley,12,"Desorgher, Simon J.",Green,391,
2010,00AHGT,Croydon,Purley,13,"Bokhari, Harris",Green,372,
2010,00AHGU,Croydon,Sanderstead,1,"Hale, Lynne C.",Cons,"4,491",Elected
2010,00AHGU,Croydon,Sanderstead,2,"Hopley, Yvette R.",Cons,"4,301",Elected
2010,00AHGU,Croydon,Sanderstead,3,"Pollard, Timothy S.",Cons,"3,911",Elected
2010,00AHGU,Croydon,Sanderstead,4,"Howard, Anne",Lib Dem,"1,314",
2010,00AHGU,Croydon,Sanderstead,5,"Keynes, Toby W.",Lib Dem,"1,281",
2010,00AHGU,Croydon,Sanderstead,6,"Macnamara, John-Paul",Lib Dem,"1,067",
2010,00AHGU,Croydon,Sanderstead,7,"Conway, Maggie",Lab,928,
2010,00AHGU,Croydon,Sanderstead,8,"Ackland, Richard G.",Lab,926,
2010,00AHGU,Croydon,Sanderstead,9,"Furze, James N.",Green,912,
2010,00AHGU,Croydon,Sanderstead,10,"Pandita, Suren",Lab,807,
2010,00AHGU,Croydon,Sanderstead,11,"Lambert, Linda",Green,488,
2010,00AHGU,Croydon,Sanderstead,12,"Pettener, David J.",Green,277,
2010,00AHGW,Croydon,Selhurst,1,"Godfrey, Timothy",Lab,"3,355",Elected
2010,00AHGW,Croydon,Selhurst,2,"Ryan, Micheal G.",Lab,"3,353",Elected
2010,00AHGW,Croydon,Selhurst,3,"Letts, Toni E.",Lab,"3,324",Elected
2010,00AHGW,Croydon,Selhurst,4,"Creatura, Mario",Cons,"1,407",
2010,00AHGW,Croydon,Selhurst,5,"Taylor, Roger C.",Cons,"1,286",
2010,00AHGW,Croydon,Selhurst,6,"Hing, Daniel J.",Cons,"1,240",
2010,00AHGW,Croydon,Selhurst,7,"Rahman, Faisal",Lib Dem,"1,150",
2010,00AHGW,Croydon,Selhurst,8,"Braid-Pittordou, Megan E. A.",Green,516,
2010,00AHGW,Croydon,Selhurst,9,"Benzler, Meike M.",Green,515,
2010,00AHGW,Croydon,Selhurst,10,"Stevens, Michael",Green,515,
2010,00AHGW,Croydon,Selhurst,11,"Eden, John",CPB,93,
2010,00AHGX,Croydon,Selsdon And Ballards,1,"Bashford, Sara J.",Cons,"4,487",Elected
2010,00AHGX,Croydon,Selsdon And Ballards,2,"Mead, Dudley S.",Cons,"4,153",Elected
2010,00AHGX,Croydon,Selsdon And Ballards,3,"Thomas, Philip J.",Cons,"3,860",Elected
2010,00AHGX,Croydon,Selsdon And Ballards,4,"Bishopp, Michael T.A.",Lib Dem,"1,573",
2010,00AHGX,Croydon,Selsdon And Ballards,5,"George, Jill S.",Lib Dem,"1,424",
2010,00AHGX,Croydon,Selsdon And Ballards,6,"Muller, Carl P.",Lib Dem,"1,193",
2010,00AHGX,Croydon,Selsdon And Ballards,7,"Aselford, Stephen",Lab,992,
2010,00AHGX,Croydon,Selsdon And Ballards,8,"Green, Simon",Lab,907,
2010,00AHGX,Croydon,Selsdon And Ballards,9,"Szpera, Louise F.",Lab,739,
2010,00AHGX,Croydon,Selsdon And Ballards,10,"Skinner, Mark K.",BNP,399,
2010,00AHGX,Croydon,Selsdon And Ballards,11,"Neill, Cassie",Green,314,
2010,00AHGX,Croydon,Selsdon And Ballards,12,"James, Jane E.",Green,299,
2010,00AHGX,Croydon,Selsdon And Ballards,13,"Ross, Gordon H.",Green,216,
2010,00AHGY,Croydon,Shirley,1,"Marshall, Janet",Cons,"3,765",Elected
2010,00AHGY,Croydon,Shirley,2,"Chatterjee, Richard R.",Cons,"3,744",Elected
2010,00AHGY,Croydon,Shirley,3,"Fisher, Michael D.",Cons,"3,718",Elected
2010,00AHGY,Croydon,Shirley,4,"Lewis, Oliver",Lab,"1,768",
2010,00AHGY,Croydon,Shirley,5,"Reekie, Steven",Lab,"1,681",
2010,00AHGY,Croydon,Shirley,6,"Findell, Lee",Lab,"1,673",
2010,00AHGY,Croydon,Shirley,7,"Cleary, Stephen A.",Lib Dem,"1,200",
2010,00AHGY,Croydon,Shirley,8,"Nicodemi-Ehikioya, Marzia A.",Ind,883,
2010,00AHGY,Croydon,Shirley,9,"Bebington, Liz",Green,659,
2010,00AHGY,Croydon,Shirley,10,"Bebington, Andy",Green,575,
2010,00AHGY,Croydon,Shirley,11,"Pescud, Sylvia",UKIP,483,
2010,00AHGY,Croydon,Shirley,12,"Lewis, Charlotte",BNP,441,
2010,00AHGY,Croydon,Shirley,13,"Makoff, Judith R.",Green,335,
2010,00AHGZ,Croydon,South Norwood,1,"Bee, Kathy",Lab,"3,365",Elected
2010,00AHGZ,Croydon,South Norwood,2,"Avis, Jane",Lab,"3,338",Elected
2010,00AHGZ,Croydon,South Norwood,3,"Lawlor, Wayne",Lab,"2,942",Elected
2010,00AHGZ,Croydon,South Norwood,4,"Bennett, Sue",Cons,"1,928",
2010,00AHGZ,Croydon,South Norwood,5,"Hough, Richard A.",Cons,"1,603",
2010,00AHGZ,Croydon,South Norwood,6,"Clancy, Luke S.",Cons,"1,585",
2010,00AHGZ,Croydon,South Norwood,7,"Boyle, David C.",Lib Dem,"1,282",
2010,00AHGZ,Croydon,South Norwood,8,"Corbin, Joanna C.",Lib Dem,"1,232",
2010,00AHGZ,Croydon,South Norwood,9,"Ackon, Suzanne H.",Green,791,
2010,00AHGZ,Croydon,South Norwood,10,"Hutley, Jane P.",Green,400,
2010,00AHGZ,Croydon,South Norwood,11,"Fernandes-Bonnar, Ivonne E.",Green,371,
2010,00AHGZ,Croydon,South Norwood,12,"Serter, Jonathan N.",UKIP,295,
2010,00AHHA,Croydon,Thornton Heath,1,"Clouder, Pat",Lab,"2,596",Elected
2010,00AHHA,Croydon,Thornton Heath,2,"Woodley, Louisa",Lab,"2,444",Elected
2010,00AHHA,Croydon,Thornton Heath,3,"Kyremeh, Matthew",Lab,"2,388",Elected
2010,00AHHA,Croydon,Thornton Heath,4,"Engineer, Shiraz",Lib Dem,"1,499",
2010,00AHHA,Croydon,Thornton Heath,5,"Khan, Akram",Cons,"1,469",
2010,00AHHA,Croydon,Thornton Heath,6,"O`Connell, Michele",Cons,"1,405",
2010,00AHHA,Croydon,Thornton Heath,7,"Qureshi, Sohail",Cons,"1,147",
2010,00AHHA,Croydon,Thornton Heath,8,"Obiri-Darko, Esther",Green,773,
2010,00AHHA,Croydon,Thornton Heath,9,"Anderson, Bonnie J.",CPA,733,
2010,00AHHA,Croydon,Thornton Heath,10,"Wade, Julie",Green,707,
2010,00AHHA,Croydon,Thornton Heath,11,"Patel, Nisha",Green,694,
2010,00AHHA,Croydon,Thornton Heath,12,"Blades, Darren",CPA,664,
2010,00AHHB,Croydon,Upper Norwood,1,"Ryan, Pat",Lab,"3,657",Elected
2010,00AHHB,Croydon,Upper Norwood,2,"Flemming, Alisa",Lab,"3,440",Elected
2010,00AHHB,Croydon,Upper Norwood,3,"Wentworth, John",Lab,"3,046",Elected
2010,00AHHB,Croydon,Upper Norwood,4,"Askey, Robert M.",Cons,"2,070",
2010,00AHHB,Croydon,Upper Norwood,5,"Hutchens, Gloria J.",Cons,"1,716",
2010,00AHHB,Croydon,Upper Norwood,6,"Gunter, Tirena H.",Cons,"1,661",
2010,00AHHB,Croydon,Upper Norwood,7,"Axford, Graham J.",Lib Dem,"1,484",
2010,00AHHB,Croydon,Upper Norwood,8,"Jones, Graham R.G.",Green,691,
2010,00AHHB,Croydon,Upper Norwood,9,"O`Sullivan, Michael J.",Green,681,
2010,00AHHB,Croydon,Upper Norwood,10,"Vine, Nicholas D.",Green,367,
2010,00AHHB,Croydon,Upper Norwood,11,"Tyndall, Joan F.",UKIP,326,
2010,00AHHC,Croydon,Waddon,1,"Harris, Anthony",Cons,"2,656",Elected
2010,00AHHC,Croydon,Waddon,2,"Hilley, Clare V.",Cons,"2,627",Elected
2010,00AHHC,Croydon,Waddon,3,"Hoar, Simon J.",Cons,"2,423",Elected
2010,00AHHC,Croydon,Waddon,4,"Ali, Hamida",Lab,"2,078",
2010,00AHHC,Croydon,Waddon,5,"Prince, Joy",Lab,"2,047",
2010,00AHHC,Croydon,Waddon,6,"Christison, Dave",Lab,"1,927",
2010,00AHHC,Croydon,Waddon,7,"Gauge, Geoffrey V.",Lib Dem,"1,332",
2010,00AHHC,Croydon,Waddon,8,"Katchis, Nicholas L.",Lib Dem,"1,285",
2010,00AHHC,Croydon,Waddon,9,"Roquette, Suzanne",Lib Dem,"1,152",
2010,00AHHC,Croydon,Waddon,10,"Davey, Mary J.",Green,539,
2010,00AHHC,Croydon,Waddon,11,"Onions, Grace",Green,501,
2010,00AHHC,Croydon,Waddon,12,"Bishop-Weston, Tony",Green,493,
2010,00AHHD,Croydon,West Thornton,1,"Smith, Paul",Lab,"3,736",Elected
2010,00AHHD,Croydon,West Thornton,2,"Khan, Bernadette",Lab,"3,694",Elected
2010,00AHHD,Croydon,West Thornton,3,"Kabir, Humayun",Lab,"3,658",Elected
2010,00AHHD,Croydon,West Thornton,4,"Brew, Simon",Cons,"1,611",
2010,00AHHD,Croydon,West Thornton,5,"Purcell, Jacqueline",Cons,"1,486",
2010,00AHHD,Croydon,West Thornton,6,"Jeyadeva, Selva",Cons,"1,418",
2010,00AHHD,Croydon,West Thornton,7,"Njomo, Lucy N.",Lib Dem,958,
2010,00AHHD,Croydon,West Thornton,8,"Beall, David T.",Green,620,
2010,00AHHD,Croydon,West Thornton,9,"Datta, Kiran J.",Green,392,
2010,00AHHD,Croydon,West Thornton,10,"Buttigieg, Barry",Green,345,
2010,00AHHD,Croydon,West Thornton,11,"Stevenson, Ben",CPB,80,
2010,00AHHE,Croydon,Woodside,1,"Jewitt, Karen",Lab,"3,451",Elected
2010,00AHHE,Croydon,Woodside,2,"Newman, Anthony J.",Lab,"3,447",Elected
2010,00AHHE,Croydon,Woodside,3,"Scott, Paul W.",Lab,"3,207",Elected
2010,00AHHE,Croydon,Woodside,4,"Johnson, Mark",Cons,"1,949",
2010,00AHHE,Croydon,Woodside,5,"Adon-Wint, Mervyn D.",Cons,"1,913",
2010,00AHHE,Croydon,Woodside,6,"O`Dwyer, Michael J.",Cons,"1,716",
2010,00AHHE,Croydon,Woodside,7,"Carden, Kirsty",Lib Dem,"1,136",
2010,00AHHE,Croydon,Woodside,8,"Gauge, Zachary D.",Lib Dem,894,
