Reference Number,Titile of Agreement,Department Responsible,Description of Goods and/or Services,Supplier,Total Contract Value,Start Date,End Date,End Date (including extension),Review Date,Award Method,SME?
5000005888,IBM IT-Software,Children's Service,Software for statistical analysis,IBM United Kingdom,"£25,000.00",01/10/2013,30/09/2016,,30/12/2015,ITT,N/A
5000005936,Independent Social Work,Children's Service,Independent Social Work,Linda Musk,"£12,000.00",01/10/2013,01/01/2015,,01/04/2014,Quote,N/A
5000005961,Independent Social Work,Children's Service,Independent Social Work,Liz Aston,"£12,000.00",01/10/2013,01/01/2015,,01/04/2014,Quote,N/A
5000005962,Independent Social Work,Children's Service,Independent Social Work,Tracy Bowen,"£12,000.00",01/10/2013,01/01/2015,,01/04/2014,Quote,N/A
5000006000,Talk With us SEN,Children's Service,Talk With us SEN,Talk with Us (Naomi Nissim),"£55,000.00",01/10/2013,31/03/2015,,30/06/2014,Quote,N/A
5000006119,Therapy for barnet SEN,Children's Service,"No Spend against this contract as of yet,  however,A Contract is still being out in place regardless of the PO sufficing as a contract.",The Hope Charity,"£25,000.00",01/10/2013,31/03/2015,,30/06/2014,Quote,N/A
5000005902,Tribal Consultancy Pack (CS),Children's Service,Tribal Consultancy Pack (CS),Tribal Education Ltd,"£15,000.00",01/10/2013,31/12/2014,,31/03/2014,Quote,N/A
5000006310,SEN Therapy,Children's Service,SEN,Whittington Hospital NHS Trust,"£40,500.00",01/10/2013,31/03/2015,,30/06/2014,Quote,N/A
5000006207,Home Care Service Contract (Allied Healthcare),Children's Service,Home Care Service Contract (Allied Healthcare),Allied Healthcare,"£600,000.00",01/10/2013,30/09/2016,,30/12/2015,Quote,N/A
5000006208,Home Care Service Contract,Children's Service,Home Care Service Contract,Core Assets,"£600,000.00",01/10/2013,30/09/2016,,30/12/2015,Quote,N/A
5000006209,Home Care Service Contract (Dynamic People),Children's Service,Home Care Service Contract (Dynamic People),Dynamic People,"£600,000.00",01/10/2013,30/09/2016,,30/12/2015,Quote,N/A
5000006121,Garden Suburb Photo Array (CSG),CSG,Garden Suburb Photo Array (CSG),Beco Ltd t/a Beco Energy Solutions,"£12,389.38",01/10/2013,30/04/2014,,30/07/2013,ITT,N/A
5000006354,London Highways Alliance Contract,Re,LoHAC,CONWAY AECOM,"£100,000,000.00",01/10/2013,31/03/2021,,30/06/2020,ITT,N/A
5000004610,Supply of Transport Diesel,Street Scene,Supply of transport diesel,Harvest Energy Ltd,"£4,883,760.00",01/10/2013,30/09/2015,,30/12/2014,ITT,N/A
5000005931,Gas Fuel Oil Contract,Street Scene,Gas Fuel Oil Contract,Birlem Ltd,"£688,224.00",01/10/2013,30/09/2015,,30/12/2014,ITT,N/A
5000006152,Next business to business,Adults and Communities,Next business to business,Next Business to Business,"£10,000.00",02/10/2013,02/10/2016,,02/01/2016,ITT,N/A
5000006017,Direct Care Ltd,Children's Service,Direct Care Ltd,Direct Care Ltd,"£89,850.00",03/10/2013,31/03/2017,30/05/2014,30/06/2016,ITT,N/A
5000000335,Temp Accommodation,Children's Service,Temp Accommodation,LCS Partnerships Ltd,"£312,584.00",03/10/2013,31/03/2017,30/05/2014,30/06/2016,ITT,N/A
5000006088,WLA IFA (Families Fostering Ltd),Children's Service,West London Alliance (WLA) Independent Fostering Agreement,Families Fostering Ltd,"£120,000.00",04/10/2013,14/07/2017,,14/10/2016,Quote,N/A
5000003606,Kier M G Recycling CIC (EPR),Street Scene,Kier MG Recycling,Kier MG,"£2,507,022.20",04/10/2013,31/03/2015,,30/06/2014,ITT,N/A
5000006388,Corporate GIS System Cadcorp (CG),Commissioning Group,Corporate GIS System Cadcorp (CG),Computer Aided Development,"£27,700.00",06/10/2013,31/10/2015,,31/01/2015,ITT,N/A
5000005198,Doorstepping campaign,Street Scene,Waste project doorstepping campaign delivery,Enventure Ltd,"£150,000.00",10/10/2013,09/10/2014,,09/01/2014,ITT,N/A
5000006016,BPSI Associate Advisor,Children's Service,BPSI Associate Advisor,Peter Warwick,"£12,000.00",22/10/2013,22/10/2015,,22/01/2015,Quote,N/A
5000006594,Staff Engagement Project,Commissioning Group,Staff Engagement Project,OPM,"£15,000.00",23/10/2013,30/04/2014,,30/07/2013,ITT,N/A
5000006253,"Spend Review, Resident (CG)",Commissioning Group,"Spending Review,Resident & Stakeholder research",Office for Public Management,"£1,350,000.00",30/10/2013,30/10/2014,,30/01/2014,ITT,N/A
5000006030,Supervision Training,Adults and Communities,Supervision Training,Middlesex University,"£24,000.00",31/10/2013,31/12/2014,,31/03/2014,ITT,N/A
5000006038,Cellmark,Children's Service,Non- Procurement / Court Odered,Cellmark,"£24,999.00",01/11/2013,31/03/2015,,30/06/2014,Quote,N/A
5000005552,Cricklewood Shop Fronts and Building Improvements,Re,Cricklewood Bdg & Shopfront improvements,R & B Decorators & Refurbishment,"£360,000.00",01/11/2013,31/03/2015,,30/06/2014,ITT,N/A
5000006076,Child Placement,Children's Service,"Signed by provider, awaiting sealing note",Urbanland Management Ltd,"£150,000.00",05/11/2013,31/03/2015,,30/06/2014,Quote,N/A
5000006053,Stopford Information Systems,Adults and Communities,Stopford Information Systems,Stopford Information Sytems Limited,"£24,000.00",07/11/2013,31/03/2018,,30/06/2017,ITT,N/A
5000006139,Child Placement,Children's Service,Child Placement,Whistledawn Ltd trading as Northern Care,"£126,850.00",07/11/2013,31/03/2015,30/05/2014,30/06/2014,ITT,N/A
5000006050,PEP Services for SGSR,Re,PEP Services for SGSR,Priority Estates Project Ltd,"£80,000.00",07/11/2013,31/03/2015,,30/06/2014,ITT,N/A
5000006136,Amin Enterprise,Adults and Communities,Amin Enterprise,Amin EnterpriSe Ltd,"£24,500.00",13/11/2013,12/11/2017,,12/02/2017,ITT,N/A
5000006137,Koru Medical,Adults and Communities,Koru Medical,Koru Medical Ltd,"£24,500.00",13/11/2013,12/11/2017,,12/02/2017,ITT,N/A
5000006135,LMS (Bolton) Ltd,Adults and Communities,LMS (Bolton) Ltd,LMS (Bolton) Ltd,"£24,500.00",13/11/2013,12/11/2017,,12/02/2017,ITT,N/A
5000006167,North London Waste Plan (LBB Camden),Re,North London Waste Plan,London Borough of Camden,"£68,000.00",13/11/2013,31/03/2018,,30/06/2017,ITT,N/A
5000005059,Barnet Timebanking,Adults and Communities,Pilot 4 areas - for a timebank scheme,Time Banking UK,"£80,000.00",01/12/2013,01/01/2016,,01/04/2015,ITT,N/A
5000006442,Barford Woodland Retreat No 2,Children's Service,"Authorisation to Novate to be approved 2nd April CRC, Contract currently with legal.",Barford Park House Ltd,"£59,636.00",01/12/2013,31/03/2015,30/05/2014,30/06/2014,ITT,N/A
5000006441,Barford Grove House No 12,Children's Service,"Authorisation to Novate to be approved 2nd April CRC, Contract currently with legal.",Barford Park House Ltd,"£63,957.00",01/12/2013,31/03/2015,30/05/2014,30/06/2014,ITT,N/A
5000006439,Barford Willow Lodge No 3,Children's Service,"Authorisation to Novate to be approved 2nd April CRC, Contract currently with legal.",Barford Park House Ltd,"£61,364.00",01/12/2013,31/03/2015,30/05/2014,30/06/2014,ITT,N/A
5000006262,E18GHTEEN Project,Children's Service,E18GHTEEN Project,Tottenham Hotspur Foundation,"£10,000.00",01/12/2013,30/06/2014,,30/09/2013,ITT,N/A
5000006292,Independent Social Work,Children's Service,Independent Social Worker,Tracey Palmer,"£20,000.00",01/12/2013,01/12/2015,,01/03/2015,Quote,N/A
5000006321,Independent Social Work,Children's Service,Independent Social Work,Alsion Wright & Co Limited,"£20,000.00",01/12/2013,01/12/2015,,01/03/2015,Quote,N/A
5000002876,SEN Pupil Transport,Children's Service,SEN Pupil Transport,Express cars t/a Bettas Cars Ltd,"£15,000.00",01/12/2013,31/03/2015,,30/06/2014,Quote,N/A
700828,Independent Social Work,Children's Service,Independent Social Work,Shuli Greenstein,"£10,000.00",01/12/2013,01/12/2015,,01/03/2015,SLA,N/A
5000006306,Consortium Agreement,Children's Service,Consortium Agreement,London Borough of Haringey,"£50,000.00",04/12/2013,03/12/2016,,03/03/2016,Quote,N/A
5000006216,Consultancy for Recruitment of Foster carers,Children's Service,Consultancy for Recruitment of Foster carers ,Impower Consulting,"£87,000.00",11/12/2013,30/06/2015,,30/09/2014,Quote,N/A
5000006319,Emergency Accommodation,Children's Service,Non - Procurement therefore no Authorisation or contract is needed. Value is only £10k,T & A Estates,"£10,000.00",13/12/2013,12/11/2014,,12/02/2014,Quote,N/A
5000005963,Alcohol Conditional Charging,Adults and Communities,Community Intervention Service,Westminster Drug Project,"£18,008.92",16/12/2013,15/12/2015,,15/03/2015,Quote,N/A
5000006249,Bus Shelter Advertising (CG),Commissioning Group,Bus Shelter Advertising,Clear Channel ,"£15,000.00",16/12/2013,31/03/2015,,30/06/2014,ITT,N/A
5000006263,TCES,Adults and Communities,Government Accredited Scheme,Direct Mobility,"£25,000.00",17/12/2013,16/12/2015,,16/03/2015,ITT,N/A
5000006264,TCES,Adults and Communities,Government Accredited Scheme,Pickles Chemist,"£25,000.00",17/12/2013,16/12/2015,,16/03/2015,ITT,N/A
5000006265,TCES,Adults and Communities,Government Accredited Scheme,Sabel Chemist,"£25,000.00",17/12/2013,16/12/2015,,16/03/2015,ITT,N/A
5000006266,TCES,Adults and Communities,Government Accredited Scheme,Redland Healthcare,"£25,000.00",17/12/2013,16/12/2015,,16/03/2015,ITT,N/A
5000006268,TCES,Adults and Communities,Government Accredited Scheme,Oakleigh Pharmacy,"£25,000.00",17/12/2013,16/12/2015,,16/03/2015,ITT,N/A
5000006269,TCES,Adults and Communities,Government Accredited Scheme,Landys Chemist,"£25,000.00",17/12/2013,16/12/2015,,16/03/2015,ITT,N/A
5000006270,TCES,Adults and Communities,Government Accredited Scheme,Jethros Pharmacy,"£25,000.00",17/12/2013,16/12/2015,,16/03/2015,ITT,N/A
5000006293,TCES,Adults and Communities,Government Accredited Scheme,Parkview Pharmacy,"£25,000.00",17/12/2013,16/12/2015,,16/03/2015,ITT,N/A
5000006355,IntegrIT Northgate School,Children's Service,IntegrIT Northgate School,IntegrIT Systems Ltd,"£19,060.00",01/01/2014,31/12/2017,,31/03/2017,Quote,N/A
5000006481,SEN education Placement,Children's Service,SEN education Placement,Hillcrest Autism Services Ltd,"£50,000.00",01/01/2014,31/03/2015,,30/06/2014,Quote,N/A
5000006632,Support for childcare providers,Children's Service,Support for childcare providers,RDE Associates,"£10,000.00",01/01/2014,05/08/2014,,05/11/2013,Quote,N/A
5000006258,Brunswick Park School Gas Supply,CSG,Brunswick Park School Gas Supply,Fulcrum Pipelines Ltd,"£17,988.29",01/01/2014,01/09/2014,,01/12/2013,ITT,N/A
5000006259,Moss Hall School Electricity Supply,CSG,Moss Hall School Electricity Supply,UK Power Networks,"£12,776.81",01/01/2014,01/09/2014,,01/12/2013,ITT,N/A
5000006260,Brunswick Park School Electricity Supply,CSG,Brunswick Park School Electricity Supply,UK Power Networks,"£11,875.84",01/01/2014,01/09/2014,,01/12/2013,ITT,N/A
5000005280,Fabrication and Bespoke metal contract,Street Scene,Fabrication and Bespoke metal contract,RM Countryside Services Ltd,"£80,000.00",01/01/2014,31/12/2015,,31/03/2015,ITT,N/A
5000006295,Traffic Signal Commissioning,Street Scene,Traffic Signal Commissioning,TFL,"£20,000.00",01/01/2014,30/04/2015,,30/07/2014,Quote,N/A
5000006603,Independent Social Work,Children's Service,Independent Social Work,Catherine Bunch,"£20,000.00",06/01/2014,06/01/2016,,06/04/2015,Quote,N/A
5000006309,Dunster House Limited,Children's Service,Dunster House Limited,Dunster House Limited,"£23,000.00",07/01/2014,28/01/2015,,28/04/2014,Quote,N/A
5000006484,Brent Cross Cricklewood Health Check,Commissioning Group,Brent Cross Cricklewood Health Check,Local Partnerships,"£15,000.00",08/01/2014,30/04/2014,,30/07/2013,ITT,N/A
5000006421,Independent Social Work,Children's Service,Independent Social Work,Kathy Allen,"£20,000.00",08/01/2014,08/01/2016,,08/04/2015,Quote,N/A
5000006315,Outcome Star- Childrens Centre,Children's Service,Outcome Star- Childrens Centre,Triangle Consulting Social Enterprise,"£24,215.00",08/01/2014,07/01/2015,,07/04/2014,Quote,N/A
5000006325,Child Placement (24 Seven Foster ),Children's Service,Child Placement (24 Seven Foster ),24 Seven Fostering Services,"£55,000.00",10/01/2014,31/03/2015,,30/06/2014,Quote,N/A
5000006304,Amwell - 29a Golders Way NW11,Re,WID 29a Golders Way NW11,Amwell Construction Ltd,"£24,000.00",13/01/2014,12/01/2015,,12/04/2014,ITT,N/A
700301,Mechanical & Electrical Instalations,CSG,Mechanical & Electrical Instalations,Blackbourne Limited,"£250,000.00",22/01/2014,31/03/2016,,30/06/2015,ITT,N/A
5000006424,Child Placement (The Ryes College),Children's Service,On the Forward Plan,The Ryes College Ltd,"£393,800.00",24/01/2014,31/03/2015,,30/06/2014,Quote,N/A
5000006359,Care Place Management Info Systems,Children's Service,Care Place Management Info Systems,London Borough of Ealing,"£42,672.00",31/01/2014,31/03/2016,,30/06/2015,Quote,N/A
5000006347,Outdoor Gym Equipment,Street Scene,Outdoor Gym Equipment,Wicksteed Leisure,"£140,000.00",31/01/2014,31/01/2015,,30/04/2014,Framework,N/A
5000006447,Summerside Acoustic Improvements,Children's Service,Summerside Acoustic Improvements,Resonics,"£25,000.00",04/02/2014,31/01/2016,,30/04/2015,Quote,N/A
5000006602,Child Placement (Fostering Support),Children's Service,Child Placement (Fostering Support),Fostering Support Group,"£117,376.00",06/02/2014,31/03/2015,,30/06/2014,Quote,N/A
5000006499,Independent Social Worker,Children's Service,Independent Social Worker,John Liebling,"£20,000.00",10/02/2014,01/04/2015,,01/07/2014,Quote,N/A
5000002796,Subs Membership,Children's Service,Subs Membership,Learning Plus UK,"£20,054.00",11/02/2014,31/03/2015,,30/06/2014,Quote,N/A
5000006495,Child Placement (Kingdom Care),Children's Service,On the Forward Plan,Kingdom Care,"£178,926.00",12/02/2014,31/03/2015,,30/06/2014,Quote,N/A
5000006383,Platforms Internship Project,Re,Platforms Internship Company,London Apprenticeship Company,"£165,000.00",12/02/2014,31/03/2016,,30/06/2015,ITT,N/A
700001,IFFT Training,Children's Service,IFFT Training,UK Mediation,"£11,667.50",13/02/2014,12/02/2015,,12/05/2014,SLA,N/A
5000006438,Highway Consultancy Services,Re,Highways Consultancy Service,Halcrow Group Ltd,"£10,000.00",14/02/2014,31/03/2015,,30/06/2014,ITT,N/A
5000006475,Independent Social Work,Children's Service,Independent Social Work,Janet Travis,"£38,286.57",25/02/2014,01/04/2015,,01/07/2014,Quote,N/A
700477,PAN London Admissions 2014/15,Children's Service,PAN London Admissions 2014/15,LGFL,"£2,322,120.00",01/03/2014,31/03/2015,,30/06/2014,Other,N/A
700017,North Finchley Grand Arcade,Re,North Finchley Grand Arcade,Skafflek(R&B Decorators & Refurbishment),"£75,000.00",01/03/2014,01/03/2015,,01/06/2014,ITT,N/A
5000006596,256- Barnet CCG,Adults and Communities,Non-Procurement,nhs Barnet CCG,"£999,702.00",06/03/2014,31/03/2014,,01/01/2014,ITT,N/A
5000006595,Specialist Park Furniture,Street Scene,Specialist Park Furniture,Taylormade Castings,"£25,000.00",08/03/2014,08/03/2017,,08/06/2016,ITT,N/A
5000006611,Independent Social Work,Children's Service,Independent Social Work,Gabrielle Berelowitz,"£20,000.00",10/03/2014,10/03/2016,,10/06/2015,Quote,N/A
5000006625,Rithmik Studio- Apple,Children's Service,Rithmik Studio- Apple,Jigsaw 24,"£19,000.00",10/03/2014,31/03/2015,,30/06/2014,Quote,N/A
700111,Landesk Software Support,CSG,Landesk Software Support,LANDesk,"£10,880.00",30/03/2014,30/03/2015,,30/06/2014,Other,N/A
5000005857,Child Placement,Children's Service,Child Placement,Apple Fostering,"£69,720.00",31/03/2014,31/03/2017,,30/06/2016,ITT,N/A
700110,Tribal Family Information system contract,CSG,Tribal Family Information system contract,Tribal,"£46,020.00",31/03/2014,31/03/2015,,30/06/2014,Other,N/A
701162,Adult Social Care (Santuary Personnel Ltd),Adults and Communities,Adult Social Care (Santuary Personnel Ltd),Santuary Personnel Ltd,"£75,000.00",01/04/2014,31/10/2014,,31/01/2014,SLA,N/A
700033,CIPFA Corporate Services Benchmarking,Commissioning Group,CIPFA Corporate Services Benchmarking,CIPFA Business Ltd,"£11,000.00",01/04/2014,31/03/2015,,30/06/2014,ITT,N/A
700039,Re Contract for payment of services,Commissioning Group,Re Contract,Capita (BDRS) Ltd,"£15,115,676.00",01/04/2014,31/03/2015,,30/06/2014,OJEU,N/A
700050,The Housing Ombudsman Service,Commissioning Group,The Housing Ombudsman Service,Pre-contract award supplier,"£15,000.00",01/04/2014,31/03/2015,,30/06/2014,SLA,N/A
700053,Barnet Public Health,Commissioning Group,Barnet Public Health,London Borough of Harrow,"£14,302,396.00",01/04/2014,31/03/2015,,30/06/2014,SLA,N/A
5000006107,WLA IFA (Fostering Outcomes),Children's Service,West London Alliance (WLA) Independent Fostering Agreement,Fostering Outcomes,"£249,999.00",01/04/2014,30/06/2017,,30/09/2016,Quote,N/A
700018,Independent Review Officers (IRO) - Kevin Tiplady,Children's Service,Independent Review Officers  (IRO) - Kevin Tiplady,Kevin Tiplady,"£88,000.00",01/04/2014,31/03/2018,,30/06/2017,ITT,N/A
700019,Independent Review Officers (IRO) - Cassie Hudson,Children's Service,Independent Review Officers  (IRO) - Cassie Hudson,Cassie Hudson,"£60,000.00",01/04/2014,31/03/2018,,30/06/2017,ITT,N/A
700022,Independent Review Officers (IRO) - Jon Stroud,Children's Service,Independent Review Officers  (IRO) - Jon Stroud,Jon Stroud,"£80,000.00",01/04/2014,31/03/2018,,30/06/2017,ITT,N/A
700021,Independent Review Officers (IRO) - Liz Castle,Children's Service,Independent Review Officers  (IRO) -  Liz Castle,Liz Castle,"£80,000.00",01/04/2014,31/03/2018,,30/06/2017,ITT,N/A
700020,Independent Review Officers (IRO) - David Duncan,Children's Service,Independent Review Officers  (IRO) - David Duncan,David Duncan Ltd,"£80,000.00",01/04/2014,31/03/2018,,30/06/2017,ITT,N/A
5000005369,Independent Review Officers (IRO) - Kay Sargent,Children's Service,Independent Review Officers  (IRO) - Kay Sargent,Independent Social Work Services,"£40,000.00",01/04/2014,31/03/2018,,30/06/2017,ITT,N/A
5000004774,SEN Palcement (St David s College),Children's Service,SEN Placement - NASS/ NON PROCUREMENT,St Davids College,"£40,000.00",01/04/2014,31/03/2016,,30/06/2015,Quote,N/A
5000004279,SEN Palcement (Salcombe Prep),Children's Service,SEN Placement - NASS/ NON PROCUREMENT,Salcombe Prep,"£40,000.00",01/04/2014,31/03/2016,,30/06/2015,Quote,N/A
5000004290,SEN Placement (Haberdashers),Children's Service,SEN Placement - NASS/ NON PROCUREMENT,Haberdashers Aske's School For Girls,"£40,000.00",01/04/2014,31/03/2016,,30/06/2015,Quote,N/A
5000002764,SEN Placement (Wellgrove),Children's Service,SEN Placement - NASS/ NON PROCUREMENT,Wellgrove School,"£40,000.00",01/04/2014,31/03/2016,,30/06/2015,Quote,N/A
5000003191,SEN Placement (Stormont),Children's Service,SEN Placement - NASS/ NON PROCUREMENT,Stormont School,"£40,000.00",01/04/2014,31/03/2016,,30/06/2015,Quote,N/A
5000002769,SEN Placement (Hendon Prep),Children's Service,SEN Placement - NASS/ NON PROCUREMENT,Hendon Preparatory,"£40,000.00",01/04/2014,31/03/2016,,30/06/2015,Quote,N/A
700035,Respite Care (Advantage Healthcare,Children's Service,Respite Care (Advantage Healthcare,Advantage Healthcare Group,"£46,000.00",01/04/2014,10/10/2014,,10/01/2014,SLA,N/A
700041,Premier Partnership Training Framework,Children's Service,Premier Partnership Training Framework,Premier People Ltd,"£500,000.00",01/04/2014,31/07/2017,,31/10/2016,Framework,N/A
700042,"Child Social Care (Barford Park House, Beech Trees No 6)",Children's Service,"Child Social Care (Barford Park House, Beech Trees No 6)",Barford Park House Ltd (Beech Trees House No 6),"£202,000.00",01/04/2014,31/03/2015,,30/06/2014,Framework,N/A
700483,Welfare Call (LAC),Children's Service,Welfare Call (LAC),Welfare Call (LAC) Ltd,"£16,000.00",01/04/2014,31/03/2015,,30/06/2014,Other,N/A
700313,Child Social Care (National Fostering Agency),Children's Service,Child Social Care (National Fostering Agency),National Fostering Agency,"£150,000.00",01/04/2014,31/03/2015,,30/06/2014,Framework,N/A
700179,SEN Residential Placement (Swalcliffe Parck School Trust),Children's Service,SEN Residential Placement (Swalcliffe Parck School Trust),Swalcliffe Park School Trust,"£40,000.00",01/04/2014,31/03/2016,,30/06/2015,SLA,N/A
701121,NLAC Contribution (London Borough of Islington),Children's Service,NLAC Contribution (London Borough of Islington),The London Borough of Islington,"£60,000.00",01/04/2014,31/03/2015,,30/06/2014,Quote,N/A
701164,Boost Platforms project (NEET),Children's Service,Boost Platforms project (NEET),Barnet Homes,"£12,500.00",01/04/2014,31/03/2015,,30/06/2014,SLA,N/A
700887,Hyde Premises and shared costs (The Hyde School),Children's Service,Hyde Premises and shared costs (The Hyde School),The Hyde EF Academy,"£40,000.00",01/04/2014,31/03/2015,,30/06/2014,Other,N/A
700822,SEN Placement (Swalcliffe Park School Trust),Children's Service,SEN Placement (Swalcliffe Park School Trust),Swalcliffe Park School Trust,"£20,000.00",01/04/2014,31/03/2016,,30/06/2015,Other,N/A
700072,Subscription Services (Ofsted),Children's Service,Subscription Services (Ofsted),Ofsted,"£25,000.00",01/04/2014,31/03/2017,,30/06/2016,SLA,N/A
701190,Qualification Funding (Barnet College),Children's Service,Qualification Funding (Barnet College),Barnet College,"£35,000.00",01/04/2014,31/03/2015,,30/06/2014,ITT,N/A
701198,Speech and Language Therapy- Section 75 ( NHS Barnet CCG ),Children's Service,Speech and Language Therapy- Section 75 ( NHS Barnet CCG ),NHS Barnet CCG,"£880,000.00",01/04/2014,31/08/2016,,30/11/2015,ITT,N/A
700266,Choices for Grahame Park - Genesis,Re,Choices for Grahame Park - Genesis,Choices for Grahame Park,"£5,000,000.00",01/04/2014,31/03/2019,,30/06/2018,Other,N/A
700031,Cromer Road Primary School Windows Replacement,CSG,Cromer Road Primary School Windows Replacement,The Window Company (contracts) Ltd,"£19,000.00",07/04/2014,31/08/2014,,30/11/2013,Quote,N/A
700385,Borough Wide Play Programme,Street Scene,Borough Wide Play Programme,HAGS-SMP Ltd,"£300,000.00",07/04/2014,31/03/2015,,30/06/2014,Framework,N/A
700386,Cricklewood Play Provision,Street Scene,Cricklewood Play Provision,HAGS-SMP Ltd,"£316,250.00",07/04/2014,31/03/2015,,30/06/2014,Framework,N/A
700028,CKAN Implementation,Commissioning Group,CKAN Implementation,Pre-contract award supplier,"£43,000.00",08/04/2014,08/04/2015,,08/07/2014,ITT,N/A
700032,GPS Tags,Adults and Communities,GPS Tags,Care Where Ltd,"£49,992.00",14/04/2014,15/04/2016,,15/07/2015,SLA,N/A
700453,GPS Tags,Adults and Communities,GPS Tags,Care Where Ltd,"£49,992.00",14/04/2014,15/04/2016,,15/07/2015,ITT,N/A
700898,Greenhatch Group,CSG,Greenhatch Group,Greenhatch Group,"£38,860.00",29/04/2014,30/04/2015,,30/07/2014,Other,N/A
700848,Child Social Care (Above Beyone Care),Children's Service,Child Social Care (Above Beyone Care),Above Beyond Care,"£35,500.00",30/04/2014,31/03/2015,,30/06/2014,Framework,N/A
700054,Child Social care (Caldecott Fostering ltd),Children's Service,Child Social care (Caldecott Fostering ltd),Caldecott Fostering Ltd,"£95,500.00",19/05/2014,31/03/2017,,30/06/2016,Framework,N/A
700164,Local Partnerships Internal Assurance Toolkit (CG),Commissioning Group,Local Partnerships Internal Assurance Toolkit (CG),Local Partnerships LLP,"£15,000.00",25/05/2014,25/06/2017,,25/09/2016,Other,N/A
700047,Child Social Care (Leeds City Council),Children's Service,Child Social Care (Leeds City Council),Leeds County Council,"£71,050.00",27/05/2014,31/03/2015,,30/06/2014,SLA,N/A
700907,Transport Systems Analyst,Street Scene,Transport Systems Analyst,Lawrence P Mills,"£11,000.00",29/05/2014,30/09/2014,,30/12/2013,Other,N/A
700488,Provision of Home and Community Support for Adults,Adults and Communities,Provision of Home and Community Support for Adults,Hartwig Care Ltd,"£10,000.00",01/06/2014,07/11/2015,,07/02/2015,Quote,N/A
700387,Provision of Home and Community Support for Adults,Adults and Communities,Provision of Home and Community Support for Adults,Allied Healthcare,"£100,000.00",01/06/2014,01/06/2015,,01/09/2014,Quote,N/A
701189,Home and Community Support Services,Adults and Communities,Home and Community Support Services,Allied Healthcare,"£50,000.00",01/06/2014,07/11/2015,,07/02/2015,ITT,N/A
700275,Services Contract for the Provision of the Lets Talk Contract,Children's Service,Services Contract for the Provision of the Lets Talk Contract,Barnet & Southgate College,"£125,000.00",01/06/2014,01/06/2015,,01/09/2014,ITT,N/A
700732,3- Dimensions Care & School,Children's Service,3- Dimensions Care & School,3 - Dimensions Care & School,"£250,000.00",01/06/2014,31/07/2016,,31/10/2015,Framework,N/A
700884,Professional Training and development (Barent and Southgate College),Children's Service,Professional Training and development (Barent and Southgate College),Barnet and Southgate College,"£125,000.00",01/06/2014,31/03/2015,,30/06/2014,SLA,N/A
700161,Training Delivery to young Adults (First Rung),Children's Service,Training Delivery to young Adults (First Rung),First Rung Ltd,"£12,000.00",01/06/2014,31/03/2015,,30/06/2014,Other,N/A
701168,Love Burnt Oak,Children's Service,Love Burnt Oak,Love Burnt Oak,"£15,200.00",01/06/2014,30/11/2014,,28/02/2014,Other,N/A
700450,Barnet CCTV Service,Street Scene,Barnet CCTV Service,OCS Group UK Limited,"£4,181,714.00",01/06/2014,30/05/2019,,30/08/2018,ITT,N/A
700417,Motivations Activity projects,Children's Service,Motivations Activity projects,Motivations Activity Projects Ltd,"£125,100.00",26/06/2014,31/03/2015,,30/06/2014,Framework,N/A
700431,Child Social Care (Diverse UK Ltd),Children's Service,Child Social Care (Diverse UK Ltd),Diverse Care UK Ltd,"£83,500.00",30/06/2014,31/03/2015,,30/06/2014,Framework,N/A
700886,PACT Therapeutic Services,Children's Service,PACT Therapeutic Services,PACT,"£12,000.00",30/06/2014,30/06/2015,,30/09/2014,Quote,N/A
700090,Childrens Sexual Exploitation,Children's Service,Childrens Sexual Exploitation,Safer London Foundation,"£35,000.00",30/06/2014,28/02/2015,,28/05/2014,ITT,N/A
700478,Brief review of current plans for OARS (CG),Commissioning Group,Brief review of current plans for OARS (CG),KPMG,"£12,350.00",01/07/2014,31/03/2015,,30/06/2014,Framework,N/A
700091,Specialist Educational Needs Legal Advice,Children's Service,Specialist Educational Needs Legal Advice,Baker Small Solicitors,"£90,000.00",01/07/2014,30/06/2015,,30/09/2014,ITT,N/A
700913,Interim Trustee Work,CSG,Interim Trustee Work,Mobilise Public Ltd,"£18,975.00",01/07/2014,01/04/2015,,01/07/2014,Quote,N/A
700888,Vehicle Hire (Northgate),Street Scene,Vehicle Hire (Northgate),Northgate Vehicle Hire,"£41,810.00",01/07/2014,31/03/2015,,30/06/2014,Other,N/A
700894,Supply of Tyres (Bandvulc),Street Scene,Supply of Tyres (Bandvulc),Bandvulc Tyres Ltd T/A Bandvulc Plus+,"£70,214.00",01/07/2014,31/03/2015,,30/06/2014,Other,N/A
700891,Vehicle Hire (Dawson Rentals),Street Scene,Vehicle Hire (Dawson Rentals),Dawson Rentals Bus & Coach,"£99,091.00",01/07/2014,31/03/2015,,30/06/2014,Other,N/A
700900,Vehicle Hire (E H Roberts),Street Scene,Vehicle Hire (E H Roberts),E H Roberts,"£13,968.00",01/07/2014,31/03/2015,,30/06/2014,Other,N/A
700897,Vehicle Hire (Econ Engineering),Street Scene,Vehicle Hire (Econ Engineering),Econ Engineering Ltd,"£98,688.00",01/07/2014,31/03/2015,,30/06/2014,Other,N/A
700928,Vehicle Hire (F G Rowland),Street Scene,Vehicle Hire (F G Rowland),F G Rowlands,"£27,628.00",01/07/2014,31/03/2015,,30/06/2014,Other,N/A
