Organisation Name (A),Dept (B),Service Cat Label (C),Purpose of Spend (D),Expenditure CIPFA (E),Supplier (F),Supplier Reference (G),Pay Date (H),Transaction Number (I),Net Amount (J),Grant to VCSE? (K),Charity Number (L),Card Transaction (M),Irrecoverable VAT (N)
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,32,FUELMATE LTD,A0090265, 02/02/2016,AAS0268982,59.88,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,32,FUELMATE LTD,A0090265, 09/02/2016,AAS0268983,60.42,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,32,FUELMATE LTD,A0090265, 09/02/2016,AAS0268983,39.46,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,32,FUELMATE LTD,A0090265, 16/02/2016,AAS0269029,39.68,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,32,FUELMATE LTD,A0090265, 23/02/2016,AAS0269209,54.23,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,32,FUELMATE LTD,A0090265, 02/02/2016,AAS0268982,60.88,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,32,FUELMATE LTD,A0090265, 02/02/2016,AAS0268982,34.05,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,32,FUELMATE LTD,A0090265, 23/02/2016,AAS0269209,37.54,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,32,FUELMATE LTD,A0090265, 02/02/2016,AAS0268982,41.06,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,32,FUELMATE LTD,A0090265, 02/02/2016,AAS0268982,39.49,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,32,FUELMATE LTD,A0090265, 23/02/2016,AAS0269209,39.65,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,32,FUELMATE LTD,A0090265, 23/02/2016,AAS0269209,44.9,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,32,FUELMATE LTD,A0090265, 09/02/2016,AAS0268983,51.87,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,32,FUELMATE LTD,A0090265, 02/02/2016,AAS0268982,57.68,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,32,FUELMATE LTD,A0090265, 16/02/2016,AAS0269029,113.77,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,32,FUELMATE LTD,A0090265, 09/02/2016,AAS0268983,32.52,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,32,FUELMATE LTD,A0090265, 23/02/2016,AAS0269209,66.04,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,32,FUELMATE LTD,A0090265, 16/02/2016,AAS0269029,76.18,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,32,FUELMATE LTD,A0090265, 02/02/2016,AAS0268982,103.05,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,32,FUELMATE LTD,A0090265, 23/02/2016,AAS0269209,32.11,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,32,FUELMATE LTD,A0090265, 09/02/2016,AAS0268983,43.36,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,32,FUELMATE LTD,A0090265, 02/02/2016,AAS0268982,44.64,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,32,FUELMATE LTD,A0090265, 16/02/2016,AAS0269029,81.31,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,32,FUELMATE LTD,A0090265, 09/02/2016,AAS0268983,30.06,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,32,FUELMATE LTD,A0090265, 02/02/2016,AAS0268982,74.53,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,32,FUELMATE LTD,A0090265, 16/02/2016,AAS0269029,76.4,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,32,FUELMATE LTD,A0090265, 23/02/2016,AAS0269209,39.67,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,32,FUELMATE LTD,A0090265, 02/02/2016,AAS0268982,38.74,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,32,FUELMATE LTD,A0090265, 23/02/2016,AAS0269209,32.64,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,32,FUELMATE LTD,A0090265, 02/02/2016,AAS0268982,37.38,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,32,FUELMATE LTD,A0090265, 02/02/2016,AAS0268982,49.31,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,32,FUELMATE LTD,A0090265, 16/02/2016,AAS0269029,42.77,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,32,FUELMATE LTD,A0090265, 02/02/2016,AAS0268982,34.05,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,32,FUELMATE LTD,A0090265, 23/02/2016,AAS0269209,42.87,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,32,FUELMATE LTD,A0090265, 16/02/2016,AAS0269029,34.84,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,32,FUELMATE LTD,A0090265, 09/02/2016,AAS0268983,62.44,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,32,FUELMATE LTD,A0090265, 23/02/2016,AAS0269209,43.88,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,32,FUELMATE LTD,A0090265, 02/02/2016,AAS0268982,46.71,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,32,FUELMATE LTD,A0090265, 09/02/2016,AAS0268983,47.17,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,32,FUELMATE LTD,A0090265, 23/02/2016,AAS0269209,38.14,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,32,FUELMATE LTD,A0090265, 02/02/2016,AAS0268982,45.18,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,32,FUELMATE LTD,A0090265, 09/02/2016,AAS0268983,41.99,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,32,FUELMATE LTD,A0090265, 23/02/2016,AAS0269209,45.14,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,32,FUELMATE LTD,A0090265, 02/02/2016,AAS0268982,45.26,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,32,FUELMATE LTD,A0090265, 16/02/2016,AAS0269029,47.59,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,32,FUELMATE LTD,A0090265, 02/02/2016,AAS0268982,44.67,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,32,FUELMATE LTD,A0090265, 09/02/2016,AAS0268983,45.64,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,32,FUELMATE LTD,A0090265, 23/02/2016,AAS0269209,47.81,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,32,FUELMATE LTD,A0090265, 02/02/2016,AAS0268982,50.19,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,32,FUELMATE LTD,A0090265, 02/02/2016,AAS0268982,40,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,32,FUELMATE LTD,A0090265, 23/02/2016,AAS0269209,49.21,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,32,FUELMATE LTD,A0090265, 09/02/2016,AAS0268983,56.66,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,32,FUELMATE LTD,A0090265, 23/02/2016,AAS0269209,57.99,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,32,FUELMATE LTD,A0090265, 09/02/2016,AAS0268983,20.39,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,32,FUELMATE LTD,A0090265, 02/02/2016,AAS0268982,22.56,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,32,FUELMATE LTD,A0090265, 23/02/2016,AAS0269209,25.03,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,32,FUELMATE LTD,A0090265, 02/02/2016,AAS0268982,27.51,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,32,FUELMATE LTD,A0090265, 23/02/2016,AAS0269209,32.44,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,32,FUELMATE LTD,A0090265, 09/02/2016,AAS0268983,35.6,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,32,FUELMATE LTD,A0090265, 02/02/2016,AAS0268982,60.85,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,32,FUELMATE LTD,A0090265, 16/02/2016,AAS0269029,65.9,N,N/A,N,N/A
Pendle Borough Council,Economic Development & Tourism,Supplies and Services,Grants/Contributions,47,DENWA LIMITED,A0090293, 04/02/2016,REG0268588,650,N,N/A,N,N/A
Pendle Borough Council,Economic Development & Tourism,Supplies and Services,Grants/Contributions,47,DENWA LIMITED,A0090293, 11/02/2016,REG0268770,650,N,N/A,N,N/A
Pendle Borough Council,Revenues Services,Supplies and Services,Consultants Fees,44,HM COURTS & TRIBUNALS SERVICE,A0090353, 11/02/2016,TRE0268733,84,N,N/A,N,N/A
Pendle Borough Council,Revenues Services,Supplies and Services,Consultants Fees,44,HM COURTS & TRIBUNALS SERVICE,A0090353, 25/02/2016,TRE0269061,1470,N,N/A,N,N/A
Pendle Borough Council,Revenues Services,Supplies and Services,Consultants Fees,44,HM COURTS & TRIBUNALS SERVICE,A0090353, 11/02/2016,TRE0268733,2295,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,Grounds : R & M : Day to Day : Routine,21,KAYS TRAFFIC MANAGEMENT SYSTEMS LTD,A0090397, 11/02/2016,HED4005013,-337.5,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,Grounds : R & M : Day to Day : Routine,21,KAYS TRAFFIC MANAGEMENT SYSTEMS LTD,A0090397, 11/02/2016,HED0268629,900,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,Grounds : R & M : Day to Day : Routine,21,STILLWATER MANAGEMENT,A0090448, 04/02/2016,PCO0268494,420,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,Grounds : R & M : Day to Day : Routine,21,STILLWATER MANAGEMENT,A0090448, 04/02/2016,PCO0268494,490,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,Grounds : R & M : Day to Day : Routine,21,STILLWATER MANAGEMENT,A0090448, 04/02/2016,PCO0268494,660,N,N/A,N,N/A
Pendle Borough Council,Economic Development & Tourism,Supplies and Services,EFM Materials,40,GARDNERS BOOKS LIMITED,A0090475, 25/02/2016,REG4005016,-32.44,N,N/A,N,N/A
Pendle Borough Council,Economic Development & Tourism,Supplies and Services,EFM Materials,40,GARDNERS BOOKS LIMITED,A0090475, 25/02/2016,REG0269058,3.5,N,N/A,N,N/A
Pendle Borough Council,Economic Development & Tourism,Supplies and Services,EFM Materials,40,GARDNERS BOOKS LIMITED,A0090475, 25/02/2016,REG0269059,5,N,N/A,N,N/A
Pendle Borough Council,Economic Development & Tourism,Supplies and Services,EFM Materials,40,GARDNERS BOOKS LIMITED,A0090475, 11/02/2016,REG0268768,18.13,N,N/A,N,N/A
Pendle Borough Council,Economic Development & Tourism,Supplies and Services,EFM Materials,40,GARDNERS BOOKS LIMITED,A0090475, 11/02/2016,REG0268767,69.31,N,N/A,N,N/A
Pendle Borough Council,Economic Development & Tourism,Supplies and Services,EFM Materials,40,GARDNERS BOOKS LIMITED,A0090475, 25/02/2016,REG0269057,132.76,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,Electricity,22,HAVEN POWER LIMITED,A0090490, 11/02/2016,AAS0268713,563.6,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,Electricity,22,DUAL ENERGY DIRECT LIMITED,A0090544, 11/02/2016,AAS0268786,20.87,N,N/A,N,N/A
Pendle Borough Council,Economic Development & Tourism,Supplies and Services,Grants/Contributions,47,REDACTED - PERSONAL DATA,A0090605, 25/02/2016,REG0269101,1223.75,N,N/A,N,N/A
Pendle Borough Council,Economic Development & Tourism,Capital Costs,Capital : Payments,CD,REDACTED - PERSONAL DATA,A0090605, 04/02/2016,REG0268612,1544.62,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Supplies and Services,EFM Materials,40,REDACTED - PERSONAL DATA,A0090612, 18/02/2016,HED0268907,60,N,N/A,N,N/A
Pendle Borough Council,Economic Development & Tourism,Supplies and Services,EFM Materials,40,REDACTED - PERSONAL DATA,A0090612, 04/02/2016,REG0268614,72,N,N/A,N,N/A
Pendle Borough Council,Human Resources,Indirect Employee Expenses,Long Service Awards,12,REDACTED - PERSONAL DATA,A0090618, 04/02/2016,PER0268587,415,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,Grounds : R & M : Day to Day : Routine,21,EWR SKIPS LIMITED,A0090621, 04/02/2016,HED0268624,400,N,N/A,N,N/A
Pendle Borough Council,Chief Executives Policy Unit,Supplies and Services,Other Expenses,47,BOOTHMAN PARK EST LIMITED,A0090622, 04/02/2016,COR0268511,250,N,N/A,N,N/A
Pendle Borough Council,Planning & Building Control,Supplies and Services,Planning Appeals,44,AECOM INFRASTRUCTURE & ENVIRONMENT UK LTD,A0090623, 11/02/2016,PBC0268631,1369.63,N,N/A,N,N/A
Pendle Borough Council,Financial Services,,Paid in the Year,PD,REDACTED - PERSONAL DATA,A0090630, 02/02/2016,AAS0268641,500,N,N/A,N,N/A
Pendle Borough Council,Financial Services,,Paid in the Year,PD,REDACTED - PERSONAL DATA,A0090631, 04/02/2016,AAS0268642,500,N,N/A,N,N/A
Pendle Borough Council,Financial Services,,Paid in the Year,PD,REDACTED - PERSONAL DATA,A0090632, 04/02/2016,AAS0268643,500,N,N/A,N,N/A
Pendle Borough Council,Financial Services,,Paid in the Year,PD,REDACTED - PERSONAL DATA,A0090633, 04/02/2016,AAS0268644,500,N,N/A,N,N/A
Pendle Borough Council,Financial Services,,Paid in the Year,PD,REDACTED - PERSONAL DATA,A0090634, 04/02/2016,AAS0268645,500,N,N/A,N,N/A
Pendle Borough Council,Financial Services,,Paid in the Year,PD,REDACTED - PERSONAL DATA,A0090635, 04/02/2016,AAS0268646,500,N,N/A,N,N/A
Pendle Borough Council,Housing Regeneration Services,Capital Costs,Ren Grant : 1996 Act,CH,KOHLER MIRA LIMITED,A0090637, 11/02/2016,HMR0268769,76,N,N/A,N,12.67
Pendle Borough Council,Operational Services,Transport Related Expense,Tprt : Repairs : General,31,RODNEY BOAST,A0090642, 18/02/2016,OPS0268791,39.98,N,N/A,N,N/A
Pendle Borough Council,Financial Services,,Paid in the Year,PD,REDACTED - PERSONAL DATA,A0090645, 08/02/2016,AAS0268831,500,N,N/A,N,N/A
Pendle Borough Council,Financial Services,,Paid in the Year,PD,REDACTED - PERSONAL DATA,A0090646, 10/02/2016,AAS0268833,500,N,N/A,N,N/A
Pendle Borough Council,Financial Services,,Paid in the Year,PD,REDACTED - PERSONAL DATA,A0090647, 10/02/2016,AAS0268834,500,N,N/A,N,N/A
Pendle Borough Council,Financial Services,,Paid in the Year,PD,REDACTED - PERSONAL DATA,A0090648, 10/02/2016,AAS0268835,500,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Other Expenses,47,REDACTED - PERSONAL DATA,A0090649, 18/02/2016,DAL0268826,300,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Supplies and Services,Grants/Contributions,47,GRASSROOTS WHOLESALE FOODS LTD,A0090650, 18/02/2016,HED0268944,650,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Supplies and Services,Grants/Contributions,47,GRASSROOTS WHOLESALE FOODS LTD,A0090650, 18/02/2016,HED0268947,650,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Supplies and Services,Grants/Contributions,47,GRASSROOTS WHOLESALE FOODS LTD,A0090650, 18/02/2016,HED0268949,650,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Capital Costs,Capital : Payments,CD,REDACTED - PERSONAL DATA,A0090652, 18/02/2016,DAL0268970,1350,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Capital Costs,Ren Grant : 1996 Act,CH,REDACTED - PERSONAL DATA,A0090653, 18/02/2016,HED0268964,210,N,N/A,N,35
Pendle Borough Council,Operational Services,Transport Related Expense,Tprt : Repairs : General,31,BROWN CONSTRUCTION,A0090655, 25/02/2016,OPS0269043,220,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Capital Costs,Capital : Payments,CD,LAWSURE INSURANCE,A0090657, 15/02/2016,AAS0269008,177.94,N,N/A,N,N/A
Pendle Borough Council,Financial Services,,Paid in the Year,PD,REDACTED - PERSONAL DATA,A0090658, 15/02/2016,AAS0269021,500,N,N/A,N,N/A
Pendle Borough Council,Financial Services,,Paid in the Year,PD,REDACTED - PERSONAL DATA,A0090659, 17/02/2016,AAS0269022,500,N,N/A,N,N/A
Pendle Borough Council,Financial Services,,Paid in the Year,PD,REDACTED - PERSONAL DATA,A0090660, 17/02/2016,AAS0269023,500,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Capital Costs,Capital : Payments,CD,WATERSIDE NEIGHBOURHOOD ACTION GROUP,A0090662, 25/02/2016,HED0269095,3750,Y,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Seminars etc All Costs,46,ASSOCIATION OF DEMOCRATIC SERVICES OFFICERS,A0090663, 25/02/2016,DAL0269111,85,N,N/A,N,N/A
