Organisation Name (A),Dept (B),Service Cat Label (C),Purpose of Spend (D),Expenditure CIPFA Sub Group Label (E),Supplier (F),Supplier Reference (G),Pay Date (H),Transaction Number (I),Net Amount (J),Grant to VCSE? (K),Charity Number (L),Card Transaction (M),Irrecoverable VAT (N)
Pendle Borough Council,Parks & Recreation Services,Transport Related Expense,Tprt : Repairs : General,31,RAYNORS,A0082949, 28/04/2016,PCO0270658,20.19,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Transport Related Expense,Tprt : Repairs : General,31,RAYNORS,A0082949, 28/04/2016,PCO0270658,20.19,N,N/A,N,N/A
Pendle Borough Council,Financial Services,,Precept Parish & T Council,3,REEDLEY HALLOWS PARISH COUNCIL,A0002283, 28/04/2016,AAS0270762,9000,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Supplies and Services,Telephones : Direct,45,REMGUARD LIMITED,A0002338, 07/04/2016,OPS0269994,140,N,N/A,N,N/A
Pendle Borough Council,Environmental Health Services,Supplies and Services,Seminars etc All Costs,46,RH ENVIRONMENTAL LTD,A0069532, 07/04/2016,ENV0270142,270,N,N/A,N,N/A
Pendle Borough Council,Environmental Health Services,Supplies and Services,Other Expenses,47,RH ENVIRONMENTAL LTD,A0069532, 07/04/2016,ENV0270057,600,N,N/A,N,N/A
Pendle Borough Council,Economic Development & Tourism,Supplies and Services,EFM Materials,40,RIBBLE VALLEY BOROUGH COUNCIL,A0002290, 28/04/2016,REG0270720,58.5,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Supplies and Services,Other Expenses,47,RIGHTMOVE.CO.UK,A0077496, 01/04/2016,AAS0270481,292.4,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Capital Costs,Capital : Payments,CD,RIGHTMOVE.CO.UK,A0077496, 01/04/2016,AAS0270481,567.6,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Transport Related Expense,Tprt : Repairs : General,31,RIPON FARM SERVICES,A0025562, 21/04/2016,PCO0270465,72.5,N,N/A,N,N/A
Pendle Borough Council,Housing Regeneration Services,Premises Related Expense,Premises Cleaning,26,ROACH CLEANING & MAINTENANCE SERVICES LTD,A0051553, 07/04/2016,HMR0269945,40,N,N/A,N,N/A
Pendle Borough Council,Housing Regeneration Services,Premises Related Expense,Premises Cleaning,26,ROACH CLEANING & MAINTENANCE SERVICES LTD,A0051553, 21/04/2016,HMR0270524,40,N,N/A,N,N/A
Pendle Borough Council,Environmental Health Services,Premises Related Expense,Bldgs : R & M : Abnormal,20,RODNEY CAPSTICK BUILDING MAINTENANCE,A0085112, 14/04/2016,ENV0270426,78,N,N/A,N,N/A
Pendle Borough Council,Environmental Health Services,Premises Related Expense,Bldgs : R & M : Abnormal,20,RODNEY CAPSTICK BUILDING MAINTENANCE,A0085112, 28/04/2016,ENV0270779,76,N,N/A,N,N/A
Pendle Borough Council,Environmental Health Services,Supplies and Services,Consultants Fees,44,RODNEY CAPSTICK BUILDING MAINTENANCE,A0085112, 28/04/2016,ENV0270780,70,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Members : Training Expenses,46,ROSEMARY CARROLL,A0090717, 14/04/2016,DAL0270345,4.17,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Transport Related Expense,Tyres,32,ROSSENDALE VULCANISING (SALES LTD),A0051239, 14/04/2016,PCO0270241,70,N,N/A,N,N/A
Pendle Borough Council,Financial Services,,Precept Parish & T Council,3,ROUGHLEE BOOTH PARISH COUNCIL,A0042922, 28/04/2016,AAS0270763,7072,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Supplies and Services,Subscriptions & Donations,47,ROUGHLEE PARISH COUNCIL,A0082370, 14/04/2016,AAS0270369,800,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,45,ROYAL MAIL GROUP LIMITED,A0002281, 07/04/2016,DAL0270125,-18.03,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,45,ROYAL MAIL GROUP LIMITED,A0002281, 21/04/2016,DAL0270551,0.64,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,45,ROYAL MAIL GROUP LIMITED,A0002281, 07/04/2016,DAL0270179,5.91,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,45,ROYAL MAIL GROUP LIMITED,A0002281, 28/04/2016,DAL0270774,6.96,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,45,ROYAL MAIL GROUP LIMITED,A0002281, 07/04/2016,DAL0270179,334.2,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,45,ROYAL MAIL GROUP LIMITED,A0002281, 07/04/2016,DAL0270125,431.69,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,45,ROYAL MAIL GROUP LIMITED,A0002281, 28/04/2016,DAL0270774,647.83,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,45,ROYAL MAIL GROUP LIMITED,A0002281, 07/04/2016,DAL0270179,3.7,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,45,ROYAL MAIL GROUP LIMITED,A0002281, 07/04/2016,DAL0270179,77.88,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,45,ROYAL MAIL GROUP LIMITED,A0002281, 28/04/2016,DAL0270774,302.46,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,45,ROYAL MAIL GROUP LIMITED,A0002281, 28/04/2016,DAL0270774,13.81,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,45,ROYAL MAIL GROUP LIMITED,A0002281, 07/04/2016,DAL0270179,30.02,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,45,ROYAL MAIL GROUP LIMITED,A0002281, 07/04/2016,DAL0270179,4.62,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,45,ROYAL MAIL GROUP LIMITED,A0002281, 07/04/2016,DAL0270179,3.4,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,45,ROYAL MAIL GROUP LIMITED,A0002281, 28/04/2016,DAL0270774,4.27,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,45,ROYAL MAIL GROUP LIMITED,A0002281, 28/04/2016,DAL0270777,1.04,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,45,ROYAL MAIL GROUP LIMITED,A0002281, 28/04/2016,DAL0270774,34.53,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,45,ROYAL MAIL GROUP LIMITED,A0002281, 07/04/2016,DAL0270179,70.65,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,45,ROYAL MAIL GROUP LIMITED,A0002281, 07/04/2016,DAL0270179,0.9,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,45,ROYAL MAIL GROUP LIMITED,A0002281, 28/04/2016,DAL0270774,137.95,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,45,ROYAL MAIL GROUP LIMITED,A0002281, 07/04/2016,DAL0270179,299.92,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,45,ROYAL MAIL GROUP LIMITED,A0002281, 07/04/2016,DAL0270179,2.03,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,45,ROYAL MAIL GROUP LIMITED,A0002281, 28/04/2016,DAL0270774,17.92,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,45,ROYAL MAIL GROUP LIMITED,A0002281, 07/04/2016,DAL0270179,42.8,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,45,ROYAL MAIL GROUP LIMITED,A0002281, 28/04/2016,DAL0270774,14.43,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,45,ROYAL MAIL GROUP LIMITED,A0002281, 07/04/2016,DAL0270179,21.58,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,45,ROYAL MAIL GROUP LIMITED,A0002281, 07/04/2016,DAL0270179,4.78,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,45,ROYAL MAIL GROUP LIMITED,A0002281, 28/04/2016,DAL0270774,194.32,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,45,ROYAL MAIL GROUP LIMITED,A0002281, 07/04/2016,DAL0270179,505.84,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,45,ROYAL MAIL GROUP LIMITED,A0002281, 28/04/2016,DAL0270774,9.44,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,45,ROYAL MAIL GROUP LIMITED,A0002281, 07/04/2016,DAL0270179,10.92,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Supplies and Services,Postages,45,ROYAL MAIL GROUP LIMITED,A0002281, 28/04/2016,HED0270713,-6.26,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,45,ROYAL MAIL GROUP LIMITED,A0002281, 07/04/2016,DAL0270179,2.74,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,45,ROYAL MAIL GROUP LIMITED,A0002281, 28/04/2016,DAL0270774,3.4,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,45,ROYAL MAIL GROUP LIMITED,A0002281, 28/04/2016,DAL0270774,101.72,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Supplies and Services,Postages,45,ROYAL MAIL GROUP LIMITED,A0002281, 28/04/2016,HED0270713,103.05,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,45,ROYAL MAIL GROUP LIMITED,A0002281, 07/04/2016,DAL0270179,121.85,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,45,ROYAL MAIL GROUP LIMITED,A0002281, 21/04/2016,DAL0270550,299.92,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Other Expenses,47,ROYAL MAIL GROUP LIMITED,A0002281, 07/04/2016,DAL0270179,4.68,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Other Expenses,47,ROYAL MAIL GROUP LIMITED,A0002281, 28/04/2016,DAL0270774,11.96,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Supplies and Services,Sub-Contractors,40,S M SHEPHERD BUILDING CONTRACTORS,A0044037, 14/04/2016,OPS0270284,40,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Supplies and Services,Sub-Contractors,40,S M SHEPHERD BUILDING CONTRACTORS,A0044037, 07/04/2016,OPS0269985,260,N,N/A,N,N/A
Pendle Borough Council,Operational Services,,Paid in the Year,PD,S M SHEPHERD BUILDING CONTRACTORS,A0044037, 14/04/2016,OPS0270283,160,N,N/A,N,N/A
Pendle Borough Council,Operational Services,,Paid in the Year,PD,S M SHEPHERD BUILDING CONTRACTORS,A0044037, 14/04/2016,OPS0270283,200,N,N/A,N,N/A
Pendle Borough Council,Property Services,Capital Costs,Capital : Payments,CD,SAFETY AT HEIGHT LIMITED,A0063223, 07/04/2016,EST0270052,180,N,N/A,N,N/A
Pendle Borough Council,Property Services,Capital Costs,Capital : Payments,CD,SAFETY AT HEIGHT LIMITED,A0063223, 07/04/2016,EST0270053,80,N,N/A,N,N/A
Pendle Borough Council,Financial Services,,Precept Parish & T Council,3,SALTERFORTH PARISH COUNCIL,A0085111, 28/04/2016,AAS0270765,11000,N,N/A,N,N/A
Pendle Borough Council,Human Resources,,Cash : Payroll Advances,PB,REDACTED - PERSONAL DATA,A0057798, 21/04/2016,PER0270601,37.84,N,N/A,N,N/A
Pendle Borough Council,Economic Development & Tourism,Capital Costs,Capital : Payments,CD,SCARLET RIBBONS,A0090719, 14/04/2016,REG0270305,917.5,N,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,Electricity,22,SCOTTISH POWER,A0063942, 14/04/2016,EST0270410,14.91,N,N/A,N,N/A
Pendle Borough Council,Chief Executives Policy Unit,Supplies and Services,Other Expenses,47,SELECTAMARK SECURITY SYSTEMS PLC,A0090597, 07/04/2016,COR0270047,2090,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Printing & Stationery,43,SHAW & SONS LTD,A0002414, 07/04/2016,DAL0270045,1142.3,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Supplies and Services,Expenditure : Materials,0,SHERRIFF AMENITY,A0068904, 07/04/2016,PCO0270114,401.16,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Supplies and Services,EFM : Other Equipment,40,SHORROCK TRICHEM,A0042464, 28/04/2016,OPS0270668,115.08,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Supplies and Services,Other Expenses,47,SMARTBAGS LIMITED,A0090643, 07/04/2016,OPS0270037,1380,N,N/A,N,N/A
Pendle Borough Council,Directorate,Supplies and Services,Seminars etc All Costs,46,SOLACE GROUP LIMITED,A0040401, 07/04/2016,MAN0269979,377,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Indirect Employee Expenses,Lone Worker Monitoring Service,12,SOLOPROTECT LIMITED,A0089719, 07/04/2016,OPS0270000,10.63,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Indirect Employee Expenses,Lone Worker Monitoring Service,12,SOLOPROTECT LIMITED,A0089719, 07/04/2016,OPS0269999,379.4,N,N/A,N,N/A
Pendle Borough Council,Environmental Health Services,Supplies and Services,Other Expenses,47,SOLOPROTECT LIMITED,A0089719, 07/04/2016,ENV0270051,42.52,N,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,Electricity,22,SOUTHERN ELECTRIC,A0051726, 14/04/2016,EST0270409,125.19,N,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,Bldgs : R & M : Day To Day,20,SPEAKMAN CONTRACTORS LTD,A0066581, 14/04/2016,EST0270400,36.77,N,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,Bldgs : R & M : Day To Day,20,SPEAKMAN CONTRACTORS LTD,A0066581, 14/04/2016,EST0270400,134.69,N,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,Bldgs : R & M : Day To Day,20,SPEAKMAN CONTRACTORS LTD,A0066581, 14/04/2016,EST0270400,40.78,N,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,Bldgs : R & M : Day To Day,20,SPEAKMAN CONTRACTORS LTD,A0066581, 14/04/2016,EST0270400,48.31,N,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,Bldgs : R & M : Day To Day,20,SPEAKMAN CONTRACTORS LTD,A0066581, 14/04/2016,EST0270400,102.28,N,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,Bldgs : R & M : Day To Day,20,SPEAKMAN CONTRACTORS LTD,A0066581, 14/04/2016,EST0270400,57.98,N,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,Grounds : R & M : Day to Day : Routine,21,SPEAKMAN CONTRACTORS LTD,A0066581, 14/04/2016,EST0270400,300.95,N,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,Grounds : R & M : Day to Day : Routine,21,SPEAKMAN CONTRACTORS LTD,A0066581, 14/04/2016,EST0270400,348.9,N,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,Grounds : R & M : Day to Day : Routine,21,SPEAKMAN CONTRACTORS LTD,A0066581, 14/04/2016,EST0270400,519.94,N,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,Grounds : R & M : Day to Day : Routine,21,SPEAKMAN CONTRACTORS LTD,A0066581, 14/04/2016,EST0270400,312.55,N,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,Grounds : R & M : Day to Day : Routine,21,SPEAKMAN CONTRACTORS LTD,A0066581, 14/04/2016,EST0270400,386.25,N,N/A,N,N/A
Pendle Borough Council,Property Services,Capital Costs,Capital : Payments,CD,SPEAKMAN CONTRACTORS LTD,A0066581, 14/04/2016,EST0270400,457.75,N,N/A,N,N/A
Pendle Borough Council,Property Services,Capital Costs,Capital : Payments,CD,SPEAKMAN CONTRACTORS LTD,A0066581, 14/04/2016,EST0270400,776.24,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Capital Costs,Capital : Payments,CD,ST LUKES CHURCH FELLOWSHIP,A0090724, 21/04/2016,HED0270514,500,Y,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,Tprt : Annual Hire Charge,36,STANLEY BROTHERS (TIPPERS) LTD,A0002422, 14/04/2016,OPS0270311,2100,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Supplies and Services,Veterinary Fees,44,STANLEY HOUSE VETERINARY GROUP,A0002423, 07/04/2016,OPS0270001,25,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Supplies and Services,Veterinary Fees,44,STANLEY HOUSE VETERINARY GROUP,A0002423, 07/04/2016,OPS0270002,30,N,N/A,N,N/A
Pendle Borough Council,Human Resources,,Cash : Payroll Advances,PB,REDACTED - PERSONAL DATA,A0070634, 21/04/2016,PER0270604,36.96,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,45,REDACTED - PERSONAL DATA,A0090723, 21/04/2016,DAL0270554,2,N,N/A,N,N/A
Pendle Borough Council,Economic Development & Tourism,Supplies and Services,Grants/Contributions,47,SUGARED ALMONDS BRIDAL COUTURE,A0090716, 14/04/2016,REG0270195,3695,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,Grounds : R & M : Day to Day : Daywork,21,SUTCLIFFE PLAY LTD,A0045788, 07/04/2016,PCO0270097,1215.28,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,Bldgs : R & M : Day To Day,20,T & F STEEL DESIGNS LTD,A0002627, 07/04/2016,HED0270030,158,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,Bldgs : R & M : Day To Day,20,T & F STEEL DESIGNS LTD,A0002627, 07/04/2016,HED0270032,180,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,Bldgs : R & M : Day To Day,20,T & F STEEL DESIGNS LTD,A0002627, 07/04/2016,HED0270032,212,N,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,Bldgs : R & M : Day To Day,20,T & F STEEL DESIGNS LTD,A0002627, 14/04/2016,EST0270381,70,N,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,Bldgs : R & M : Day To Day,20,T & F STEEL DESIGNS LTD,A0002627, 14/04/2016,EST0270381,77,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Capital Costs,Capital : Payments,CD,T & F STEEL DESIGNS LTD,A0002627, 07/04/2016,HED0270034,40,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Capital Costs,Capital : Payments,CD,T & F STEEL DESIGNS LTD,A0002627, 07/04/2016,HED0270034,90,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,Grounds : R & M : Day to Day : Routine,21,TAYLORMADE CASTINGS LTD,A0059071, 21/04/2016,PCO0270538,785,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Premises Related Expense,Grounds : R & M : Day to Day : Routine,21,TCS (WASTE) LIMITED,A0072822, 21/04/2016,OPS0270473,350,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Supplies and Services,Sub-Contractors,40,TCS (WASTE) LIMITED,A0072822, 21/04/2016,OPS0270472,350,N,N/A,N,N/A
Pendle Borough Council,Economic Development & Tourism,Supplies and Services,EFM Materials,40,THE BOOKSHOP,A0063559, 14/04/2016,REG0270423,101.83,N,N/A,N,N/A
Pendle Borough Council,Operational Services,,Stock : Purchases,PJ,THE HELPING HAND CO LTD,A0002655, 28/04/2016,OPS0270651,5,N,N/A,N,N/A
Pendle Borough Council,Operational Services,,Stock : Purchases,PJ,THE HELPING HAND CO LTD,A0002655, 28/04/2016,OPS0270651,40.1,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Transport Related Expense,Petrol,32,THE PETROL TANK COMPANY LTD,A0066465, 14/04/2016,PCO0270234,355,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Meeting Expenses,46,THE RAINHALL CENTRE,A0066193, 07/04/2016,DAL0270186,20,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Capital Costs,Capital : Payments,CD,THOMASON PARTNERSHIP LIMITED,A0090508, 21/04/2016,AAS0270641,5718,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Printing & Stationery,43,THOMSON REUTERS,A0077400, 07/04/2016,DAL0270187,93.5,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Printing & Stationery,43,THOMSON REUTERS,A0077400, 07/04/2016,DAL0270187,93.5,N,N/A,N,N/A
Pendle Borough Council,Planning & Building Control,Supplies and Services,Printing & Stationery,43,THOMSON REUTERS,A0077400, 14/04/2016,PBC0270374,58,N,N/A,N,N/A
Pendle Borough Council,Chief Executives Policy Unit,Supplies and Services,Seminars etc All Costs,46,REDACTED - PERSONAL DATA,A0049589, 28/04/2016,COR0270712,47,N,N/A,N,N/A
Pendle Borough Council,Housing Regeneration Services,Supplies and Services,"Monitoring, Console etc",45,TOGETHER HOUSING ASSOCIATION,A0090740, 21/04/2016,HMR0270497,24.37,N,N/A,N,N/A
Pendle Borough Council,Human Resources,,Cash : Payroll Advances,PB,REDACTED - PERSONAL DATA,A0068599, 21/04/2016,PER0270598,42.38,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,Bldgs : R & M : Day To Day,20,TRAVIS PERKINS TRADING CO LTD,A0002709, 07/04/2016,PCO0269988,45.03,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,Bldgs : R & M : Day To Day,20,TRAVIS PERKINS TRADING CO LTD,A0002709, 07/04/2016,PCO0269988,52.3,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,Bldgs : R & M : Day To Day,20,TRAVIS PERKINS TRADING CO LTD,A0002709, 07/04/2016,PCO0269988,81.56,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,Bldgs : R & M : Day To Day,20,TRAVIS PERKINS TRADING CO LTD,A0002709, 21/04/2016,PCO0270462,184.43,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,Bldgs : R & M : Day To Day,20,TRAVIS PERKINS TRADING CO LTD,A0002709, 21/04/2016,PCO0270462,184.43,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,Bldgs : R & M : Day To Day,20,TRAVIS PERKINS TRADING CO LTD,A0002709, 21/04/2016,PCO0270462,184.43,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,Bldgs : R & M : Day To Day,20,TRAVIS PERKINS TRADING CO LTD,A0002709, 21/04/2016,PCO0270462,184.46,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,Grounds : R & M : Day to Day : Routine,21,TRAVIS PERKINS TRADING CO LTD,A0002709, 21/04/2016,PCO0270468,26.79,N,N/A,N,N/A
Pendle Borough Council,Financial Services,,Precept Parish & T Council,3,TRAWDEN FOREST PARISH COUNCIL,A0062286, 28/04/2016,AAS0270766,40700,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Capital Costs,Capital : Payments,CD,TRAWDEN FOREST PARISH COUNCIL,A0062286, 14/04/2016,HED0270437,1500,N,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,Water & Sewerage,25,UNITED UTILITIES,A0001986, 14/04/2016,EST0270406,3391.91,N,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,Water & Sewerage,25,UNITED UTILITIES,A0001986, 07/04/2016,EST0270071,7541.28,N,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,Water & Sewerage,25,UNITED UTILITIES,A0001986, 14/04/2016,EST0270403,166.95,N,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,Water & Sewerage,25,UNITED UTILITIES,A0001986, 14/04/2016,EST0270407,293.75,N,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,Water & Sewerage,25,UNITED UTILITIES,A0001986, 21/04/2016,EST0270506,11.6,N,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,Water & Sewerage,25,UNITED UTILITIES,A0001986, 21/04/2016,EST0270505,75.75,N,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,Water & Sewerage,25,UNITED UTILITIES,A0001986, 14/04/2016,EST0270408,379.95,N,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,Water & Sewerage,25,UNITED UTILITIES,A0001986, 14/04/2016,EST0270405,321.6,N,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,Water & Sewerage,25,UNITED UTILITIES,A0001986, 14/04/2016,EST0270402,414.62,N,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,Water & Sewerage,25,UNITED UTILITIES,A0001986, 07/04/2016,EST0270070,1621.64,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,Water & Sewerage,25,UNITED UTILITIES,A0001986, 14/04/2016,HED0270435,321.6,N,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,Water & Sewerage,25,UNITED UTILITIES,A0001986, 07/04/2016,EST0270067,716.73,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,Water & Sewerage,25,UNITED UTILITIES,A0001986, 14/04/2016,HED0270434,3391.91,N,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,Water & Sewerage,25,UNITED UTILITIES,A0001986, 07/04/2016,EST0270062,321.6,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,Water & Sewerage,25,UNITED UTILITIES,A0001986, 14/04/2016,HED0270433,1621.64,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,Water & Sewerage,25,UNITED UTILITIES,A0001986, 14/04/2016,HED0270436,3391.91,N,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,Water & Sewerage,25,UNITED UTILITIES,A0001986, 14/04/2016,EST0270401,71.82,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,Water & Sewerage,25,UNITED UTILITIES,A0001986, 14/04/2016,HED0270432,716.73,N,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,Water & Sewerage,25,UNITED UTILITIES,A0001986, 07/04/2016,EST0270074,150.96,N,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,Water & Sewerage,25,UNITED UTILITIES,A0001986, 07/04/2016,EST0270063,716.73,N,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,Water & Sewerage,25,UNITED UTILITIES,A0001986, 07/04/2016,EST0270072,129.48,N,N/A,N,N/A
