ORGANISATION NAME,EFFECTIVE    DATE,SERVICE,SUPPLIER NAME,DATE PAID,AMOUNT (£),PURPOSE,TRANSACTION No.
ROCHDALE BOROUGH COUNCIL,02/09/2016,PHYSICAL DIS & OLDER PEOPLE,REDACTED - PERSONAL DATA,02/09/2016,1226.56,DIRECT PAYMENTS,V001042666
ROCHDALE BOROUGH COUNCIL,02/09/2016,LEARNING DIS & MENTAL HEALTH,REDACTED - PERSONAL DATA,02/09/2016,7601.88,DIRECT PAYMENTS,V001042667
ROCHDALE BOROUGH COUNCIL,02/09/2016,PHYSICAL DIS & OLDER PEOPLE,REDACTED - PERSONAL DATA,02/09/2016,2629.88,DIRECT PAYMENTS,V001042669
ROCHDALE BOROUGH COUNCIL,02/09/2016,PHYSICAL DIS & OLDER PEOPLE,REDACTED - PERSONAL DATA,02/09/2016,714.4,DIRECT PAYMENTS,V001042670
ROCHDALE BOROUGH COUNCIL,02/09/2016,PHYSICAL DIS & OLDER PEOPLE,REDACTED - PERSONAL DATA,02/09/2016,806.96,DIRECT PAYMENTS,V001042671
ROCHDALE BOROUGH COUNCIL,02/09/2016,PHYSICAL DIS & OLDER PEOPLE,REDACTED - PERSONAL DATA,02/09/2016,3155.96,DIRECT PAYMENTS,V001042672
ROCHDALE BOROUGH COUNCIL,02/09/2016,PHYSICAL DIS & OLDER PEOPLE,REDACTED - PERSONAL DATA,02/09/2016,1171.08,DIRECT PAYMENTS,V001042673
ROCHDALE BOROUGH COUNCIL,02/09/2016,LEARNING DIS & MENTAL HEALTH,REDACTED - PERSONAL DATA,02/09/2016,2890,DIRECT PAYMENTS,V001042674
ROCHDALE BOROUGH COUNCIL,02/09/2016,LEARNING DIS & MENTAL HEALTH,REDACTED - PERSONAL DATA,02/09/2016,1664.92,DIRECT PAYMENTS,V001042675
ROCHDALE BOROUGH COUNCIL,02/09/2016,PHYSICAL DIS & OLDER PEOPLE,REDACTED - PERSONAL DATA,02/09/2016,4969.56,DIRECT PAYMENTS,V001042676
ROCHDALE BOROUGH COUNCIL,02/09/2016,PHYSICAL DIS & OLDER PEOPLE,REDACTED - PERSONAL DATA,02/09/2016,794.04,DIRECT PAYMENTS,V001042677
ROCHDALE BOROUGH COUNCIL,02/09/2016,LEARNING DIS & MENTAL HEALTH,REDACTED - PERSONAL DATA,02/09/2016,868.4,DIRECT PAYMENTS,V001042678
ROCHDALE BOROUGH COUNCIL,02/09/2016,PHYSICAL DIS & OLDER PEOPLE,REDACTED - PERSONAL DATA,02/09/2016,2347.56,DIRECT PAYMENTS,V001042679
ROCHDALE BOROUGH COUNCIL,02/09/2016,LEARNING DIS & MENTAL HEALTH,REDACTED - PERSONAL DATA,02/09/2016,625.04,DIRECT PAYMENTS,V001042680
ROCHDALE BOROUGH COUNCIL,02/09/2016,PHYSICAL DIS & OLDER PEOPLE,REDACTED - PERSONAL DATA,02/09/2016,622.48,DIRECT PAYMENTS,V001042681
ROCHDALE BOROUGH COUNCIL,02/09/2016,PHYSICAL DIS & OLDER PEOPLE,REDACTED - PERSONAL DATA,02/09/2016,613.44,DIRECT PAYMENTS,V001042682
ROCHDALE BOROUGH COUNCIL,02/09/2016,PHYSICAL DIS & OLDER PEOPLE,REDACTED - PERSONAL DATA,02/09/2016,931.64,DIRECT PAYMENTS,V001042683
ROCHDALE BOROUGH COUNCIL,02/09/2016,LEARNING DIS & MENTAL HEALTH,REDACTED - PERSONAL DATA,02/09/2016,1870.28,DIRECT PAYMENTS,V001042687
ROCHDALE BOROUGH COUNCIL,02/09/2016,LEARNING DIS & MENTAL HEALTH,REDACTED - PERSONAL DATA,02/09/2016,1485,DIRECT PAYMENTS,V001042689
ROCHDALE BOROUGH COUNCIL,02/09/2016,PHYSICAL DIS & OLDER PEOPLE,REDACTED - PERSONAL DATA,02/09/2016,3730.44,DIRECT PAYMENTS,V001042690
ROCHDALE BOROUGH COUNCIL,02/09/2016,PHYSICAL DIS & OLDER PEOPLE,REDACTED - PERSONAL DATA,02/09/2016,2338.52,DIRECT PAYMENTS,V001042691
ROCHDALE BOROUGH COUNCIL,02/09/2016,PHYSICAL DIS & OLDER PEOPLE,REDACTED - PERSONAL DATA,02/09/2016,713.36,DIRECT PAYMENTS,V001042692
ROCHDALE BOROUGH COUNCIL,02/09/2016,LEARNING DIS & MENTAL HEALTH,REDACTED - PERSONAL DATA,02/09/2016,2807.6,DIRECT PAYMENTS,V001042693
ROCHDALE BOROUGH COUNCIL,02/09/2016,PHYSICAL DIS & OLDER PEOPLE,REDACTED - PERSONAL DATA,02/09/2016,935.52,DIRECT PAYMENTS,V001042694
ROCHDALE BOROUGH COUNCIL,02/09/2016,PHYSICAL DIS & OLDER PEOPLE,REDACTED - PERSONAL DATA,02/09/2016,2548.68,DIRECT PAYMENTS,V001042696
ROCHDALE BOROUGH COUNCIL,02/09/2016,PHYSICAL DIS & OLDER PEOPLE,REDACTED - PERSONAL DATA,02/09/2016,886.32,DIRECT PAYMENTS,V001042701
ROCHDALE BOROUGH COUNCIL,02/09/2016,PHYSICAL DIS & OLDER PEOPLE,REDACTED - PERSONAL DATA,02/09/2016,695.32,DIRECT PAYMENTS,V001042702
ROCHDALE BOROUGH COUNCIL,02/09/2016,LEARNING DIS & MENTAL HEALTH,REDACTED - PERSONAL DATA,02/09/2016,2376.12,DIRECT PAYMENTS,V001042703
ROCHDALE BOROUGH COUNCIL,02/09/2016,PHYSICAL DIS & OLDER PEOPLE,REDACTED - PERSONAL DATA,02/09/2016,625.64,DIRECT PAYMENTS,V001042704
ROCHDALE BOROUGH COUNCIL,02/09/2016,LEARNING DIS & MENTAL HEALTH,REDACTED - PERSONAL DATA,02/09/2016,1812.32,DIRECT PAYMENTS,V001042705
ROCHDALE BOROUGH COUNCIL,02/09/2016,PHYSICAL DIS & OLDER PEOPLE,REDACTED - PERSONAL DATA,02/09/2016,618.44,DIRECT PAYMENTS,V001042710
ROCHDALE BOROUGH COUNCIL,02/09/2016,LEARNING DIS & MENTAL HEALTH,REDACTED - PERSONAL DATA,02/09/2016,1089.84,DIRECT PAYMENTS,V001042711
ROCHDALE BOROUGH COUNCIL,02/09/2016,PHYSICAL DIS & OLDER PEOPLE,REDACTED - PERSONAL DATA,02/09/2016,599.68,DIRECT PAYMENTS,V001042712
ROCHDALE BOROUGH COUNCIL,02/09/2016,PHYSICAL DIS & OLDER PEOPLE,REDACTED - PERSONAL DATA,02/09/2016,1973.68,DIRECT PAYMENTS,V001042714
ROCHDALE BOROUGH COUNCIL,02/09/2016,PHYSICAL DIS & OLDER PEOPLE,REDACTED - PERSONAL DATA,02/09/2016,785.04,DIRECT PAYMENTS,V001042715
ROCHDALE BOROUGH COUNCIL,02/09/2016,LEARNING DIS & MENTAL HEALTH,REDACTED - PERSONAL DATA,02/09/2016,828.32,DIRECT PAYMENTS,V001042716
ROCHDALE BOROUGH COUNCIL,02/09/2016,LEARNING DIS & MENTAL HEALTH,REDACTED - PERSONAL DATA,02/09/2016,1408.08,DIRECT PAYMENTS,V001042717
ROCHDALE BOROUGH COUNCIL,02/09/2016,LEARNING DIS & MENTAL HEALTH,REDACTED - PERSONAL DATA,02/09/2016,1246.48,DIRECT PAYMENTS,V001042718
ROCHDALE BOROUGH COUNCIL,02/09/2016,PHYSICAL DIS & OLDER PEOPLE,REDACTED - PERSONAL DATA,02/09/2016,571.92,DIRECT PAYMENTS,V001042719
ROCHDALE BOROUGH COUNCIL,02/09/2016,PHYSICAL DIS & OLDER PEOPLE,REDACTED - PERSONAL DATA,02/09/2016,2399.8,DIRECT PAYMENTS,V001042720
ROCHDALE BOROUGH COUNCIL,02/09/2016,PHYSICAL DIS & OLDER PEOPLE,REDACTED - PERSONAL DATA,02/09/2016,3522.32,DIRECT PAYMENTS,V001042721
ROCHDALE BOROUGH COUNCIL,02/09/2016,PHYSICAL DIS & OLDER PEOPLE,REDACTED - PERSONAL DATA,02/09/2016,647.64,DIRECT PAYMENTS,V001042722
ROCHDALE BOROUGH COUNCIL,02/09/2016,LEARNING DIS & MENTAL HEALTH,REDACTED - PERSONAL DATA,02/09/2016,1118.76,DIRECT PAYMENTS,V001042723
ROCHDALE BOROUGH COUNCIL,02/09/2016,LEARNING DIS & MENTAL HEALTH,REDACTED - PERSONAL DATA,02/09/2016,939,DIRECT PAYMENTS,V001042724
ROCHDALE BOROUGH COUNCIL,02/09/2016,PHYSICAL DIS & OLDER PEOPLE,REDACTED - PERSONAL DATA,02/09/2016,596.12,DIRECT PAYMENTS,V001042730
ROCHDALE BOROUGH COUNCIL,02/09/2016,LEARNING DIS & MENTAL HEALTH,REDACTED - PERSONAL DATA,02/09/2016,952.08,DIRECT PAYMENTS,V001042732
ROCHDALE BOROUGH COUNCIL,02/09/2016,LEARNING DIS & MENTAL HEALTH,REDACTED - PERSONAL DATA,02/09/2016,3510.84,DIRECT PAYMENTS,V001042733
ROCHDALE BOROUGH COUNCIL,02/09/2016,LEARNING DIS & MENTAL HEALTH,REDACTED - PERSONAL DATA,02/09/2016,1024.04,DIRECT PAYMENTS,V001042734
ROCHDALE BOROUGH COUNCIL,02/09/2016,PHYSICAL DIS & OLDER PEOPLE,REDACTED - PERSONAL DATA,02/09/2016,586.56,DIRECT PAYMENTS,V001042735
ROCHDALE BOROUGH COUNCIL,02/09/2016,PHYSICAL DIS & OLDER PEOPLE,REDACTED - PERSONAL DATA,02/09/2016,1133.16,DIRECT PAYMENTS,V001042736
ROCHDALE BOROUGH COUNCIL,02/09/2016,PHYSICAL DIS & OLDER PEOPLE,REDACTED - PERSONAL DATA,02/09/2016,1055.04,DIRECT PAYMENTS,V001042737
ROCHDALE BOROUGH COUNCIL,02/09/2016,PHYSICAL DIS & OLDER PEOPLE,REDACTED - PERSONAL DATA,02/09/2016,1168.56,DIRECT PAYMENTS,V001042738
ROCHDALE BOROUGH COUNCIL,02/09/2016,LEARNING DIS & MENTAL HEALTH,REDACTED - PERSONAL DATA,02/09/2016,1605.64,DIRECT PAYMENTS,V001042740
ROCHDALE BOROUGH COUNCIL,02/09/2016,LEARNING DIS & MENTAL HEALTH,REDACTED - PERSONAL DATA,02/09/2016,656,DIRECT PAYMENTS,V001042745
ROCHDALE BOROUGH COUNCIL,02/09/2016,PHYSICAL DIS & OLDER PEOPLE,REDACTED - PERSONAL DATA,02/09/2016,591.2,DIRECT PAYMENTS,V001042746
ROCHDALE BOROUGH COUNCIL,02/09/2016,LEARNING DIS & MENTAL HEALTH,REDACTED - PERSONAL DATA,02/09/2016,615.4,DIRECT PAYMENTS,V001042747
ROCHDALE BOROUGH COUNCIL,02/09/2016,PHYSICAL DIS & OLDER PEOPLE,REDACTED - PERSONAL DATA,02/09/2016,841.88,DIRECT PAYMENTS,V001042748
ROCHDALE BOROUGH COUNCIL,02/09/2016,LEARNING DIS & MENTAL HEALTH,REDACTED - PERSONAL DATA,02/09/2016,1010.36,DIRECT PAYMENTS,V001042749
ROCHDALE BOROUGH COUNCIL,02/09/2016,PHYSICAL DIS & OLDER PEOPLE,REDACTED - PERSONAL DATA,02/09/2016,889.92,DIRECT PAYMENTS,V001042750
ROCHDALE BOROUGH COUNCIL,02/09/2016,PHYSICAL DIS & OLDER PEOPLE,REDACTED - PERSONAL DATA,02/09/2016,1741.84,DIRECT PAYMENTS,V001042751
ROCHDALE BOROUGH COUNCIL,02/09/2016,LEARNING DIS & MENTAL HEALTH,REDACTED - PERSONAL DATA,02/09/2016,503.24,DIRECT PAYMENTS,V001042752
ROCHDALE BOROUGH COUNCIL,02/09/2016,LEARNING DIS & MENTAL HEALTH,REDACTED - PERSONAL DATA,02/09/2016,505.76,DIRECT PAYMENTS,V001042753
ROCHDALE BOROUGH COUNCIL,02/09/2016,LEARNING DIS & MENTAL HEALTH,REDACTED - PERSONAL DATA,02/09/2016,582.16,DIRECT PAYMENTS,V001042754
ROCHDALE BOROUGH COUNCIL,02/09/2016,LEARNING DIS & MENTAL HEALTH,REDACTED - PERSONAL DATA,02/09/2016,886.88,DIRECT PAYMENTS,V001042755
ROCHDALE BOROUGH COUNCIL,02/09/2016,PHYSICAL DIS & OLDER PEOPLE,REDACTED - PERSONAL DATA,02/09/2016,2376.72,DIRECT PAYMENTS,V001042759
ROCHDALE BOROUGH COUNCIL,02/09/2016,LEARNING DIS & MENTAL HEALTH,REDACTED - PERSONAL DATA,02/09/2016,662.36,DIRECT PAYMENTS,V001042761
ROCHDALE BOROUGH COUNCIL,02/09/2016,PHYSICAL DIS & OLDER PEOPLE,REDACTED - PERSONAL DATA,02/09/2016,2234.36,DIRECT PAYMENTS,V001042762
ROCHDALE BOROUGH COUNCIL,02/09/2016,LEARNING DIS & MENTAL HEALTH,REDACTED - PERSONAL DATA,02/09/2016,4167.52,DIRECT PAYMENTS,V001042763
ROCHDALE BOROUGH COUNCIL,02/09/2016,PHYSICAL DIS & OLDER PEOPLE,REDACTED - PERSONAL DATA,02/09/2016,620.96,DIRECT PAYMENTS,V001042765
ROCHDALE BOROUGH COUNCIL,02/09/2016,LEARNING DIS & MENTAL HEALTH,REDACTED - PERSONAL DATA,02/09/2016,1334.84,DIRECT PAYMENTS,V001042767
ROCHDALE BOROUGH COUNCIL,02/09/2016,PHYSICAL DIS & OLDER PEOPLE,REDACTED - PERSONAL DATA,02/09/2016,825.84,DIRECT PAYMENTS,V001042770
ROCHDALE BOROUGH COUNCIL,02/09/2016,PHYSICAL DIS & OLDER PEOPLE,REDACTED - PERSONAL DATA,02/09/2016,921.44,DIRECT PAYMENTS,V001042771
ROCHDALE BOROUGH COUNCIL,02/09/2016,PHYSICAL DIS & OLDER PEOPLE,REDACTED - PERSONAL DATA,02/09/2016,1097.96,DIRECT PAYMENTS,V001042772
ROCHDALE BOROUGH COUNCIL,02/09/2016,PHYSICAL DIS & OLDER PEOPLE,REDACTED - PERSONAL DATA,02/09/2016,1230.72,DIRECT PAYMENTS,V001042773
ROCHDALE BOROUGH COUNCIL,02/09/2016,PHYSICAL DIS & OLDER PEOPLE,REDACTED - PERSONAL DATA,02/09/2016,926.44,DIRECT PAYMENTS,V001042774
ROCHDALE BOROUGH COUNCIL,02/09/2016,LEARNING DIS & MENTAL HEALTH,REDACTED - PERSONAL DATA,02/09/2016,1517,DIRECT PAYMENTS,V001042776
ROCHDALE BOROUGH COUNCIL,02/09/2016,LEARNING DIS & MENTAL HEALTH,REDACTED - PERSONAL DATA,02/09/2016,1253.52,DIRECT PAYMENTS,V001042777
ROCHDALE BOROUGH COUNCIL,02/09/2016,PHYSICAL DIS & OLDER PEOPLE,REDACTED - PERSONAL DATA,02/09/2016,1035.24,DIRECT PAYMENTS,V001042778
ROCHDALE BOROUGH COUNCIL,02/09/2016,LEARNING DIS & MENTAL HEALTH,REDACTED - PERSONAL DATA,02/09/2016,980.6,DIRECT PAYMENTS,V001042779
ROCHDALE BOROUGH COUNCIL,02/09/2016,LEARNING DIS & MENTAL HEALTH,REDACTED - PERSONAL DATA,02/09/2016,1051.08,DIRECT PAYMENTS,V001042781
ROCHDALE BOROUGH COUNCIL,02/09/2016,LEARNING DIS & MENTAL HEALTH,REDACTED - PERSONAL DATA,02/09/2016,748.16,DIRECT PAYMENTS,V001042783
ROCHDALE BOROUGH COUNCIL,02/09/2016,LEARNING DIS & MENTAL HEALTH,REDACTED - PERSONAL DATA,02/09/2016,625.72,DIRECT PAYMENTS,V001042784
ROCHDALE BOROUGH COUNCIL,02/09/2016,LEARNING DIS & MENTAL HEALTH,REDACTED - PERSONAL DATA,02/09/2016,695.16,DIRECT PAYMENTS,V001042786
ROCHDALE BOROUGH COUNCIL,02/09/2016,LEARNING DIS & MENTAL HEALTH,REDACTED - PERSONAL DATA,02/09/2016,695.16,DIRECT PAYMENTS,V001042787
ROCHDALE BOROUGH COUNCIL,02/09/2016,LEARNING DIS & MENTAL HEALTH,REDACTED - PERSONAL DATA,02/09/2016,695.16,DIRECT PAYMENTS,V001042788
ROCHDALE BOROUGH COUNCIL,02/09/2016,PHYSICAL DIS & OLDER PEOPLE,REDACTED - PERSONAL DATA,02/09/2016,854.12,DIRECT PAYMENTS,V001042790
ROCHDALE BOROUGH COUNCIL,02/09/2016,PHYSICAL DIS & OLDER PEOPLE,REDACTED - PERSONAL DATA,02/09/2016,590.6,DIRECT PAYMENTS,V001042792
ROCHDALE BOROUGH COUNCIL,02/09/2016,PHYSICAL DIS & OLDER PEOPLE,REDACTED - PERSONAL DATA,02/09/2016,2342.2,DIRECT PAYMENTS,V001042795
ROCHDALE BOROUGH COUNCIL,02/09/2016,LEARNING DIS & MENTAL HEALTH,REDACTED - PERSONAL DATA,02/09/2016,840,DIRECT PAYMENTS,V001042796
ROCHDALE BOROUGH COUNCIL,02/09/2016,PHYSICAL DIS & OLDER PEOPLE,REDACTED - PERSONAL DATA,02/09/2016,917.28,DIRECT PAYMENTS,V001042797
ROCHDALE BOROUGH COUNCIL,02/09/2016,LEARNING DIS & MENTAL HEALTH,REDACTED - PERSONAL DATA,02/09/2016,1437.88,DIRECT PAYMENTS,V001042798
ROCHDALE BOROUGH COUNCIL,02/09/2016,PHYSICAL DIS & OLDER PEOPLE,REDACTED - PERSONAL DATA,02/09/2016,772,DIRECT PAYMENTS,V001042800
ROCHDALE BOROUGH COUNCIL,02/09/2016,PHYSICAL DIS & OLDER PEOPLE,REDACTED - PERSONAL DATA,02/09/2016,780,DIRECT PAYMENTS,V001042801
ROCHDALE BOROUGH COUNCIL,02/09/2016,LEARNING DIS & MENTAL HEALTH,REDACTED - PERSONAL DATA,02/09/2016,801.2,DIRECT PAYMENTS,V001042804
ROCHDALE BOROUGH COUNCIL,02/09/2016,LEARNING DIS & MENTAL HEALTH,REDACTED - PERSONAL DATA,02/09/2016,592.92,DIRECT PAYMENTS,V001042805
ROCHDALE BOROUGH COUNCIL,02/09/2016,PHYSICAL DIS & OLDER PEOPLE,REDACTED - PERSONAL DATA,02/09/2016,1674.88,DIRECT PAYMENTS,V001042807
ROCHDALE BOROUGH COUNCIL,02/09/2016,LEARNING DIS & MENTAL HEALTH,REDACTED - PERSONAL DATA,02/09/2016,658.56,DIRECT PAYMENTS,V001042808
ROCHDALE BOROUGH COUNCIL,02/09/2016,PHYSICAL DIS & OLDER PEOPLE,REDACTED - PERSONAL DATA,02/09/2016,1569.56,DIRECT PAYMENTS,V001042809
ROCHDALE BOROUGH COUNCIL,02/09/2016,LEARNING DIS & MENTAL HEALTH,REDACTED - PERSONAL DATA,02/09/2016,650.84,DIRECT PAYMENTS,V001042810
ROCHDALE BOROUGH COUNCIL,02/09/2016,PHYSICAL DIS & OLDER PEOPLE,REDACTED - PERSONAL DATA,02/09/2016,523.08,DIRECT PAYMENTS,V001042812
ROCHDALE BOROUGH COUNCIL,02/09/2016,PHYSICAL DIS & OLDER PEOPLE,REDACTED - PERSONAL DATA,02/09/2016,552,DIRECT PAYMENTS,V001042813
ROCHDALE BOROUGH COUNCIL,02/09/2016,PHYSICAL DIS & OLDER PEOPLE,REDACTED - PERSONAL DATA,02/09/2016,819.96,DIRECT PAYMENTS,V001042814
ROCHDALE BOROUGH COUNCIL,02/09/2016,LEARNING DIS & MENTAL HEALTH,REDACTED - PERSONAL DATA,02/09/2016,1182.64,DIRECT PAYMENTS,V001042815
ROCHDALE BOROUGH COUNCIL,02/09/2016,LEARNING DIS & MENTAL HEALTH,REDACTED - PERSONAL DATA,02/09/2016,967.88,DIRECT PAYMENTS,V001042816
ROCHDALE BOROUGH COUNCIL,02/09/2016,LEARNING DIS & MENTAL HEALTH,REDACTED - PERSONAL DATA,02/09/2016,2738.52,DIRECT PAYMENTS,V001042817
ROCHDALE BOROUGH COUNCIL,02/09/2016,LEARNING DIS & MENTAL HEALTH,REDACTED - PERSONAL DATA,02/09/2016,1000,DIRECT PAYMENTS,V001042818
ROCHDALE BOROUGH COUNCIL,02/09/2016,LEARNING DIS & MENTAL HEALTH,REDACTED - PERSONAL DATA,02/09/2016,1455.96,DIRECT PAYMENTS,V001042819
ROCHDALE BOROUGH COUNCIL,02/09/2016,PHYSICAL DIS & OLDER PEOPLE,REDACTED - PERSONAL DATA,02/09/2016,682.68,DIRECT PAYMENTS,V001042821
ROCHDALE BOROUGH COUNCIL,02/09/2016,LEARNING DIS & MENTAL HEALTH,REDACTED - PERSONAL DATA,02/09/2016,617.68,DIRECT PAYMENTS,V001042822
ROCHDALE BOROUGH COUNCIL,02/09/2016,PHYSICAL DIS & OLDER PEOPLE,REDACTED - PERSONAL DATA,02/09/2016,875.96,DIRECT PAYMENTS,V001042824
ROCHDALE BOROUGH COUNCIL,02/09/2016,PHYSICAL DIS & OLDER PEOPLE,REDACTED - PERSONAL DATA,02/09/2016,964.04,DIRECT PAYMENTS,V001042825
ROCHDALE BOROUGH COUNCIL,02/09/2016,PHYSICAL DIS & OLDER PEOPLE,REDACTED - PERSONAL DATA,02/09/2016,962.52,DIRECT PAYMENTS,V001042826
ROCHDALE BOROUGH COUNCIL,02/09/2016,PHYSICAL DIS & OLDER PEOPLE,REDACTED - PERSONAL DATA,02/09/2016,1760.16,DIRECT PAYMENTS,V001042828
ROCHDALE BOROUGH COUNCIL,02/09/2016,PHYSICAL DIS & OLDER PEOPLE,REDACTED - PERSONAL DATA,02/09/2016,3009.16,DIRECT PAYMENTS,V001042832
ROCHDALE BOROUGH COUNCIL,02/09/2016,LEARNING DIS & MENTAL HEALTH,REDACTED - PERSONAL DATA,02/09/2016,821.08,DIRECT PAYMENTS,V001042834
ROCHDALE BOROUGH COUNCIL,02/09/2016,LEARNING DIS & MENTAL HEALTH,REDACTED - PERSONAL DATA,02/09/2016,600.72,DIRECT PAYMENTS,V001042835
ROCHDALE BOROUGH COUNCIL,02/09/2016,PHYSICAL DIS & OLDER PEOPLE,REDACTED - PERSONAL DATA,02/09/2016,541.12,DIRECT PAYMENTS,V001042836
ROCHDALE BOROUGH COUNCIL,02/09/2016,PHYSICAL DIS & OLDER PEOPLE,REDACTED - PERSONAL DATA,02/09/2016,925.28,DIRECT PAYMENTS,V001042839
ROCHDALE BOROUGH COUNCIL,02/09/2016,LEARNING DIS & MENTAL HEALTH,REDACTED - PERSONAL DATA,02/09/2016,2355.4,DIRECT PAYMENTS,V001042840
ROCHDALE BOROUGH COUNCIL,02/09/2016,PHYSICAL DIS & OLDER PEOPLE,REDACTED - PERSONAL DATA,02/09/2016,1727.64,DIRECT PAYMENTS,V001042845
ROCHDALE BOROUGH COUNCIL,02/09/2016,PHYSICAL DIS & OLDER PEOPLE,REDACTED - PERSONAL DATA,02/09/2016,660.96,DIRECT PAYMENTS,V001042846
ROCHDALE BOROUGH COUNCIL,02/09/2016,LEARNING DIS & MENTAL HEALTH,REDACTED - PERSONAL DATA,02/09/2016,1094.4,DIRECT PAYMENTS,V001042847
ROCHDALE BOROUGH COUNCIL,02/09/2016,PHYSICAL DIS & OLDER PEOPLE,REDACTED - PERSONAL DATA,02/09/2016,568.96,DIRECT PAYMENTS,V001042852
ROCHDALE BOROUGH COUNCIL,02/09/2016,PHYSICAL DIS & OLDER PEOPLE,REDACTED - PERSONAL DATA,02/09/2016,2247.6,DIRECT PAYMENTS,V001042853
ROCHDALE BOROUGH COUNCIL,02/09/2016,LEARNING DIS & MENTAL HEALTH,REDACTED - PERSONAL DATA,02/09/2016,1416.32,DIRECT PAYMENTS,V001042854
ROCHDALE BOROUGH COUNCIL,02/09/2016,PHYSICAL DIS & OLDER PEOPLE,REDACTED - PERSONAL DATA,02/09/2016,2124.76,DIRECT PAYMENTS,V001042859
ROCHDALE BOROUGH COUNCIL,02/09/2016,PHYSICAL DIS & OLDER PEOPLE,REDACTED - PERSONAL DATA,02/09/2016,754.96,DIRECT PAYMENTS,V001042860
ROCHDALE BOROUGH COUNCIL,02/09/2016,PHYSICAL DIS & OLDER PEOPLE,REDACTED - PERSONAL DATA,02/09/2016,1174.72,DIRECT PAYMENTS,V001042862
ROCHDALE BOROUGH COUNCIL,02/09/2016,PHYSICAL DIS & OLDER PEOPLE,REDACTED - PERSONAL DATA,02/09/2016,619.96,DIRECT PAYMENTS,V001042863
ROCHDALE BOROUGH COUNCIL,02/09/2016,PHYSICAL DIS & OLDER PEOPLE,REDACTED - PERSONAL DATA,02/09/2016,817.04,DIRECT PAYMENTS,V001042864
ROCHDALE BOROUGH COUNCIL,02/09/2016,PHYSICAL DIS & OLDER PEOPLE,REDACTED - PERSONAL DATA,02/09/2016,862.68,DIRECT PAYMENTS,V001042865
ROCHDALE BOROUGH COUNCIL,02/09/2016,LEARNING DIS & MENTAL HEALTH,REDACTED - PERSONAL DATA,02/09/2016,3200.8,DIRECT PAYMENTS,V001042866
ROCHDALE BOROUGH COUNCIL,02/09/2016,PHYSICAL DIS & OLDER PEOPLE,REDACTED - PERSONAL DATA,02/09/2016,858.56,DIRECT PAYMENTS,V001042867
ROCHDALE BOROUGH COUNCIL,02/09/2016,PHYSICAL DIS & OLDER PEOPLE,REDACTED - PERSONAL DATA,02/09/2016,1425.68,DIRECT PAYMENTS,V001042868
ROCHDALE BOROUGH COUNCIL,02/09/2016,PHYSICAL DIS & OLDER PEOPLE,REDACTED - PERSONAL DATA,02/09/2016,586.2,DIRECT PAYMENTS,V001042869
ROCHDALE BOROUGH COUNCIL,02/09/2016,PHYSICAL DIS & OLDER PEOPLE,REDACTED - PERSONAL DATA,02/09/2016,2849.68,DIRECT PAYMENTS,V001042872
ROCHDALE BOROUGH COUNCIL,02/09/2016,LEARNING DIS & MENTAL HEALTH,REDACTED - PERSONAL DATA,02/09/2016,3339.89,DIRECT PAYMENTS,V001042873
ROCHDALE BOROUGH COUNCIL,02/09/2016,LEARNING DIS & MENTAL HEALTH,REDACTED - PERSONAL DATA,02/09/2016,1483.32,DIRECT PAYMENTS,V001042874
ROCHDALE BOROUGH COUNCIL,02/09/2016,PHYSICAL DIS & OLDER PEOPLE,REDACTED - PERSONAL DATA,02/09/2016,1009.32,DIRECT PAYMENTS,V001042876
ROCHDALE BOROUGH COUNCIL,02/09/2016,LEARNING DIS & MENTAL HEALTH,REDACTED - PERSONAL DATA,02/09/2016,1421.32,DIRECT PAYMENTS,V001042877
ROCHDALE BOROUGH COUNCIL,02/09/2016,PHYSICAL DIS & OLDER PEOPLE,REDACTED - PERSONAL DATA,02/09/2016,1204.96,DIRECT PAYMENTS,V001042879
ROCHDALE BOROUGH COUNCIL,02/09/2016,PHYSICAL DIS & OLDER PEOPLE,REDACTED - PERSONAL DATA,02/09/2016,619.28,DIRECT PAYMENTS,V001042881
ROCHDALE BOROUGH COUNCIL,02/09/2016,LEARNING DIS & MENTAL HEALTH,REDACTED - PERSONAL DATA,02/09/2016,704,DIRECT PAYMENTS,V001042883
ROCHDALE BOROUGH COUNCIL,02/09/2016,PHYSICAL DIS & OLDER PEOPLE,REDACTED - PERSONAL DATA,02/09/2016,915.84,DIRECT PAYMENTS,V001042884
ROCHDALE BOROUGH COUNCIL,02/09/2016,PHYSICAL DIS & OLDER PEOPLE,REDACTED - PERSONAL DATA,02/09/2016,922.36,DIRECT PAYMENTS,V001042885
ROCHDALE BOROUGH COUNCIL,02/09/2016,PHYSICAL DIS & OLDER PEOPLE,REDACTED - PERSONAL DATA,02/09/2016,795.08,DIRECT PAYMENTS,V001042887
ROCHDALE BOROUGH COUNCIL,02/09/2016,PHYSICAL DIS & OLDER PEOPLE,REDACTED - PERSONAL DATA,02/09/2016,795.08,DIRECT PAYMENTS,V001042888
ROCHDALE BOROUGH COUNCIL,02/09/2016,PHYSICAL DIS & OLDER PEOPLE,REDACTED - PERSONAL DATA,02/09/2016,796,DIRECT PAYMENTS,V001042889
ROCHDALE BOROUGH COUNCIL,02/09/2016,LEARNING DIS & MENTAL HEALTH,REDACTED - PERSONAL DATA,02/09/2016,625.52,DIRECT PAYMENTS,V001042890
