Organisation Name,Dept,Service Cat Label,Expenditure CIPFA Sub Group Label,Puprose of Spend,Supplier,Supplier Reference,Pay Date,Net Amount,Transaction Number,Grant to VCSE?,Charity Number,Card Transaction,Irrecoverable VAT
Pendle Borough Council,Engineering & Special Projects,Supplies and Services,4705,Other Expenses,CAVALIER TAXIS,A0000638, 12/03/2015,�17.00,HED0259739,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Supplies and Services,4705,Other Expenses,CAVALIER TAXIS,A0000638, 12/03/2015,�17.00,HED0259746,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Capital Costs,CD14,Capital : Payments,CB EXCAVATORS LTD,A0000396, 05/03/2015,"�3,500.00",HED0259446,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Capital Costs,CD14,Capital : Payments,CB EXCAVATORS LTD,A0000396, 05/03/2015,"�1,200.00",HED0259513,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,2001,Bldgs : R & M : Day To Day,CB EXCAVATORS LTD,A0000396, 19/03/2015,�200.00,HED0260147,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Capital Costs,CD14,Capital : Payments,CB EXCAVATORS LTD,A0000396, 19/03/2015,"�25,000.00",HED0260154,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Capital Costs,CD20,Public Realm,CB EXCAVATORS LTD,A0000396, 19/03/2015,"�54,419.30",HED0260155,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Capital Costs,CD14,Capital : Payments,CEMETERY ALLOTMENT SOCIETY,A0090013, 12/03/2015,�200.00,HED0259580,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Supplies and Services,4419,LCC Levy (Admins Costs),CHIPSIDE LTD,A0068587, 19/03/2015,�93.17,HED0260024,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Supplies and Services,4705,Other Expenses,CHIPSIDE LTD,A0068587, 19/03/2015,�445.76,HED0260023,N,N/A,N,N/A
Pendle Borough Council,Economic Development & Tourism,Supplies and Services,4739,Grants/Contributions,CHRIS CALLAGHAN GARDENING SERVICES,A0090215, 05/03/2015,"�2,000.00",REG0259516,N,N/A,N,N/A
Pendle Borough Council,Chief Executives Policy Unit,Supplies and Services,4706,Subscriptions & Donations,CHRIST CHURCH NELSON,A0045398, 19/03/2015,�25.00,COR0260118,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Supplies and Services,4304,Reference Books Acts,CIPFA BUSINESS LIMITED,A0001556, 12/03/2015,�500.00,AAS0259758,N,N/A,N,N/A
Pendle Borough Council,Economic Development & Tourism,Supplies and Services,4739,Grants/Contributions,CLOUD 1990,A0089138, 19/03/2015,"�1,300.00",REG0260034,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Capital Costs,CD14,Capital : Payments,CLOVERHILL RESIDENTS ACTION GROUP,A0070942, 19/03/2015,�250.00,HED0259926,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Capital Costs,CD14,Capital : Payments,COLNE GALA,A0047272, 19/03/2015,"�1,500.00",HED0260151,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Indirect Employee Expenses,1270,Lone Worker Monitoring Service,CONNEXION2 LIMITED,A0089719, 05/03/2015,�372.05,OPS0259469,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Indirect Employee Expenses,1270,Lone Worker Monitoring Service,CONNEXION2 LIMITED,A0089719, 26/03/2015,�372.05,OPS0260358,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,2202,Gas,CORONA ENERGY,A0069539, 31/03/2015,�28.22,AAS0260728,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,2202,Gas,CORONA ENERGY,A0069539, 31/03/2015,�132.40,AAS0260739,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,2202,Gas,CORONA ENERGY,A0069539, 31/03/2015,�54.11,AAS0260735,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,2202,Gas,CORONA ENERGY,A0069539, 31/03/2015,�700.42,AAS0260752,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,2202,Gas,CORONA ENERGY,A0069539, 31/03/2015,�191.56,AAS0260751,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,2202,Gas,CORONA ENERGY,A0069539, 31/03/2015,�127.52,AAS0260750,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,2202,Gas,CORONA ENERGY,A0069539, 31/03/2015,�258.10,AAS0260753,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,2202,Gas,CORONA ENERGY,A0069539, 31/03/2015,�127.55,AAS0260734,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,2202,Gas,CORONA ENERGY,A0069539, 31/03/2015,�589.58,AAS0260748,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,2202,Gas,CORONA ENERGY,A0069539, 31/03/2015,�299.88,AAS0260744,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,2202,Gas,CORONA ENERGY,A0069539, 31/03/2015,�487.62,AAS0260727,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,2202,Gas,CORONA ENERGY,A0069539, 31/03/2015,�136.83,AAS0260740,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,2202,Gas,CORONA ENERGY,A0069539, 31/03/2015,�72.83,AAS0260738,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,2202,Gas,CORONA ENERGY,A0069539, 31/03/2015,�2.15,AAS0260729,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,2202,Gas,CORONA ENERGY,A0069539, 31/03/2015,�155.89,AAS0260733,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,2202,Gas,CORONA ENERGY,A0069539, 31/03/2015,�241.88,AAS0260730,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,2202,Gas,CORONA ENERGY,A0069539, 31/03/2015,�319.26,AAS0260731,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,2202,Gas,CORONA ENERGY,A0069539, 31/03/2015,�402.29,AAS0260732,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,2202,Gas,CORONA ENERGY,A0069539, 31/03/2015,�37.84,AAS0260741,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,2202,Gas,CORONA ENERGY,A0069539, 31/03/2015,�445.52,AAS0260737,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,2202,Gas,CORONA ENERGY,A0069539, 31/03/2015,�207.57,AAS0260743,N,N/A,N,N/A
Pendle Borough Council,Environmental Health Services,Premises Related Expense,2002,Bldgs : R & M : Abnormal,CPC PROP & GARDENING SERV LTD,A0011770, 05/03/2015,�110.00,ENV0259525,N,N/A,N,N/A
Pendle Borough Council,Housing Regeneration Services,Capital Costs,CD14,Capital : Payments,CPC PROP & GARDENING SERV LTD,A0011770, 19/03/2015,�220.00,HMR0260027,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,2002,Bldgs : R & M : Abnormal,CPC PROP & GARDENING SERV LTD,A0011770, 26/03/2015,�160.00,HED0260249,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,2002,Bldgs : R & M : Abnormal,CPC PROP & GARDENING SERV LTD,A0011770, 26/03/2015,�560.00,HED0260283,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,2101,Grounds : R & M : Day to Day : Routine,CPC PROP & GARDENING SERV LTD,A0011770, 26/03/2015,�440.00,HED0260283,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Capital Costs,CD14,Capital : Payments,CPC PROP & GARDENING SERV LTD,A0011770, 26/03/2015,�200.00,HED0260249,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Capital Costs,CD14,Capital : Payments,CPC PROP & GARDENING SERV LTD,A0011770, 26/03/2015,�190.00,HED0260247,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Capital Costs,CD14,Capital : Payments,CPC PROP & GARDENING SERV LTD,A0011770, 26/03/2015,�320.00,HED0260222,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Capital Costs,CD14,Capital : Payments,CRAEMER UK LIMITED,A0070869, 05/03/2015,"�2,580.00",OPS0259460,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Capital Costs,CD14,Capital : Payments,CRAEMER UK LIMITED,A0070869, 05/03/2015,"�6,520.00",OPS0259460,N,N/A,N,N/A
Pendle Borough Council,Housing Regeneration Services,Supplies and Services,4739,Grants/Contributions,DAVID NORMAN SOLICITORS LIMITED,A0089434, 26/03/2015,�650.00,HMR0260168,N,N/A,N,N/A
Pendle Borough Council,Environmental Health Services,Supplies and Services,4201,Protective Clothing,REDACTED,A0013921, 19/03/2015,�37.50,ENV0260139,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Indirect Employee Expenses,1221,Recruitment,DBS,A0072958, 17/03/2015,�396.00,AAS0260770,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Supplies and Services,4705,Other Expenses,DBS,A0072958, 17/03/2015,�572.00,AAS0260770,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Transport Related Expense,3105,Tprt : Repairs : General,DEANFIELD TEST CENTRE LIMITED,A0059749, 05/03/2015,�50.00,PCO0259252,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Transport Related Expense,3105,Tprt : Repairs : General,DEANFIELD TEST CENTRE LIMITED,A0059749, 05/03/2015,�50.00,PCO0259251,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Transport Related Expense,3105,Tprt : Repairs : General,DEANFIELD TEST CENTRE LIMITED,A0059749, 05/03/2015,�251.93,PCO0259251,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Transport Related Expense,3105,Tprt : Repairs : General,DEANFIELD TEST CENTRE LIMITED,A0059749, 05/03/2015,�431.93,PCO0259252,N,N/A,N,N/A
Pendle Borough Council,Chief Executives Policy Unit,Supplies and Services,4706,Subscriptions & Donations,REDACTED,A0081257, 19/03/2015,�77.25,COR0260110,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Transport Related Expense,3105,Tprt : Repairs : General,DEWHURST DECORATING SUPPLIES,A0000879, 05/03/2015,�28.56,PCO0259233,N,N/A,N,N/A
Pendle Borough Council,Economic Development & Tourism,Supplies and Services,4707,Miscellaneous : Other,DEWHURST DECORATING SUPPLIES,A0000879, 26/03/2015,�117.58,REG0260068,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,4614,Mayoral Expenses,DIANES CATERING,A0045900, 19/03/2015,�115.00,DAL0259997,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Transport Related Expense,3105,Tprt : Repairs : General,DICK LEIGH,A0001675, 12/03/2015,�14.59,PCO0259583,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Transport Related Expense,3105,Tprt : Repairs : General,DICK LEIGH,A0001675, 12/03/2015,�17.56,PCO0259583,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Transport Related Expense,3105,Tprt : Repairs : General,DICK LEIGH,A0001675, 12/03/2015,�84.14,PCO0259583,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Transport Related Expense,3105,Tprt : Repairs : General,DICK LEIGH,A0001675, 26/03/2015,�117.97,PCO0260190,N,N/A,N,N/A
Pendle Borough Council,Planning & Building Control,Supplies and Services,4401,Consultants Fees,DLP PLANNING LTD,A0061134, 12/03/2015,�787.50,PBC0259669,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Supplies and Services,4739,Grants/Contributions,DP STRUCTURES LIMITED,A0056114, 12/03/2015,"�3,600.00",HED0259716,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Capital Costs,CD14,Capital : Payments,DRAIN BUSTERS,A0021656, 26/03/2015,�110.00,PCO0260288,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Agency Staff,1004,Emp : Agency Wages,DRIVER HIRE,A0003556, 05/03/2015,�382.72,OPS0259536,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Agency Staff,1004,Emp : Agency Wages,DRIVER HIRE,A0003556, 05/03/2015,�91.13,OPS0259536,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Agency Staff,1004,Emp : Agency Wages,DRIVER HIRE,A0003556, 12/03/2015,�373.61,OPS0259744,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Agency Staff,1004,Emp : Agency Wages,DRIVER HIRE,A0003556, 12/03/2015,�91.13,OPS0259744,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Agency Staff,1004,Emp : Agency Wages,DRIVER HIRE,A0003556, 19/03/2015,�273.38,OPS0260133,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Agency Staff,1004,Emp : Agency Wages,DRIVER HIRE,A0003556, 19/03/2015,�182.25,OPS0260133,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Agency Staff,1004,Emp : Agency Wages,DRIVER HIRE,A0003556, 26/03/2015,�464.74,OPS0260350,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,2101,Grounds : R & M : Day to Day : Routine,E.ON,A0023073, 05/03/2015,-�21.95,HED0259543,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,2101,Grounds : R & M : Day to Day : Routine,E.ON,A0023073, 05/03/2015,�7.41,HED0259544,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,2101,Grounds : R & M : Day to Day : Routine,E.ON,A0023073, 05/03/2015,�44.34,HED0259543,N,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,2203,Electricity,E.ON,A0023073, 05/03/2015,-�1.79,EST4004567,N,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,2203,Electricity,E.ON,A0023073, 05/03/2015,�7.37,EST0259487,N,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,2203,Electricity,E.ON,A0023073, 05/03/2015,�12.63,EST0259489,N,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,2203,Electricity,E.ON,A0023073, 05/03/2015,�13.83,EST0259490,N,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,2203,Electricity,E.ON,A0023073, 05/03/2015,�14.00,EST0259489,N,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,2203,Electricity,E.ON,A0023073, 05/03/2015,�54.34,EST0259493,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,2203,Electricity,E.ON,A0023073, 26/03/2015,�21.26,AAS0260282,N,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,2203,Electricity,E.ON,A0023073, 26/03/2015,�25.54,EST0260234,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,2203,Electricity,E.ON,A0023073, 26/03/2015,�0.91,AAS0260285,N,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,2203,Electricity,E.ON UK PLC,A0044040, 12/03/2015,�182.92,EST0259638,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Supplies and Services,4004,EFM Materials,E.ON UK PLC,A0044040, 19/03/2015,�89.03,HED0260150,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Supplies and Services,4004,EFM Materials,E.ON UK PLC,A0044040, 19/03/2015,�566.95,HED0260150,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Supplies and Services,4004,EFM Materials,E.ON UK PLC,A0044040, 19/03/2015,�759.90,HED0260150,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Supplies and Services,4004,EFM Materials,E.ON UK PLC,A0044040, 19/03/2015,�575.80,HED0260150,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,2101,Grounds : R & M : Day to Day : Routine,ECOGEN,A0022890, 19/03/2015,�279.50,HED0260146,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,2001,Bldgs : R & M : Day To Day,EIBE PLAY LIMITED,A0090130, 05/03/2015,"�2,290.10",PCO0259258,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,2001,Bldgs : R & M : Day To Day,EIBE PLAY LIMITED,A0090130, 05/03/2015,�209.90,PCO0259248,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,2101,Grounds : R & M : Day to Day : Routine,EIBE PLAY LIMITED,A0090130, 05/03/2015,"�1,000.00",PCO0259248,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,2101,Grounds : R & M : Day to Day : Routine,EIBE PLAY LIMITED,A0090130, 05/03/2015,"�4,000.00",PCO0259248,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,2102,Grounds : Vandalism Repairs,EIBE PLAY LIMITED,A0090130, 05/03/2015,"�4,740.71",PCO0259248,N,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,2001,Bldgs : R & M : Day To Day,ELECTRICAL SALES (NELSON) LIMITED,A0085025, 05/03/2015,�117.00,EST0259467,N,N/A,N,N/A
Pendle Borough Council,Housing Regeneration Services,Capital Costs,CH22,Ren Grant : 1996 Act,ELITE PLUMBING,A0084584, 19/03/2015,"�4,040.00",HMR0260083,N,N/A,N,673.33
Pendle Borough Council,Housing Regeneration Services,Capital Costs,CD14,Capital : Payments,ELITE PLUMBING,A0084584, 26/03/2015,�295.00,HMR0260265,N,N/A,N,N/A
Pendle Borough Council,Housing Regeneration Services,Capital Costs,CH22,Ren Grant : 1996 Act,ELITE PLUMBING,A0084584, 26/03/2015,"�4,040.00",HMR0260315,N,N/A,N,673.33
Pendle Borough Council,Housing Regeneration Services,Capital Costs,CH22,Ren Grant : 1996 Act,ELITE PLUMBING,A0084584, 26/03/2015,"�5,568.80",HMR0260311,N,N/A,N,928.13
Pendle Borough Council,Engineering & Special Projects,Supplies and Services,4004,EFM Materials,ELVEDEN FARMS LTD,A0024214, 05/03/2015,"�1,378.66",HED0259546,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Supplies and Services,4004,EFM Materials,ELVEDEN FARMS LTD,A0024214, 05/03/2015,"�2,067.99",HED0259546,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Supplies and Services,4004,EFM Materials,ELVEDEN FARMS LTD,A0024214, 05/03/2015,�689.36,HED0259546,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Supplies and Services,4004,EFM Materials,ELVEDEN FARMS LTD,A0024214, 05/03/2015,�689.33,HED0259546,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Supplies and Services,4004,EFM Materials,ELVEDEN FARMS LTD,A0024214, 05/03/2015,-�689.33,HED4004566,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Supplies and Services,4004,EFM Materials,ELVEDEN FARMS LTD,A0024214, 05/03/2015,"�1,378.66",HED0259546,N,N/A,N,N/A
Pendle Borough Council,Operational Services,,PJ01,Stock : Purchases,ENGINEERING & FOUNDRY SUPPLIES,A0001002, 05/03/2015,�14.35,OPS0259458,N,N/A,N,N/A
Pendle Borough Council,Operational Services,,PJ01,Stock : Purchases,ENGINEERING & FOUNDRY SUPPLIES,A0001002, 05/03/2015,�30.40,OPS0259451,N,N/A,N,N/A
Pendle Borough Council,Operational Services,,PJ01,Stock : Purchases,ENGINEERING & FOUNDRY SUPPLIES,A0001002, 05/03/2015,�205.04,OPS0259458,N,N/A,N,N/A
Pendle Borough Council,Operational Services,,PJ01,Stock : Purchases,ENGINEERING & FOUNDRY SUPPLIES,A0001002, 05/03/2015,�332.00,OPS0259458,N,N/A,N,N/A
Pendle Borough Council,Operational Services,,PJ01,Stock : Purchases,ENGINEERING & FOUNDRY SUPPLIES,A0001002, 12/03/2015,�20.83,OPS0259637,N,N/A,N,N/A
Pendle Borough Council,Operational Services,,PJ01,Stock : Purchases,ENGINEERING & FOUNDRY SUPPLIES,A0001002, 19/03/2015,�190.00,OPS0260100,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Transport Related Expense,3502,Hire of Plant,ENGINEERING & FOUNDRY SUPPLIES,A0001002, 26/03/2015,�27.29,PCO0260289,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Transport Related Expense,3502,Hire of Plant,ENGINEERING & FOUNDRY SUPPLIES,A0001002, 26/03/2015,�54.58,PCO0260289,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Transport Related Expense,3502,Hire of Plant,ENGINEERING & FOUNDRY SUPPLIES,A0001002, 26/03/2015,�163.74,PCO0260289,N,N/A,N,N/A
Pendle Borough Council,Planning & Building Control,Supplies and Services,4201,Protective Clothing,ENGINEERING & FOUNDRY SUPPLIES,A0001002, 26/03/2015,�71.02,PBC0260305,N,N/A,N,N/A
Pendle Borough Council,Operational Services,,PJ01,Stock : Purchases,ENGINEERING & FOUNDRY SUPPLIES,A0001002, 26/03/2015,�37.50,OPS0260327,N,N/A,N,N/A
