Customer,Number of Travellers, Total Cost ex VAT ,Travel Class,Ticket Single or Return,Travel Date,Journey Start Point,Journey Finish Point,Air Carrier
Department for Transport,1,£244.00,ECONOMY,Single,28/9/2011,MANCHESTER,LONDON - LHR,BRITISH AIRWAYS
Department for Transport,1,£226.30,ECONOMY,Return,28/9/2011,LONDON - LHR,LISBON,TAP - AIR PORTUGAL
Department for Transport,1,£146.93,ECONOMY,Single,28/9/2011,LONDON - LHR,CASABLANCA,ROYAL AIR MAROC
Department for Transport,1,£133.00,ECONOMY,Return,28/9/2011,GLASGOW,TIREE,FLYBE
Department for Transport,1,£133.00,ECONOMY,Return,28/9/2011,GLASGOW,TIREE,FLYBE
Department for Transport,1,£104.51,ECONOMY,Return,28/9/2011,LONDON - LGW,COLOGNE,EASYJET
Department for Transport,1,£104.51,ECONOMY,Return,28/9/2011,LONDON - LGW,COLOGNE,EASYJET
Department for Transport,1,£97.00,ECONOMY,Return,28/9/2011,LONDON - LHR,BELFAST INTL,AER LINGUS
Department for Transport,1,£90.97,ECONOMY,Return,28/9/2011,LONDON - LHR,BELFAST INTL,AER LINGUS
Department for Transport,1,£59.94,ECONOMY,Single,28/9/2011,LONDON - LGW,GLASGOW,EASYJET
Department for Transport,1,"£2,131.33",PREMIUM ECONOMY,Return,28/9/2011,LONDON - LHR,WASHINGTON,BRITISH AIRWAYS
Department for Transport,1,"£1,009.02",ECONOMY,Return,29/9/2011,LONDON - LHR,CAIRO,BRITISH MIDLAND
Department for Transport,1,"£1,009.02",ECONOMY,Return,29/9/2011,LONDON - LHR,CAIRO,BRITISH MIDLAND
Department for Transport,1,£314.90,ECONOMY,Return,29/9/2011,LONDON - LGW,MANCHESTER,BRITISH AIRWAYS
Department for Transport,1,£249.17,ECONOMY,Return,29/9/2011,LONDON -CITY,EDINBURGH,BRITISH AIRWAYS
Department for Transport,1,£234.68,ECONOMY,Return,29/9/2011,LONDON - LGW,NEWCASTLE,FLYBE
Department for Transport,1,£234.68,ECONOMY,Return,29/9/2011,LONDON - LGW,NEWCASTLE,FLYBE
Department for Transport,1,£220.90,BUSINESS,Single,29/9/2011,MANCHESTER,LONDON - LHR,BRITISH MIDLAND
Department for Transport,1,£180.98,ECONOMY,Return,29/9/2011,LONDON - LGW,ISLE OF MAN,FLYBE
Department for Transport,1,£105.93,ECONOMY,Return,29/9/2011,LIVERPOOL,BARCELONA,EASYJET
Department for Transport,1,£61.50,ECONOMY,Return,29/9/2011,BRISTOL,BARCELONA,EASYJET
Department for Transport,1,£12.00,ECONOMY,Return,29/9/2011,LONDON - LGW,ISLE OF MAN,FLYBE
Department for Transport,1,"£1,009.02",ECONOMY,Return,29/9/2011,LONDON - LHR,CAIRO,BRITISH MIDLAND
Department for Transport,1,"£1,009.02",ECONOMY,Return,29/9/2011,LONDON - LHR,CAIRO,BRITISH MIDLAND
Department for Transport,1,"£1,475.63",ECONOMY,Return,30/9/2011,LONDON - LHR,MONTREAL,AIR CANADA
Department for Transport,1,£554.10,BUSINESS,Single,30/9/2011,CASABLANCA,LONDON - LHR,ROYAL AIR MAROC
Department for Transport,1,£177.90,ECONOMY,Return,30/9/2011,LONDON - LGW,PISA,BRITISH AIRWAYS
Department for Transport,1,£53.94,ECONOMY,Single,30/9/2011,GLASGOW,STANSTED,EASYJET
Department for Transport,1,"£1,475.63",ECONOMY,Return,30/9/2011,LONDON - LHR,MONTREAL,AIR CANADA
Department for Transport,1,£261.90,ECONOMY,Single,1/10/2011,BIRMINGHAM,DUSSELDORF,BRITISH AIRWAYS
Department for Transport,1,£261.90,ECONOMY,Single,1/10/2011,BIRMINGHAM,DUSSELDORF,BRITISH AIRWAYS
Department for Transport,1,£189.80,ECONOMY,Single,1/10/2011,BLACKPOOL,ISLE OF MAN,MANX
Department for Transport,1,£189.80,ECONOMY,Single,1/10/2011,BLACKPOOL,ISLE OF MAN,MANX
Department for Transport,1,£94.90,ECONOMY,Single,1/10/2011,BLACKPOOL,ISLE OF MAN,MANX
Department for Transport,1,£75.93,ECONOMY,Return,1/10/2011,LONDON - LGW,AMSTERDAM,EASYJET
Department for Transport,1,£60.00,ECONOMY,Return,1/10/2011,LONDON - LGW,PISA,BRITISH AIRWAYS
Department for Transport,1,£60.00,ECONOMY,Return,1/10/2011,LONDON - LGW,PISA,BRITISH AIRWAYS
Department for Transport,1,£15.00,ECONOMY,Return,1/10/2011,LONDON - LGW,PISA,BRITISH AIRWAYS
Department for Transport,1,"£2,627.70",BUSINESS,Return,2/10/2011,LONDON - LHR,PANAMA CITY,IBERIA
Department for Transport,1,"£2,627.70",BUSINESS,Return,2/10/2011,LONDON - LHR,PANAMA CITY,IBERIA
Department for Transport,1,"£3,144.63",PREMIUM ECONOMY,Return,4/10/2011,LONDON - LHR,MONTREAL,BRITISH AIRWAYS
Department for Transport,1,£451.71,ECONOMY,Return,4/10/2011,SOUTHAMPTON,BELFAST CITY,FLYBE
Department for Transport,1,£372.30,ECONOMY,Return,4/10/2011,LONDON - LHR,TENERIFE,IBERIA
Department for Transport,1,£117.25,ECONOMY,Single,4/10/2011,LONDON -CITY,AMSTERDAM,BRITISH AIRWAYS
Department for Transport,1,"£3,144.63",PREMIUM ECONOMY,Return,4/10/2011,LONDON - LHR,MONTREAL,BRITISH AIRWAYS
Department for Transport,1,£725.93,BUSINESS,Single,5/10/2011,LONDON - LHR,CASABLANCA,ROYAL AIR MAROC
Department for Transport,1,£466.93,BUSINESS,Single,5/10/2011,LONDON - LHR,CASABLANCA,ROYAL AIR MAROC
Department for Transport,1,£376.30,ECONOMY,Return,5/10/2011,LONDON - LHR,MANCHESTER,BRITISH AIRWAYS
Department for Transport,1,£362.88,BUSINESS,Return,5/10/2011,LONDON - LGW,GLASGOW,BRITISH AIRWAYS
Department for Transport,1,£303.90,ECONOMY,Return,5/10/2011,LONDON - LGW,MANCHESTER,BRITISH AIRWAYS
Department for Transport,1,£245.51,ECONOMY,Return,5/10/2011,LONDON -CITY,AMSTERDAM,KLM
Department for Transport,1,£241.18,ECONOMY,Return,5/10/2011,LONDON - LHR,BELFAST CITY,BRITISH MIDLAND
Department for Transport,1,£205.99,ECONOMY,Return,5/10/2011,SOUTHAMPTON,LEEDS,FLYBE
Department for Transport,1,£203.50,ECONOMY,Return,5/10/2011,LONDON - LHR,BELFAST CITY,BRITISH MIDLAND
Department for Transport,1,£150.00,BUSINESS,Single,5/10/2011,MANCHESTER,LONDON - LGW,BRITISH AIRWAYS
Department for Transport,1,£147.23,ECONOMY,Return,5/10/2011,LONDON -CITY,GLASGOW,BRITISH AIRWAYS
Department for Transport,1,£145.00,ECONOMY,Single,5/10/2011,BELFAST CITY,LONDON - LHR,BRITISH MIDLAND
Department for Transport,1,£140.35,ECONOMY,Return,5/10/2011,EDINBURGH,BIRMINGHAM,FLYBE
Department for Transport,1,£130.33,ECONOMY,Return,5/10/2011,LONDON - LGW,ABERDEEN,FLYBE
Department for Transport,1,£129.90,ECONOMY,Return,5/10/2011,LONDON - LGW,MANCHESTER,BRITISH AIRWAYS
Department for Transport,1,£120.30,ECONOMY,Return,5/10/2011,LONDON - LHR,MANCHESTER,BRITISH AIRWAYS
Department for Transport,1,£353.50,ECONOMY,Return,6/10/2011,LONDON - LHR,DUSSELDORF,BRITISH AIRWAYS
Department for Transport,1,£158.09,ECONOMY,Return,6/10/2011,LONDON - LHR,COLOGNE,LUFTHANSA
Department for Transport,1,£158.09,ECONOMY,Return,6/10/2011,LONDON - LHR,COLOGNE,LUFTHANSA
Department for Transport,1,£140.99,ECONOMY,Return,6/10/2011,LONDON - LGW,BELFAST CITY,FLYBE
Department for Transport,1,£126.70,ECONOMY,Return,6/10/2011,LONDON - LGW,STOCKHOLM,NORWEGIAN AIR SHUTTLE A.
Department for Transport,1,£126.70,ECONOMY,Return,6/10/2011,LONDON - LGW,STOCKHOLM,NORWEGIAN AIR SHUTTLE A.
Department for Transport,1,£100.00,ECONOMY,Return,6/10/2011,LONDON - LHR,WASHINGTON,BRITISH AIRWAYS
Department for Transport,1,£56.48,ECONOMY,Single,6/10/2011,MANCHESTER,EDINBURGH,FLYBE
Department for Transport,1,£256.19,ECONOMY,Return,7/10/2011,LONDON - LHR,HAMBURG,BRITISH MIDLAND
Department for Transport,1,£61.48,ECONOMY,Single,7/10/2011,EDINBURGH,BIRMINGHAM,FLYBE
Department for Transport,1,£35.47,ECONOMY,Single,7/10/2011,LONDON - LGW,COLOGNE,DO NOT USE - EASYJET - PLEASE 
Department for Transport,1,£35.47,ECONOMY,Single,7/10/2011,LONDON - LGW,COLOGNE,DO NOT USE - EASYJET - PLEASE 
Department for Transport,1,£250.18,ECONOMY,Return,8/10/2011,LONDON - LHR,BELFAST CITY,BRITISH MIDLAND
Department for Transport,1,£250.18,ECONOMY,Return,8/10/2011,LONDON - LHR,BELFAST CITY,BRITISH MIDLAND
Department for Transport,1,£194.50,ECONOMY,Single,8/10/2011,LUXEMBOURG,LONDON - LHR,BRITISH AIRWAYS
Department for Transport,1,£140.80,ECONOMY,Return,8/10/2011,LONDON - LHR,FRANKFURT,BRITISH AIRWAYS
Department for Transport,1,£94.33,ECONOMY,Return,8/10/2011,MANCHESTER,PRAGUE,BMI BABY
Department for Transport,1,£41.90,ECONOMY,Single,8/10/2011,COLOGNE,STANSTED,GERMAN WINGS
Department for Transport,1,£41.90,ECONOMY,Single,8/10/2011,COLOGNE,STANSTED,GERMAN WINGS
Department for Transport,1,"£5,237.73",BUSINESS,Return,10/10/2011,LONDON - LHR,LAS VEGAS,BRITISH AIRWAYS
Department for Transport,1,"£5,237.73",BUSINESS,Return,10/10/2011,LONDON - LHR,LAS VEGAS,BRITISH AIRWAYS
Department for Transport,1,£553.70,BUSINESS,Single,11/10/2011,MARRAKECH,LONDON - LHR,BRITISH MIDLAND
Department for Transport,1,£553.70,BUSINESS,Single,11/10/2011,MARRAKECH,LONDON - LHR,BRITISH MIDLAND
Department for Transport,1,"£1,969.03",PREMIUM ECONOMY,Return,12/10/2011,LONDON - LHR,MONTREAL,BRITISH AIRWAYS
Department for Transport,1,£357.88,BUSINESS,Return,12/10/2011,LONDON - LGW,GLASGOW,BRITISH AIRWAYS
Department for Transport,1,£325.96,ECONOMY,Return,12/10/2011,SOUTHAMPTON,GLASGOW,FLYBE
Department for Transport,1,£278.82,BUSINESS,Return,12/10/2011,EDINBURGH,LONDON - LGW,BRITISH AIRWAYS
Department for Transport,1,£258.66,ECONOMY,Return,12/10/2011,LONDON - LGW,NEWCASTLE,FLYBE
Department for Transport,1,£143.93,ECONOMY,Return,12/10/2011,LONDON - LGW,AMSTERDAM,EASYJET
Department for Transport,1,£118.17,ECONOMY,Return,12/10/2011,LONDON -CITY,GLASGOW,BRITISH AIRWAYS
Department for Transport,1,£107.70,ECONOMY,Single,12/10/2011,LONDON - LGW,ROME,BRITISH AIRWAYS
Department for Transport,1,£44.00,ECONOMY,Return,12/10/2011,SOUTHAMPTON,GLASGOW,FLYBE
Department for Transport,1,"£1,969.03",PREMIUM ECONOMY,Return,12/10/2011,LONDON - LHR,MONTREAL,BRITISH AIRWAYS
Department for Transport,1,£349.59,ECONOMY,Return,13/10/2011,LONDON - LHR,ST PETERSBURG,FINNAIR
Department for Transport,1,£209.80,ECONOMY,Return,13/10/2011,LONDON - LHR,TOULOUSE,BRITISH AIRWAYS
Department for Transport,1,£157.00,ECONOMY,Return,13/10/2011,LONDON - LHR,VIENNA,BRITISH AIRWAYS
Department for Transport,1,£133.00,ECONOMY,Single,13/10/2011,MANCHESTER,GUERNSEY,AURIGNY AIR SERVICES
Department for Transport,1,£118.17,ECONOMY,Return,13/10/2011,LONDON -CITY,GLASGOW,BRITISH AIRWAYS
Department for Transport,1,£118.17,ECONOMY,Return,13/10/2011,LONDON -CITY,GLASGOW,BRITISH AIRWAYS
Department for Transport,1,£94.48,ECONOMY,Single,13/10/2011,LONDON - LGW,GUERNSEY,FLYBE
Department for Transport,1,£28.90,ECONOMY,Single,13/10/2011,MANCHESTER,LONDON - LHR,BRITISH MIDLAND
Department for Transport,1,£203.80,ECONOMY,Single,14/10/2011,LONDON - LGW,TURIN,BRITISH AIRWAYS
Department for Transport,1,£136.70,ECONOMY,Return,14/10/2011,LONDON - LHR,BRUSSELS,BRITISH AIRWAYS
Department for Transport,1,£73.32,ECONOMY,Single,14/10/2011,ROME,LONDON - LGW,EASYJET
Department for Transport,1,£54.94,ECONOMY,Single,14/10/2011,LONDON - LGW,ABERDEEN,EASYJET
Department for Transport,1,£51.00,ECONOMY,Single,14/10/2011,ALDERNEY,GUERNSEY,AURIGNY AIR SERVICES
Department for Transport,1,£51.00,ECONOMY,Single,14/10/2011,ALDERNEY,GUERNSEY,AURIGNY AIR SERVICES
Department for Transport,1,£47.00,ECONOMY,Single,14/10/2011,GUERNSEY,ALDERNEY,AURIGNY AIR SERVICES
Department for Transport,1,£47.00,ECONOMY,Single,14/10/2011,GUERNSEY,ALDERNEY,AURIGNY AIR SERVICES
Department for Transport,1,£138.00,BUSINESS,Single,15/10/2011,LONDON - LGW,EDINBURGH,BRITISH AIRWAYS
Department for Transport,1,£125.90,ECONOMY,Single,15/10/2011,LONDON - LGW,MANCHESTER,BRITISH AIRWAYS
Department for Transport,1,£93.91,ECONOMY,Return,15/10/2011,LONDON - LGW,BELFAST CITY,FLYBE
Department for Transport,1,£60.00,BUSINESS,Single,15/10/2011,LONDON - LGW,EDINBURGH,BRITISH AIRWAYS
Department for Transport,1,£46.00,ECONOMY,Single,15/10/2011,GUERNSEY,JERSEY,AURIGNY AIR SERVICES
Department for Transport,1,£46.00,ECONOMY,Single,15/10/2011,GUERNSEY,JERSEY,AURIGNY AIR SERVICES
Department for Transport,1,£228.33,ECONOMY,Single,16/10/2011,JERSEY,BIRMINGHAM,FLYBE
Department for Transport,1,£179.00,ECONOMY,Single,16/10/2011,ABERDEEN,HUMBERSIDE,EASTERN AIRWAYS
Department for Transport,1,£76.60,ECONOMY,Single,16/10/2011,JERSEY,LONDON - LGW,BRITISH AIRWAYS
Department for Transport,1,"£1,947.23",BUSINESS,Return,17/10/2011,LONDON - LHR,MUMBAI,KINGFISHER AIRLINES LTD
Department for Transport,1,"£1,743.83",ECONOMY,Return,17/10/2011,LONDON - LHR,MUMBAI,JET AIRWAYS
Department for Transport,1,"£1,947.23",BUSINESS,Return,17/10/2011,LONDON - LHR,MUMBAI,KINGFISHER AIRLINES LTD
Department for Transport,1,"£1,743.83",ECONOMY,Return,17/10/2011,LONDON - LHR,MUMBAI,JET AIRWAYS
Department for Transport,1,"£1,969.63",PREMIUM ECONOMY,Return,18/10/2011,LONDON - LHR,MONTREAL,BRITISH AIRWAYS
Department for Transport,1,£557.05,ECONOMY,Return,18/10/2011,LONDON - LHR,VIENNA,BRITISH AIRWAYS
Department for Transport,1,£380.50,ECONOMY,Return,18/10/2011,LONDON - LHR,VIENNA,BRITISH AIRWAYS
Department for Transport,1,£372.28,BUSINESS,Return,18/10/2011,LONDON - LHR,GLASGOW,BRITISH AIRWAYS
Department for Transport,1,£226.39,ECONOMY,Return,18/10/2011,LONDON - LGW,COLOGNE,EASYJET
Department for Transport,1,£95.90,ECONOMY,Single,18/10/2011,LONDON - LGW,GLASGOW,BRITISH AIRWAYS
Department for Transport,1,£25.00,ECONOMY,Return,18/10/2011,LONDON - LGW,COLOGNE,EASYJET
Department for Transport,1,"£1,969.63",PREMIUM ECONOMY,Return,18/10/2011,LONDON - LHR,MONTREAL,BRITISH AIRWAYS
Department for Transport,1,"£2,695.51",BUSINESS,Return,19/10/2011,LONDON -CITY,TOKYO - NARITA,KLM
Department for Transport,1,"£1,475.23",ECONOMY,Return,19/10/2011,LONDON - LHR,MONTREAL,BRITISH AIRWAYS
Department for Transport,1,£558.50,ECONOMY,Return,19/10/2011,LONDON - LHR,BUCHAREST,BRITISH AIRWAYS
Department for Transport,1,£558.50,ECONOMY,Return,19/10/2011,LONDON - LHR,BUCHAREST,BRITISH AIRWAYS
Department for Transport,1,£470.10,ECONOMY,Return,19/10/2011,LONDON - LHR,ROME,BRITISH AIRWAYS
Department for Transport,1,£225.22,ECONOMY,Return,19/10/2011,LONDON - LHR,EDINBURGH,BRITISH AIRWAYS
Department for Transport,1,£202.30,ECONOMY,Single,19/10/2011,LONDON - LHR,TOULOUSE,BRITISH AIRWAYS
Department for Transport,1,£187.24,ECONOMY,Return,19/10/2011,LONDON - LGW,TOULOUSE,EASYJET
Department for Transport,1,£163.24,ECONOMY,Return,19/10/2011,LONDON - LGW,TOULOUSE,EASYJET
Department for Transport,1,£125.30,ECONOMY,Single,19/10/2011,LONDON - LHR,TOULOUSE,BRITISH AIRWAYS
Department for Transport,1,£121.25,ECONOMY,Return,19/10/2011,LONDON - LGW,TOULOUSE,EASYJET
Department for Transport,1,£88.93,ECONOMY,Return,19/10/2011,LONDON - LGW,GLASGOW,EASYJET
Department for Transport,1,£73.65,ECONOMY,Single,19/10/2011,PRESTWICK,DERRY,RYANAIR
Department for Transport,1,£73.65,ECONOMY,Single,19/10/2011,PRESTWICK,DERRY,RYANAIR
Department for Transport,1,£68.98,ECONOMY,Single,19/10/2011,GLASGOW,LONDON - LGW,BRITISH AIRWAYS
Department for Transport,1,£63.94,ECONOMY,Single,19/10/2011,LONDON - LGW,GLASGOW,EASYJET
Department for Transport,1,£63.65,ECONOMY,Single,19/10/2011,PRESTWICK,STANSTED,RYANAIR
Department for Transport,1,£60.00,ECONOMY,Return,19/10/2011,LONDON - LHR,HAMBURG,BRITISH AIRWAYS
Department for Transport,1,£53.94,ECONOMY,Single,19/10/2011,GLASGOW,STANSTED,EASYJET
Department for Transport,1,£53.88,ECONOMY,Return,19/10/2011,STANSTED,EDINBURGH,EASYJET
Department for Transport,1,£53.88,ECONOMY,Return,19/10/2011,STANSTED,EDINBURGH,EASYJET
Department for Transport,1,"£1,475.23",ECONOMY,Return,19/10/2011,LONDON - LHR,MONTREAL,BRITISH AIRWAYS
Department for Transport,1,"£2,695.51",BUSINESS,Return,19/10/2011,LONDON -CITY,TOKYO - NARITA,KLM
Department for Transport,1,£310.82,BUSINESS,Return,20/10/2011,LONDON - LGW,EDINBURGH,BRITISH AIRWAYS
Department for Transport,1,£145.83,ECONOMY,Single,20/10/2011,LONDON - LGW,NEWCASTLE,FLYBE
Department for Transport,1,£117.93,ECONOMY,Return,20/10/2011,LONDON - LGW,GENEVA,EASYJET
Department for Transport,1,£114.83,ECONOMY,Single,20/10/2011,LONDON - LGW,NEWCASTLE,FLYBE
Department for Transport,1,£110.93,ECONOMY,Return,20/10/2011,STANSTED,EDINBURGH,EASYJET
Department for Transport,1,£91.99,ECONOMY,Single,20/10/2011,LUTON,WARSAW,WIZZAIR
Department for Transport,1,£91.99,ECONOMY,Single,20/10/2011,LUTON,WARSAW,WIZZAIR
Department for Transport,1,£91.99,ECONOMY,Single,20/10/2011,LUTON,WARSAW,WIZZAIR
Department for Transport,1,£91.99,ECONOMY,Single,20/10/2011,LUTON,WARSAW,WIZZAIR
Department for Transport,1,£91.99,ECONOMY,Single,20/10/2011,LUTON,WARSAW,WIZZAIR
Department for Transport,1,£466.50,ECONOMY,Return,21/10/2011,LONDON - LHR,HAMBURG,BRITISH AIRWAYS
Department for Transport,1,£375.28,ECONOMY,Return,21/10/2011,LONDON - LHR,GLASGOW,BRITISH AIRWAYS
Department for Transport,1,£118.98,ECONOMY,Single,21/10/2011,LONDON - LGW,DUBLIN,AER LINGUS
Department for Transport,1,£118.98,ECONOMY,Single,21/10/2011,LONDON - LGW,DUBLIN,AER LINGUS
Department for Transport,1,£118.98,ECONOMY,Single,21/10/2011,LONDON - LGW,DUBLIN,AER LINGUS
Department for Transport,1,£104.60,ECONOMY,Return,21/10/2011,LONDON - LGW,JERSEY,BRITISH AIRWAYS
Department for Transport,1,£75.94,ECONOMY,Single,21/10/2011,LONDON - LGW,HAMBURG,EASYJET
Department for Transport,1,£71.00,ECONOMY,Single,21/10/2011,LONDON - LGW,JERSEY,BRITISH AIRWAYS
Department for Transport,1,£59.04,ECONOMY,Single,21/10/2011,JERSEY,GUERNSEY,AURIGNY AIR SERVICES
Department for Transport,1,£59.04,ECONOMY,Single,21/10/2011,JERSEY,GUERNSEY,AURIGNY AIR SERVICES
Department for Transport,1,£59.00,ECONOMY,Single,21/10/2011,LONDON - LGW,JERSEY,BRITISH AIRWAYS
Department for Transport,1,"£1,646.43",PREMIUM ECONOMY,Return,22/10/2011,LONDON - LHR,OTTAWA,AIR CANADA
Department for Transport,1,£455.19,ECONOMY,Return,22/10/2011,LONDON - LHR,HAMBURG,BRITISH MIDLAND
Department for Transport,1,£172.98,BUSINESS,Single,22/10/2011,GLASGOW,LONDON - LHR,BRITISH AIRWAYS
Department for Transport,1,£148.60,ECONOMY,Single,22/10/2011,HAMBURG,LONDON - LHR,LUFTHANSA
Department for Transport,1,£130.93,ECONOMY,Return,22/10/2011,STANSTED,EDINBURGH,EASYJET
Department for Transport,1,£119.54,ECONOMY,Single,22/10/2011,DUBLIN,LONDON - LGW,RYANAIR
Department for Transport,1,£119.54,ECONOMY,Single,22/10/2011,DUBLIN,LONDON - LGW,RYANAIR
Department for Transport,1,£119.54,ECONOMY,Single,22/10/2011,DUBLIN,LONDON - LGW,RYANAIR
Department for Transport,1,£103.00,ECONOMY,Single,22/10/2011,GUERNSEY,LONDON - LGW,AURIGNY AIR SERVICES
Department for Transport,1,£103.00,ECONOMY,Single,22/10/2011,GUERNSEY,LONDON - LGW,AURIGNY AIR SERVICES
Department for Transport,1,£95.23,ECONOMY,Single,22/10/2011,TOULOUSE,LONDON - LGW,EASYJET
Department for Transport,1,£95.23,ECONOMY,Single,22/10/2011,TOULOUSE,LONDON - LGW,EASYJET
Department for Transport,1,"£1,646.43",PREMIUM ECONOMY,Return,22/10/2011,LONDON - LHR,OTTAWA,AIR CANADA
Department for Transport,1,"£2,166.93",BUSINESS,Return,23/10/2011,LONDON - LHR,SHANGHAI,AIR CHINA
Department for Transport,1,"£2,166.93",BUSINESS,Return,23/10/2011,LONDON - LHR,SHANGHAI,AIR CHINA
Department for Transport,1,"£1,132.73",ECONOMY,Return,23/10/2011,LONDON - LHR,WASHINGTON,BRITISH AIRWAYS
Department for Transport,1,"£2,166.93",BUSINESS,Return,23/10/2011,LONDON - LHR,SHANGHAI,AIR CHINA
Department for Transport,1,"£2,166.93",BUSINESS,Return,23/10/2011,LONDON - LHR,SHANGHAI,AIR CHINA
Department for Transport,1,"£1,132.73",ECONOMY,Return,23/10/2011,LONDON - LHR,WASHINGTON,BRITISH AIRWAYS
Department for Transport,1,"£1,219.30",BUSINESS,Single,24/10/2011,TOKYO - NARITA,CHENGDU,AIR CHINA
Department for Transport,1,£900.73,ECONOMY,Return,24/10/2011,LONDON - LHR,WASHINGTON,VIRGIN ATLANTIC
Department for Transport,1,£619.80,ECONOMY,Return,24/10/2011,LONDON - LHR,WASHINGTON,BRITISH AIRWAYS
Department for Transport,1,£564.53,ECONOMY,Return,24/10/2011,LONDON - LHR,BEIJING,AEROFLOT
Department for Transport,1,£365.69,ECONOMY,Return,24/10/2011,LONDON - LHR,VIENNA,BRITISH MIDLAND
Department for Transport,1,"£1,219.30",BUSINESS,Single,24/10/2011,TOKYO - NARITA,CHENGDU,AIR CHINA
Department for Transport,1,£335.75,ECONOMY,Return,25/10/2011,NORWICH,EDINBURGH,FLYBE
Department for Transport,1,£372.22,BUSINESS,Return,26/10/2011,LONDON - LHR,EDINBURGH,BRITISH AIRWAYS
Department for Transport,1,£287.20,ECONOMY,Return,26/10/2011,LONDON - LHR,GENEVA,BRITISH AIRWAYS
Department for Transport,1,£267.92,BUSINESS,Single,26/10/2011,EDINBURGH,LONDON - LGW,BRITISH AIRWAYS
Department for Transport,1,£267.92,BUSINESS,Single,26/10/2011,EDINBURGH,LONDON - LHR,BRITISH AIRWAYS
Department for Transport,1,£267.92,BUSINESS,Single,26/10/2011,EDINBURGH,LONDON - LGW,BRITISH AIRWAYS
Department for Transport,1,£261.82,BUSINESS,Return,26/10/2011,LONDON - LGW,EDINBURGH,BRITISH AIRWAYS
Department for Transport,1,£240.85,ECONOMY,Return,26/10/2011,LONDON - LGW,KRAKOW,EASYJET
Department for Transport,1,£240.30,ECONOMY,Return,26/10/2011,LONDON - LHR,MANCHESTER,BRITISH AIRWAYS
Department for Transport,1,£167.43,ECONOMY,Return,26/10/2011,BRISTOL,GLASGOW,DO NOT USE - EASYJET - PLEASE 
Department for Transport,1,£146.84,ECONOMY,Single,26/10/2011,SOUTHAMPTON,GLASGOW,FLYBE
Department for Transport,1,£100.83,ECONOMY,Single,26/10/2011,EDINBURGH,BIRMINGHAM,FLYBE
Department for Transport,1,£63.94,ECONOMY,Single,26/10/2011,LONDON - LGW,COLOGNE,EASYJET
Department for Transport,1,"£2,153.33",PREMIUM ECONOMY,Return,27/10/2011,LONDON - LHR,WASHINGTON,BRITISH AIRWAYS
Department for Transport,1,£310.88,BUSINESS,Return,27/10/2011,LONDON - LGW,GLASGOW,BRITISH AIRWAYS
Department for Transport,1,£291.23,ECONOMY,Return,27/10/2011,LONDON -CITY,GLASGOW,BRITISH AIRWAYS
Department for Transport,1,£267.98,BUSINESS,Single,27/10/2011,GLASGOW,LONDON -CITY,BRITISH AIRWAYS
Department for Transport,1,£167.06,ECONOMY,Single,27/10/2011,MANCHESTER,SOUTHAMPTON,FLYBE
Department for Transport,1,£95.90,ECONOMY,Single,27/10/2011,LONDON - LGW,EDINBURGH,BRITISH AIRWAYS
Department for Transport,1,£51.49,ECONOMY,Single,27/10/2011,DONCASTER SHEFFIELD,JERSEY,FLYBE
Department for Transport,1,£51.49,ECONOMY,Single,27/10/2011,DONCASTER SHEFFIELD,JERSEY,FLYBE
Department for Transport,1,£51.49,ECONOMY,Single,27/10/2011,DONCASTER SHEFFIELD,JERSEY,FLYBE
Department for Transport,1,"£2,153.33",PREMIUM ECONOMY,Return,27/10/2011,LONDON - LHR,WASHINGTON,BRITISH AIRWAYS
