Ratepayer,Property Address,Propref,Billing Address,RV,Property Description,Relief Code
Cellar 28 Ltd,"Ground Floor Office, Cellar 28, William Street, Brighouse            HD6 1HR",29644028,"William Street, Brighouse, HD6 1HR",1550,Office,Empty Property - RV < 15000
,"Unit 2, 38 Sunderland Street, Halifax, HX1 5AF",68880705,,2025,Store And Premises,Rateable Value below threshold
,"85 Highfield Road, Rastrick, Brighouse, HD6 3JA",29328703,,9000,Shop and Premises,Empty Relief - Post 01/04/2008
Units To Let [Northern] Ltd,"Unit 6 Mearclough Works, Mearclough Road, Sowerby Bridge, HX6 3LF",77340729,"Hartford Trading Estate, Suthers Street, Oldham, OL9 7TQ",1750,Workshop And Premises,Empty Property - RV < 15000
Towngate Plc,"Part 1ST Floor, Woodvale House, Woodvale Road, Brighouse            HD6 4AB",29656726,"C/O Sanderson Weatherall Llp, 25 Wellington Street, Leeds, LS1 4WG",7700,Offices and Premises,Empty Relief - Post 01/04/2008
Dean Clough Ltd,"Office Suite D176, Dean Clough Office Park, Halifax, HX3 5AX",64788758,"Office Suite D130&D180/182/184, Dean Clough Office Park, Halifax, HX3 5AX",1950,Office,Empty Property - RV < 15000
Dean Clough Ltd,"The Cooking School, Dean Clough Mills, Halifax, HX3 5AX",64788856,"Office Suite D130&D180/182/184, Dean Clough Office Park, Halifax, HX3 5AX",24500,Cooking School And Premises,Listed Building
,"Punch Bowl Inn, 389 Huddersfield Road, Halifax, HX3 9LJ",65412706,,4750,Public House and Premises,Empty Relief - Post 01/04/2008
,"91/93 Northgate, Halifax, HX1 1XJ",68096710,,1675,Stores,Empty Property - RV < 15000
Simms Electrical Distributors Ltd (In Liquidation),"Miall Works, Battinson Road, Halifax, HX1 4AZ",64176705,"C/O Lee & Co, Photon House, Percy Street, Leeds, LS12 1EG",6500,Warehouse And Premises,Bankrupt / Liquidation / Winding Up Order
,"Sonia Maud Beauty Room, Central Hall, Oldham Road, Ripponden            HX6 4DN",77408770,,1750,Offices and Premises,Empty Property - RV < 15000
,"Calder Forge, Central Buildings, Hollins Mill Lane, Sowerby Bridge       HX6 2QG",77276736,,880,Workshop And Premises,Empty Property - RV < 15000
,"8 Carlton Place, Halifax, HX1 2SB",64484710,,34500,Restaurant and Premises,Empty Relief - Post 01/04/2008
Renson Products Uk Ltd (In Administartion 09/09/16),"Unit 5, Brookfoot Business Park, Elland Road, Brighouse            HD6 2SD",29236764,"Leonard Curtis, Tower 12, 18/22 Bridge Street, Spittalfields, Manchster, M3 3BZ",9300,Workshop And Premises,Bankrupt / Liquidation / Winding Up Order
Thornber Chicks Ltd,"Units 7 & 8, White Lee Garage, Burnley Road, Mytholmroyd         HX7 5QJ",76088771,"Dean Hey Farm, Cragg Road, Mytholmroyd, Hebden Bridge, HX7 5RU",28000,Warehouse And Premises,Qualifying industrial hereditament
Pennine Housing 2000 Ltd,"95 Turner Avenue South, Illingworth, Halifax, HX2 8EF",69116095,"Finance Section, Bull Green House, Bull Green, Halifax, HX1 2EB",3400,Community Centre And Premises,Empty Relief - Post 01/04/2008
,"King Street, Todmorden, OL14 6LX",78288701,,2800,Warehouse And Premises,Rateable Value below threshold
A J Bell Trustees Ltd,"New Works, Burnley Road, Sowerby Bridge, HX6 2TF",77108730,"Trafford House, Chester Road, Manchester, M32 0RS",43250,Workshop And Premises,Qualifying industrial hereditament
Brackenridge & Wade,"Unit G3 Part Ground Floor, Prescott House, 26 Prescott Street, Halifax              HX1 2LG",68280026,"6 Lisbon Square, Leeds, LS1 4LY",1125,Offices and Premises,Empty Property - RV < 15000
,"Office 1, 11 Owler Ings Road, Brighouse, HD6 1EJ",29452720,,900,Office,Empty Property - RV < 15000
Flowquip Ltd,"16 Bull Close Lane, Halifax, HX1 2EF",64432016,"Riverside, Canal Road, Sowerby Bridge, HX6 2AY",13250,Offices and Premises,Empty Relief - Post 01/04/2008
Malik House Ltd.,"Harrison House, 10 Harrison Road, Halifax, HX1 2AF",65276708,"Oakwood Court, City Road, Bradford, West Yorkshire, BD8 8JY",10000,Offices and Premises,Listed Building
,"Trafalgar Inn, Aachen Way, Halifax, HX1 3ND",64004701,,13750,Public House and Premises,Empty Relief - Post 01/04/2008
E.P.I.C Plc,"36 Bridge Gate, Hebden Bridge, HX7 8EX",76060036,"Robin Hood Works, Wakefield Road, Brighouse, HD6 1PE",5600,Offices and Premises,Empty Relief - Post 01/04/2008
"R P Moore, J L Lister & Aj Bell Trustees Ltd","Suite T8 Trinity House, Blackwall, Halifax, HX1 2QR",64268719,"C/O Dorica Ltd, Overclough, Cragg Vale, Halifax, HX7 5RX",1750,Office,Listed Building
"R P Moore, J L Lister & Aj Bell Trustees Ltd","Suite T7 Trinity House, Blackwall, Halifax, HX1 2QR",64268729,"C/O Dorica Ltd, Overclough, Cragg Vale, Halifax, HX7 5RX",2950,Office And Premises,Listed Building
Stoneywood Ltd,"Unit 1, Fielden Works, Walton Street, Sowerby Bridge       HX6 1AN",77636719,"Ms Julie Cassidy, Turntable & Boundary Works, Walton Street, Sowerby Bridge, HX6 1AN",53000,Factory and Premises,Qualifying industrial hereditament
Circuit Electrical Testing Ltd,"Croftmyl, Gf Office A8B, West Parade, Halifax              HX1 2EQ",69360785,"Croft Myl, West Parade, Halifax, HX1 2EQ",2075,Offices And Premises,Rateable Value below threshold
Gama Healthcare Ltd,"Office Block(First Floor), North Dean Business Park, Stainland Road, Greetland           HX4 8LR",68772758,"2 Regal Way, Watford, WD24 4YJ",16750,Offices and Premises,Empty Relief - Post 01/04/2008
Kino & Co,"Unit 12I, Holdsworth Road, Halifax, HX3 6SW",65344534,"Office H M 2.0, Holmfield Mills, Holdsworth Road, Halifax, HX3 6SN",1725,Offices And Premises,Rateable Value below threshold
Kino & Co,"Unit S M 5.3, White Rose Mill, Holdsworth Road, Halifax              HX3 6SN",65344892,"Office H M 2.0, Holmfield Mills, Holdsworth Road, Halifax, HX3 6SN",2650,Office,Empty Property - RV < 15000
,"Unit 4, George Street, Mytholmroyd, Hebden Bridge        HX7 5DT",76224712,,1950,Workshop And Premises,Empty Property - RV < 15000
,"Office 3, Church Of St John Evangelist, Calder Street, West Vale            HX4 8AQ",64480711,,3600,Office,Listed Building
Planactive Limited,"Exley Park, Park Lane, Siddal, Halifax              HX3 9ED",68196700,"3 Rushgrove Cottages, Slaithwaite Road, Slaithwaite, Huddersfield, HD7 5TY",6000,Public House and Premises,Empty Relief - Post 01/04/2008
Tosca North East Ltd,"65 Commercial Street, Brighouse, HD6 1AF",29196728,"C/O London & Scottish Inv Ltd, 349 Bath Street, Glasgow, G2 4AA",10000,Shop and Premises,Empty Relief - Post 01/04/2008
Switalskis Solicitors Limited,"Part First Floor, Venture House, 3 Silver Street, Halifax              HX1 1HS",68580003,"19 Cheapside, Wakefield, WF1 2SD",14750,Offices and Premises,Empty Relief - Post 01/04/2008
Burrwood Garage Ltd,"Monsal Mills, Miall Street, Halifax, HX1 4AE",65788708,"Pellon Lane, Halifax, HX1 4AA",2325,Workshop And Premises,Empty Property - RV < 15000
Calderdale Mbc Markets Manager,"Stall 28 Market Hall, Brook Street, Todmorden, OL14 5AJ",78068719,"19 Albion Street, Halifax, HX1 1DU",1700,Market Stall And Premises,Rateable Value below threshold
Units To Let [Northern] Ltd,"Unit 29 Ab 1ST Floor, Asquith Bottom Works, Water Street, Sowerby Bridge       HX6 3BS",77690719,"Hartford Trading Estate, Suthers Street, Oldham, OL9 7TQ",4500,Store And Premises,Empty Relief - Post 01/04/2008
Caldene Business Park Ltd,"Cleveland House, Caldene Business Park, Burnley Road, Mytholmroyd          HX7 5QJ",76088855,,28250,Workshop And Premises,Qualifying industrial hereditament
Canal & River Trust,"Hebble Suite, 1ST Floor No 4 Warehouse, Canal Wharf, Sowerby Bridge       HX6 2AG",77128745,"C/O Lambert Smith Hampton, Interchange Place, Edmund Street, Birmingham, B3 2TA",6700,Offices and Premises,Listed Building
Nutclough Mill Ltd,"2 Crown Street, Hebden Bridge, HX7 8EH",76176710,"3 Richmond House, Caldene Business Park, Mytholmroyd, Hebden Bridge, HX7 5QJ",1,Bank And Premises,Rateable Value below threshold
Hutchinson Construction [Northern] Ltd,"Empire House, 11 Mulcture Hall Road, Halifax, HX1 1SP",65900707,"C/O Mr P Hutchinson, 5 Lydgate Park, Lightcliffe, Halifax, HX3 8TB",10250,Offices and Premises,Empty Relief - Post 01/04/2008
Coal Pension Properties Ltd,"18/20 Square, Halifax, HX1 1RJ",68700018,"Scan Only Docs-Savills Uk Ltd, P O Box 4843, Slough, SL1 0BG",20000,Shop and Premises,Awaiting occupation
Harley House Ripponden Ltd.,"Meadowside, Harley House, Mill Fold, Ripponden, Sowerby Bridge       HX6 4DJ",77348778,"Registered Office, 67 Chorley Old Road, Bolton, BL1 3AJ",4000,Offices and Premises,Empty Relief - Post 01/04/2008
,"73 Southgate, Elland, HX5 0DQ",56224745,,6300,Shop and Premises,Empty Relief - Post 01/04/2008
,"Unit B, Harley House Mill, Harley Street, Todmorden           OL14 5JE",78208707,,6100,Warehouse And Premises,Empty Relief - Post 01/04/2008
Pearson Bros. Properties Ltd,"338/340 Salterhebble Hill, Halifax, HX3 0QT",68452718,"Chapel Lane, Salterhebble, Halifax, HX3 0QN",22500,Offices and Premises,Awaiting occupation
Luxury Leisure,"68 Commercial Street, Brighouse, HD6 1AQ",29196068,"362c Dukesway, Team Valley Trading Estate, Gateshead, Tyne And Wear, NE11 0PZ",14750,Shop and Premises,Empty Relief - Post 01/04/2008
,"10 Blackwall, Halifax, HX1 2BE",64268010,,11500,Surgery And Premises,Empty Relief - Post 01/04/2008
,"Unit 3 Atlas Works, Sedburgh Road, Halifax, HX3 9HB",68520718,,4350,Vehicle Repair Workshop And Premises,Empty Relief - Post 01/04/2008
Brighouse Nurseries Ltd,"Unit 10B The Nurseries, Halifax Road, Brighouse, HD6 2QD",29296728,"The Nurseries, Halifax Road, Brighouse, HD6 2QD",4600,Shop and Premises,Awaiting occupation
Legal & General Assn [Pens Mgmt] Ltd,"Unit A3 Elant House, Old Power Way, Lowfields Business Park, Elland               HX5 9DE",56174813,"Austin House, Stannaard Place, St Crispin's Road, Norwich, NR3 1YF",111000,Offices and Premises,Empty Relief - Post 01/04/2008
,"Unit 4 Little John Mills, Oak Hill Road, Brighouse, HD6 1SL",29440708,,4400,Workshop And Premises,Qualifying industrial hereditament
,"191 Rochdale Road, Sowerby Bridge, HX6 2SJ",77456191,,1350,Hairdressing Salon and Premises,Awaiting occupation
Craggs Country Business Park Llp,"Suite 6 Craggs Country B/Pk, New Road, Cragg Vale, Hebden Bridge        HX7 5TT",76400721,"H/O Craggs Country B Park, New Road, Cragg Vale, Hebden Bridge, HX7 5TT",2400,Office and Premises,Empty Property - RV < 15000
Dean Clough Ltd,"Office Suite D 262, Dean Clough Mills, Halifax, HX3 5AX",64778779,"Office Suite D130&D180/182/184, Dean Clough Office Park, Halifax, HX3 5AX",1950,Office,Empty Property - RV < 15000
Dean Clough Ltd,"Suite K1, Dean Clough Mills, Halifax, HX3 5AX",64784836,"Office Suite D130&D180/182/184, Dean Clough Office Park, Halifax, HX3 5AX",15000,Offices and Premises,Listed Building
Owram Estates Ltd,"Bonegate House, 69 Bradford Road, Brighouse, HD6 1RS",29080719,"Robin Hood Works, Wakefield Road, Brighouse, HD6 1PG",15000,Offices and Premises,Empty Relief - Post 01/04/2008
,"31 Emscote Avenue, Halifax, HX1 3AU",65032031,,5400,Shop and Premises,Empty Relief - Post 01/04/2008
Dean Clough Ltd,"Office Suite D109, Dean Clough Mills, Halifax, HX3 5AX",64296735,"Office Suite D130&D180/182/184, Dean Clough Office Park, Halifax, HX3 5AX",2175,Offices and Premises,Empty Property - RV < 15000
,"R/O 109 Wakefield Road, Lightcliffe, Halifax, HX3 8SH",69248706,,1200,Store And Premises,Rateable Value below threshold
,"111 Haley Hill, Halifax, HX3 6EE",65224111,,2650,Shop and Premises,Rateable Value below threshold
Asda Stores Ltd,"69a Huddersfield Road, Elland, HX5 9AA",56132765,"Gl Hearn Management Ltd, Po Box 1821, Southampton, SO18 9NA",1475,Store And Premises,Rateable Value below threshold
Calderdale Mbc Markets Manager,"Balcony Store 2, Borough Market, Halifax, HX1 1DZ",64288775,"19 Albion Street, Halifax, HX1 1DU",193,Store And Premises,Rateable Value below threshold
Calderdale Mbc Markets Manager,"Balcony Store 5, Borough Market, Halifax, HX1 1DZ",64288777,"19 Albion Street, Halifax, HX1 1DU",167,Store And Premises,Rateable Value below threshold
,"Woodgate, 164 King Cross Road, Halifax, HX1 3LN",65516712,,2475,Surgery And Premises,Rateable Value below threshold
,"Adj 9 Kent Street, Halifax, HX1 2SR",65500700,,1000,Store And Premises,Rateable Value below threshold
W H Greenwood Ltd,"Unit 1, 25 Square Road, Halifax, HX1 1QG",68708707,"25 Square Road, Halifax, HX1 1QG",2150,Workshop And Premises,Rateable Value below threshold
Hawkhead Bray & Son Ltd,"Unit 32a, Phoebe Lane Ind Est, Phoebe Lane, Halifax             HX3 9EX",68248727,"Unit 19a, Phoebe Lane Industrial Estate, Siddal, Halifax, HX3 9EX",300,Store And Premises,Rateable Value below threshold
,"The Theatre, 1A Wards End, Halifax, HX1 1DD",69264700,,61500,Club and Premises,Listed Building
Pennine Housing 2000 Ltd,"118 Oak Avenue, Todmorden, OL14 5PD",78340118,"Finance Section, Bull Green House, Bull Green, Halifax, HX1 2EB",2250,Shop and Premises,Rateable Value below threshold
Calderdale Mbc,"10 The Colonnade, Piece Hall, Halifax, HX1 1RE",68252756,"Land And Property Services, Northgate House, Northgate, Halifax, HX1 1UN",2850,Shop and Premises,Listed Building
White Rose Non Wovens Ltd,"Arches Street, Halifax, HX1 2SY",69360715,"West Parade, Halifax, HX1 2SY",2075,Workshop And Premises,Rateable Value below threshold
,"Unit 31 (Boiler House), Calder Workshops, Gibbet Street, Halifax             HX1 4JQ",65164751,,890,Workshop And Premises,Rateable Value below threshold
,"Unit 7, Calder Workshops, Gibbet Street, Halifax             HX1 4JQ",65164755,,570,Workshop And Premises,Rateable Value below threshold
,"1st Floor, 32 Bell Hall Terrace, Halifax, HX1 3EE",64228700,,880,Store And Premises,Rateable Value below threshold
,"Unit U1, Pear Street, Halifax, HX1 3UA",68232706,,2050,Store And Premises,Rateable Value below threshold
,"R/O 18 Corporation Street, Sowerby Bridge, HX6 2QQ",77160701,,680,Workshop And Premises,Rateable Value below threshold
,"Room 5 & 7, At 47 Bethel Street, Brighouse, HD6 1JR",29048730,,2600,Workroom And Premises,Rateable Value below threshold
Dean Clough Ltd,"Office Suite D175, Dean Clough, Halifax, HX3 5AX",64788805,"Office Suite D130&D180/182/184, Dean Clough Office Park, Halifax, HX3 5AX",12750,Office,Listed Building
Calderdale Mbc Land & Property Services,"Carlton Street, Halifax, HX1 2AF",65276700,"Northgate House, Northgate, Halifax, HX1 1UN",3150,Workshop And Premises,Listed Building
E.P.I.C Plc,"Above, 353-359 Skircoat Green Road, Halifax, HX3 0RP",68596700,"Robin Hood Works, Wakefield Road, Brighouse, HD6 1PE",2000,Store And Premises,Rateable Value below threshold
,"Gordon Street, Elland, HX5 0AG",56112700,,1750,Garage And Premises,Rateable Value below threshold
Hutchison 3G Uk Limited,"Spectrasite Transco, Mill Lane, Brighouse, HD6 1PA",29420719,"C/O Gva, Po Box 6079, Wolverhampton, WV1 9RA",7600,Communication Station and Premises,Unoccupied Land
,"29 Church Street, Halifax, HX1 1QY",64780701,,10000,Warehouse And Premises,Listed Building
Calderdale Mbc Community Services,"11 The Colonnade, Piece Hall, Halifax, HX1 1RE",68252775,"C/O Michael Devereux, Piece Hall Admin Office, The Piece Hall, Halifax, HX1 1RE",1800,Shop and Premises,Listed Building
,"1ST & 2ND Floors, 34 Bull Green, Halifax, HX1 5AB",64436808,,2550,Store And Premises,Rateable Value below threshold
Dean Clough Ind Park Ltd,"Unit D Mill Annexe, Dean Clough Industrial Park, Halifax, HX3 5AX",64784833,"Unit OP14-20, Dean Clough Office Park, Halifax, HX3 5AY",1400,Store,Listed Building
Calderdale Mbc,"77 Arcade, Piece Hall, Halifax, HX1 1RE",68252786,"Land And Property Services, Northgate House, Northgate, Halifax, HX1 1UN",12750,Shop and Premises,Listed Building
,"West View Garage, Boothtown, Halifax, HX3 6PG",69372701,,4950,Workshop And Premises,Empty Relief - Post 01/04/2008
,"224 Pellon Lane, Halifax, HX1 5RU",68236224,,4100,Shop and Premises,Empty Relief - Post 01/04/2008
Crossley Evans Ltd,"Boston Street, Halifax, HX1 4ND",64024704,"Po Box 23, Shipley, Bradford, BD18 2LY",7400,Workshop And Premises,Empty Relief - Post 01/04/2008
,"Carlton Works, The Boulevard, R/O 24 Savile Park Road, Halifax             HX1 2EN",68472711,,3250,Store And Premises,Empty Relief - Post 01/04/2008
Calderdale Mbc,"7 The Colonnade, Piece Hall, Halifax, HX1 1RE",68252739,"Land And Property Services, Northgate House, Northgate, Halifax, HX1 1UN",2800,Shop and Premises,Listed Building
R A Technology Ltd,"Ground Floor Wing, Wakefield House, 84 Wakefield Road, Brighouse            HD6 1QL",29608761,"F.A.O. Michael Noble, 84 Wakefield Road, Brighouse, HD6 1QL",6300,Offices and Premises,Empty Relief - Post 01/04/2008
Calderdale Mbc,"50/51/52 Arcade, Piece Hall, Halifax, HX1 1RE",68252708,"Land And Property Services, Northgate House, Northgate, Halifax, HX1 1UN",9100,Shop and Premises,Listed Building
,"Basement, Empire Buildings, Church Street, Halifax             HX1 1QY",64572705,,2075,Warehouse And Premises,Rateable Value below threshold
Calderdale Mbc Community Services,"Public Conveniences, Rustic, Piece Hall, Halifax              HX1 1RE",68252791,"C/O Michael Devereux, Piece Hall Admin Office, Piece Hall, Halifax, HX1 1RE",3400,Public Conveniences And Premises,Listed Building
Calderdale Mbc Markets Manager,"1ST Flr Market Stall 77-79, Market Hall, Borough Market, Halifax              HX1 1DZ",64288822,"19 Albion Street, Halifax, HX1 1DU",1575,Store And Premises,Listed Building
,"1ST Floor Unit 3, Carlton Mill, South Street, Halifax              HX1 2TE",68640701,,2475,Workshop And Premises,Rateable Value below threshold
Global Commercial Investments Ltd,"First Floor Unit H, Craven Edge Enterprise Cntr, Hopwood Lane, Halifax              HX1 5JH",64242747,"Unit 4, Fast Food Business Centre, Pride Buildings, Hall Lane, Bradford, BD4 7AB",4900,Warehouse And Premises,Empty Relief - Post 01/04/2008
Everything Everywhere Ltd,"Telecommunication Mast, Site Ref W Y K 7033, Granny Hall Lane, Brighouse            HD6 2JJ",29276701,"C/O Gva, Po Box 6079, Wolverhampton, WV1 9RA",4300,Communication Station and Premises,Unoccupied Land
W W Leese [Hx] Ltd,"Lower Brea, Leeds Road, Halifax, HX3 7AQ",65612724,"10 Bramley View, Lightcliffe, Halifax, HX3 8ST",4200,Warehouse And Premises,Empty Relief - Post 01/04/2008
Warmco Space Heating Ltd,"Unit 15A, Kirklees Steel Works, Grove Street, Brighouse            HD6 1PL",29284725,"Warmco Industrial Park, Manchester Road, Mossley, Ashton Under Lyne, OL5 9AY",1275,Store,Rateable Value below threshold
