Organisation Name,EffectiveDate,Service,Supplier Name,paidDate,Net Amount (£),Purpose,Transaction Number
ROCHDALE BOROUGH COUNCIL,11/03/2015,ECONOMY AND ENVIRONMENT,CIVITAS PLANNING LIMITED,11/03/2015,6076.5,PLANNING APPLICATION FEES,V000881342
ROCHDALE BOROUGH COUNCIL,06/03/2015,CHILDREN’S SOCIAL CARE,CLASSIC FOSTER CARE LIMITED,06/03/2015,1520,FOSTER PARENTS BASIC ALLOWANCE,V000879374
ROCHDALE BOROUGH COUNCIL,06/03/2015,CHILDREN’S SOCIAL CARE,CLASSIC FOSTER CARE LIMITED,06/03/2015,3020,FOSTER PARENTS BASIC ALLOWANCE,V000879375
ROCHDALE BOROUGH COUNCIL,06/03/2015,CHILDREN’S SOCIAL CARE,CLASSIC FOSTER CARE LIMITED,06/03/2015,1539,FOSTER PARENTS BASIC ALLOWANCE,V000879376
ROCHDALE BOROUGH COUNCIL,20/03/2015,CHILDREN’S SOCIAL CARE,CLASSIC FOSTER CARE LIMITED,20/03/2015,1539,FOSTER PARENTS BASIC ALLOWANCE,V000885812
ROCHDALE BOROUGH COUNCIL,20/03/2015,CHILDREN’S SOCIAL CARE,CLASSIC FOSTER CARE LIMITED,20/03/2015,3020,FOSTER PARENTS BASIC ALLOWANCE,V000885813
ROCHDALE BOROUGH COUNCIL,20/03/2015,CHILDREN’S SOCIAL CARE,CLASSIC FOSTER CARE LIMITED,20/03/2015,1520,FOSTER PARENTS BASIC ALLOWANCE,V000885815
ROCHDALE BOROUGH COUNCIL,27/03/2015,PHYSICAL DIS & OLDER PEOPLE,CLEGGSWORTH CARE HOME LIMITED,27/03/2015,2360.22,ASSESSMENT CARE,V000888056
ROCHDALE BOROUGH COUNCIL,13/03/2015,PHYSICAL DIS & OLDER PEOPLE,CLEGGSWORTH CARE HOME LIMITED,13/03/2015,1003.8,RESIDENTIAL LONG TERM,V000883425
ROCHDALE BOROUGH COUNCIL,13/03/2015,PHYSICAL DIS & OLDER PEOPLE,CLEGGSWORTH CARE HOME LIMITED,13/03/2015,1077.68,RESIDENTIAL LONG TERM,V000883679
ROCHDALE BOROUGH COUNCIL,13/03/2015,PHYSICAL DIS & OLDER PEOPLE,CLEGGSWORTH CARE HOME LIMITED,13/03/2015,1024.76,RESIDENTIAL LONG TERM,V000883686
ROCHDALE BOROUGH COUNCIL,13/03/2015,PHYSICAL DIS & OLDER PEOPLE,CLEGGSWORTH CARE HOME LIMITED,13/03/2015,1077.68,RESIDENTIAL LONG TERM,V000883738
ROCHDALE BOROUGH COUNCIL,13/03/2015,PHYSICAL DIS & OLDER PEOPLE,CLEGGSWORTH CARE HOME LIMITED,13/03/2015,812.48,RESIDENTIAL LONG TERM,V000883771
ROCHDALE BOROUGH COUNCIL,13/03/2015,PHYSICAL DIS & OLDER PEOPLE,CLEGGSWORTH CARE HOME LIMITED,13/03/2015,1077.68,RESIDENTIAL LONG TERM,V000883807
ROCHDALE BOROUGH COUNCIL,13/03/2015,PHYSICAL DIS & OLDER PEOPLE,CLEGGSWORTH CARE HOME LIMITED,13/03/2015,1077.68,RESIDENTIAL LONG TERM,V000883953
ROCHDALE BOROUGH COUNCIL,13/03/2015,PHYSICAL DIS & OLDER PEOPLE,CLEGGSWORTH CARE HOME LIMITED,13/03/2015,1077.68,RESIDENTIAL LONG TERM,V000884146
ROCHDALE BOROUGH COUNCIL,13/03/2015,PHYSICAL DIS & OLDER PEOPLE,CLEGGSWORTH CARE HOME LIMITED,13/03/2015,865.36,RESIDENTIAL LONG TERM,V000884219
ROCHDALE BOROUGH COUNCIL,13/03/2015,PHYSICAL DIS & OLDER PEOPLE,CLEGGSWORTH CARE HOME LIMITED,13/03/2015,987.2,RESIDENTIAL LONG TERM,V000884457
ROCHDALE BOROUGH COUNCIL,13/03/2015,PHYSICAL DIS & OLDER PEOPLE,CLEGGSWORTH CARE HOME LIMITED,13/03/2015,1077.68,RESIDENTIAL LONG TERM,V000884462
ROCHDALE BOROUGH COUNCIL,13/03/2015,PHYSICAL DIS & OLDER PEOPLE,CLEGGSWORTH CARE HOME LIMITED,13/03/2015,1075.88,RESIDENTIAL LONG TERM,V000884623
ROCHDALE BOROUGH COUNCIL,13/03/2015,PHYSICAL DIS & OLDER PEOPLE,CLEGGSWORTH CARE HOME LIMITED,13/03/2015,1573.48,RESIDENTIAL LONG TERM,V000884624
ROCHDALE BOROUGH COUNCIL,13/03/2015,PHYSICAL DIS & OLDER PEOPLE,CLEGGSWORTH CARE HOME LIMITED,13/03/2015,1077.68,RESIDENTIAL LONG TERM,V000884761
ROCHDALE BOROUGH COUNCIL,13/03/2015,PHYSICAL DIS & OLDER PEOPLE,CLEGGSWORTH CARE HOME LIMITED,13/03/2015,697.52,RESIDENTIAL LONG TERM,V000884874
ROCHDALE BOROUGH COUNCIL,13/03/2015,PHYSICAL DIS & OLDER PEOPLE,CLEGGSWORTH CARE HOME LIMITED,13/03/2015,697.52,RESIDENTIAL LONG TERM,V000884875
ROCHDALE BOROUGH COUNCIL,25/03/2015,PHYSICAL DIS & OLDER PEOPLE,CLEGGSWORTH CARE HOME LIMITED,25/03/2015,786.74,SHORT TERM CARE - RESIDENTIAL,V000887262
ROCHDALE BOROUGH COUNCIL,27/03/2015,PHYSICAL DIS & OLDER PEOPLE,CLEGGSWORTH CARE HOME LIMITED,27/03/2015,1573.48,SHORT TERM CARE - RESIDENTIAL,V000888161
ROCHDALE BOROUGH COUNCIL,27/03/2015,PHYSICAL DIS & OLDER PEOPLE,CLEGGSWORTH CARE HOME LIMITED,27/03/2015,786.74,SHORT TERM CARE - RESIDENTIAL,V000888174
ROCHDALE BOROUGH COUNCIL,06/03/2015,ECONOMY AND ENVIRONMENT,CLOVER SECURITY SERVICES LIMITED,06/03/2015,653.25,SECURITY,V000881027
ROCHDALE BOROUGH COUNCIL,20/03/2015,EARLY HELP AND SCHOOLS,CLOVERLEAF CHILDCARE LTD,20/03/2015,720,GRANTS AND SUBSCRIPTIONS - GENERAL,V000886856
ROCHDALE BOROUGH COUNCIL,18/03/2015,CHILDREN’S SOCIAL CARE,COASTAL CHILD & ADOLESCENT THERAPUTIC SERVICES LTD,18/03/2015,2200,FOSTER PARENTS BASIC ALLOWANCE,V000885972
ROCHDALE BOROUGH COUNCIL,03/03/2015,PUBLIC HEALTH,COHENS CHEMIST,03/03/2015,824.43,PH LES PAYMENTS,V000879493
ROCHDALE BOROUGH COUNCIL,13/03/2015,PUBLIC HEALTH,COHENS CHEMIST,13/03/2015,1640.21,PH LES PAYMENTS,V000885157
ROCHDALE BOROUGH COUNCIL,04/03/2015,PHYSICAL DIS & OLDER PEOPLE,COMFORT CALL LTD,04/03/2015,12282.84,HOME CARE,V000880274
ROCHDALE BOROUGH COUNCIL,11/03/2015,PHYSICAL DIS & OLDER PEOPLE,COMFORT CALL LTD,11/03/2015,11638.51,HOME CARE,V000881997
ROCHDALE BOROUGH COUNCIL,18/03/2015,PHYSICAL DIS & OLDER PEOPLE,COMFORT CALL LTD,18/03/2015,12690.22,HOME CARE,V000885940
ROCHDALE BOROUGH COUNCIL,25/03/2015,PHYSICAL DIS & OLDER PEOPLE,COMFORT CALL LTD,25/03/2015,12749.83,HOME CARE,V000887781
ROCHDALE BOROUGH COUNCIL,10/03/2015,LEARNING DIS & MENTAL HEALTH,COMFORT CALL LTD,10/03/2015,813,PERSONAL BUDGETS - MANAGED,V000881728
ROCHDALE BOROUGH COUNCIL,11/03/2015,LEARNING DIS & MENTAL HEALTH,COMFORT CALL LTD,11/03/2015,948,PRIVATE CONTRACTORS,V000881830
ROCHDALE BOROUGH COUNCIL,04/03/2015,PHYSICAL DIS & OLDER PEOPLE,COMMUNITY CARE LINE SERVICES,04/03/2015,3697.92,HOME CARE,V000880273
ROCHDALE BOROUGH COUNCIL,11/03/2015,PHYSICAL DIS & OLDER PEOPLE,COMMUNITY CARE LINE SERVICES,11/03/2015,3613.03,HOME CARE,V000881995
ROCHDALE BOROUGH COUNCIL,18/03/2015,PHYSICAL DIS & OLDER PEOPLE,COMMUNITY CARE LINE SERVICES,18/03/2015,3773.3,HOME CARE,V000885935
ROCHDALE BOROUGH COUNCIL,25/03/2015,PHYSICAL DIS & OLDER PEOPLE,COMMUNITY CARE LINE SERVICES,25/03/2015,3663.14,HOME CARE,V000887780
ROCHDALE BOROUGH COUNCIL,11/03/2015,LEARNING DIS & MENTAL HEALTH,COMMUNITY CARE LINE SERVICES,11/03/2015,706.32,PERSONAL BUDGETS - MANAGED,V000881831
ROCHDALE BOROUGH COUNCIL,11/03/2015,LEARNING DIS & MENTAL HEALTH,COMMUNITY CARE LINE SERVICES,11/03/2015,668.52,PERSONAL BUDGETS - MANAGED,V000881832
ROCHDALE BOROUGH COUNCIL,12/03/2015,PHYSICAL DIS & OLDER PEOPLE,COMMUNITY CARE LINE SERVICES,12/03/2015,576.55,PERSONAL BUDGETS - MANAGED,V000883320
ROCHDALE BOROUGH COUNCIL,23/03/2015,LEARNING DIS & MENTAL HEALTH,COMMUNITY CARE LINE SERVICES,23/03/2015,681.47,PERSONAL BUDGETS - MANAGED,V000887376
ROCHDALE BOROUGH COUNCIL,25/03/2015,LEARNING DIS & MENTAL HEALTH,COMMUNITY CARE LINE SERVICES,25/03/2015,698.75,PERSONAL BUDGETS - MANAGED,V000887871
ROCHDALE BOROUGH COUNCIL,26/03/2015,PHYSICAL DIS & OLDER PEOPLE,COMMUNITY CARE LINE SERVICES,26/03/2015,599.3,PERSONAL BUDGETS - MANAGED,V000888016
ROCHDALE BOROUGH COUNCIL,05/03/2015,PROPERTY AND HIGHWAYS,COMMUNITY LIGHTING PARTNERSHIP ROCHDALE LTD,05/03/2015,311426,PFI SCHEMES,V000880539
ROCHDALE BOROUGH COUNCIL,06/03/2015,CHILDREN’S SOCIAL CARE,COMPASS CAREER OPPORTUNITIES LIMITED,06/03/2015,3240,CONFERENCE,V000810096
ROCHDALE BOROUGH COUNCIL,06/03/2015,CHILDREN’S SOCIAL CARE,COMPASS CAREER OPPORTUNITIES LIMITED,06/03/2015,-3240,CONFERENCE,V000881484
ROCHDALE BOROUGH COUNCIL,09/03/2015,PROPERTY AND HIGHWAYS,COMPASS MINERALS UK LIMITED,09/03/2015,1016.63,MATERIAL - GENERAL,V000881171
ROCHDALE BOROUGH COUNCIL,09/03/2015,PROPERTY AND HIGHWAYS,COMPASS MINERALS UK LIMITED,09/03/2015,1008.97,MATERIAL - GENERAL,V000881174
ROCHDALE BOROUGH COUNCIL,10/03/2015,PROPERTY AND HIGHWAYS,COMPASS MINERALS UK LIMITED,10/03/2015,4046.33,MATERIAL - GENERAL,V000881178
ROCHDALE BOROUGH COUNCIL,16/03/2015,PROPERTY AND HIGHWAYS,COMPASS MINERALS UK LIMITED,16/03/2015,2013.75,MATERIAL - GENERAL,V000885214
ROCHDALE BOROUGH COUNCIL,16/03/2015,PROPERTY AND HIGHWAYS,COMPASS MINERALS UK LIMITED,16/03/2015,4070.01,MATERIAL - GENERAL,V000885215
ROCHDALE BOROUGH COUNCIL,16/03/2015,PROPERTY AND HIGHWAYS,COMPASS MINERALS UK LIMITED,16/03/2015,3058.95,MATERIAL - GENERAL,V000885219
ROCHDALE BOROUGH COUNCIL,06/03/2015,CUSTOMERS & CORPORATE SERVICES,COMPLETE BACKGROUND SCREENING LTD,06/03/2015,773.5,TRANSACTIONS-EXPENDITURE,V000880984
ROCHDALE BOROUGH COUNCIL,24/03/2015,ECONOMY AND ENVIRONMENT,CONNELL BROTHERS LTD,24/03/2015,230361.5,DEMOLITION AND CLEARANCE,V000887436
ROCHDALE BOROUGH COUNCIL,24/03/2015,PROPERTY AND HIGHWAYS,CONNELL BROTHERS LTD,24/03/2015,46072.3,TRANSACTIONS-EXPENDITURE,V000887436
ROCHDALE BOROUGH COUNCIL,25/03/2015,EARLY HELP AND SCHOOLS,CONNEVANS LIMITED,25/03/2015,3704.95,EQUIPMENT - GENERAL,V000886147
ROCHDALE BOROUGH COUNCIL,03/03/2015,PROPERTY AND HIGHWAYS,CONSERVATION BY DESIGN,03/03/2015,1223,TRANSACTIONS-EXPENDITURE,V000879891
ROCHDALE BOROUGH COUNCIL,20/03/2015,ECONOMY AND ENVIRONMENT,CONSERVATION SERVICES NW LTD,20/03/2015,550,GENERAL STRUCTURAL REPAIRS,V000878285
ROCHDALE BOROUGH COUNCIL,23/03/2015,PROPERTY AND HIGHWAYS,CONTAINERS4SALE UK LTD,23/03/2015,1850,EQUIPMENT - GENERAL,V000887174
ROCHDALE BOROUGH COUNCIL,20/03/2015,PHYSICAL DIS & OLDER PEOPLE,CONTOUR HOUSING ASSOCIATION,20/03/2015,3396,SP SUBSIDY PAYMENTS - EXTERNAL,V000886340
ROCHDALE BOROUGH COUNCIL,27/03/2015,FINANCE SERVICES,CO-OPERATIVE BANK PLC,27/03/2015,3884.49,FEES / COMMISSION,V000888417
ROCHDALE BOROUGH COUNCIL,27/03/2015,FINANCE SERVICES,CO-OPERATIVE BANK PLC,27/03/2015,9931.35,FEES / COMMISSION,V000888417
ROCHDALE BOROUGH COUNCIL,27/03/2015,LEARNING DIS & MENTAL HEALTH,CO-OPERATIVE BANK PLC,27/03/2015,734.25,IT MAINTENENANCE,V000888417
ROCHDALE BOROUGH COUNCIL,10/03/2015,PUBLIC HEALTH,CO-OPERATIVE PHARMACY,10/03/2015,754.9,PH LES PAYMENTS,V000880101
ROCHDALE BOROUGH COUNCIL,16/03/2015,PROPERTY AND HIGHWAYS,CORONA ENERGY RETAIL 4 LIMITED,16/03/2015,4028.53,GAS,V000877511
ROCHDALE BOROUGH COUNCIL,16/03/2015,PROPERTY AND HIGHWAYS,CORONA ENERGY RETAIL 4 LIMITED,16/03/2015,718.11,GAS,V000877517
ROCHDALE BOROUGH COUNCIL,16/03/2015,ECONOMY AND ENVIRONMENT,CORONA ENERGY RETAIL 4 LIMITED,16/03/2015,6324.91,GAS,V000877519
ROCHDALE BOROUGH COUNCIL,16/03/2015,ECONOMY AND ENVIRONMENT,CORONA ENERGY RETAIL 4 LIMITED,16/03/2015,-848.73,GAS,V000878047
ROCHDALE BOROUGH COUNCIL,16/03/2015,ECONOMY AND ENVIRONMENT,CORONA ENERGY RETAIL 4 LIMITED,16/03/2015,-676.36,GAS,V000878048
ROCHDALE BOROUGH COUNCIL,16/03/2015,PHYSICAL DIS & OLDER PEOPLE,CORONA ENERGY RETAIL 4 LIMITED,16/03/2015,1249.47,GAS,V000878433
ROCHDALE BOROUGH COUNCIL,16/03/2015,ECONOMY AND ENVIRONMENT,CORONA ENERGY RETAIL 4 LIMITED,16/03/2015,1908.1,GAS,V000878434
ROCHDALE BOROUGH COUNCIL,16/03/2015,CUSTOMERS & CORPORATE SERVICES,CORONA ENERGY RETAIL 4 LIMITED,16/03/2015,708.39,GAS,V000878435
ROCHDALE BOROUGH COUNCIL,16/03/2015,ECONOMY AND ENVIRONMENT,CORONA ENERGY RETAIL 4 LIMITED,16/03/2015,665.35,GAS,V000878461
ROCHDALE BOROUGH COUNCIL,16/03/2015,CUSTOMERS & CORPORATE SERVICES,CORONA ENERGY RETAIL 4 LIMITED,16/03/2015,1192.69,GAS,V000878519
ROCHDALE BOROUGH COUNCIL,16/03/2015,ECONOMY AND ENVIRONMENT,CORONA ENERGY RETAIL 4 LIMITED,16/03/2015,4862.17,GAS,V000878520
ROCHDALE BOROUGH COUNCIL,16/03/2015,PROPERTY AND HIGHWAYS,CORONA ENERGY RETAIL 4 LIMITED,16/03/2015,520.59,GAS,V000878523
ROCHDALE BOROUGH COUNCIL,16/03/2015,ECONOMY AND ENVIRONMENT,CORONA ENERGY RETAIL 4 LIMITED,16/03/2015,515.74,GAS,V000878526
ROCHDALE BOROUGH COUNCIL,16/03/2015,ECONOMY AND ENVIRONMENT,CORONA ENERGY RETAIL 4 LIMITED,16/03/2015,1559.89,GAS,V000878530
ROCHDALE BOROUGH COUNCIL,16/03/2015,CHILDREN’S SOCIAL CARE,CORONA ENERGY RETAIL 4 LIMITED,16/03/2015,824.11,GAS,V000878540
ROCHDALE BOROUGH COUNCIL,16/03/2015,ECONOMY AND ENVIRONMENT,CORONA ENERGY RETAIL 4 LIMITED,16/03/2015,2642.83,GAS,V000878547
ROCHDALE BOROUGH COUNCIL,16/03/2015,CUSTOMERS & CORPORATE SERVICES,CORONA ENERGY RETAIL 4 LIMITED,16/03/2015,770.88,GAS,V000878550
ROCHDALE BOROUGH COUNCIL,16/03/2015,PROPERTY AND HIGHWAYS,CORONA ENERGY RETAIL 4 LIMITED,16/03/2015,578.32,GAS,V000879811
ROCHDALE BOROUGH COUNCIL,27/03/2015,CUSTOMERS & CORPORATE SERVICES,CORONA ENERGY RETAIL 4 LIMITED,27/03/2015,536.87,GAS,V000888797
ROCHDALE BOROUGH COUNCIL,27/03/2015,PHYSICAL DIS & OLDER PEOPLE,CORONA ENERGY RETAIL 4 LIMITED,27/03/2015,619.34,GAS,V000888799
ROCHDALE BOROUGH COUNCIL,27/03/2015,PHYSICAL DIS & OLDER PEOPLE,CORONA ENERGY RETAIL 4 LIMITED,27/03/2015,16505.33,GAS,V000888800
ROCHDALE BOROUGH COUNCIL,27/03/2015,CUSTOMERS & CORPORATE SERVICES,CORONA ENERGY RETAIL 4 LIMITED,27/03/2015,1207.92,GAS,V000888840
ROCHDALE BOROUGH COUNCIL,27/03/2015,CUSTOMERS & CORPORATE SERVICES,CORONA ENERGY RETAIL 4 LIMITED,27/03/2015,1034.71,GAS,V000888842
ROCHDALE BOROUGH COUNCIL,27/03/2015,CUSTOMERS & CORPORATE SERVICES,CORONA ENERGY RETAIL 4 LIMITED,27/03/2015,-1151.75,GAS,V000888844
ROCHDALE BOROUGH COUNCIL,27/03/2015,CUSTOMERS & CORPORATE SERVICES,CORONA ENERGY RETAIL 4 LIMITED,27/03/2015,1176.03,GAS,V000888845
ROCHDALE BOROUGH COUNCIL,27/03/2015,CUSTOMERS & CORPORATE SERVICES,CORONA ENERGY RETAIL 4 LIMITED,27/03/2015,-1294.2,GAS,V000888846
ROCHDALE BOROUGH COUNCIL,27/03/2015,PHYSICAL DIS & OLDER PEOPLE,CORONA ENERGY RETAIL 4 LIMITED,27/03/2015,1282.53,GAS,V000888848
ROCHDALE BOROUGH COUNCIL,27/03/2015,PHYSICAL DIS & OLDER PEOPLE,CORONA ENERGY RETAIL 4 LIMITED,27/03/2015,1194.11,GAS,V000888940
ROCHDALE BOROUGH COUNCIL,27/03/2015,CUSTOMERS & CORPORATE SERVICES,CORONA ENERGY RETAIL 4 LIMITED,27/03/2015,727.09,GAS,V000888941
ROCHDALE BOROUGH COUNCIL,27/03/2015,CUSTOMERS & CORPORATE SERVICES,CORONA ENERGY RETAIL 4 LIMITED,27/03/2015,980.11,GAS,V000888942
ROCHDALE BOROUGH COUNCIL,27/03/2015,CUSTOMERS & CORPORATE SERVICES,CORONA ENERGY RETAIL 4 LIMITED,27/03/2015,1021.59,GAS,V000888943
ROCHDALE BOROUGH COUNCIL,27/03/2015,CUSTOMERS & CORPORATE SERVICES,CORONA ENERGY RETAIL 4 LIMITED,27/03/2015,1027.46,GAS,V000888948
ROCHDALE BOROUGH COUNCIL,27/03/2015,CUSTOMERS & CORPORATE SERVICES,CORONA ENERGY RETAIL 4 LIMITED,27/03/2015,1943.79,GAS,V000888949
ROCHDALE BOROUGH COUNCIL,27/03/2015,CUSTOMERS & CORPORATE SERVICES,CORONA ENERGY RETAIL 4 LIMITED,27/03/2015,722.54,GAS,V000888950
ROCHDALE BOROUGH COUNCIL,27/03/2015,CUSTOMERS & CORPORATE SERVICES,CORONA ENERGY RETAIL 4 LIMITED,27/03/2015,523.7,GAS,V000888951
ROCHDALE BOROUGH COUNCIL,27/03/2015,CUSTOMERS & CORPORATE SERVICES,CORONA ENERGY RETAIL 4 LIMITED,27/03/2015,786.22,GAS,V000888970
ROCHDALE BOROUGH COUNCIL,27/03/2015,CUSTOMERS & CORPORATE SERVICES,CORONA ENERGY RETAIL 4 LIMITED,27/03/2015,1730.26,GAS,V000888971
ROCHDALE BOROUGH COUNCIL,27/03/2015,CUSTOMERS & CORPORATE SERVICES,CORONA ENERGY RETAIL 4 LIMITED,27/03/2015,678.68,GAS,V000888972
ROCHDALE BOROUGH COUNCIL,27/03/2015,CUSTOMERS & CORPORATE SERVICES,CORONA ENERGY RETAIL 4 LIMITED,27/03/2015,935.09,GAS,V000888973
ROCHDALE BOROUGH COUNCIL,27/03/2015,CUSTOMERS & CORPORATE SERVICES,CORONA ENERGY RETAIL 4 LIMITED,27/03/2015,1048.3,GAS,V000888976
ROCHDALE BOROUGH COUNCIL,31/03/2015,CUSTOMERS & CORPORATE SERVICES,CORONA ENERGY RETAIL 4 LIMITED,31/03/2015,2447.89,GAS,V000889467
ROCHDALE BOROUGH COUNCIL,16/03/2015,PROPERTY AND HIGHWAYS,CORONA ENERGY RETAIL 4 LIMITED,16/03/2015,747.89,ONGOING DISBURSEMENTS,V000878548
ROCHDALE BOROUGH COUNCIL,19/03/2015,EARLY HELP AND SCHOOLS,CORONA ENERGY RETAIL 4 LIMITED,19/03/2015,765.29,RENTS,V000886435
ROCHDALE BOROUGH COUNCIL,04/03/2015,PHYSICAL DIS & OLDER PEOPLE,COTTAGE HOMECARE SERVICES,04/03/2015,1135.08,HOME CARE,V000880275
ROCHDALE BOROUGH COUNCIL,11/03/2015,PHYSICAL DIS & OLDER PEOPLE,COTTAGE HOMECARE SERVICES,11/03/2015,1244.16,HOME CARE,V000882000
ROCHDALE BOROUGH COUNCIL,18/03/2015,PHYSICAL DIS & OLDER PEOPLE,COTTAGE HOMECARE SERVICES,18/03/2015,1400.33,HOME CARE,V000885941
ROCHDALE BOROUGH COUNCIL,25/03/2015,PHYSICAL DIS & OLDER PEOPLE,COTTAGE HOMECARE SERVICES,25/03/2015,1407.24,HOME CARE,V000887782
ROCHDALE BOROUGH COUNCIL,16/03/2015,PHYSICAL DIS & OLDER PEOPLE,COUNCIL FOR VOLUNTARY SERVICE ROCHDALE,16/03/2015,3484,SERVICE LEVEL AGREEMENTS,V000885389
ROCHDALE BOROUGH COUNCIL,20/03/2015,PHYSICAL DIS & OLDER PEOPLE,COUNCIL FOR VOLUNTARY SERVICE ROCHDALE,20/03/2015,3484,SERVICE LEVEL AGREEMENTS,V000887176
ROCHDALE BOROUGH COUNCIL,25/03/2015,CUSTOMERS & CORPORATE SERVICES,COUNCIL FOR VOLUNTARY SERVICE ROCHDALE,25/03/2015,4000,SERVICES - GENERAL,V000887519
ROCHDALE BOROUGH COUNCIL,05/03/2015,ECONOMY AND ENVIRONMENT,CP DAVIDSON & SONS LTD,05/03/2015,2660,TRANSACTIONS-EXPENDITURE,V000879699
ROCHDALE BOROUGH COUNCIL,11/03/2015,ECONOMY AND ENVIRONMENT,CP DAVIDSON & SONS LTD,11/03/2015,1540,TRANSACTIONS-EXPENDITURE,V000879829
ROCHDALE BOROUGH COUNCIL,16/03/2015,ECONOMY AND ENVIRONMENT,CP DAVIDSON & SONS LTD,16/03/2015,2400,TRANSACTIONS-EXPENDITURE,V000885326
ROCHDALE BOROUGH COUNCIL,27/03/2015,EARLY HELP AND SCHOOLS,CRAWFORD DOMESTIC APPLIANCES LIMITED,27/03/2015,704.15,REPAIRS & ALTS OF BUILDINGS,V000885679
ROCHDALE BOROUGH COUNCIL,20/03/2015,LEARNING DIS & MENTAL HEALTH,CREATIVE SUPPORT,20/03/2015,7671.23,SP BLOCK PAYMENTS - EXTERNAL,V000886336
ROCHDALE BOROUGH COUNCIL,20/03/2015,LEARNING DIS & MENTAL HEALTH,CREATIVE SUPPORT,20/03/2015,11627.2,SP BLOCK PAYMENTS - EXTERNAL,V000886336
ROCHDALE BOROUGH COUNCIL,13/03/2015,LEARNING DIS & MENTAL HEALTH,CREATIVE SUPPORT LIMITED,13/03/2015,2100,LD SUPPORTED LIVING,V000882851
ROCHDALE BOROUGH COUNCIL,25/03/2015,LEARNING DIS & MENTAL HEALTH,CREATIVE SUPPORT LIMITED,25/03/2015,742.76,PERSONAL BUDGETS - MANAGED,V000887878
ROCHDALE BOROUGH COUNCIL,20/03/2015,EARLY HELP AND SCHOOLS,CRECHE N CO LIMITED,20/03/2015,660,GRANTS AND SUBSCRIPTIONS - GENERAL,V000886878
ROCHDALE BOROUGH COUNCIL,20/03/2015,EARLY HELP AND SCHOOLS,CRESCENT DAY NURSERY,20/03/2015,660,GRANTS AND SUBSCRIPTIONS - GENERAL,V000886864
ROCHDALE BOROUGH COUNCIL,03/03/2015,PROPERTY AND HIGHWAYS,CREST ENVIRONMENTAL,03/03/2015,13055,IMPROVEMENTS-MODERNISATION,V000879786
ROCHDALE BOROUGH COUNCIL,05/03/2015,EARLY HELP AND SCHOOLS,CREST ENVIRONMENTAL,05/03/2015,960,IMPROVEMENTS-MODERNISATION,V000879787
ROCHDALE BOROUGH COUNCIL,09/03/2015,EARLY HELP AND SCHOOLS,CRICK SOFTWARE LIMITED,09/03/2015,2167.5,EQUIPMENT - GENERAL,V000881333
ROCHDALE BOROUGH COUNCIL,09/03/2015,EARLY HELP AND SCHOOLS,CRICK SOFTWARE LIMITED,09/03/2015,2002.5,EQUIPMENT - GENERAL,V000881334
ROCHDALE BOROUGH COUNCIL,20/03/2015,EARLY HELP AND SCHOOLS,CRICK SOFTWARE LIMITED,20/03/2015,625.5,EQUIPMENT - GENERAL,V000885404
ROCHDALE BOROUGH COUNCIL,20/03/2015,EARLY HELP AND SCHOOLS,CRIMBLE CROFT PLAYGROUP,20/03/2015,660,GRANTS AND SUBSCRIPTIONS - GENERAL,V000886842
ROCHDALE BOROUGH COUNCIL,20/03/2015,PHYSICAL DIS & OLDER PEOPLE,CROFTONS,20/03/2015,2028,PROFESSIONAL FEES,V000887351
ROCHDALE BOROUGH COUNCIL,04/03/2015,ECONOMY AND ENVIRONMENT,CROMWELL POLYTHENE LIMITED,04/03/2015,825.94,TRANSACTIONS-EXPENDITURE,V000878783
ROCHDALE BOROUGH COUNCIL,18/03/2015,ECONOMY AND ENVIRONMENT,CROMWELL POLYTHENE LIMITED,18/03/2015,1632.68,TRANSACTIONS-EXPENDITURE,V000881839
ROCHDALE BOROUGH COUNCIL,04/03/2015,PHYSICAL DIS & OLDER PEOPLE,CROSSROADS CARE IN GREATER MANCHESTER,04/03/2015,1900.37,HOME CARE,V000880276
ROCHDALE BOROUGH COUNCIL,11/03/2015,PHYSICAL DIS & OLDER PEOPLE,CROSSROADS CARE IN GREATER MANCHESTER,11/03/2015,1763.64,HOME CARE,V000882001
ROCHDALE BOROUGH COUNCIL,18/03/2015,PHYSICAL DIS & OLDER PEOPLE,CROSSROADS CARE IN GREATER MANCHESTER,18/03/2015,1841.4,HOME CARE,V000885943
ROCHDALE BOROUGH COUNCIL,25/03/2015,PHYSICAL DIS & OLDER PEOPLE,CROSSROADS CARE IN GREATER MANCHESTER,25/03/2015,1778.33,HOME CARE,V000887784
ROCHDALE BOROUGH COUNCIL,05/03/2015,LEARNING DIS & MENTAL HEALTH,CROSSROADS CARE IN GREATER MANCHESTER,05/03/2015,1845.27,PERSONAL BUDGETS - MANAGED,V000880493
ROCHDALE BOROUGH COUNCIL,05/03/2015,LEARNING DIS & MENTAL HEALTH,CROSSROADS CARE IN GREATER MANCHESTER,05/03/2015,2219.81,PERSONAL BUDGETS - MANAGED,V000880494
ROCHDALE BOROUGH COUNCIL,12/03/2015,LEARNING DIS & MENTAL HEALTH,CROSSROADS CARE IN GREATER MANCHESTER,12/03/2015,1967.07,PERSONAL BUDGETS - MANAGED,V000883338
