Organisation Name,Effective Date,Service,Supplier Name,Paid Date,Net Amount (£),Purpose,Transaction Number
Rochdale Borough Council,06/05/2016,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,06/05/2016,4636,LD SUPPORTED LIVING,V001004851
Rochdale Borough Council,06/05/2016,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,06/05/2016,4636,LD SUPPORTED LIVING,V001004852
Rochdale Borough Council,06/05/2016,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,06/05/2016,4636,LD SUPPORTED LIVING,V001004853
Rochdale Borough Council,06/05/2016,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,06/05/2016,4636,LD SUPPORTED LIVING,V001004854
Rochdale Borough Council,06/05/2016,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,06/05/2016,4636,LD SUPPORTED LIVING,V001004855
Rochdale Borough Council,06/05/2016,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,06/05/2016,3228.12,LD SUPPORTED LIVING,V001004856
Rochdale Borough Council,06/05/2016,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,06/05/2016,3228.12,LD SUPPORTED LIVING,V001004857
Rochdale Borough Council,06/05/2016,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,06/05/2016,3228.12,LD SUPPORTED LIVING,V001004858
Rochdale Borough Council,06/05/2016,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,06/05/2016,3228.12,LD SUPPORTED LIVING,V001004859
Rochdale Borough Council,06/05/2016,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,06/05/2016,3228.12,LD SUPPORTED LIVING,V001004860
Rochdale Borough Council,06/05/2016,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,06/05/2016,3228.12,LD SUPPORTED LIVING,V001004861
Rochdale Borough Council,06/05/2016,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,06/05/2016,3228.12,LD SUPPORTED LIVING,V001004862
Rochdale Borough Council,06/05/2016,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,06/05/2016,3228.12,LD SUPPORTED LIVING,V001004863
Rochdale Borough Council,06/05/2016,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,06/05/2016,3228.12,LD SUPPORTED LIVING,V001004864
Rochdale Borough Council,06/05/2016,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,06/05/2016,3228.12,LD SUPPORTED LIVING,V001004865
Rochdale Borough Council,06/05/2016,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,06/05/2016,3228.12,LD SUPPORTED LIVING,V001004866
Rochdale Borough Council,06/05/2016,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,06/05/2016,3228.12,LD SUPPORTED LIVING,V001004867
Rochdale Borough Council,06/05/2016,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,06/05/2016,2421.09,LD SUPPORTED LIVING,V001004868
Rochdale Borough Council,29/04/2016,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,29/04/2016,-3743,SUPPORTED LIVING,V001004869
Rochdale Borough Council,29/04/2016,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,29/04/2016,-3743,SUPPORTED LIVING,V001004870
Rochdale Borough Council,29/04/2016,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,29/04/2016,-3743,SUPPORTED LIVING,V001004871
Rochdale Borough Council,29/04/2016,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,29/04/2016,-3743,SUPPORTED LIVING,V001004872
Rochdale Borough Council,29/04/2016,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,29/04/2016,-3743,SUPPORTED LIVING,V001004873
Rochdale Borough Council,29/04/2016,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,29/04/2016,-2606.31,SUPPORTED LIVING,V001004874
Rochdale Borough Council,29/04/2016,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,29/04/2016,-2606.31,SUPPORTED LIVING,V001004875
Rochdale Borough Council,29/04/2016,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,29/04/2016,-2606.31,SUPPORTED LIVING,V001004876
Rochdale Borough Council,29/04/2016,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,29/04/2016,-2606.31,SUPPORTED LIVING,V001004877
Rochdale Borough Council,29/04/2016,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,29/04/2016,-2606.31,SUPPORTED LIVING,V001004878
Rochdale Borough Council,29/04/2016,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,29/04/2016,-2606.31,SUPPORTED LIVING,V001004879
Rochdale Borough Council,29/04/2016,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,29/04/2016,-2606.31,SUPPORTED LIVING,V001004880
Rochdale Borough Council,29/04/2016,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,29/04/2016,-2606.31,SUPPORTED LIVING,V001004881
Rochdale Borough Council,29/04/2016,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,29/04/2016,-2606.32,SUPPORTED LIVING,V001004882
Rochdale Borough Council,29/04/2016,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,29/04/2016,-2606.31,SUPPORTED LIVING,V001004883
Rochdale Borough Council,29/04/2016,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,29/04/2016,-2606.31,SUPPORTED LIVING,V001004884
Rochdale Borough Council,29/04/2016,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,29/04/2016,-2606.31,SUPPORTED LIVING,V001004885
Rochdale Borough Council,29/04/2016,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,29/04/2016,-1954.73,SUPPORTED LIVING,V001004886
Rochdale Borough Council,06/05/2016,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,06/05/2016,3228.12,PERSONAL BUDGETS - MANAGED,V001004887
Rochdale Borough Council,06/05/2016,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,06/05/2016,3228.12,PERSONAL BUDGETS - MANAGED,V001004888
Rochdale Borough Council,06/05/2016,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,06/05/2016,807.03,PERSONAL BUDGETS - MANAGED,V001004889
Rochdale Borough Council,06/05/2016,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,06/05/2016,3228.12,PERSONAL BUDGETS - MANAGED,V001004890
Rochdale Borough Council,06/05/2016,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,06/05/2016,3228.12,PERSONAL BUDGETS - MANAGED,V001004891
Rochdale Borough Council,06/05/2016,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,06/05/2016,3228.12,PERSONAL BUDGETS - MANAGED,V001004892
Rochdale Borough Council,06/05/2016,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,06/05/2016,3228.12,PERSONAL BUDGETS - MANAGED,V001004893
Rochdale Borough Council,06/05/2016,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,06/05/2016,3228.12,PERSONAL BUDGETS - MANAGED,V001004894
Rochdale Borough Council,06/05/2016,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,06/05/2016,3228.12,PERSONAL BUDGETS - MANAGED,V001004895
Rochdale Borough Council,06/05/2016,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,06/05/2016,3228.12,PERSONAL BUDGETS - MANAGED,V001004896
Rochdale Borough Council,06/05/2016,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,06/05/2016,3228.12,PERSONAL BUDGETS - MANAGED,V001004897
Rochdale Borough Council,06/05/2016,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,06/05/2016,3228.12,PERSONAL BUDGETS - MANAGED,V001004898
Rochdale Borough Council,06/05/2016,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,06/05/2016,3228.12,PERSONAL BUDGETS - MANAGED,V001004899
Rochdale Borough Council,06/05/2016,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,06/05/2016,3228.12,PERSONAL BUDGETS - MANAGED,V001004900
Rochdale Borough Council,06/05/2016,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,06/05/2016,3228.12,PERSONAL BUDGETS - MANAGED,V001004901
Rochdale Borough Council,06/05/2016,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,06/05/2016,3228.12,PERSONAL BUDGETS - MANAGED,V001004902
Rochdale Borough Council,06/05/2016,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,06/05/2016,3228.12,PERSONAL BUDGETS - MANAGED,V001004903
Rochdale Borough Council,06/05/2016,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,06/05/2016,3228.12,PERSONAL BUDGETS - MANAGED,V001004904
Rochdale Borough Council,06/05/2016,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,06/05/2016,3228.12,PERSONAL BUDGETS - MANAGED,V001004905
Rochdale Borough Council,06/05/2016,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,06/05/2016,3228.12,PERSONAL BUDGETS - MANAGED,V001004906
Rochdale Borough Council,06/05/2016,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,06/05/2016,3228.12,PERSONAL BUDGETS - MANAGED,V001004907
Rochdale Borough Council,06/05/2016,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,06/05/2016,2421.09,PERSONAL BUDGETS - MANAGED,V001004908
Rochdale Borough Council,29/04/2016,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,29/04/2016,-2606.31,SUPPORTED LIVING,V001004909
Rochdale Borough Council,29/04/2016,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,29/04/2016,-2606.31,SUPPORTED LIVING,V001004910
Rochdale Borough Council,29/04/2016,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,29/04/2016,-651.58,SUPPORTED LIVING,V001004911
Rochdale Borough Council,29/04/2016,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,29/04/2016,-2606.31,SUPPORTED LIVING,V001004912
Rochdale Borough Council,29/04/2016,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,29/04/2016,-2606.31,SUPPORTED LIVING,V001004913
Rochdale Borough Council,29/04/2016,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,29/04/2016,-2606.31,SUPPORTED LIVING,V001004914
Rochdale Borough Council,29/04/2016,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,29/04/2016,-2606.31,SUPPORTED LIVING,V001004915
Rochdale Borough Council,29/04/2016,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,29/04/2016,-2606.31,SUPPORTED LIVING,V001004916
Rochdale Borough Council,29/04/2016,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,29/04/2016,-2606.31,SUPPORTED LIVING,V001004917
Rochdale Borough Council,29/04/2016,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,29/04/2016,-2606.31,SUPPORTED LIVING,V001004918
Rochdale Borough Council,29/04/2016,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,29/04/2016,-2606.31,SUPPORTED LIVING,V001004919
Rochdale Borough Council,29/04/2016,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,29/04/2016,-2606.31,SUPPORTED LIVING,V001004920
Rochdale Borough Council,29/04/2016,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,29/04/2016,-2606.31,SUPPORTED LIVING,V001004921
Rochdale Borough Council,29/04/2016,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,29/04/2016,-2606.31,SUPPORTED LIVING,V001004922
Rochdale Borough Council,29/04/2016,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,29/04/2016,-2606.32,SUPPORTED LIVING,V001004923
Rochdale Borough Council,29/04/2016,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,29/04/2016,-2606.31,SUPPORTED LIVING,V001004924
Rochdale Borough Council,29/04/2016,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,29/04/2016,-2606.31,SUPPORTED LIVING,V001004925
Rochdale Borough Council,29/04/2016,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,29/04/2016,-2606.31,SUPPORTED LIVING,V001004926
Rochdale Borough Council,29/04/2016,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,29/04/2016,-2606.31,SUPPORTED LIVING,V001004927
Rochdale Borough Council,29/04/2016,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,29/04/2016,-2606.31,SUPPORTED LIVING,V001004928
Rochdale Borough Council,29/04/2016,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,29/04/2016,-2606.31,SUPPORTED LIVING,V001004929
Rochdale Borough Council,29/04/2016,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,29/04/2016,-1954.73,SUPPORTED LIVING,V001004930
Rochdale Borough Council,06/05/2016,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,06/05/2016,3121.52,INDIVIDUAL SERVICE FUND,V001004931
Rochdale Borough Council,06/05/2016,LEARNING DIS & MENTAL HEALTH,FUTURE DIRECTIONS CIC,06/05/2016,2379.75,LD SUPPORTED LIVING,V001004932
Rochdale Borough Council,06/05/2016,LEARNING DIS & MENTAL HEALTH,FUTURE DIRECTIONS CIC,06/05/2016,739.48,INDIVIDUAL SERVICE FUND,V001004933
Rochdale Borough Council,06/05/2016,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,06/05/2016,812.8,INDIVIDUAL SERVICE FUND,V001004934
Rochdale Borough Council,06/05/2016,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,06/05/2016,558.8,INDIVIDUAL SERVICE FUND,V001004935
Rochdale Borough Council,06/05/2016,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,06/05/2016,897.6,INDIVIDUAL SERVICE FUND,V001004936
Rochdale Borough Council,06/05/2016,PHYSICAL DIS & OLDER PEOPLE,ALTERNATIVE FUTURES GROUP LTD,06/05/2016,5193.48,INDIVIDUAL SERVICE FUND,V001004937
Rochdale Borough Council,06/05/2016,LEARNING DIS & MENTAL HEALTH,RESPITE NORTH WEST LIMITED,06/05/2016,8241.4,INDIVIDUAL SERVICE FUND,V001004938
Rochdale Borough Council,06/05/2016,PHYSICAL DIS & OLDER PEOPLE,NEWBARN LTD,06/05/2016,1932.8,INDIVIDUAL SERVICE FUND,V001004939
Rochdale Borough Council,06/05/2016,LEARNING DIS & MENTAL HEALTH,MOUNTBATTON CARE,06/05/2016,8358,INDIVIDUAL SERVICE FUND,V001004941
Rochdale Borough Council,06/05/2016,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,06/05/2016,1478.4,INDIVIDUAL SERVICE FUND,V001004942
Rochdale Borough Council,29/04/2016,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,29/04/2016,-762,INDIVIDUAL SERVICE FUND,V001004944
Rochdale Borough Council,29/04/2016,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,29/04/2016,-762,INDIVIDUAL SERVICE FUND,V001004945
Rochdale Borough Council,29/04/2016,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,29/04/2016,-762,INDIVIDUAL SERVICE FUND,V001004946
Rochdale Borough Council,06/05/2016,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,06/05/2016,1813.96,INDIVIDUAL SERVICE FUND,V001004947
Rochdale Borough Council,06/05/2016,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,06/05/2016,1026.92,INDIVIDUAL SERVICE FUND,V001004948
Rochdale Borough Council,06/05/2016,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,06/05/2016,1422.4,INDIVIDUAL SERVICE FUND,V001004949
Rochdale Borough Council,06/05/2016,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,06/05/2016,3312.16,INDIVIDUAL SERVICE FUND,V001004950
Rochdale Borough Council,06/05/2016,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,06/05/2016,571.16,INDIVIDUAL SERVICE FUND,V001004951
Rochdale Borough Council,06/05/2016,LEARNING DIS & MENTAL HEALTH,HEALEY CARE LIMITED ISF PAYMENTS,06/05/2016,5825,INDIVIDUAL SERVICE FUND,V001004952
Rochdale Borough Council,06/05/2016,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,06/05/2016,1025.6,INDIVIDUAL SERVICE FUND,V001004953
Rochdale Borough Council,06/05/2016,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,06/05/2016,1025.6,INDIVIDUAL SERVICE FUND,V001004954
Rochdale Borough Council,06/05/2016,LEARNING DIS & MENTAL HEALTH,HEALEY CARE LIMITED ISF PAYMENTS,06/05/2016,5825,INDIVIDUAL SERVICE FUND,V001004955
Rochdale Borough Council,06/05/2016,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,06/05/2016,1267.2,INDIVIDUAL SERVICE FUND,V001004956
Rochdale Borough Council,06/05/2016,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,06/05/2016,1809.24,INDIVIDUAL SERVICE FUND,V001004957
Rochdale Borough Council,06/05/2016,PHYSICAL DIS & OLDER PEOPLE,ROYAL MENCAP SOCIETY,06/05/2016,4083.2,INDIVIDUAL SERVICE FUND,V001004958
Rochdale Borough Council,06/05/2016,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,06/05/2016,1373.2,INDIVIDUAL SERVICE FUND,V001004959
Rochdale Borough Council,06/05/2016,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,06/05/2016,1995.76,INDIVIDUAL SERVICE FUND,V001004960
Rochdale Borough Council,06/05/2016,PHYSICAL DIS & OLDER PEOPLE,BESPOKE SUPPORTED LIVING LTD,06/05/2016,3325,LD SUPPORTED LIVING,V001004961
Rochdale Borough Council,06/05/2016,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,06/05/2016,558.8,INDIVIDUAL SERVICE FUND,V001004963
Rochdale Borough Council,06/05/2016,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,06/05/2016,762,INDIVIDUAL SERVICE FUND,V001004964
Rochdale Borough Council,06/05/2016,PHYSICAL DIS & OLDER PEOPLE,COMFORT CALL LTD,06/05/2016,1036,INDIVIDUAL SERVICE FUND,V001004965
Rochdale Borough Council,06/05/2016,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,06/05/2016,558.8,INDIVIDUAL SERVICE FUND,V001004966
Rochdale Borough Council,06/05/2016,LEARNING DIS & MENTAL HEALTH,NEWBARN LTD,06/05/2016,2704,INDIVIDUAL SERVICE FUND,V001004969
Rochdale Borough Council,06/05/2016,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC TRADING,06/05/2016,1711.8,DIRECT PAYMENTS,V001004970
Rochdale Borough Council,06/05/2016,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,06/05/2016,507.68,INDIVIDUAL SERVICE FUND,V001004971
Rochdale Borough Council,06/05/2016,LEARNING DIS & MENTAL HEALTH,ROYAL MENCAP SOCIETY,06/05/2016,556.6,INDIVIDUAL SERVICE FUND,V001004972
Rochdale Borough Council,06/05/2016,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,06/05/2016,762,INDIVIDUAL SERVICE FUND,V001004973
Rochdale Borough Council,06/05/2016,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,06/05/2016,3113.32,INDIVIDUAL SERVICE FUND,V001004974
Rochdale Borough Council,06/05/2016,LEARNING DIS & MENTAL HEALTH,NEWBARN LTD,06/05/2016,520,INDIVIDUAL SERVICE FUND,V001004975
Rochdale Borough Council,06/05/2016,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,06/05/2016,1278.4,INDIVIDUAL SERVICE FUND,V001004977
Rochdale Borough Council,06/05/2016,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,06/05/2016,1404.12,INDIVIDUAL SERVICE FUND,V001004978
Rochdale Borough Council,06/05/2016,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,06/05/2016,509.52,INDIVIDUAL SERVICE FUND,V001004979
Rochdale Borough Council,06/05/2016,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,06/05/2016,1082.36,INDIVIDUAL SERVICE FUND,V001004980
Rochdale Borough Council,06/05/2016,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,06/05/2016,1304.64,INDIVIDUAL SERVICE FUND,V001004981
Rochdale Borough Council,06/05/2016,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,06/05/2016,780,INDIVIDUAL SERVICE FUND,V001004982
Rochdale Borough Council,06/05/2016,LEARNING DIS & MENTAL HEALTH,BLUE PITS HOUSING ACTION,06/05/2016,560,LD SUPPORTED LIVING,V001004984
Rochdale Borough Council,06/05/2016,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,06/05/2016,1371.6,INDIVIDUAL SERVICE FUND,V001004985
Rochdale Borough Council,06/05/2016,LEARNING DIS & MENTAL HEALTH,NEWBARN LTD,06/05/2016,1582,LD SUPPORTED LIVING,V001004986
Rochdale Borough Council,06/05/2016,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,06/05/2016,1280.76,INDIVIDUAL SERVICE FUND,V001004988
Rochdale Borough Council,06/05/2016,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,06/05/2016,5274.08,INDIVIDUAL SERVICE FUND,V001004989
Rochdale Borough Council,06/05/2016,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,06/05/2016,2483.32,INDIVIDUAL SERVICE FUND,V001004990
Rochdale Borough Council,06/05/2016,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,06/05/2016,1203.51,LD SUPPORTED LIVING,V001004991
Rochdale Borough Council,06/05/2016,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,06/05/2016,989.16,INDIVIDUAL SERVICE FUND,V001004992
Rochdale Borough Council,06/05/2016,LEARNING DIS & MENTAL HEALTH,HEALEY CARE LIMITED ISF PAYMENTS,06/05/2016,2306.52,INDIVIDUAL SERVICE FUND,V001004993
Rochdale Borough Council,06/05/2016,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,06/05/2016,813.68,INDIVIDUAL SERVICE FUND,V001004995
Rochdale Borough Council,06/05/2016,LEARNING DIS & MENTAL HEALTH,PROTEA CARE MANCHESTER LTD,06/05/2016,3066.64,LD SUPPORTED LIVING,V001004996
Rochdale Borough Council,06/05/2016,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,06/05/2016,1757.48,INDIVIDUAL SERVICE FUND,V001004997
Rochdale Borough Council,06/05/2016,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,06/05/2016,849.24,INDIVIDUAL SERVICE FUND,V001004998
Rochdale Borough Council,06/05/2016,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,06/05/2016,849.24,INDIVIDUAL SERVICE FUND,V001004999
Rochdale Borough Council,06/05/2016,LEARNING DIS & MENTAL HEALTH,UNITED RESPONSE,06/05/2016,1591,INDIVIDUAL SERVICE FUND,V001005000
Rochdale Borough Council,06/05/2016,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,06/05/2016,849.24,INDIVIDUAL SERVICE FUND,V001005001
Rochdale Borough Council,06/05/2016,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,06/05/2016,2446.96,INDIVIDUAL SERVICE FUND,V001005002
Rochdale Borough Council,06/05/2016,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,06/05/2016,1224.4,INDIVIDUAL SERVICE FUND,V001005003
Rochdale Borough Council,06/05/2016,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,06/05/2016,849.24,INDIVIDUAL SERVICE FUND,V001005004
Rochdale Borough Council,06/05/2016,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,06/05/2016,1280.76,INDIVIDUAL SERVICE FUND,V001005005
Rochdale Borough Council,06/05/2016,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,06/05/2016,2067.96,INDIVIDUAL SERVICE FUND,V001005006
Rochdale Borough Council,06/05/2016,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,06/05/2016,1280.76,INDIVIDUAL SERVICE FUND,V001005007
Rochdale Borough Council,06/05/2016,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,06/05/2016,1585.24,INDIVIDUAL SERVICE FUND,V001005008
Rochdale Borough Council,06/05/2016,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,06/05/2016,849.24,INDIVIDUAL SERVICE FUND,V001005009
Rochdale Borough Council,06/05/2016,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,06/05/2016,1280.76,INDIVIDUAL SERVICE FUND,V001005010
Rochdale Borough Council,06/05/2016,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,06/05/2016,1667.52,INDIVIDUAL SERVICE FUND,V001005011
Rochdale Borough Council,06/05/2016,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,06/05/2016,3467.91,INDIVIDUAL SERVICE FUND,V001005013
Rochdale Borough Council,06/05/2016,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,06/05/2016,1877.8,INDIVIDUAL SERVICE FUND,V001005014
Rochdale Borough Council,06/05/2016,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,06/05/2016,1877.8,INDIVIDUAL SERVICE FUND,V001005015
