Ratepayer Name,Property Address,Propref,Billing Address,RV
,"1ST & 2ND Floors, 4 Akroyd Place, Halifax, HX1 1YH",64036711,,4850
,"394 Moor End Road, Halifax, HX2 0RD",65844394,,4800
,"23 Towngate, Sowerby, Sowerby Bridge, HX6 1HT",77604023,,2950
Advanced Pipeline Services Ltd,"Unit 11A Woodman Works, South Lane, Elland, HX5 0PA",56220751,,4600
,"6A Denholmegate Road, Hipperholme, Halifax, HX3 8JQ",64812741,,3450
,"170 Oldham Road, Ripponden, Sowerby Bridge, HX6 4EB",77408170,,2600
,"Rough Hey Wood Camp Site, Rough Hey Wood, Stansfield Mill Lane, Triangle             HX6 3NB",77548704,,1350
,"Calder Brooke Garage, Holme End, Hebden Bridge, HX7 8NX",76284725,,7100
,"Whiteley Arches, Halifax Road, Hebden Bridge, HX7 2NX",76588707,,5200
,"28 Wharf Street, Sowerby Bridge, HX6 2AE",77652028,,3000
,"Adj 84 Williamson Street, Halifax, HX1 5PP",69460705,,2300
,"Unit 3 Hillcrest Garage, Burnley Road, Sowerby Bridge, HX6 2TL",77108723,,2600
,"7 Brook Street, Todmorden, OL14 5AJ",78068007,,11500
,"Ryburn House, 12 Tower Hill, Sowerby Bridge, HX6 2EQ",77596705,,2050
Primex Wireless Ltd,"Unit G420, Dean Clough Mills, Halifax, HX3 5AX",64784899,,7400
,"Unit 3, Branxholme Estate, Bradford Road, Brighouse           HD6 4EA",29084721,,5400
,"6 Victoria Road, Elland, HX5 0PU",56244006,,3250
,"42 Ing Head Terrace, Shelf, Halifax, HX3 7LB",65428042,,4250
,"3 Common Lane, Southowram, Halifax, HX3 9PA",64664003,,3450
,"Holiday Apt 1, Higher Clough Foot Barn, Cragg Road, Cragg Vale           HX7 5RU",76156712,,1500
,"Unit 5, Topland Country Business Pk, Cragg Road, Mytholmroyd          HX7 5RU",76160758,,4850
,"Unit HM23 Holmfield Mills, Business Park, Holdsworth Road, Halifax              HX3 6SN",65344784,,1650
,"Dog Lane Mills, Stainland, Halifax, HX4 9PZ",64836701,,6100
West Lane Garage Ltd,"West Lane Garage, Hall Ings, West Lane, Southowram           HX3 9RG",69352705,"F.A.O. Mr Steven Gledhill, West Lane Garage, Hall Ings, West Lane, Southowram, HX3 9RG",3750
Mr Peter Pukacz,"39 Elizabeth Street, Elland, HX5 0JH",56076039,"39 Elizabeth Street, Elland, HX5 0JH",2500
,"1 Wharf Street, Sowerby Bridge, HX6 2EG",77652001,,5600
,"298 Queens Road, Halifax, HX1 4PJ",68308298,,4100
Salgan Ltd,"6 Coleridge Street, Halifax, HX1 2JF",64652006,"Oakfield House, 2 Savile Park Villas, Halifax, HX1 2XW",6700
,"283 Halifax Road, Todmorden, OL14 5SQ",78192283,,3500
The Blue Mountain Coffee Diner Ltd,"1 Wards End, Halifax, HX1 1DD",69264001,,6900
,"3 Tower Hill, Sowerby Bridge, HX6 2EQ",77596003,,2650
St Malachys Credit Union Ltd,"26a Illingworth Road, Illingworth, Halifax, HX2 9EN",65424701,"F.A.O. Mr Stuart Stott, 26a Illingworth Road, Illingworth, HX2 9EN",3550
,"Unit 4, Elizabeth Street, Elland, HX5 0JH",56076709,,3450
,"56 Patmos, Burnley Road, Todmorden, OL14 5EY",78076817,,2800
,"Unit 7, Mill House Works, Triangle, Sowerby Bridge      HX6 3LN",77352721,,2500
,"1 Emscote Grove, Halifax, HX1 3AP",65036001,,5900
,"4 Carlton Place, Halifax, HX1 2SB",64484702,,8500
,"14 Hunger Hill, Halifax, HX1 2JT",65416014,,2950
,"Andrew Works, Wainhouse Road, Halifax, HX1 3PP",69224701,,8000
,"Unit 4 White Lee Garage, Burnley Road, Mytholmroyd, HX7 5AD",76088839,,2800
,"1 Castle Avenue, Brighouse, HD6 3HT",29140001,,5700
,"Unit 7, Asquith Bottom Works, Ridge Street, Sowerby Bridge       HX6 3BS",77024725,,1375
,"3 Market Street, Brighouse, HD6 1AP",29404003,,7300
Norland Books Ltd,"Unit 16D, Asquith Bottom Works, Ridge Street, Sowerby Bridge       HX6 3BS",77024729,"Unit 16d Asquith Bottom Works, Asquith Bottom, Sowerby Bridge, HX6 3BT",1600
,"Unit 13B Asquith Bottoms Wks, Ridge Street, Sowerby Bridge, HX6 3BT",77024749,,2950
,"140 Gibbet Street, Halifax, HX1 5LE",65164140,,3250
,"S G M Hair Studio, Mytholmroyd House 1ST Floor, 1 Burnley Road, Mytholmroyd          HX7 5LH",76088827,,4650
,"354 Skircoat Green Road, Halifax, HX3 0RP",68596354,,5000
,"Stainland Road, Stainland, Halifax, HX4 9PD",65512701,,3550
,"Unit 8B The Ainleys, Huddersfield Road, Elland, HX5 9JB",56132820,,1325
,"Unit 8A The Ainleys, Huddersfield Road, Elland, HX5 9JB",56132819,,1375
,"Culver Works, Hopwood Lane, Halifax, HX1 5ER",65364747,,7300
Calder Scaffolding Ltd,"Unit HM1 Holmfield Mills, Holdsworth Road, Halifax, HX3 6SN",65344789,"C/O 12 Wood Bottom Lane, Brighouse, HD6 2QW",7100
,"Old Town Mill, Wadsworth, Hebden Bridge, HX7 8SW",76420712,,1650
,"Old Town Mill, Wadsworth, Hebden Bridge, HX7 8SW",76420711,,3800
Bics Laboratories Ltd,"Unit 1 Little John Mills, Oak Hill Road, Brighouse, HD6 1SL",29440705,"Unit 1/2, Little John Mills, Oakhill Road, Brighouse, HD6 1SL",9600
Advertising Technique Ltd,"Unit 4 Little John Mills, Oak Hill Road, Brighouse, HD6 1SL",29440708,,4400
,"Moderna Business Park, Mytholmroyd, Hebden Bridge, HX7 5QQ",76088769,,990
,"19 Lightcliffe Road, Brighouse, HD6 2DR",29384019,,4350
,"Unit 5 Robinwood Mill, Burnley Road, Todmorden, OL14 8JA",78076723,,1025
Weir Scaffolding Ltd,"Unit 12A & 12C, Holme End Works, Holme End, Hebden Bridge        HX7 8NX",76284728,"C/O David Jones, 10 Calder Terrace, Mytholmroyd, Hebden Bridge, HX7 5AA",3700
,"Farm Shop, Far Barsey, Saddleworth Road, Barkisland, Halifax              HX4 0BG",68440705,,6900
,"Studio Gallery, 40 Halifax Road, Todmorden, OL14 5QG",78192802,,1725
Penrose Control Systems Ltd,"Unit 3, Brookfield Works, Quebec Street, Elland               HX5 9AP",56196720,,3750
Whitesands Travel Ltd,"10a Burnley Road, Mytholmroyd, Hebden Bridge, HX7 5LH",76088749,,2950
,"Unit 1 1ST Floor, Number 4 Warehouse, Canal Wharf, Sowerby Bridge       HX6 2AG",77128719,,4200
Lorna Stewart Hair Ltd,"St Pauls Buildings, Langdale Street, Elland, HX5 0EX",56156700,"F.A.O Lorna Stuart-Pearson, Unit 7, St Pauls Buildings, Langdale Street, Elland, HX4 0EX",2175
,"Joiners Workshop, Upper Cockroft, Rishworth New Road, Sowerby Bridge       HX6 4RE",77452701,,5000
Crest Hygiene Services Ltd,"Unit 14E, Calderdale Business Park, Club Lane, Halifax              HX2 8AX",64628754,,7600
,"Barn Adj Shoebroad, Shoebroad, Shoebroad Lane, Todmorden           OL14 6LQ",78422701,,2025
,"38 Halifax Road, Todmorden, OL14 5QG",78192038,,4000
Thornber Chicks Ltd,"Unit 3B, Top Land Country Busn.Pk, Cragg Road, Mytholmroyd          HX7 5RU",76160733,"Dean Hey Farm, Cragg Road, Mytholmroyd, Hebden Bridge, HX7 5RU",8000
Little Lou-Beez Ltd,"Sunshine Day Nursery, St Peter's Avenue, Sowerby Bridge, HX6 1HB",77536706,"Attn Ms Louise Mulqueen, Sunshine Private Day Nursery, St Peters Avenue , Sowerby, Sowerby Bridge, HX6 1HB",9300
Malcolm Taylor (Halifax) Ltd,"6 Bedford Street North, Halifax, HX1 5BH",64192006,,4950
,"Roundhill Inn, 75 Clough Lane, Rastrick, Brighouse           HD6 3QL",29184701,,6900
The Little Shed Joinery,"The Little Shed, Mount Pleasant Mill, Midgley Road, Mytholmroyd         HX7 5NR",76372707,,1550
Sean Custance Master Butchers Ltd,"3 Commercial Street, Brighouse, HD6 1AF",29196003,,8900
,"8 Westgate, Halifax, HX1 1DJ",69400008,,11000
,"Unit 10, Asquith Bottom Works, Sowerby Bridge, HX6 3BT",77024709,,5200
A E Neuman Ltd,"Unit 1, Grantham Works, Grantham Road, Halifax              HX3 6PL",65192705,,10500
,"24 New Road, Hebden Bridge, HX7 8EF",76396024,,4200
,"Market Stall 45-46, Market Hall, Borough Market, Halifax             HX1 1DZ",64288728,,4750
Hebden Bridge Cricket Club,"Hebden Bridge Sports Grounds, & Premises, Hollins Holme, Hebden Bridge        HX7 8EH",76660702,"Mr Jules Atkinson (Treasurer), 18 Booth House Terrace, Booth House Road, Luddendenfoot, Halifax, HX2 6HH",1325
White Rose Archers,"White Rose Arches, Hollins Holme, Hebden Bridge, HX7 8EH",76660701,"Fao Richard Fitton (Treasurer), 38 Highfield Crescent, Hebden Bridge, HX7 8LA",760
,"Smithy Farm, Long Causeway, Blackshawhead, Hebden Bridge        HX7 7JB",76342701,,1325
,"Rear 26 Albert Street, Hebden Bridge, HX7 8AH",76012729,,2150
,"Devon Works, Dunkirk Lane, Halifax, HX1 3TA",64852705,,3800
A P N Business Consultants Ltd,"Part First Floor, 8 King Cross Street, Halifax, HX1 2SH",65520729,,2050
Cheeky Monkeys [Northowram] Ltd,"28 Newlands View, Bradford Road, Northowram, Halifax              HX3 7HT",68018700,"Suite 14, Armley Park Court, Stanningley Road, Armley. Leeds, LS12 2AE",6100
,"17 Annie Street, Sowerby Bridge, HX6 2HP",77012017,,1250
,"5 Borough Market, Halifax, HX1 1DY",64288005,,3600
Mountain Wild [ Uk ] Ltd,"19c Crown Street, Hebden Bridge, HX7 8EH",76176713,,8300
,"Unit 8 Emstead Works, Old Lane, Halifax, HX3 5QN",68132738,,1425
,"98a Oxford Lane, Siddal, Halifax, HX3 9BJ",68168706,,4850
Bottoms Masonic Rooms Co Ltd,"Bottoms Masonic Lodge, Halifax Road, Todmorden, OL14 6DN",78192798,"Fao Mr W T Hawkyard, 6 Talbot Avenue, Edgerton, Huddersfield, HD3 3BH",7500
Annapurna Indian Dance Company Ltd,"Unit T2A, Dean Clough Mills, Halifax, HX3 5AX",64784824,"F A O Shantha Rao, Unit T2A, Dean Clough Industrial Park, Halifax, HX3 5AX",1425
,"Market Stall 121, Market Hall, Borough Market, Halifax             HX1 1DZ",64288761,,1425
,"Unit 1C Turkey Lodge, New Road, Cragg Vale, Hebden Bridge        HX7 5TT",76400707,,4950
,"Unit 2, 2 Albert Street, Halifax, HX1 5NW",64044711,,3800
Acs Health Safety & Environment Ltd,"41 Elizabeth Street, Elland, HX5 0JH",56076041,"41 Elizabeth Street, Elland, HX5 0JH",6000
Mac Financial Services Ltd,"18/20 Bridge End, Brighouse, HD6 3DH",29092018,,3500
,"Union Street South, Halifax, HX1 2LF",69324711,,3500
,"Unit 7D Robinwood Mill, Burnley Road, Todmorden, OL14 8JA",78076851,,1875
,"Hollins Mill Lane, Sowerby Bridge, HX6 2QG",77276703,,1700
,"125 Halifax Road, Todmorden, OL14 5BE",78192125,,1800
4 X 4 Overlander Ltd,"Unit HM8 Holmfield Mills, Holdsworth Road, Halifax, HX3 6SN",65344796,"10 Heather Place, Queensbury, Bradford, BD13 1JU",3000
,"17 Bull Green, Halifax, HX1 2RZ",64436017,,7000
,"54 Eldroth Road, Halifax, HX1 3BA",65016701,,3550
,"The Old Fire Station, Rochdale Road, Todmorden, OL14 7NA",78400826,,1700
Stocks Residential Properties Ltd,"151 Spring Hall Lane, Halifax, HX1 4TN",68680151,"C/O Mr Martyn Stocks, 14 Norton Tower, Halifax, HX2 0NG",5600
,"Sunny View Kennels, Kebs Road, Todmorden, OL14 8SB",78248706,,1750
,"5 St Johns Lane, Halifax, HX1 2JD",68740005,,3500
Bousfield Waite & Co,"Part 2ND Floor, 38 Clare Road, Halifax, HX1 2HX",64584766,"Part 2nd Floor, 38 Clare Road, Halifax, HX1 2HX",2375
,"Portacabin, Phoenix Street, Brighouse, HD6 1PD",29468708,,3150
,"Rose & Crown Hotel, 96/98 Rochdale Road, Greetland, Halifax             HX4 8HR",68392735,,6400
,"26a Westgate, Halifax, HX1 1PR",69400708,,11000
,"4 Borough Market, Halifax, HX1 1DY",64288004,,3650
,"7 Albion Street, Halifax, HX1 1DU",64052704,,3450
,"First Floor, 25 Commercial Street, Brighouse, HD6 1AF",29196025,,7700
,"Car Spaces Rear Of, 38 Clare Road, Halifax, HX1 2HX",64584764,,1000
,"Lower Ground Floor, 26 Prescott Street, Halifax, HX1 2LG",68280719,,3150
,"5 Co-Op Shopping Parade, Denholmegate Road, Hipperholme, Halifax             HX3 8LT",64812738,,7100
Halifax Autocars Ltd,"White Rose (Part Showroom), Halifax Autocars, Shay Lane, Halifax              HX3 6QU",68536813,"F.A.O. Mr Keith Knott, Shay Lane, Halifax, HX3 6QU",6100
4 Life Financial Services Ltd,"68 West Street, Sowerby Bridge, HX6 3AP",77648068,,3500
,"10 Albert Street, Hebden Bridge, HX7 8AH",76012010,,4550
,"Unit HM9 Holmfield Mills, Holdsworth Road, Holmfield, Halifax              HX3 6SN",65344797,,1650
,"14 Holme Buildings, Denholmegate Road, Hipperholme, Halifax              HX3 6LJ",64812713,,2000
,"36 Northgate, Elland, HX5 0RU",56180036,,2900
,"First Floor, 43 Keighley Road, Halifax, HX2 8BA",65484716,,2025
,"3 The Old Arcade, Halifax, HX1 1TJ",69024707,,7800
,"101 Northgate, Halifax, HX1 1XF",68096101,,4600
,"Unit 1, Hillas Industrial Estate, Walker Lane, Sowerby Bridge       HX6 2AR",77632716,,4550
A S B C I,"Unit 5, 25 Square Road, Halifax, HX1 1QG",68708720,"Unit 5, 25 Square Road, Halifax, HX1 1QG",6500
,"Unit 4 Robinwood Mill, Burnley Road, Todmorden, OL14 8JA",78076840,,1025
,"Stagfold, Heptonstall, Hebden Bridge, HX7 7LW",76540703,,2600
,"Unit 4, L R P Business Park, Halifax Road, Hipperholme, Halifax              HX3 8ER",65232733,,4200
,"Dusty Miller Inn, 290 Halifax Road, Brighouse, HD6 2PB",29296710,,6200
,"Unit 25 Washer Lane Works, Washer Lane, Halifax, HX2 7DX",68296727,,1025
,"27a Union Street, Halifax, HX1 1PR",69144705,,9200
Flowquip Ltd,"Riverside, Canal Road, Sowerby Bridge, HX6 2AY",76663701,"Riverside, Canal Road, Sowerby Bridge, HX6 2AY",4000
,"28 New Hey Road, Brighouse, HD6 3LP",29432028,,6500
Calder Sheetmetal Ltd,"Unit 10/12 Woodman Works, South Lane, Elland, HX5 0PA",56220780,"Units 10/12 Woodman Works, South Lane, Elland, HX5 0PA",10500
,"27 Southgate, Elland, HX5 0BW",56224027,,4150
Bailiff Bridge Cafe Ltd,"611 Bradford Road, Brighouse, HD6 4DN",29080611,,6300
,"White Cottage, Cooper Bridge Road, Mirfield, WF14 0BS",79004709,,9300
Rowan Residential Ltd,"15 Wade House Road, Shelf, Halifax, HX3 7PB",69216015,,4400
,"Vulcan House, Foundry Street, Brighouse, HD6 1LT",29256705,,8900
Edwards Towbars (Brighouse) Ltd,"Unit 1, Vine Industrial Estate, Elland Road, Brighouse            HD6 2QS",29236770,"Unit 1, Vine Industrial Estate, Elland Road, Brighouse, HD6 2QS",3100
,"12 Briggate, Elland, HX5 9DP",56020012,,2950
A B S Uk Ltd,"Burley Street Works, Burley Street, Elland, HX5 0AQ",56028714,,10750
,"Hunters Lodge, 305 Wakefield Road, Bailiff Bridge, Brighouse            HD6 4DU",29665305,,2500
,"Treetops, Grange Lane, Clifton, Brighouse            HD6 4HL",29667701,,1450
,"65 Wharf Street, Sowerby Bridge, HX6 2AF",77652065,,4750
,"Unit 6, Heathfield Industrial Estate, Heathfield Street, Elland              HX5 9AE",56128702,,8000
Stephen Conway (Bookbinders) Ltd,"5 Clare Road, Halifax, HX1 2HX",64584749,"Fao Steve Conway, Office Lower Ground Floor, 5 Clare Road, Halifax, HX1 2HX",5200
,"21c Back Halifax Road, Todmorden, OL14 5AG",78192772,,540
Commercial Vehicle Cleaning Services,"Unit 16 Woodman Works, South Lane, Elland, HX5 0HQ",56220736,"Bargreeta, Greetland Road, Barkisland, HX4 0BA",4900
,"38/39 Borough Market, Halifax, HX1 1DZ",64288812,,7300
Manor Precision Ltd,"Unit 3 Shay Lane Works, Shay Lane, Halifax, HX3 6SF",68536825,"Unit 3 Shay Lane Works, Shay Lane, Halifax, HX3 6SF",3350
,"35/37 Thornhill Road, Brighouse, HD6 3AX",29568708,,5700
Bank House Consultants Ltd,"Bank House, Blind Lane, Todmorden, OL14 5HZ",78040706,"Bank House, Blind Lane, Todmorden, Lancs, OL14 5HZ",10250
,"18/20 Gooder Lane, Brighouse, HD6 1HF",29272018,,2050
Ian Heyworth Building Contractors Ltd,"Unit 7B Robinwood Mill, Burnley Road, Todmorden, OL14 8JA",78076849,"940 Burnley Road, Todmorden, OL14 7ET",1875
,"20 Halifax Road, Brighouse, HD6 2AG",29296708,,6000
Lvk Properties Ltd,"The Livery, Coal Lane End Farm, Causeway Foot, Halifax              HX2 8YB",64516705,"Coal Lane End Farm, Causeway Foot, Halifax, HX2 8YB",3800
,"Garage, Lowerfield Bottom Farm, Coley Road, Halifax              HX3 7SA",64656708,,3400
,"Unit 7, Willows Industrial Estate, Watson Mill Lane, Sowerby Bridge       HX6 3BW",77644730,,9500
Designs & Concepts Ltd,"Butts Green Farm, Butts Green, Luddendenfoot, Halifax              HX2 6BZ",64889701,,1000
,"9/10 Borough Market, Halifax, HX1 1DY",64288701,,5500
Gamesave U.K Ltd,"35 Southgate, Halifax, HX1 1DL",68652035,,9200
,"Jammy Fold Farm, Soil Hill, Halifax, HX2 9NT",68624703,,1200
Brighouse Town A.F.C.,"St Giles Road, Lightcliffe, Halifax, HX3 8BN",68720707,"C/O Mr M Taylor, 50 Garden Road, Brighouse, HD6 2ES",8400
Woodview Textiles Ltd,"Unit 4, Brookfield Works, Quebec Street, Elland               HX5 9AP",56196721,,2300
,"Unit 1, George Street, Mytholmroyd, Hebden Bridge        HX7 5DT",76224709,,4850
,"16 Carr House Road, Shelf, Halifax, HX3 7QY",64500016,,4300
,"Ground Floor, 8 Wards End, Halifax, HX1 1BX",69264722,,3400
,"14 Westgate, Halifax, HX1 1DJ",69400014,,9200
,"26 Wharf Street, Sowerby Bridge, HX6 2AE",77652026,,4250
,"49 Stainland Road, Greetland, Halifax, HX4 8BD",68772049,,3700
,"6 Denholmegate Road, Hipperholme, Halifax, HX3 8JQ",64812740,,4650
,"300 Hopwood Lane, Halifax, HX1 4HD",65364300,,2450
,"101a Ovenden Road, Ovenden, Halifax, HX3 5RQ",64096702,,2550
Label Pak Ltd,"Unit 1, Brow Mills, Brighouse Road, Hipperholme          HX3 8EF",64376713,,4550
T T Environmental Ltd,"Heights Lodge North, Castle Carr Road, Wainstalls, Halifax              HX2 7TR",64888701,"Ms J Greenwood, Heights Lodge North, Castle Carr Road, Wainstalls, HX2 7TR",1025
,"Unit R6, Tenterfields Business Park, Burnley Road, Luddendenfoot       HX2 6EQ",64448725,,2900
Howarth Bros Ltd,"Unit 7C Robinwood Mill, Burnley Road, Todmorden, OL14 8JA",78076850,"Jumps Road, Todmorden, OL14 8JH",1875
,"Ovenden Road, Halifax, HX3 5QG",65625702,,8400
,"55 Commercial Street, Halifax, HX1 1BE",64660055,,7500
Hebden Bridge Judo Club,"Unit 7A, Pennine Industrial Park, Valley Road, Hebden Bridge        HX7 7BZ",76552722,"Attn Mr Tony Devine, Unit 7a, Pennine Industrial Park, Valley Rd , Hebden Bridge, HX7 8BZ",8000
,"Devon Works, Dunkirk Lane, Halifax, HX1 3TA",64852708,,6000
,"Unit 1 Tower Block, Robinwood Mill, Burnley Road, Todmorden           OL14 8JA",78076860,,2550
,"4 Leeds Road, Hipperholme, Halifax, HX3 8ND",65616004,,7000
,"Lower Fold Barn, Green Lane, Shelf, Halifax              HX3 7TR",65934701,,5100
,"352 Skircoat Green Road, Halifax, HX3 0RP",68596352,,4750
,"86 Wharf Street, Sowerby Bridge, HX6 2AF",77652086,,2950
,"The Coach House, 3 Bradshaw Lane, Bradshaw, Halifax              HX2 9UZ",64336706,,1425
Calderdale Bird Conservation Group,"Land To North Of, Ringstone Edge Reservoir, Green Lane, Rishworth            HX6 4RA",77685701,"C/O Mr Howard G Owen, 26 Holly Royd, Soyland Town Road, Sowerby Bridge, HX6 4NS",160
Ruby Shoesday Ltd,"37 Market Street, Hebden Bridge, HX7 6EU",76360037,"37 Market Street, Hebden Bridge, HX7 6EU",5300
Halifax Auto Cosmetics Ltd,"Unit 1 Halifax Autocars, Shay Lane, Halifax, HX3 6QU",68536749,"18/20 Oxford Road, Amberler Thorn, Queensbury, Bradford, BD13 2BL",2750
,"2 Halifax Road, Shelf, Halifax, HX3 7NT",65236002,,4750
Go Far Enterprises Ltd,"38 Dale Street, Todmorden, OL14 5PX",78116038,,11250
Oddy Ltd,"Office, Old Boardroom, Holmfield Mills, Holdsworth Road, Halifax              HX3 6SN",65344858,,3500
C & R Maintenance Services Ltd,"Office H M 3.2, Holmfield Mills, Holdsworth Road, Halifax              HX3 6SN",65344855,,3950
,"7 George Street, Halifax, HX1 1HA",65144007,,11500
,"262 Gibbet Street, Halifax, HX1 4LT",65164262,,2500
,"Laura Brennan, Equestrian Centre, Brighouse&Denholmegate Rd, Shelf                HX3 7TL",64380705,,3900
Kenneth F Forsyth Limited,"Unit 6, No 2 Warehouse, The Wharf, Sowerby Bridge, HX6 2AG",77128727,,11000
,"Unit 1, Fairlea Mill, Ellen Holme Lane, Luddendenfoot       HX2 6EP",65020703,,2700
,"S/0 1 Jumples, Mixenden, Halifax, HX2 8NS",65472701,,1750
R.Yung Ltd,"Mixenden Pharmacy, Mixenden Stones, Mixenden, Halifax              HX2 8RQ",65828701,"Mixenden Stones, Mixenden Road, Mixenden, Halifax, HX2 8RQ",6800
,"2 Catherine Street, Elland, HX5 0EZ",56032002,,2950
,"Unit 7, The Market Business Centre, Hanson Lane, Halifax              HX1 5PF",65264776,,8700
,"Allswell Farm, Old Town, Hebden Bridge, HX7 8TF",76654701,,6700
,"Part 2nd Floor, Berwick Street, Halifax, HX1 1QG",64244703,,5900
,"1 Forest Grove, Ovenden, Halifax, HX2 8AU",65088001,,8600
,"Square Garage, Rochdale Road, Todmorden, OL14 6SX",78400724,,5600
,"Unit 5, The Tannery, Bradford Road, Halifax             HX3 7HR",64332707,,6900
,"Godley Iron Works, Godley Branch Road, Halifax, HX3 6AH",65184700,,4800
Chocolate Mould Designs Uk  Ltd,"Grange Farm, (Richards Farm), Ovenden Wood, Halifax             HX2 0TG",68164702,,6700
,"Unit 1 Davey Hall Cottage, Davy Lane, Blackshawhead, Hebden Bridge        HX7 7JS",76667701,,4800
,"310 Halifax Road, Brighouse, HD6 2PB",29296290,,6400
,"Unit 6, Calder Workshops, Gibbet Street, Halifax             HX1 4JQ",65164754,,1200
,"6 Dodge Holme Drive, Mixenden, Halifax, HX2 8PE",64832006,,4050
,"3 The Riverside Complex, Mill Fold, Ripponden, HX6 4DJ",77348739,,3250
,"Unit HM17 Holmfield Mills, Holdsworth Road, Halifax, HX3 6SN",65344805,,2700
,"6a Dodge Holme Drive, Mixenden, Halifax, HX2 8PE",64832700,,2600
,"9 Gooder Lane, Brighouse, HD6 1HF",29272009,,5900
