Organisation Name,Effective Date,Service,Supplier Name,Paid Date,Net Amount (£),Purpose,Transaction Number
ROCHDALE BOROUGH COUNCIL,08/04/2016,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,08/04/2016,755.96,INDIVIDUAL SERVICE FUND,V000996087
ROCHDALE BOROUGH COUNCIL,08/04/2016,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,08/04/2016,539.44,INDIVIDUAL SERVICE FUND,V000996088
ROCHDALE BOROUGH COUNCIL,08/04/2016,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,08/04/2016,5607.96,INDIVIDUAL SERVICE FUND,V000996089
ROCHDALE BOROUGH COUNCIL,08/04/2016,PHYSICAL DIS & OLDER PEOPLE,POSSABILITIES CIC ISF,08/04/2016,1168.4,INDIVIDUAL SERVICE FUND,V000996092
ROCHDALE BOROUGH COUNCIL,08/04/2016,LEARNING DIS & MENTAL HEALTH,HEALEY CARE LIMITED ISF PAYMENTS,08/04/2016,1591.52,INDIVIDUAL SERVICE FUND,V000996093
ROCHDALE BOROUGH COUNCIL,08/04/2016,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,08/04/2016,1562,INDIVIDUAL SERVICE FUND,V000996094
ROCHDALE BOROUGH COUNCIL,08/04/2016,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,08/04/2016,1012.2,INDIVIDUAL SERVICE FUND,V000996095
ROCHDALE BOROUGH COUNCIL,08/04/2016,LEARNING DIS & MENTAL HEALTH,NEWBARN LTD,08/04/2016,1560,INDIVIDUAL SERVICE FUND,V000996096
ROCHDALE BOROUGH COUNCIL,08/04/2016,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,08/04/2016,3806.4,INDIVIDUAL SERVICE FUND,V000996097
ROCHDALE BOROUGH COUNCIL,08/04/2016,LEARNING DIS & MENTAL HEALTH,WELLESLEY HOUSE,08/04/2016,4059.44,INDIVIDUAL SERVICE FUND,V000996099
ROCHDALE BOROUGH COUNCIL,08/04/2016,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,08/04/2016,885.08,INDIVIDUAL SERVICE FUND,V000996100
ROCHDALE BOROUGH COUNCIL,08/04/2016,PHYSICAL DIS & OLDER PEOPLE,POSSABILITIES CIC ISF,08/04/2016,1460.28,INDIVIDUAL SERVICE FUND,V000996101
ROCHDALE BOROUGH COUNCIL,08/04/2016,LEARNING DIS & MENTAL HEALTH,LIFEWAYS COMMUNITY CARE LTD,08/04/2016,3420.52,SUPPORTED LIVING,V000996102
ROCHDALE BOROUGH COUNCIL,08/04/2016,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,08/04/2016,740.88,INDIVIDUAL SERVICE FUND,V000996103
ROCHDALE BOROUGH COUNCIL,08/04/2016,PHYSICAL DIS & OLDER PEOPLE,ROYAL MENCAP SOCIETY,08/04/2016,4289.44,INDIVIDUAL SERVICE FUND,V000996104
ROCHDALE BOROUGH COUNCIL,08/04/2016,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,08/04/2016,533.4,INDIVIDUAL SERVICE FUND,V000996105
ROCHDALE BOROUGH COUNCIL,08/04/2016,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,08/04/2016,528,INDIVIDUAL SERVICE FUND,V000996108
ROCHDALE BOROUGH COUNCIL,08/04/2016,LEARNING DIS & MENTAL HEALTH,NEWBARN LTD,08/04/2016,1060,INDIVIDUAL SERVICE FUND,V000996110
ROCHDALE BOROUGH COUNCIL,08/04/2016,LEARNING DIS & MENTAL HEALTH,NEWBARN LTD,08/04/2016,1736,INDIVIDUAL SERVICE FUND,V000996111
ROCHDALE BOROUGH COUNCIL,08/04/2016,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,08/04/2016,612,INDIVIDUAL SERVICE FUND,V000996112
ROCHDALE BOROUGH COUNCIL,08/04/2016,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,08/04/2016,739.2,INDIVIDUAL SERVICE FUND,V000996114
ROCHDALE BOROUGH COUNCIL,08/04/2016,LEARNING DIS & MENTAL HEALTH,NEWBARN LTD,08/04/2016,1095,SUPPORTED LIVING,V000996116
ROCHDALE BOROUGH COUNCIL,08/04/2016,LEARNING DIS & MENTAL HEALTH,NEWBARN LTD,08/04/2016,-870.14,SUPPORTED LIVING,V000996117
ROCHDALE BOROUGH COUNCIL,08/04/2016,LEARNING DIS & MENTAL HEALTH,FUTURE DIRECTIONS CIC,08/04/2016,5574.8,INDIVIDUAL SERVICE FUND,V000996118
ROCHDALE BOROUGH COUNCIL,08/04/2016,LEARNING DIS & MENTAL HEALTH,CREATIVE SUPPORT LIMITED,08/04/2016,2100,SUPPORTED LIVING,V000996119
ROCHDALE BOROUGH COUNCIL,08/04/2016,PHYSICAL DIS & OLDER PEOPLE,COMFORT CALL LTD,08/04/2016,600,INDIVIDUAL SERVICE FUND,V000996120
ROCHDALE BOROUGH COUNCIL,08/04/2016,PHYSICAL DIS & OLDER PEOPLE,COMFORT CALL LTD,08/04/2016,600,INDIVIDUAL SERVICE FUND,V000996121
ROCHDALE BOROUGH COUNCIL,08/04/2016,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC TRADING,08/04/2016,1711.8,DIRECT PAYMENTS,V000996123
ROCHDALE BOROUGH COUNCIL,08/04/2016,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,08/04/2016,715.84,INDIVIDUAL SERVICE FUND,V000996124
ROCHDALE BOROUGH COUNCIL,08/04/2016,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,08/04/2016,2966.08,INDIVIDUAL SERVICE FUND,V000996126
ROCHDALE BOROUGH COUNCIL,08/04/2016,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,08/04/2016,597.04,INDIVIDUAL SERVICE FUND,V000996127
ROCHDALE BOROUGH COUNCIL,08/04/2016,LEARNING DIS & MENTAL HEALTH,NEWBARN LTD,08/04/2016,1040,INDIVIDUAL SERVICE FUND,V000996128
ROCHDALE BOROUGH COUNCIL,08/04/2016,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,08/04/2016,1159.2,INDIVIDUAL SERVICE FUND,V000996129
ROCHDALE BOROUGH COUNCIL,08/04/2016,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,08/04/2016,849.24,INDIVIDUAL SERVICE FUND,V000996130
ROCHDALE BOROUGH COUNCIL,08/04/2016,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC TRADING,08/04/2016,1711.8,DIRECT PAYMENTS,V000996131
ROCHDALE BOROUGH COUNCIL,08/04/2016,LEARNING DIS & MENTAL HEALTH,NEWBARN LTD,08/04/2016,998,INDIVIDUAL SERVICE FUND,V000996132
ROCHDALE BOROUGH COUNCIL,08/04/2016,LEARNING DIS & MENTAL HEALTH,NEWBARN LTD,08/04/2016,1624,INDIVIDUAL SERVICE FUND,V000996133
ROCHDALE BOROUGH COUNCIL,08/04/2016,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,08/04/2016,767.64,INDIVIDUAL SERVICE FUND,V000996136
ROCHDALE BOROUGH COUNCIL,08/04/2016,LEARNING DIS & MENTAL HEALTH,FUTURE DIRECTIONS CIC,08/04/2016,7704,INDIVIDUAL SERVICE FUND,V000996137
ROCHDALE BOROUGH COUNCIL,08/04/2016,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,08/04/2016,1240.8,INDIVIDUAL SERVICE FUND,V000996138
ROCHDALE BOROUGH COUNCIL,08/04/2016,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,08/04/2016,849.2,INDIVIDUAL SERVICE FUND,V000996139
ROCHDALE BOROUGH COUNCIL,08/04/2016,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,08/04/2016,4431.28,INDIVIDUAL SERVICE FUND,V000996140
ROCHDALE BOROUGH COUNCIL,08/04/2016,PHYSICAL DIS & OLDER PEOPLE,COMFORT CALL LTD,08/04/2016,1304,INDIVIDUAL SERVICE FUND,V000996141
ROCHDALE BOROUGH COUNCIL,08/04/2016,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,08/04/2016,1056,INDIVIDUAL SERVICE FUND,V000996143
ROCHDALE BOROUGH COUNCIL,08/04/2016,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,08/04/2016,1078.96,INDIVIDUAL SERVICE FUND,V000996144
ROCHDALE BOROUGH COUNCIL,08/04/2016,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,08/04/2016,1209.32,INDIVIDUAL SERVICE FUND,V000996145
ROCHDALE BOROUGH COUNCIL,08/04/2016,PHYSICAL DIS & OLDER PEOPLE,COMFORT CALL LTD,08/04/2016,648,INDIVIDUAL SERVICE FUND,V000996148
ROCHDALE BOROUGH COUNCIL,08/04/2016,PHYSICAL DIS & OLDER PEOPLE,COMFORT CALL LTD,08/04/2016,1744.24,INDIVIDUAL SERVICE FUND,V000996149
ROCHDALE BOROUGH COUNCIL,08/04/2016,LEARNING DIS & MENTAL HEALTH,NEWBARN LTD,08/04/2016,1276,INDIVIDUAL SERVICE FUND,V000996151
ROCHDALE BOROUGH COUNCIL,08/04/2016,LEARNING DIS & MENTAL HEALTH,FUTURE DIRECTIONS CIC,08/04/2016,7996.8,INDIVIDUAL SERVICE FUND,V000996152
ROCHDALE BOROUGH COUNCIL,08/04/2016,LEARNING DIS & MENTAL HEALTH,NEWBARN LTD,08/04/2016,661.01,INDIVIDUAL SERVICE FUND,V000996153
ROCHDALE BOROUGH COUNCIL,08/04/2016,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC TRADING,08/04/2016,1711.8,DIRECT PAYMENTS,V000996154
ROCHDALE BOROUGH COUNCIL,08/04/2016,LEARNING DIS & MENTAL HEALTH,CIC GROUP EACHSTEP BLACKLEY,08/04/2016,556,INDIVIDUAL SERVICE FUND,V000996155
ROCHDALE BOROUGH COUNCIL,08/04/2016,LEARNING DIS & MENTAL HEALTH,CREATIVE SUPPORT LIMITED,08/04/2016,2380,SUPPORTED LIVING,V000996156
ROCHDALE BOROUGH COUNCIL,08/04/2016,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,08/04/2016,686.4,INDIVIDUAL SERVICE FUND,V000996157
ROCHDALE BOROUGH COUNCIL,08/04/2016,PHYSICAL DIS & OLDER PEOPLE,COMFORT CALL LTD,08/04/2016,560,INDIVIDUAL SERVICE FUND,V000996163
ROCHDALE BOROUGH COUNCIL,08/04/2016,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,08/04/2016,765.08,INDIVIDUAL SERVICE FUND,V000996166
ROCHDALE BOROUGH COUNCIL,08/04/2016,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC TRADING,08/04/2016,-917.04,DIRECT PAYMENTS,V000996167
ROCHDALE BOROUGH COUNCIL,08/04/2016,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,08/04/2016,810.04,INDIVIDUAL SERVICE FUND,V000996169
ROCHDALE BOROUGH COUNCIL,08/04/2016,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC TRADING,08/04/2016,1711.8,DIRECT PAYMENTS,V000996172
ROCHDALE BOROUGH COUNCIL,08/04/2016,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC TRADING,08/04/2016,1711.8,DIRECT PAYMENTS,V000996173
ROCHDALE BOROUGH COUNCIL,08/04/2016,LEARNING DIS & MENTAL HEALTH,PENDLETON CARE LTD,08/04/2016,851.2,INDIVIDUAL SERVICE FUND,V000996174
ROCHDALE BOROUGH COUNCIL,08/04/2016,LEARNING DIS & MENTAL HEALTH,PENDLETON CARE LTD,08/04/2016,3404.8,INDIVIDUAL SERVICE FUND,V000996175
ROCHDALE BOROUGH COUNCIL,28/04/2016,EARLY HELP AND SCHOOLS,THE PENNINE ACUTE HOSPITALS NHS TRUST,28/04/2016,2419,OCCUPATIONAL HEALTH,V000996177
ROCHDALE BOROUGH COUNCIL,15/04/2016,NEIGHBOURHOODS AND ENVIRONMENT,D HUGHES DEMOLITION,15/04/2016,83405,DEMOLITION AND CLEARANCE,V000996178
ROCHDALE BOROUGH COUNCIL,13/04/2016,NEIGHBOURHOODS AND ENVIRONMENT,MANTRA LEARNING LTD,13/04/2016,1330,TRAINING,V000996181
ROCHDALE BOROUGH COUNCIL,07/04/2016,FINANCE SERVICES,BINDMONT PRINT SERVICES LTD,07/04/2016,5727.04,PRINTING & STATIONERY,V000996182
ROCHDALE BOROUGH COUNCIL,07/04/2016,FINANCE SERVICES,ELECTORAL REFORM SERVICES,07/04/2016,1022.35,MISC CHARGES,V000996183
ROCHDALE BOROUGH COUNCIL,07/04/2016,PHYSICAL DIS & OLDER PEOPLE,TUNSTALL HEALTHCARE (UK) LTD,07/04/2016,654,EQUIPMENT - GENERAL,V000996185
ROCHDALE BOROUGH COUNCIL,13/04/2016,PHYSICAL DIS & OLDER PEOPLE,JUST CHECKING LTD,13/04/2016,1399,EQUIPMENT - GENERAL,V000996190
ROCHDALE BOROUGH COUNCIL,13/04/2016,PHYSICAL DIS & OLDER PEOPLE,JUST CHECKING LTD,13/04/2016,2170,EQUIPMENT - GENERAL,V000996191
ROCHDALE BOROUGH COUNCIL,13/04/2016,PHYSICAL DIS & OLDER PEOPLE,JUST CHECKING LTD,13/04/2016,1399,EQUIPMENT - GENERAL,V000996192
ROCHDALE BOROUGH COUNCIL,13/04/2016,LEARNING DIS & MENTAL HEALTH,FACE RECORDING & MEASUREMENT SYSTEMS LTD,13/04/2016,28983,IT MAINTENANCE,V000996194
ROCHDALE BOROUGH COUNCIL,13/04/2016,LEARNING DIS & MENTAL HEALTH,FACE RECORDING & MEASUREMENT SYSTEMS LTD,13/04/2016,7915,IT MAINTENANCE,V000996195
ROCHDALE BOROUGH COUNCIL,08/04/2016,FINANCE SERVICES,BINDMONT PRINT SERVICES LTD,08/04/2016,7808,PRINTING & STATIONERY,V000996197
ROCHDALE BOROUGH COUNCIL,14/04/2016,NEIGHBOURHOODS AND ENVIRONMENT,OFFICE SUPPLIES NOW LTD,14/04/2016,832,IT EQUIPMENT,V000996200
ROCHDALE BOROUGH COUNCIL,14/04/2016,NEIGHBOURHOODS AND ENVIRONMENT,OFFICE SUPPLIES NOW LTD,14/04/2016,900,IT EQUIPMENT,V000996200
ROCHDALE BOROUGH COUNCIL,13/04/2016,NEIGHBOURHOODS AND ENVIRONMENT,CALVAG,13/04/2016,500.45,EQUIPMENT - GENERAL,V000996201
ROCHDALE BOROUGH COUNCIL,07/04/2016,ECONOMY DIRECTORATE,ANTHONY GILL,07/04/2016,810,CONSULTANT FEES,V000996206
ROCHDALE BOROUGH COUNCIL,13/04/2016,PUBLIC HEALTH,BIG LIFE CENTRES,13/04/2016,50000,PH BIG LIFE CONTRACT,V000996215
ROCHDALE BOROUGH COUNCIL,26/04/2016,PUBLIC HEALTH,CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS TRUST,26/04/2016,1282,PH OTHER CONTRACTS,V000996220
ROCHDALE BOROUGH COUNCIL,26/04/2016,PUBLIC HEALTH,CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS TRUST,26/04/2016,1148,PH OTHER CONTRACTS,V000996221
ROCHDALE BOROUGH COUNCIL,07/04/2016,ECONOMY DIRECTORATE,TURNER AND  TOWNSEND,07/04/2016,3960,OTHER SURVEYS,V000996222
ROCHDALE BOROUGH COUNCIL,07/04/2016,NEIGHBOURHOODS AND ENVIRONMENT,BURNT TREE GROUP LIMITED,07/04/2016,635.8,TRANSACTIONS-EXPENDITURE,V000996225
ROCHDALE BOROUGH COUNCIL,07/04/2016,NEIGHBOURHOODS AND ENVIRONMENT,BURNT TREE GROUP LIMITED,07/04/2016,994,VEHICLE MAINTENANCE,V000996226
ROCHDALE BOROUGH COUNCIL,15/04/2016,FINANCE SERVICES,SUPPLIES TEAM LIMITED,15/04/2016,645.15,EQUIPMENT - GENERAL,V000996244
ROCHDALE BOROUGH COUNCIL,07/04/2016,NEIGHBOURHOODS AND ENVIRONMENT,IFZW MAINTENANCE LTD,07/04/2016,875,SPECIFIED MAINTENANCE,V000996245
ROCHDALE BOROUGH COUNCIL,07/04/2016,CHILDREN’S SOCIAL CARE,CHRISTINE FOSTER LIMITED,07/04/2016,1825,AGENCY STAFF,V000996246
ROCHDALE BOROUGH COUNCIL,14/04/2016,NEIGHBOURHOODS AND ENVIRONMENT,GROUNDWORK LANDSCAPES LIMITED,14/04/2016,2250,EQUIPMENT - GENERAL,V000996247
ROCHDALE BOROUGH COUNCIL,07/04/2016,CHILDREN’S SOCIAL CARE,CAREERVISION LTD,07/04/2016,33332,SOFTWARE,V000996249
ROCHDALE BOROUGH COUNCIL,07/04/2016,NEIGHBOURHOODS AND ENVIRONMENT,NEW IMAGE PUBLIC RELATIONS LIMITED,07/04/2016,4750,CONTRACTED SERVICES,V000996250
ROCHDALE BOROUGH COUNCIL,08/04/2016,NEIGHBOURHOODS AND ENVIRONMENT,ORCHARD  RECYCLING SERVICE LTD,08/04/2016,1255.6,EQUIPMENT - GENERAL,V000996251
ROCHDALE BOROUGH COUNCIL,14/04/2016,NEIGHBOURHOODS AND ENVIRONMENT,J A CRYER EXCAVATION & GROUNDWORK CONTRACTORS LTD,14/04/2016,2401,IMPROVEMENTS-MODERNISATION,V000996252
ROCHDALE BOROUGH COUNCIL,07/04/2016,NEIGHBOURHOODS AND ENVIRONMENT,RIVERSIDE TRUCK RENTAL,07/04/2016,4095,TRANSACTIONS-EXPENDITURE,V000996253
ROCHDALE BOROUGH COUNCIL,07/04/2016,NEIGHBOURHOODS AND ENVIRONMENT,JOHN DAVIDSON PIPES LTD,07/04/2016,657.01,EQUIPMENT - GENERAL,V000996254
ROCHDALE BOROUGH COUNCIL,08/04/2016,PHYSICAL DIS & OLDER PEOPLE,LPS TRAINING & CONSULTANCY LTD,08/04/2016,525,TRAINING,V000996261
ROCHDALE BOROUGH COUNCIL,15/04/2016,NEIGHBOURHOODS AND ENVIRONMENT,MRM STREET FURNITURE LTD,15/04/2016,999,EQUIPMENT - GENERAL,V000996264
ROCHDALE BOROUGH COUNCIL,08/04/2016,NEIGHBOURHOODS AND ENVIRONMENT,NORDEN AGRICULTURAL CONTRACTORS,08/04/2016,4470,EQUIPMENT - GENERAL,V000996266
ROCHDALE BOROUGH COUNCIL,08/04/2016,NEIGHBOURHOODS AND ENVIRONMENT,NORDEN AGRICULTURAL CONTRACTORS,08/04/2016,5000,EQUIPMENT - GENERAL,V000996267
ROCHDALE BOROUGH COUNCIL,07/04/2016,ECONOMY DIRECTORATE,JAMBOREE ARTS,07/04/2016,1181,ACTIVITIES,V000996269
ROCHDALE BOROUGH COUNCIL,15/04/2016,ECONOMY DIRECTORATE,JAMBOREE ARTS,15/04/2016,1987.5,ACTIVITIES,V000996270
ROCHDALE BOROUGH COUNCIL,07/04/2016,EARLY HELP AND SCHOOLS,REAL TRUST,07/04/2016,913.5,EQUIPMENT - GENERAL,V000996272
ROCHDALE BOROUGH COUNCIL,07/04/2016,NEIGHBOURHOODS AND ENVIRONMENT,ROCHDALE MEMORIAL SERVICE,07/04/2016,8030,FIXTURES & FITTINGS,V000996274
ROCHDALE BOROUGH COUNCIL,15/04/2016,PUBLIC HEALTH,SAFETY BUG TRAINING LTD,15/04/2016,1350,EQUIPMENT - GENERAL,V000996282
ROCHDALE BOROUGH COUNCIL,07/04/2016,FINANCE SERVICES,SHAW & SONS LIMITED,07/04/2016,584.51,ELECTION MATERIALS,V000996283
ROCHDALE BOROUGH COUNCIL,07/04/2016,NEIGHBOURHOODS AND ENVIRONMENT,TLC GARDEN SERVICES,07/04/2016,765,FENCING,V000996288
ROCHDALE BOROUGH COUNCIL,14/04/2016,FINANCE SERVICES,VENN GROUP LIMITED,14/04/2016,1767.12,AGENCY STAFF,V000996293
ROCHDALE BOROUGH COUNCIL,14/04/2016,FINANCE SERVICES,VENN GROUP LIMITED,14/04/2016,1295.3,AGENCY STAFF,V000996294
ROCHDALE BOROUGH COUNCIL,08/04/2016,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,08/04/2016,525.16,FOSTER PARENTS BASIC ALLOWANCE,V000996295
ROCHDALE BOROUGH COUNCIL,08/04/2016,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,08/04/2016,681.22,FOSTER PARENTS BASIC ALLOWANCE,V000996295
ROCHDALE BOROUGH COUNCIL,08/04/2016,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,08/04/2016,761.02,FOSTER PARENTS BASIC ALLOWANCE,V000996296
ROCHDALE BOROUGH COUNCIL,08/04/2016,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,08/04/2016,560,FOSTER PARENTS BASIC ALLOWANCE,V000996297
ROCHDALE BOROUGH COUNCIL,08/04/2016,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,08/04/2016,560,FOSTER PARENTS BASIC ALLOWANCE,V000996297
ROCHDALE BOROUGH COUNCIL,08/04/2016,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,08/04/2016,572.4,FOSTER PARENTS BASIC ALLOWANCE,V000996298
ROCHDALE BOROUGH COUNCIL,08/04/2016,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,08/04/2016,699.76,FOSTER PARENTS BASIC ALLOWANCE,V000996299
ROCHDALE BOROUGH COUNCIL,08/04/2016,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,08/04/2016,681.22,FOSTER PARENTS BASIC ALLOWANCE,V000996306
ROCHDALE BOROUGH COUNCIL,08/04/2016,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,08/04/2016,827.64,PROFESSIONAL FEES,V000996306
ROCHDALE BOROUGH COUNCIL,08/04/2016,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,08/04/2016,608.62,FOSTER PARENTS BASIC ALLOWANCE,V000996307
ROCHDALE BOROUGH COUNCIL,08/04/2016,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,08/04/2016,572.4,FOSTER PARENTS BASIC ALLOWANCE,V000996308
ROCHDALE BOROUGH COUNCIL,08/04/2016,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,08/04/2016,572.4,FOSTER PARENTS BASIC ALLOWANCE,V000996311
ROCHDALE BOROUGH COUNCIL,08/04/2016,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,08/04/2016,613.32,FOSTER PARENTS BASIC ALLOWANCE,V000996314
ROCHDALE BOROUGH COUNCIL,08/04/2016,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,08/04/2016,608.62,FOSTER PARENTS BASIC ALLOWANCE,V000996315
ROCHDALE BOROUGH COUNCIL,08/04/2016,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,08/04/2016,560,FOSTER PARENTS BASIC ALLOWANCE,V000996317
ROCHDALE BOROUGH COUNCIL,08/04/2016,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,08/04/2016,560,FOSTER PARENTS BASIC ALLOWANCE,V000996317
ROCHDALE BOROUGH COUNCIL,08/04/2016,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,08/04/2016,572.4,FOSTER PARENTS BASIC ALLOWANCE,V000996328
ROCHDALE BOROUGH COUNCIL,08/04/2016,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,08/04/2016,587.66,FOSTER PARENTS BASIC ALLOWANCE,V000996336
ROCHDALE BOROUGH COUNCIL,08/04/2016,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,08/04/2016,608.62,FOSTER PARENTS BASIC ALLOWANCE,V000996341
ROCHDALE BOROUGH COUNCIL,08/04/2016,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,08/04/2016,583.68,SUBSIDISED ADOPTERS PMTS,V000996344
ROCHDALE BOROUGH COUNCIL,08/04/2016,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,08/04/2016,778.24,SUBSIDISED ADOPTERS PMTS,V000996344
ROCHDALE BOROUGH COUNCIL,08/04/2016,LEARNING DIS & MENTAL HEALTH,REDACTED - PERSONAL DATA,08/04/2016,827.64,CONTRACTS,V000996345
ROCHDALE BOROUGH COUNCIL,08/04/2016,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,08/04/2016,560,FOSTER PARENTS BASIC ALLOWANCE,V000996354
ROCHDALE BOROUGH COUNCIL,08/04/2016,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,08/04/2016,560,FOSTER PARENTS BASIC ALLOWANCE,V000996354
ROCHDALE BOROUGH COUNCIL,08/04/2016,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,08/04/2016,560,FOSTER PARENTS BASIC ALLOWANCE,V000996354
ROCHDALE BOROUGH COUNCIL,08/04/2016,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,08/04/2016,627.96,FOSTER PARENTS BASIC ALLOWANCE,V000996357
ROCHDALE BOROUGH COUNCIL,08/04/2016,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,08/04/2016,1017.42,FOSTER PARENTS BASIC ALLOWANCE,V000996357
ROCHDALE BOROUGH COUNCIL,08/04/2016,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,08/04/2016,537.12,SUBSIDISED ADOPTERS PMTS,V000996359
ROCHDALE BOROUGH COUNCIL,08/04/2016,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,08/04/2016,543.98,FOSTER PARENTS BASIC ALLOWANCE,V000996362
ROCHDALE BOROUGH COUNCIL,08/04/2016,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,08/04/2016,560,FOSTER PARENTS BASIC ALLOWANCE,V000996363
ROCHDALE BOROUGH COUNCIL,08/04/2016,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,08/04/2016,560,FOSTER PARENTS BASIC ALLOWANCE,V000996363
ROCHDALE BOROUGH COUNCIL,08/04/2016,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,08/04/2016,699.76,FOSTER PARENTS BASIC ALLOWANCE,V000996366
ROCHDALE BOROUGH COUNCIL,08/04/2016,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,08/04/2016,990.6,SUBSIDISED ADOPTERS PMTS,V000996369
ROCHDALE BOROUGH COUNCIL,08/04/2016,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,08/04/2016,560,FOSTER PARENTS BASIC ALLOWANCE,V000996371
ROCHDALE BOROUGH COUNCIL,08/04/2016,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,08/04/2016,560,FOSTER PARENTS BASIC ALLOWANCE,V000996371
ROCHDALE BOROUGH COUNCIL,08/04/2016,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,08/04/2016,560,FOSTER PARENTS BASIC ALLOWANCE,V000996371
ROCHDALE BOROUGH COUNCIL,08/04/2016,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,08/04/2016,699.76,FOSTER PARENTS BASIC ALLOWANCE,V000996374
ROCHDALE BOROUGH COUNCIL,08/04/2016,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,08/04/2016,827.64,PROFESSIONAL FEES,V000996378
