Ratepayer,Property Address,Propref,Billing Address,RV,Property Description,Relief Code
,"14 Albert Street, Hebden Bridge, HX7 8AH",76012014,,5100,Shop and Premises,Empty Relief - Post 01/04/2008
,"2 Dale Street, Todmorden, OL14 5PX",78116002,,1775,Shop and Premises,Rateable Value below threshold
Maramar Holdings Ltd,"Units A B C D E F G H Pt J, Ridings Business Park, Hopwood Lane, Halifax              HX1 3TT",64242831,"Mile Thorn Works, Gibbet Street, Halifax, HX1 4JR",140000,Factory And Premises,Empty Relief - Post 01/04/2008
,"Off Der Street, Todmorden, OL14 5QT",78128701,,2250,Garage And Premises,Flood Relief Application 2015/16
,"137 Halifax Road, Todmorden, OL14 5BE",78192137,,1775,Shop and Premises,Flood Relief Application 2015/16
,"Stalls 2/3 Market Hall, Brook Street, Todmorden, OL14 5AJ",78068755,,2800,Market Stall And Premises,Flood Relief Application 2015/16
Warmco Space Heating Ltd,"Victoria Works Business Park, Calder Street, Brighouse, HD6 1LZ",29124718,"Warmco Industrial Park, Manchester Road, Mossley, Ashton Under Lyne, OL5 9AY",66000,Factory And Premises,Empty Relief - Post 01/04/2008
,"Bankfoot House, Bankfoot, Hebden Bridge, HX7 6BS",76024701,,2600,Surgery And Premises,Empty Relief - Post 01/04/2008
Bizspace Ltd,"Unit 10, Calderdale Business Park, Club Lane, Ovenden             HX2 8AX",64628717,"Sovereign House, Fao Mital Shah, 1 Albert Place, Finchley, London, N3 1QB",7700,Offices and Premises,Empty Relief - Post 01/04/2008
Warmco Space Heating Ltd,"Unit 8, Kirklees Steelworks, Grove Street, Brighouse            HD6 1PL",29284741,"Warmco Industrial Park, Manchester Road, Mossley, Ashton Under Lyne, OL5 9AY",2700,Warehouse And Premises,Qualifying industrial hereditament
,"Office 1 Britannia Works, Garden Street North, Halifax, HX3 6AE",65132704,,1675,Office,Awaiting occupation
Circuit Electrical Testing Ltd,"Office 5 Lower Gf, Croft Myl, West Parade, Halifax              HX1 2EQ",69360769,"Fountain Chambers, Fountain Street, Halifax, HX1 1LW",3150,Offices And Premises,Empty Relief - Post 01/04/2008
,"Unit 14,, Hillas Industrial Estate, Walker Lane, Sowerby Bridge       HX6 2AR",77632721,,3200,Workshop And Premises,Flood Relief Application 2015/16
,"Unit 13 Mearclough Works, Mearclough Road, Sowerby Bridge, HX6 3LF",77340740,,1375,Workshop And Premises,Flood Relief Application 2015/16
,"12 Bull Close Lane, Halifax, HX1 2EF",64432710,,18250,Restaurant and Premises,Empty Relief - Post 01/04/2008
,"Victoria Road, Halifax, HX1 5PT",69196701,,63000,Builders Merchants And Premises,Empty Relief - Post 01/04/2008
,"Store 26A, 11 Owler Ings Road, Brighouse, HD6 1EJ",29452770,,1175,Store &  Premises,Empty Property - RV < 15000
,"5 New Road, Mytholmroyd, Hebden Bridge, HX7 5DZ",76408005,,1250,Hairdressing Salon and Premises,Flood Relief Application 2015/16
,"Unit G3, Tenterfields Business Park, Burnley Road, Luddendenfoot        HX2 6EQ",64448813,,3100,Offices and Premises,Flood Relief Application 2015/16
Kino & Co,"Unit 12E, Holdsworth Road, Halifax, HX3 6SW",65344518,"Office H M 2.0, Holmfield Mills, Holdsworth Road, Halifax, HX3 6SN",3600,Warehouse And Premises,Empty Relief - Post 01/04/2008
Circuit Electrical Testing Ltd,"Office 3 Lower Gf, Croft Myl, West Parade, Halifax              HX1 2EQ",69360764,"Fountain Chambers, Fountain Street, Halifax, HX1 1LW",6200,Offices And Premises,Empty Relief - Post 01/04/2008
Circuit Electrical Testing Ltd,"Office 1 Lower Gf, Croft Myl, West Parade, Halifax              HX1 2EQ",69360768,"Fountain Chambers, Fountain Street, Halifax, HX1 1LW",490,Offices And Premises,Rateable Value below threshold
,"8 Carlton Place, Halifax, HX1 2SB",64484710,,40000,Restaurant And Premises,Empty Relief - Post 01/04/2008
Circuit Electrical Testing Ltd,"Croftmyl, Gf Office A3, West Parade, Halifax              HX1 2EQ",69360759,"Fountain Chambers, Fountain Street, Halifax, HX1 1LW",3250,Offices And Premises,Empty Relief - Post 01/04/2008
Edgar Dickinson Properties Ltd,"Unit 82 Bowers Mill, Branch Road, Barkisland, Halifax             HX4 0AD",64344725,"Walker Singleton, Property House, Lister Lane, Halifax, HX1 5DR",900,Offices,Awaiting occupation
Bizspace Ltd,"Unit 4F, Calderdale Business Park, Club Lane, Halifax              HX2 8AX",64628806,"Sovereign House, Fao Mital Shah, 1 Albert Place, Finchley, London, N3 1QB",3000,Store And Premises,Qualifying industrial hereditament
,"Sovereign House, 8 Bonegate Road, Brighouse, HD6 1SP",29064701,,7200,Day Nursery and Premises,Empty Relief - Post 01/04/2008
Thornber Chicks Ltd,"Unit 10F, Topland Country Business Pk, Cragg Road, Mytholmroyd          HX7 5RU",76160785,"Dean Hey Farm, Cragg Road, Mytholmroyd, Hebden Bridge, HX7 5RU",3300,Offices And Premises,Awaiting occupation
Haverley Properties Ltd,"28 Pellon Lane, Halifax, HX1 5SP",68236786,"Long Royd House, Long Royd Road, Triangle, HX6 1NX",2250,Taxi Office And Premises,Empty Property - RV < 15000
,"Moorside Hayloft, Moorside Farm, Coppy Nook Lane, Cragg Vale           HX7 5TY",76677701,,1500,Self Catering Holiday Unit And Premises,Empty Property - RV < 15000
Warmco Space Heating Ltd,"Unit 1 Kirklees Steelworks, Grove Street, Brighouse, HD6 1PL",29284732,"Warmco Industrial Park, Manchester Road, Mossley, Ashton Under Lyne, OL5 9AY",1725,Store And Premises,Empty Property - RV < 15000
Kino & Co,"Office 3.8, 1ST Floor, White Rose Mill, Holdsworth Road, Holmfield            HX3 6SN",65344746,"Office H M 2.0, Holmfield Mills, Holdsworth Road, Halifax, HX3 6SN",630,Office,Empty Property - RV < 15000
Blackshaw Holdings Ltd,"Unit 29 Birkby House, Birkby Lane, Bailiff Bridge, Brighouse            HD6 4JJ",29056742,"St Bernards Mill, Gelderd Road, Gildersome, Leeds, LS27 7NA",1975,Offices And Premises,Rateable Value below threshold
,"Harley Mill, Harley Street, Todmorden, OL14 5JE",78208702,,7800,Workshop And Premises,Empty Relief - Post 01/04/2008
,"73 Stainland Road, Greetland, Halifax, HX4 8BD",68772073,,2550,Shop and Premises,Empty Property - RV < 15000
,"Unit 1A Hebble End Mill, Hebble End, Hebden Bridge, HX7 6HJ",76256784,,3350,Showroom And Premises,Flood Relief Application 2015/16
Todmorden W M Social Club,"Hand Car Wash, R/O Tod W M Club, Halifax Road, Todmorden           OL14 5QG",78192819,"C/O The Secretary, North View, Halifax Road, Todmorden, OL14 5QG",850,Store and Premises,Empty Property - RV < 15000
,"3 Wharf Street, Sowerby Bridge, HX6 2EG",77652003,,2850,Shop and Premises,Empty Relief - Post 01/04/2008
Homes & Communities Agency,"1st Floor, 6 King Cross Street, Halifax, HX1 2SH",65520721,"Economic Assets Team, Lateral 8, City Walk, Leeds, LS11 9AT",5500,Offices and Premises,Listed Building
Park Life Cafe Ltd,"Pavilion, Calder Holmes Park, Holme Street, Hebden Bridge        HX7 8EE",76292710,"Ms Kim Lana Blackburn, 3 Fielden Terrace, Todmorden, OL14 8BB",2300,Cafe And Premises,Flood Relief Application 2015/16
,"Office 18, 11 Owler Ings Road, Brighouse, HD6 1EJ",29452777,,1175,Offices And Premises,Empty Property - RV < 15000
Bizspace Ltd,"Unit 7, Calderdale Business Park, Club Lane, Halifax              HX2 8AX",64628800,"Sovereign House, Fao Mital Shah, 1 Albert Place, Finchley, London, N3 1QB",7000,Offices and Premises,Empty Relief - Post 01/04/2008
,"44 Halifax Road, Todmorden, OL14 5QG",78192044,,2025,Tea Room And Premises,Flood Relief Application 2015/16
,"Unit 22, Asquith Bottom Mills, Sowerby Bridge, HX6 3BS",77024783,,2650,Workshop And Premises,Flood Relief Application 2015/16
,"Harrison House, 10 Harrison Road, Halifax, HX1 2AF",65276704,,3950,Offices and Premises,Listed Building
,"30 Waterhouse Street, Halifax, HX1 1UQ",69304030,,3850,Shop and Premises,Empty Relief - Post 01/04/2008
Focus It Limited,"Waterside Gymnasium, Valley Road, Hebden Bridge, HX7 7BZ",76552719,,17000,Gymnasium And Premises,Flood Relief Application 2015/16
Site Restaurant Ltd,"43 Rochdale Road, Todmorden, OL14 6LD",78400043,,5300,Restaurant And Premises,Flood Relief Application 2015/16
Bizspace Ltd,"Unit 16B, Calderdale Business Park, Club Lane, Halifax              HX2 8AX",64628835,"Sovereign House, Fao Mital Shah, 1 Albert Place, Finchley, London, N3 1QB",1750,Office,Rateable Value below threshold
Blackshaw Holdings Ltd,"Cooper House, Cooper Lane, Shelf, Halifax              HX3 7RJ",64672702,"St Bernards Mill, Gelderd Road, Gildersome, Leeds, LS27 7NA",3300,Workshop And Premises,Empty Relief - Post 01/04/2008
,"67 Hanson Lane, Halifax, HX1 5NX",65264067,,4900,Shop and Premises,Empty Relief - Post 01/04/2008
Blackshaw Holdings Ltd,"Unit 24 Birkby House, Birkby Lane, Brighouse, HD6 4JJ",29056736,"St Bernards Mill, Gelderd Road, Gildersome, Leeds, LS27 7NA",1950,Offices and Premises,Empty Property - RV < 15000
,"6 Crown Yard, Southgate, Elland, HX5 0DQ",56224731,,3200,Offices and Premises,Empty Relief - Post 01/04/2008
Viewstone Ltd,"Part James Street Mills, James Street, Elland, HX5 0HB",56144728,"High Level Works, Pellon Lane, Halifax, HX1 4PZ",5000,Store And Premises,Empty Relief - Post 01/04/2008
,"Crown Buildings, 97 Halifax Road, Ripponden, HX6 4DA",77240097,,1625,Shop and Premises,Rateable Value below threshold
Blackshaw Holdings Ltd,"Unit 23 Birkby House, Birkby Lane, Bailiff Bridge, Brighouse            HD6 4JJ",29056752,"St Bernards Mill, Gelderd Road, Gildersome, Leeds, LS27 7NA",4000,Offices And Premises,Empty Relief - Post 01/04/2008
,"Unit 6, Fairlea Mill, Ellen Holme Lane, Luddendenfoot       HX2 6EP",65020708,,1500,Garage And Premises,Rateable Value below threshold
Millcraft Associates,"Unit 11 Hebble End Mill, Hebble End, Hebden Bridge, HX7 6HJ",76256783,"Bridge Mill, St George's Square, Hebden Bridge, HX7 8ET",1025,Store &  Premises,Empty Property - RV < 15000
Marmerel Ltd,"Victoria Road, Sowerby Bridge, HX6 3AQ",77624708,"4 Slaithwaite Gate, Golcar, Huddersfield, HD7 4NS",11500,Workshop And Premises,Empty Relief - Post 01/04/2008
,"73 Southgate, Elland, HX5 0DQ",56224745,,5300,Shop and Premises,Empty Relief - Post 01/04/2008
Heathleigh Ltd,"Adj Unit 2 Woodman Works, South Lane, Elland, HX5 0PA",56220748,"Unit 2, Woodman Works, South Lane, Elland, HX5 0PA",920,Office and Premises,Rateable Value below threshold
Warmco Space Heating Ltd,"Unit 6 Grd Floor North Side, Exchange Mill, Saddleworth Road, Elland               HX5 0RY",56212762,"Warmco Industrial Park, Manchester Road, Mossley, Ashton Under Lyne, OL5 9AY",5200,Warehouse And Premises,Listed Building
Sowerby Bridge Wharf Ltd,"Grd Flr, Lower Calder House, The Wharf, Sowerby Bridge, HX6 2AG",77124702,"The Wharf, Sowerby Bridge, HX6 2AG",3050,Offices and Premises,Listed Building
,"2 Ling Bob, Pellon, Halifax, HX2 0QE",65648002,,3200,Shop and Premises,Empty Relief - Post 01/04/2008
,"Basement, 2 Silver Street, Halifax, HX1 1HS",68580731,,1025,Store And Premises,Listed Building
A T C Properties Ltd,"Suite 2A First Floor, Fountain Chambers, Fountain Street, Halifax              HX1 1LW",65100715,"7 Cottage Road, Headingley, Leeds, LS6 4DD",1200,Office,Empty Property - RV < 15000
,"Unit 3A, Drakes Industrial Estate, Shay Lane, Halifax              HX3 6RL",68536835,,1750,Store And Premises,Empty Property - RV < 15000
,"The Old Fire Station, Rochdale Road, Todmorden, OL14 7NA",78400823,,2275,Warehouse And Premises,Empty Property - RV < 15000
Brearley-Greens,"296b Queens Road, Halifax, HX1 4NS",68308732,"12 Horton Street, Halifax, HX1 1PU",2475,Shop and Premises,Rateable Value below threshold
Halifax Opportunities Trust,"Office 19 Ground Floor, The E W Innovation Centre, Hopwood Lane, Halifax              HX1 5ER",64242717,"Elsie Whiteley Innovation Cent, Hopwood Lane, Halifax, HX1 5ER",1425,Offices and Premises,Empty Property - RV < 15000
Calderdale Mbc Economy & Environment,"42 Market Street, Halifax, HX1 1PB",65736042,"Cafm Team, 1st Floor, Northgate House, Halifax, HX1 1UN",34750,Shop and Premises,Listed Building
,"4 Cheetham Street, Hebden Bridge, HX7 8EW",76176718,,2850,Shop and Premises,Flood Relief Application 2015/16
Warmco Space Heating Ltd,"Unit 101/101A, Wilkin Royd Mills, Mill Lane, Brighouse            HD6 1PN",29420731,"Warmco Industrial Park, Manchester Road, Mossley, Ashton Under Lyne, OL5 9AY",1775,Offices And Premises,Rateable Value below threshold
Units To Let [Northern] Ltd,"Unit 17B Mill House Works, Mill House Lane, Triangle, Sowerby Bridge      HX6 3LN",77352736,"Hartford Trading Estate, Suthers Street, Oldham, OL9 7TQ",770,Store And Premises,Listed Building
,"9 Wharf Street, Sowerby Bridge, HX6 2EG",77652009,,3800,Shop And Premises,Empty Relief - Post 01/04/2008
,"13 Crown Street, Halifax, HX1 1TT",64756013,,19500,Shop and Premises,Empty Relief - Post 01/04/2008
Pd Metal Polishing Ltd,"Unit R7, Tenterfields Business Park, Luddendenfoot, Halifax              HX2 6EQ",64448792,,2850,Workshop And Premises,Flood Relief Application 2015/16
Antiques & Orientals Ltd,"Unit 4, Bridge Mill, St Georges Square, Hebden Bridge       HX7 8ET",76508708,"722 Halifax Road, Todmorden, Lancs, OL14 6DP",1325,Workshop And Premises,Flood Relief Application 2015/16
,"Bay 6 (Ground Floor), Shay Lane Works, Shay Lane, Halifax              HX3 6SF",68536789,,2475,Workshop And Premises,Empty Property - RV < 15000
R S Investments Yorkshire Ltd,"Halifax Road, Hipperholme, Halifax, HX3 8ER",65232701,"Thornfield, Leeds Road, Hipperholme, HX3 8NH",1675,Workshop And Premises,Empty Property - RV < 15000
Whitham Mills Engineering Ltd,"Unit 1C Crow Carr Ings Mill, Vale Street, Todmorden, OL14 5HG",78500718,"Unit 1, Crow Carr Ings Mill, Vale Street, Todmorden, OL14 5HG",5900,Workshop And Premises,Empty Relief - Post 01/04/2008
T D Jagger Ltd,"6 Cheetham Street, Hebden Bridge, HX7 8EW",76132006,"3 Richmond House, Caldene Business Park, Burnley Road, Mytholmroyd, Hebden Bridge, HX7 5QJ",3600,Betting Shop And Premises,Empty Relief - Post 01/04/2008
,"6 Savile Park Street, Halifax, HX1 3DX",68476006,,3100,Shop And Premises,Empty Relief - Post 01/04/2008
Trading As Amelia Ltd,"19a Crown Street, Hebden Bridge, HX7 8EH",76176712,,8600,Shop and Premises,Flood Relief Application 2015/16
,"1ST Floor Royds House, Birds Royd Lane, Brighouse, HD6 1LQ",29052753,,13750,Offices and Premises,Empty Relief - Post 01/04/2008
Cellar 28 Ltd,"Ground Floor Office, Cellar 28, William Street, Brighouse            HD6 1HR",29644028,"William Street, Brighouse, HD6 1HR",1200,Office,Empty Property - RV < 15000
Lister Horsfall Ltd,"6 Cheapside, Halifax, HX1 1TQ",64552006,"14 Corn Market, Halifax, HX1 1TH",18250,Shop And Premises,Empty Relief - Post 01/04/2008
Valley View Resin Company Ltd,"Unit 4, Hillas Industrial Estate, Walker Lane, Sowerby Bridge      HX6 2AR",77632705,"24 Charlesworth Terrace, Pellon, Halifax, HX2 0EW",2850,Workshop And Premises,Flood Relief Application 2015/16
Dean Clough Ltd,"Unit 2 F Mill Courtyard, Dean Clough Mills, Halifax, HX3 5AX",64296736,"Office Suite E345, Dean Clough, Halifax, HX3 5AX",5200,Retail Area & Premises,Listed Building
Brighouse Sheds Ltd,"Unit 4 Bridge Road Works, Bridge Road, Brighouse, HD6 1EP",29096712,"Unit 4 Bridge Road Works, Bridge Road, Brighouse, HD6 1EP",1475,Workshop And Premises,Flood Relief Application 2015/16
,"9 Ryburn Buildings, West Street, Sowerby Bridge, HX6 3AH",77476009,,3250,Shop and Premises,Flood Relief Application 2015/16
Coal Pension Properties Ltd,"10 Square, Halifax, HX1 1RJ",68700010,"Lasalle Investment Management, Po Box 2326, 33 Cavendish Square, London, W1.A 2 Nf",22500,Shop and Premises,Empty Relief - Post 01/04/2008
,"43/45 Bridge End, Brighouse, HD6 3DN",29092709,,4450,Hairdressing Salon and Premises,Empty Relief - Post 01/04/2008
Garlock [G B] Ltd,"Unit H5 Premier Way, Lowfields Business Park, Elland, HX5 9HF",56174740,,80000,Workshop And Premises,Flood Relief Application 2015/16
Dean Clough Ltd,"Office Suite D5 5TH Floor, Dean Clough Mills, Halifax, HX3 5AX",64788851,"Office Suite E345, Dean Clough, Halifax, HX3 5AX",46500,Offices and Premises,Listed Building
Fit-Lock Systems Ltd,"Bath Place, R/O11-19 Bramston Street, Brighouse, HD6 3AA",29088707,"Kenann House, 32 Newby Road Industrial Est, Hazel Grove, Stockport, SK7 5DA",2475,Warehouse And Premises,Rateable Value below threshold
J W Lister Ltd,"Brooksmouth Mills, Clifton Road, Brighouse, HD6 1SL",29180708,"Brooksmouth Mills, Clifton Road, Brighouse, HD6 1SL",22250,Factory and Premises,Flood Relief Application 2015/16
Lockside Estates Ltd,"The Wharf, Gas Works Lane, Elland, HX5 9HH",56104704,"Lockside Mill, St Martins Road, Marple, Stockport,, SK6 7BZ",3400,Mooring And Premises,Unoccupied Land
,"15 Roils Head Road, Halifax, HX2 0NQ",68396015,,1500,Shop and Premises,Rateable Value below threshold
,"224 Pellon Lane, Halifax, HX1 5RU",68236224,,3750,Shop and Premises,Empty Relief - Post 01/04/2008
,"3 Hope Street, Hebden Bridge, HX7 8AG",76300005,,3000,Shop and Premises,Flood Relief Application 2015/16
,"Mount Pleasant Mill Yard, Midgley Road, Mytholmroyd, Hebden Bridge       HX7 5LR",76372709,,370,Store And Premises,Flood Relief Application 2015/16
,"15 Rochdale Road, Todmorden, OL14 5AA",78400015,,1900,Shop and Premises,Flood Relief Application 2015/16
Coral Racing Ltd,"1 Central Buildings, Town Hall Street, Sowerby Bridge, HX6 2QF",77600706,"Property A P Dept, New Castle House, Castle Boulevard, Nottingham, NG7 1FT",4650,Shop And Premises,Empty Relief - Post 01/04/2008
Woodhead Butchers Ltd,"12 St Georges Square, Hebden Bridge, HX7 8ET",76508012,"4 Honey Hole Close, Todmorden, OL14 6NP",5900,Shop and Premises,Flood Relief Application 2015/16
Gordon Rigg (Nurseries) Ltd,"Car Park, Near Travis House, Rochdale Road, Todmorden           OL14 6LD",78400779,"Calderbank Nurseries, Walsden, Todmorden, OL14 7TG",1000,Car Park,Rateable Value below threshold
Fielden Factors (Kitchens) Ltd,"Victoria Works, Salford, Todmorden, OL14 7LF",78408700,,25750,Builders Merchants And Premises,Flood Relief Application 2015/16
,"27 Water Street, Todmorden, OL14 5AB",78508027,,5600,Shop and Premises,Flood Relief Application 2015/16
,"15/17 Bridge End, Burnley Road, Mytholmroyd, Hebden Bridge        HX7 5DR",76056702,,2700,Shop and Premises,Flood Relief Application 2015/16
,"Scaitcliffe Hall, Burnley Road, Todmorden, OL14 7DQ",78076729,,48000,Hotel And Premises,Listed Building
,"5 Burnley Road, Mytholmroyd, Hebden Bridge, HX7 5LH",76088005,,1825,Shop and Premises,Flood Relief Application 2015/16
