Property Reference Number,Full Property Address,Current Rateable Value,Primary Liable party name,Account Start Date,Occupied relief,Empty relief,Empty relief start date,Empty exemption,Exemption start date
M1000919972139,"Car Space 957 Building 9 Multistorey Car Park, Exchange Quay, Trafford Road, Salford, M5 3EF",500,Exchange Parking Limited,27/11/2013,,,,Empty,27/11/2013
M1000919972140,"Car Space 958 Building 9 Multistorey Car Park, Exchange Quay, Trafford Road, Salford, M5 3EF",500,Exchange Parking Limited,27/11/2013,,,,Empty,27/11/2013
M1000919972141,"Car Space 959 Building 9 Multistorey Car Park , Exchange Quay, Trafford Road, Salford, M5 3EF",500,Exchange Parking Limited,27/11/2013,,,,Empty,27/11/2013
M1000919972142,"Car Space 960 Building 9 Multistorey Car Park, Exchange Quay, Trafford Road, Salford, M5 3EF",500,Exchange Parking Limited,27/11/2013,,,,Empty,27/11/2013
M1000919972143,"Car Space 961 Building 9 Multistorey Car Park, Exchange Quay, Trafford Road, Salford, M5 3EF",500,Exchange Parking Limited,27/11/2013,,,,Empty,27/11/2013
M1000919972144,"Car Space 962 Building 9 Multistorey Car Park, Exchange Quay, Trafford Road, Salford, M5 3EF",500,Exchange Parking Limited,27/11/2013,,,,Empty,27/11/2013
M1000919972145,"Car Space 963 Building 9 Multistorey Car Park, Exchange Quay, Trafford Road, Salford, M5 3EF",500,Exchange Parking Limited,27/11/2013,,,,Empty,27/11/2013
M1000919972146,"Car Space 964 Building 9 Multistorey Car Park , Exchange Quay, Trafford Road, Salford, M5 3EF",500,Exchange Parking Limited,27/11/2013,,,,Empty,27/11/2013
M1000919972147,"Car Space 965 Building 9 Multistorey Car Park , Exchange Quay, Trafford Road, Salford, M5 3EF",500,Exchange Parking Limited,27/11/2013,,,,Empty,27/11/2013
M1000919972148,"Car Space 966 Building 9 Multistorey Car Park, Exchange Quay, Trafford Road, Salford, M5 3EF",500,Exchange Parking Limited,27/11/2013,,,,Empty,27/11/2013
M1000919972149,"Car Space 967 Building 9 Multistorey Car Park, Exchange Quay, Trafford Road, Salford, M5 3EF",500,Exchange Parking Limited,27/11/2013,,,,Empty,27/11/2013
M1000919972150,"Car Space 968 Building 9 Multistorey Car Park, Exchange Quay, Trafford Road, Salford, M5 3EF",500,Exchange Parking Limited,27/11/2013,,,,Empty,27/11/2013
M1000919972151,"Car Space 969 Building 9 Multistorey Car Park , Exchange Quay, Trafford Road, Salford, M5 3EF",500,Exchange Parking Limited,27/11/2013,,,,Empty,27/11/2013
M1000919972152,"Car Space 970 Building 9 Multistorey Car Park, Exchange Quay, Trafford Road, Salford, M5 3EF",500,Exchange Parking Limited,27/11/2013,,,,Empty,27/11/2013
M1000919972153,"Car Space 971 Building 9 Multistorey Car Park , Exchange Quay, Trafford Road, Salford, M5 3EF",500,Exchange Parking Limited,27/11/2013,,,,Empty,27/11/2013
M10001A1030006,"Car Space No 103, Building 9 Multistorey Car Park, Exchange Quay, Trafford Road, Salford, M5 3EF",500,Exchange Quay Master Trust,01/08/2010,,,,Empty,01/04/2011
M20003A0170001,"Car Space No 17 Level 3a, Multi Storey Car Park No 2, Exchange Quay, Trafford Road, Salford, M5 3EF",500,Exchange Quay Master Trust,01/08/2010,,,,Empty,01/04/2011
1192050001135,"Pt 1st Floor Suite 1a, Building 7, Exchange Quay, Trafford Road, M5 3EQ",29000,Exchange Quay Salford Uk Sarl,12/01/2017,,,,,
1192050001243,"Pt 1st Floor Suite 1b, Building 7, Exchange Quay, Trafford Road, M5 3EQ",21500,Exchange Quay Salford Uk Sarl,12/01/2017,,EPRN,12/04/2017,,
1192050002104,"2nd Floor, Building 7, Exchange Quay, Trafford Road, Salford, M5 3EP",50500,Exchange Quay Salford Uk Sarl,12/01/2017,,EPRN,12/04/2017,,
1192050003075,"3rd Floor, Building 7, Exchange Quay, Trafford Road, Salford, M5 3EP",50500,Exchange Quay Salford Uk Sarl,12/01/2017,,EPRN,12/04/2017,,
1192050004078,"4th Floor, Building 7, Exchange Quay, Trafford Road, Salford, M5 3EP",50500,Exchange Quay Salford Uk Sarl,12/01/2017,,EPRN,12/04/2017,,
1192050005035,"Esterre Pt 3rd Floor, Building 5 Exchange Quay, Trafford Road, Salford, M5 3EF",3900,Exchange Quay Salford Uk Sarl,26/11/2013,,,,,
0119205000507B,"5th Floor, Building Seven (7), Exchange Quay, Trafford Road, Salford, M5 3EP",50500,Exchange Quay Salford Uk Sarl,12/01/2017,,EPRN,12/04/2017,,
1192050005672,"Office Property Consultants, 5, Exchange Quay, Trafford Road, Salford Quays, Greater Manchester, M5 3EF",9000,Exchange Quay Salford Uk Sarl,26/11/2013,,EPRN,26/11/2013,,
1192050006001,"603, Building 6 Exchange Quay, Trafford Road, Salford, M5 3EJ",7400,Exchange Quay Salford Uk Sarl,29/11/2014,,EPRN,19/02/2015,,
1192050006995,"601, Building 6 Exchange Quay, Trafford Road, Salford, M5 3EE",11500,Exchange Quay Salford Uk Sarl,26/11/2013,,EPRN,26/11/2013,,
1192050008257,"Suite 2.2 2nd Flr Building 8, Exchange Quay, Trafford Road, Salford, M5 3EJ",21000,Exchange Quay Salford Uk Sarl,12/01/2017,,EPRN,12/04/2017,,
1192050010261,"608, Building 6, Exchange Quay, Trafford Road, M5 3EJ",17500,Exchange Quay Salford Uk Sarl,05/08/2015,,EPRN,05/11/2015,,
1192050020925,"Suite 8.4 Pt 8th Flr Building 8, Exchange Quay, Trafford Road, Salford, M5 3EQ",15250,Exchange Quay Salford Uk Sarl,25/01/2015,,,,,
1192050030214,"Pt Gnd And 1st -4th Flrs Building 3, Exchange Quay, Trafford Road, Salford, M5 3ED",184000,Exchange Quay Salford Uk Sarl,12/01/2017,,EPRN,12/04/2017,,
1192050030621,"5th Floor, Building 3, Exchange Quay, Trafford Road, Salford, M5 3EQ",50500,Exchange Quay Salford Uk Sarl,12/01/2017,,EPRN,12/04/2017,,
1192050032591,"30-32, Building 6, Exchange Quay, Trafford Road, Salford, M5 3EQ",21500,Exchange Quay Salford Uk Sarl,26/11/2013,,,,,
1192050034069,"34, Building 6 Exchange Quay, Trafford Road, Salford, M5 3EQ",11750,Exchange Quay Salford Uk Sarl,26/11/2013,,EPRN,26/11/2013,,
1192050036064,"36, Building 6 Exchange Quay, Trafford Road, Salford, M5 3EQ",13750,Exchange Quay Salford Uk Sarl,26/11/2013,,EPRN,26/11/2013,,
0119205003806A,"38, Building 6 Exchange Quay, Trafford Road, Salford, M5 3EQ",8700,Exchange Quay Salford Uk Sarl,26/11/2013,,EPRN,26/11/2013,,
0119205004006A,"40, Building 6 Exchange Quay, Trafford Road, Salford, M5 3EQ",9500,Exchange Quay Salford Uk Sarl,26/11/2013,,EPRN,26/11/2013,,
1192050042065,"42, Building 6 Exchange Quay, Trafford Road, Salford, M5 3EQ",8400,Exchange Quay Salford Uk Sarl,26/11/2013,,EPRN,26/11/2013,,
1192050050269,"Esterre Ltd, 1st Floor, Building 5 Exchange Quay, Trafford Road, Salford, M5 3EF",8100,Exchange Quay Salford Uk Sarl,11/01/2017,,EPRN,11/04/2017,,
1192050050623,"4th-7th Floors Building 5, Exchange Quay, Trafford Road, Salford, M5 3EF",282500,Exchange Quay Salford Uk Sarl,11/01/2017,,EPRN,11/04/2017,,
1192050053002,"3rd Floor, Building 5, Exchange Quay, Trafford Road, Salford, M5 3EF",9000,Exchange Quay Salford Uk Sarl,11/01/2017,,EPRN,11/04/2017,,
1192050060078,"602, Building 6 Exchange Quay, Trafford Road, Salford, M5 3EF",8700,Exchange Quay Salford Uk Sarl,26/11/2013,,EPRN,26/11/2013,,
0119205006040B,"605, Building 6 Exchange Quay, Trafford Road, Salford, M5 3EJ",5100,Exchange Quay Salford Uk Sarl,26/11/2013,,EPRN,26/11/2013,,
1192050060504,"604, Building 6, Exchange Quay, Trafford Road, M5 3EQ",7500,Exchange Quay Salford Uk Sarl,26/11/2013,,EPRN,26/11/2013,,
1192050060608,"606, Building 6, Exchange Quay, Trafford Road, M5 3EJ",15000,Exchange Quay Salford Uk Sarl,25/06/2014,,EPRN,25/06/2014,,
1192050060701,"607, Building 6 Exchange Quay, Trafford Road, Salford, M5 3EJ",2900,Exchange Quay Salford Uk Sarl,13/06/2014,,EPRN,13/09/2014,,
1192050080207,"3rd Floor Suite 2, Building 8 Exchange Quay, Trafford Road, Salford, M5 3EQ",33250,Exchange Quay Salford Uk Sarl,12/01/2017,,EPRN,12/04/2017,,
0119205008030B,"3rd Floor Suite 3, 8, Exchange Quay, Trafford Road, Salford, M5 3EJ",46000,Exchange Quay Salford Uk Sarl,12/01/2017,,EPRN,12/04/2017,,
1192050083101,"3rd Floor Suite 1, 8, Exchange Quay, Trafford Road, Salford, M5 3EJ",44250,Exchange Quay Salford Uk Sarl,24/12/2016,,EPRN,24/12/2016,,
1192050087879,"Unit 1a Gnd Flr, 8, Exchange Quay, Trafford Road, Salford, M5 3EJ",10500,Exchange Quay Salford Uk Sarl,12/01/2017,,EPRN,12/04/2017,,
1192050089023,"Pt 9th Floor Suite 2, Building 8, Exchange Quay, Trafford Road, Salford, M5 3EJ",43250,Exchange Quay Salford Uk Sarl,12/01/2017,,,,,
1192050090125,"Pt 9th Floor Suite 1and 3, Building 8, Trafford Road, Exchange Quay, Salford, M5 3EJ",55000,Exchange Quay Salford Uk Sarl,12/01/2017,,EPRN,11/04/2017,,
1192050100403,"Pt 2nd Flr Building 1, Exchange Quay, Trafford Road, Salford, M5 3EA",42250,Exchange Quay Salford Uk Sarl,12/01/2017,,EPRN,12/04/2017,,
11000100010002,"Car Spaces 1 & 2, Building 1, Exchange Quay, Trafford Road, Salford, M5 3EE",1000,Exchange Quay Salford Uk Sarl,26/11/2013,,,,Empty,26/11/2013
11000100030007,"Car Space No 3, Building 1, Exchange Quay, Trafford Road, Salford, M5 3EE",500,Exchange Quay Salford Uk Sarl,12/01/2010,,,,Empty,12/01/2010
11000100040009,"Car Space No 4, Building 1, Exchange Quay, Trafford Road, Salford, M5 3EE",500,Exchange Quay Salford Uk Sarl,26/11/2013,,,,Empty,26/11/2013
11000100130008,"Car Space No 13, Building 1, Exchange Quay, Trafford Road, Salford, M5 3EE",500,Exchange Quay Salford Uk Sarl,26/11/2013,,,,Empty,26/11/2013
1100010014000A,"Car Space No 14, Building 1, Exchange Quay, Trafford Road, Salford, M5 3EE",500,Exchange Quay Salford Uk Sarl,26/11/2013,,,,Empty,26/11/2013
11000100150001,"Car Space No 15, Building 1, Exchange Quay, Trafford Road, Salford, M5 3EE",500,Exchange Quay Salford Uk Sarl,26/11/2013,,,,Empty,26/11/2013
11000100160003,"Car Space No 16, Building 1, Exchange Quay, Trafford Road, Salford, M5 3EE",500,Exchange Quay Salford Uk Sarl,26/11/2013,,,,Empty,26/11/2013
11000100170005,"Car Space No 17, Building 1, Exchange Quay, Trafford Road, Salford, M5 3EE",500,Exchange Quay Salford Uk Sarl,26/11/2013,,,,Empty,26/11/2013
11000100180007,"Car Space No 18, Building 1, Exchange Quay, Trafford Road, Salford, M5 3EE",500,Exchange Quay Salford Uk Sarl,26/11/2013,,,,Empty,26/11/2013
11000100190009,"Car Space No 19, Building 1, Exchange Quay, Trafford Road, Salford, M5 3EE",500,Exchange Quay Salford Uk Sarl,26/11/2013,,,,Empty,26/11/2013
11000100200003,"Car Space No 20, Building 1, Exchange Quay, Trafford Road, Salford, M5 3EE",500,Exchange Quay Salford Uk Sarl,26/11/2013,,,,Empty,26/11/2013
11000100220242,"Car Spaces 22-24, Building 1, Exchange Quay, Trafford Road, Salford, M5 3EE",1500,Exchange Quay Salford Uk Sarl,26/11/2013,,,,Empty,26/11/2013
11000100262702,"Car Space No, 26/27, Building 1, Exchange Quay, Trafford Road, Salford, M5 3EE",1000,Exchange Quay Salford Uk Sarl,26/11/2013,,,,Empty,26/11/2013
11000100262784,"Car Space 43, Building 1, Exchange Quay, Trafford Road, Swinton, M5 3EE",500,Exchange Quay Salford Uk Sarl,26/11/2013,,,,Empty,26/11/2013
11000100262785,"Car Space 42, Building 1, Exchange Quay, Trafford Road, Swinton, M5 3EE",500,Exchange Quay Salford Uk Sarl,26/11/2013,,,,Empty,26/11/2013
11000100262786,"Car Space 41, Building 1, Exchange Quay, Trafford Road, Swinton, M5 3EE",500,Exchange Quay Salford Uk Sarl,26/11/2013,,,,Empty,26/11/2013
11000100262787,"Car Space 40, Building 1, Exchange Quay, Trafford Road, Swinton, M5 3EE",500,Exchange Quay Salford Uk Sarl,26/11/2013,,,,Empty,26/11/2013
11000100262788,"Car Space 39, Building 1, Exchange Quay, Trafford Road, Swinton, M5 3EE",500,Exchange Quay Salford Uk Sarl,26/11/2013,,,,Empty,26/11/2013
11000100262789,"Car Space 38, Building 1, Exchange Quay, Trafford Road, Swinton, M5 3EE",500,Exchange Quay Salford Uk Sarl,26/11/2013,,,,Empty,26/11/2013
11000100262790,"Car Space 37, Building 1, Exchange Quay, Trafford Road, Swinton, M5 3EE",500,Exchange Quay Salford Uk Sarl,26/11/2013,,,,Empty,26/11/2013
11000100262791,"Car Space 36, Building 1, Exchange Quay, Trafford Road, Swinton, M5 3EE",500,Exchange Quay Salford Uk Sarl,26/11/2013,,,,Empty,26/11/2013
11000100262792,"Car Space 35, Building 1, Exchange Quay, Trafford Road, Swinton, M5 3EE",500,Exchange Quay Salford Uk Sarl,26/11/2013,,,,Empty,26/11/2013
11000100262793,"Car Space 34, Building 1, Exchange Quay, Trafford Road, Swinton, M5 3EE",500,Exchange Quay Salford Uk Sarl,26/11/2013,,,,Empty,26/11/2013
11000100262794,"Car Space 33, Building 1, Exchange Quay, Trafford Road, Swinton, M5 3EE",500,Exchange Quay Salford Uk Sarl,26/11/2013,,,,Empty,26/11/2013
11000100262795,"Car Space 32, Building 1, Exchange Quay, Trafford Road, Swinton, M5 3EE",500,Exchange Quay Salford Uk Sarl,26/11/2013,,,,Empty,26/11/2013
11000100262796,"Car Space 31, Building 1, Exchange Quay, Trafford Road, Swinton, M5 3EE",500,Exchange Quay Salford Uk Sarl,26/11/2013,,,,Empty,26/11/2013
11000100262797,"Car Space 30 , Building 1, Exchange Quay, Trafford Road, Swinton, M5 3EE",500,Exchange Quay Salford Uk Sarl,26/11/2013,,,,Empty,26/11/2013
11000100262798,"Car Space 29 , Building 1, Exchange Quay, Trafford Road, Swinton, M5 3EE",500,Exchange Quay Salford Uk Sarl,26/11/2013,,,,Empty,26/11/2013
11000100262799,"Car Space 28, Building 1, Exchange Quay, Trafford Road, Swinton, M5 3EE",500,Exchange Quay Salford Uk Sarl,26/11/2013,,,,Empty,26/11/2013
11000100440045,"Car Spaces 44 & 45, Building 1, Exchange Quay, Trafford Road, Salford, M5 3EE",1000,Exchange Quay Salford Uk Sarl,26/11/2013,,,,Empty,26/11/2013
11000100460006,"Car Space No 46, Building 1, Exchange Quay, Trafford Road, Salford, M5 3EE",500,Exchange Quay Salford Uk Sarl,27/11/2013,,,,Empty,27/11/2013
11000100470008,"Car Space No 47, Building 1, Exchange Quay, Trafford Road, Salford, M5 3EE",500,Exchange Quay Salford Uk Sarl,27/11/2013,,,,Empty,27/11/2013
11000100500012,"Car Spaces, 5-12, Building 1, Exchange Quay, Trafford Road, Salford, M5 3EE",4000,Exchange Quay Salford Uk Sarl,26/11/2013,,EPRN,26/11/2013,,
30000100090009,"Car Space No 9, Building 3, Exchange Quay, Trafford Road, Salford, M5 3EQ",500,Exchange Quay Salford Uk Sarl,01/04/2015,,,,Empty,01/04/2015
30000100100003,"Car Space No 10, Building 3, Exchange Quay, Trafford Road, Salford, M5 3EQ",500,Exchange Quay Salford Uk Sarl,01/04/2015,,,,Empty,01/04/2015
30000100110005,"Car Space No 11, Building 3, Exchange Quay, Trafford Road, Salford, M5 3EQ",500,Exchange Quay Salford Uk Sarl,01/04/2015,,,,Empty,01/04/2015
30000100130009,"Car Space No 13, Building 3, Exchange Quay, Trafford Road, Salford, M5 3EQ",500,Exchange Quay Salford Uk Sarl,01/04/2015,,,,Empty,01/04/2015
3000010014000B,"Car Space No 14, Building 3, Exchange Quay, Trafford Road, Salford, M5 3EQ",500,Exchange Quay Salford Uk Sarl,01/04/2015,,,,Empty,01/04/2015
30000100150002,"Car Space No 15, Building 3, Exchange Quay, Trafford Road, Salford, M5 3EQ",500,Exchange Quay Salford Uk Sarl,01/04/2015,,,,Empty,01/04/2015
70000100080004,"Car Space No 8, Building 7, Exchange Quay, Trafford Road, M5 3EP",500,Exchange Quay Salford Uk Sarl,11/12/2013,,,,Empty,11/12/2013
70000100090006,"Car Space No 9, Building 7, Exchange Quay, Trafford Road, M5 3EP",500,Exchange Quay Salford Uk Sarl,11/12/2013,,,,Empty,11/12/2013
7000010010000B,"Car Space No 10, Building 7, Exchange Quay, Trafford Road, M5 3EP",500,Exchange Quay Salford Uk Sarl,11/12/2013,,,,Empty,11/12/2013
70000100110002,"Car Space No 11, Building 7, Exchange Quay, Trafford Road, M5 3EP",500,Exchange Quay Salford Uk Sarl,11/12/2013,,,,Empty,11/12/2013
70000100120004,"Car Space No 12, Building 7, Exchange Quay, Trafford Road, M5 3EP",500,Exchange Quay Salford Uk Sarl,11/12/2013,,,,Empty,11/12/2013
70000100140008,"Car Space No 14, Building 7, Exchange Quay, Trafford Road, M5 3EP",500,Exchange Quay Salford Uk Sarl,01/04/2014,,,,Empty,01/04/2014
7000010015000A,"Car Space No 15, Building 7, Exchange Quay, Trafford Road, M5 3EP",500,Exchange Quay Salford Uk Sarl,01/04/2014,,,,Empty,01/04/2014
70000100160001,"Car Space No 16, Building 7, Exchange Quay, Trafford Road, M5 3EP",500,Exchange Quay Salford Uk Sarl,01/04/2014,,,,Empty,01/04/2014
70000100170003,"Car Space No 17, Building 7, Exchange Quay, Trafford Road, M5 3EP",500,Exchange Quay Salford Uk Sarl,01/04/2014,,,,Empty,01/04/2014
80000100260004,"Car Space No 26 P2 Lower Level, Building 8, Exchange Quay, Trafford Road, Salford, M5 3EJ",500,Exchange Quay Salford Uk Sarl,26/11/2013,,,,Empty,26/11/2013
80000100270006,"Car Space No 27 P2 Lower Level, Building 8, Exchange Quay, Trafford Road, Salford, M5 3EJ",500,Exchange Quay Salford Uk Sarl,26/11/2013,,,,Empty,26/11/2013
80000100280008,"Car Space No 28 P2 Lower Level, Building 8, Exchange Quay, Trafford Road, Salford, M5 3EJ",500,Exchange Quay Salford Uk Sarl,26/11/2013,,,,Empty,26/11/2013
8000010029000A,"Car Space No 29 P2 Lower Level, Building 8, Exchange Quay, Trafford Road, Salford, M5 3EJ",500,Exchange Quay Salford Uk Sarl,26/11/2013,,,,Empty,26/11/2013
80000100300004,"Car Space No 30 P2 Lower Level, Building 8, Exchange Quay, Trafford Road, Salford, M5 3EJ",500,Exchange Quay Salford Uk Sarl,26/11/2013,,,,Empty,26/11/2013
80000100340001,"Car Space No 34 P2 Lower Level, Building 8, Exchange Quay, Trafford Road, Salford, M5 3EJ",500,Exchange Quay Salford Uk Sarl,26/11/2013,,,,Empty,26/11/2013
80000100350003,"Car Space No 35 P2 Lower Level, Building 8, Exchange Quay, Trafford Road, Salford, M5 3EJ",500,Exchange Quay Salford Uk Sarl,26/11/2013,,,,Empty,26/11/2013
80000100360005,"Car Space No 36 P2 Lower Level, Building 8, Exchange Quay, Trafford Road, Salford, M5 3EJ",500,Exchange Quay Salford Uk Sarl,26/11/2013,,,,Empty,26/11/2013
80000100370007,"Car Space No 37 P2 Lower Level, Building 8, Exchange Quay, Trafford Road, Salford, M5 3EJ",500,Exchange Quay Salford Uk Sarl,26/11/2013,,,,Empty,26/11/2013
80000100380009,"Car Space No 38 P2 Lower Level, Building 8, Exchange Quay, Trafford Road, Salford, M5 3EJ",500,Exchange Quay Salford Uk Sarl,26/11/2013,,,,Empty,26/11/2013
8000010039000B,"Car Space No 39 P2 Lower Level, Building 8, Exchange Quay, Trafford Road, Salford, M5 3EJ",500,Exchange Quay Salford Uk Sarl,26/11/2013,,,,Empty,26/11/2013
80000100400005,"Car Space No 40 P2 Lower Level, Building 8, Exchange Quay, Trafford Road, Salford, M5 3EJ",500,Exchange Quay Salford Uk Sarl,26/11/2013,,,,Empty,26/11/2013
80000100410007,"Car Space No 41 P2 Lower Level, Building 8, Exchange Quay, Trafford Road, Salford, M5 3EJ",500,Exchange Quay Salford Uk Sarl,26/11/2013,,,,Empty,26/11/2013
80000100420009,"Car Space No 42 P2 Lower Level, Building 8, Exchange Quay, Trafford Road, Salford, M5 3EJ",500,Exchange Quay Salford Uk Sarl,26/11/2013,,,,Empty,26/11/2013
8000010043000B,"Car Space No 43 P2 Lower Level, Building 8, Exchange Quay, Trafford Road, Salford, M5 3EJ",500,Exchange Quay Salford Uk Sarl,26/11/2013,,,,Empty,26/11/2013
80000100440021,"Car Space No 44 P2 Lower Level, Building 8, Exchange Quay, Trafford Road, Salford, M5 3EJ",500,Exchange Quay Salford Uk Sarl,26/11/2013,,,,Empty,26/11/2013
80000100450004,"Car Space No 45 P2 Lower Level, Building 8, Exchange Quay, Trafford Road, Salford, M5 3EJ",500,Exchange Quay Salford Uk Sarl,26/11/2013,,,,Empty,26/11/2013
80000100460006,"Car Space No 46 P2 Lower Level, Building 8, Exchange Quay, Trafford Road, Salford, M5 3EJ",500,Exchange Quay Salford Uk Sarl,26/11/2013,,,,Empty,26/11/2013
80000100470008,"Car Space No 47 P2 Lower Level, Building 8, Exchange Quay, Trafford Road, Salford, M5 3EJ",500,Exchange Quay Salford Uk Sarl,26/11/2013,,,,Empty,26/11/2013
